ChecklistID,ServiceID,BodyPart,CheckItem
CHK16862,SRV43201,Chân,Kiểm tra tuần hoàn
CHK16863,SRV43201,Vết mổ,Vệ sinh vết mổ
CHK16864,SRV43201,Toàn thân,Đánh giá mức độ đau
CHK16865,SRV26230,Hô hấp,Kiểm tra màu niêm mạc
CHK16866,SRV26230,Mắt,Kiểm tra phản xạ ánh sáng
CHK16867,SRV26230,Chân,Kiểm tra sưng
CHK16868,SRV26230,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK16869,SRV26230,Thân nhiệt,Đo nhiệt độ cơ thể
CHK16870,SRV125756,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK16871,SRV125756,Vết mổ,Kiểm tra nhiễm trùng
CHK16872,SRV125756,Hô hấp,Kiểm tra tiếng thở
CHK16873,SRV65163,Chân,Kiểm tra sưng
CHK16874,SRV65163,Vết mổ,Kiểm tra rỉ dịch
CHK16875,SRV65163,Toàn thân,Đánh giá mức độ đau
CHK16876,SRV65163,Tim mạch,Kiểm tra mạch
CHK16877,SRV65163,Thân nhiệt,Theo dõi sốt
CHK16878,SRV13833,Vết mổ,Kiểm tra sưng tấy
CHK16879,SRV13833,Mắt,Kiểm tra độ ẩm mắt
CHK16880,SRV13833,Hô hấp,Kiểm tra tiếng thở
CHK16881,SRV13833,Chân,Kiểm tra sưng
CHK16882,SRV13833,Vùng bụng,Sờ nắn kiểm tra đau
CHK16883,SRV13833,Toàn thân,Kiểm tra ăn uống
CHK16884,SRV71626,Vết mổ,Kiểm tra sưng tấy
CHK16885,SRV71626,Toàn thân,Đánh giá mức độ đau
CHK16886,SRV71626,Tim mạch,Kiểm tra mạch
CHK16887,SRV71626,Vùng bụng,Kiểm tra chướng bụng
CHK16888,SRV84622,Thân nhiệt,Đo nhiệt độ cơ thể
CHK16889,SRV84622,Mắt,Kiểm tra độ ẩm mắt
CHK16890,SRV84622,Tim mạch,Kiểm tra mạch
CHK16891,SRV84622,Chân,Kiểm tra tuần hoàn
CHK16892,SRV84622,Vùng bụng,Sờ nắn kiểm tra đau
CHK16893,SRV84622,Toàn thân,Đánh giá mức độ đau
CHK16894,SRV164725,Mắt,Kiểm tra độ ẩm mắt
CHK16895,SRV164725,Tim mạch,Đo nhịp tim
CHK16896,SRV164725,Vết mổ,Vệ sinh vết mổ
CHK16897,SRV164725,Chân,Kiểm tra cử động
CHK16898,SRV191792,Thân nhiệt,Theo dõi sốt
CHK16899,SRV191792,Mắt,Kiểm tra phản xạ ánh sáng
CHK16900,SRV191792,Hô hấp,Kiểm tra màu niêm mạc
CHK16901,SRV191792,Vết mổ,Kiểm tra rỉ dịch
CHK16902,SRV191792,Tim mạch,Kiểm tra mạch
CHK16903,SRV191792,Vùng bụng,Sờ nắn kiểm tra đau
CHK16904,SRV30557,Mắt,Kiểm tra độ ẩm mắt
CHK16905,SRV30557,Vết mổ,Kiểm tra độ liền da
CHK16906,SRV30557,Hô hấp,Kiểm tra màu niêm mạc
CHK16907,SRV30557,Chân,Kiểm tra cử động
CHK16908,SRV33098,Toàn thân,Kiểm tra ăn uống
CHK16909,SRV33098,Vùng bụng,Kiểm tra chướng bụng
CHK16910,SRV33098,Tim mạch,Đo nhịp tim
CHK16911,SRV33098,Mắt,Kiểm tra độ ẩm mắt
CHK16912,SRV33098,Hô hấp,Kiểm tra tiếng thở
CHK16913,SRV33098,Thân nhiệt,Theo dõi sốt
CHK16914,SRV122608,Thân nhiệt,Đo nhiệt độ cơ thể
CHK16915,SRV122608,Vết mổ,Vệ sinh vết mổ
CHK16916,SRV122608,Chân,Kiểm tra cử động
CHK16917,SRV122608,Mắt,Kiểm tra phản xạ ánh sáng
CHK16918,SRV165487,Toàn thân,Đánh giá mức độ đau
CHK16919,SRV165487,Vùng bụng,Sờ nắn kiểm tra đau
CHK16920,SRV165487,Hô hấp,Kiểm tra màu niêm mạc
CHK16921,SRV165487,Mắt,Kiểm tra độ ẩm mắt
CHK16922,SRV7673,Tim mạch,Đo nhịp tim
CHK16923,SRV7673,Hô hấp,Kiểm tra tiếng thở
CHK16924,SRV7673,Thân nhiệt,Theo dõi sốt
CHK16925,SRV7673,Toàn thân,Kiểm tra ăn uống
CHK16926,SRV7673,Vùng bụng,Kiểm tra chướng bụng
CHK16927,SRV4863,Toàn thân,Kiểm tra nhịp thở
CHK16928,SRV4863,Vùng bụng,Sờ nắn kiểm tra đau
CHK16929,SRV4863,Vết mổ,Vệ sinh vết mổ
CHK16930,SRV35047,Vết mổ,Kiểm tra sưng tấy
CHK16931,SRV35047,Vùng bụng,Sờ nắn kiểm tra đau
CHK16932,SRV35047,Thân nhiệt,Đo nhiệt độ cơ thể
CHK16933,SRV35047,Chân,Kiểm tra tuần hoàn
CHK16934,SRV35047,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK16935,SRV35047,Mắt,Kiểm tra độ ẩm mắt
CHK16936,SRV188464,Mắt,Kiểm tra độ ẩm mắt
CHK16937,SRV188464,Chân,Kiểm tra sưng
CHK16938,SRV188464,Hô hấp,Đếm nhịp thở
CHK16939,SRV188464,Toàn thân,Kiểm tra đi vệ sinh
CHK16940,SRV188464,Vùng bụng,Sờ nắn kiểm tra đau
CHK16941,SRV188464,Thân nhiệt,Theo dõi sốt
CHK16942,SRV50599,Mắt,Kiểm tra độ ẩm mắt
CHK16943,SRV50599,Vết mổ,Kiểm tra độ liền da
CHK16944,SRV50599,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK16945,SRV50599,Thân nhiệt,Đo nhiệt độ cơ thể
CHK16946,SRV50599,Tim mạch,Kiểm tra mạch
CHK16947,SRV134043,Tim mạch,Kiểm tra mạch
CHK16948,SRV134043,Mắt,Kiểm tra phản xạ ánh sáng
CHK16949,SRV134043,Vùng bụng,Kiểm tra chướng bụng
CHK16950,SRV134043,Hô hấp,Đếm nhịp thở
CHK16951,SRV18447,Chân,Kiểm tra sưng
CHK16952,SRV18447,Thân nhiệt,Đo nhiệt độ cơ thể
CHK16953,SRV18447,Hô hấp,Kiểm tra tiếng thở
CHK16954,SRV18447,Vùng bụng,Sờ nắn kiểm tra đau
CHK16955,SRV18447,Toàn thân,Kiểm tra đi vệ sinh
CHK16956,SRV18447,Vết mổ,Kiểm tra sưng tấy
CHK16957,SRV138310,Tim mạch,Đo nhịp tim
CHK16958,SRV138310,Thân nhiệt,Theo dõi sốt
CHK16959,SRV138310,Hô hấp,Đếm nhịp thở
CHK16960,SRV177413,Thân nhiệt,Đo nhiệt độ cơ thể
CHK16961,SRV177413,Hô hấp,Kiểm tra tiếng thở
CHK16962,SRV177413,Tim mạch,Đo nhịp tim
CHK16963,SRV28856,Mắt,Kiểm tra độ ẩm mắt
CHK16964,SRV28856,Thân nhiệt,Đo nhiệt độ cơ thể
CHK16965,SRV28856,Chân,Kiểm tra sưng
CHK16966,SRV28856,Hô hấp,Đếm nhịp thở
CHK16967,SRV28856,Toàn thân,Kiểm tra nhịp thở
CHK16968,SRV152941,Mắt,Kiểm tra phản xạ ánh sáng
CHK16969,SRV152941,Thân nhiệt,Theo dõi sốt
CHK16970,SRV152941,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK16971,SRV152941,Chân,Kiểm tra tuần hoàn
CHK16972,SRV194154,Hô hấp,Kiểm tra màu niêm mạc
CHK16973,SRV194154,Mắt,Kiểm tra độ ẩm mắt
CHK16974,SRV194154,Thân nhiệt,Theo dõi sốt
CHK16975,SRV194154,Vết mổ,Kiểm tra nhiễm trùng
CHK16976,SRV194154,Vùng bụng,Kiểm tra chướng bụng
CHK16977,SRV194154,Chân,Kiểm tra cử động
CHK16978,SRV150085,Vùng bụng,Sờ nắn kiểm tra đau
CHK16979,SRV150085,Mắt,Kiểm tra độ ẩm mắt
CHK16980,SRV150085,Tim mạch,Kiểm tra mạch
CHK16981,SRV140703,Hô hấp,Kiểm tra màu niêm mạc
CHK16982,SRV140703,Vết mổ,Kiểm tra rỉ dịch
CHK16983,SRV140703,Toàn thân,Kiểm tra đi vệ sinh
CHK16984,SRV140703,Thân nhiệt,Theo dõi sốt
CHK16985,SRV140703,Chân,Kiểm tra cử động
CHK16986,SRV63686,Chân,Kiểm tra cử động
CHK16987,SRV63686,Tim mạch,Kiểm tra mạch
CHK16988,SRV63686,Thân nhiệt,Theo dõi sốt
CHK16989,SRV63686,Mắt,Kiểm tra độ ẩm mắt
CHK16990,SRV63686,Toàn thân,Kiểm tra nhịp thở
CHK16991,SRV63686,Vùng bụng,Kiểm tra chướng bụng
CHK16992,SRV40370,Chân,Kiểm tra sưng
CHK16993,SRV40370,Thân nhiệt,Theo dõi sốt
CHK16994,SRV40370,Mắt,Kiểm tra phản xạ ánh sáng
CHK16995,SRV40370,Toàn thân,Đánh giá mức độ đau
CHK16996,SRV77533,Mắt,Kiểm tra phản xạ ánh sáng
CHK16997,SRV77533,Toàn thân,Kiểm tra đi vệ sinh
CHK16998,SRV77533,Hô hấp,Kiểm tra màu niêm mạc
CHK16999,SRV77533,Vùng bụng,Sờ nắn kiểm tra đau
CHK17000,SRV158824,Vết mổ,Vệ sinh vết mổ
CHK17001,SRV158824,Chân,Kiểm tra cử động
CHK17002,SRV158824,Thân nhiệt,Theo dõi sốt
CHK17003,SRV158824,Toàn thân,Đánh giá mức độ đau
CHK17004,SRV158824,Tim mạch,Kiểm tra mạch
CHK17005,SRV184782,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17006,SRV184782,Vùng bụng,Sờ nắn kiểm tra đau
CHK17007,SRV184782,Toàn thân,Đánh giá mức độ đau
CHK17008,SRV184782,Chân,Kiểm tra sưng
CHK17009,SRV184782,Mắt,Kiểm tra phản xạ ánh sáng
CHK17010,SRV184782,Tim mạch,Kiểm tra mạch
CHK17011,SRV134451,Hô hấp,Kiểm tra màu niêm mạc
CHK17012,SRV134451,Vết mổ,Kiểm tra rỉ dịch
CHK17013,SRV134451,Vùng bụng,Kiểm tra chướng bụng
CHK17014,SRV134451,Mắt,Kiểm tra phản xạ ánh sáng
CHK17015,SRV134451,Toàn thân,Kiểm tra đi vệ sinh
CHK17016,SRV66558,Hô hấp,Đếm nhịp thở
CHK17017,SRV66558,Vết mổ,Kiểm tra nhiễm trùng
CHK17018,SRV66558,Toàn thân,Đánh giá mức độ đau
CHK17019,SRV66558,Chân,Kiểm tra sưng
CHK17020,SRV66558,Vùng bụng,Kiểm tra chướng bụng
CHK17021,SRV74260,Tim mạch,Kiểm tra mạch
CHK17022,SRV74260,Vết mổ,Kiểm tra độ liền da
CHK17023,SRV74260,Vùng bụng,Kiểm tra chướng bụng
CHK17024,SRV74260,Mắt,Kiểm tra phản xạ ánh sáng
CHK17025,SRV74260,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17026,SRV74260,Chân,Kiểm tra tuần hoàn
CHK17027,SRV50801,Hô hấp,Kiểm tra màu niêm mạc
CHK17028,SRV50801,Thân nhiệt,Theo dõi sốt
CHK17029,SRV50801,Vết mổ,Kiểm tra sưng tấy
CHK17030,SRV50801,Vùng bụng,Sờ nắn kiểm tra đau
CHK17031,SRV50801,Tim mạch,Đo nhịp tim
CHK17032,SRV50801,Chân,Kiểm tra sưng
CHK17033,SRV83677,Vùng bụng,Sờ nắn kiểm tra đau
CHK17034,SRV83677,Vết mổ,Vệ sinh vết mổ
CHK17035,SRV83677,Hô hấp,Đếm nhịp thở
CHK17036,SRV83677,Toàn thân,Kiểm tra nhịp thở
CHK17037,SRV26885,Thân nhiệt,Theo dõi sốt
CHK17038,SRV26885,Vùng bụng,Kiểm tra chướng bụng
CHK17039,SRV26885,Toàn thân,Kiểm tra đi vệ sinh
CHK17040,SRV26885,Mắt,Kiểm tra độ ẩm mắt
CHK17041,SRV26885,Chân,Kiểm tra cử động
CHK17042,SRV26885,Vết mổ,Kiểm tra rỉ dịch
CHK17043,SRV183957,Hô hấp,Kiểm tra tiếng thở
CHK17044,SRV183957,Vết mổ,Vệ sinh vết mổ
CHK17045,SRV183957,Tim mạch,Đo nhịp tim
CHK17046,SRV183957,Mắt,Kiểm tra độ ẩm mắt
CHK17047,SRV183957,Chân,Kiểm tra cử động
CHK17048,SRV183957,Vùng bụng,Sờ nắn kiểm tra đau
CHK17049,SRV186973,Vết mổ,Kiểm tra nhiễm trùng
CHK17050,SRV186973,Toàn thân,Kiểm tra nhịp thở
CHK17051,SRV186973,Tim mạch,Đo nhịp tim
CHK17052,SRV186973,Mắt,Kiểm tra độ ẩm mắt
CHK17053,SRV123922,Vùng bụng,Sờ nắn kiểm tra đau
CHK17054,SRV123922,Tim mạch,Đo nhịp tim
CHK17055,SRV123922,Chân,Kiểm tra tuần hoàn
CHK17056,SRV123922,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17057,SRV120598,Mắt,Kiểm tra phản xạ ánh sáng
CHK17058,SRV120598,Chân,Kiểm tra cử động
CHK17059,SRV120598,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17060,SRV91053,Tim mạch,Kiểm tra mạch
CHK17061,SRV91053,Vết mổ,Kiểm tra độ liền da
CHK17062,SRV91053,Hô hấp,Kiểm tra màu niêm mạc
CHK17063,SRV91053,Vùng bụng,Sờ nắn kiểm tra đau
CHK17064,SRV91053,Thân nhiệt,Theo dõi sốt
CHK17065,SRV162505,Vết mổ,Kiểm tra rỉ dịch
CHK17066,SRV162505,Vùng bụng,Sờ nắn kiểm tra đau
CHK17067,SRV162505,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17068,SRV162505,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK17069,SRV162505,Tim mạch,Đo nhịp tim
CHK17070,SRV112257,Vùng bụng,Kiểm tra chướng bụng
CHK17071,SRV112257,Mắt,Kiểm tra phản xạ ánh sáng
CHK17072,SRV112257,Thân nhiệt,Theo dõi sốt
CHK17073,SRV112257,Vết mổ,Kiểm tra rỉ dịch
CHK17074,SRV112257,Chân,Kiểm tra tuần hoàn
CHK17075,SRV73333,Thân nhiệt,Theo dõi sốt
CHK17076,SRV73333,Hô hấp,Kiểm tra màu niêm mạc
CHK17077,SRV73333,Mắt,Kiểm tra độ ẩm mắt
CHK17078,SRV56861,Chân,Kiểm tra sưng
CHK17079,SRV56861,Mắt,Kiểm tra độ ẩm mắt
CHK17080,SRV56861,Toàn thân,Kiểm tra ăn uống
CHK17081,SRV77739,Hô hấp,Kiểm tra tiếng thở
CHK17082,SRV77739,Thân nhiệt,Theo dõi sốt
CHK17083,SRV77739,Vùng bụng,Kiểm tra chướng bụng
CHK17084,SRV77739,Tim mạch,Kiểm tra mạch
CHK17085,SRV178859,Mắt,Kiểm tra độ ẩm mắt
CHK17086,SRV178859,Tim mạch,Kiểm tra mạch
CHK17087,SRV178859,Chân,Kiểm tra cử động
CHK17088,SRV178859,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17089,SRV178859,Toàn thân,Kiểm tra nhịp thở
CHK17090,SRV178859,Hô hấp,Kiểm tra màu niêm mạc
CHK17091,SRV98114,Tim mạch,Đo nhịp tim
CHK17092,SRV98114,Vết mổ,Kiểm tra rỉ dịch
CHK17093,SRV98114,Thân nhiệt,Theo dõi sốt
CHK17094,SRV98114,Chân,Kiểm tra sưng
CHK17095,SRV187989,Vùng bụng,Sờ nắn kiểm tra đau
CHK17096,SRV187989,Mắt,Kiểm tra độ ẩm mắt
CHK17097,SRV187989,Hô hấp,Kiểm tra tiếng thở
CHK17098,SRV187989,Chân,Kiểm tra sưng
CHK17099,SRV187989,Tim mạch,Đo nhịp tim
CHK17100,SRV24016,Hô hấp,Kiểm tra tiếng thở
CHK17101,SRV24016,Vùng bụng,Kiểm tra chướng bụng
CHK17102,SRV24016,Chân,Kiểm tra cử động
CHK17103,SRV24016,Thân nhiệt,Theo dõi sốt
CHK17104,SRV93165,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17105,SRV93165,Toàn thân,Đánh giá mức độ đau
CHK17106,SRV93165,Chân,Kiểm tra tuần hoàn
CHK17107,SRV93165,Vết mổ,Vệ sinh vết mổ
CHK17108,SRV93165,Tim mạch,Đo nhịp tim
CHK17109,SRV49697,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17110,SRV49697,Chân,Kiểm tra tuần hoàn
CHK17111,SRV49697,Vùng bụng,Sờ nắn kiểm tra đau
CHK17112,SRV49697,Hô hấp,Kiểm tra màu niêm mạc
CHK17113,SRV167716,Tim mạch,Kiểm tra mạch
CHK17114,SRV167716,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK17115,SRV167716,Chân,Kiểm tra tuần hoàn
CHK17116,SRV167716,Vết mổ,Kiểm tra rỉ dịch
CHK17117,SRV167716,Vùng bụng,Sờ nắn kiểm tra đau
CHK17118,SRV167716,Hô hấp,Kiểm tra tiếng thở
CHK17119,SRV91256,Vết mổ,Vệ sinh vết mổ
CHK17120,SRV91256,Chân,Kiểm tra tuần hoàn
CHK17121,SRV91256,Tim mạch,Đo nhịp tim
CHK17122,SRV91256,Mắt,Kiểm tra phản xạ ánh sáng
CHK17123,SRV91256,Hô hấp,Kiểm tra tiếng thở
CHK17124,SRV30706,Tim mạch,Đo nhịp tim
CHK17125,SRV30706,Chân,Kiểm tra sưng
CHK17126,SRV30706,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK17127,SRV187689,Vùng bụng,Sờ nắn kiểm tra đau
CHK17128,SRV187689,Mắt,Kiểm tra phản xạ ánh sáng
CHK17129,SRV187689,Vết mổ,Kiểm tra rỉ dịch
CHK17130,SRV187689,Chân,Kiểm tra tuần hoàn
CHK17131,SRV187689,Tim mạch,Đo nhịp tim
CHK17132,SRV187689,Thân nhiệt,Theo dõi sốt
CHK17133,SRV187604,Hô hấp,Kiểm tra màu niêm mạc
CHK17134,SRV187604,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17135,SRV187604,Toàn thân,Kiểm tra đi vệ sinh
CHK17136,SRV187604,Tim mạch,Kiểm tra mạch
CHK17137,SRV108970,Vùng bụng,Kiểm tra chướng bụng
CHK17138,SRV108970,Hô hấp,Kiểm tra màu niêm mạc
CHK17139,SRV108970,Chân,Kiểm tra tuần hoàn
CHK17140,SRV108970,Mắt,Kiểm tra phản xạ ánh sáng
CHK17141,SRV108970,Tim mạch,Kiểm tra mạch
CHK17142,SRV34902,Hô hấp,Đếm nhịp thở
CHK17143,SRV34902,Chân,Kiểm tra tuần hoàn
CHK17144,SRV34902,Tim mạch,Đo nhịp tim
CHK17145,SRV34902,Vết mổ,Kiểm tra rỉ dịch
CHK17146,SRV34902,Mắt,Kiểm tra độ ẩm mắt
CHK17147,SRV37446,Tim mạch,Kiểm tra mạch
CHK17148,SRV37446,Hô hấp,Đếm nhịp thở
CHK17149,SRV37446,Toàn thân,Kiểm tra nhịp thở
CHK17150,SRV37446,Vùng bụng,Sờ nắn kiểm tra đau
CHK17151,SRV151271,Tim mạch,Kiểm tra mạch
CHK17152,SRV151271,Mắt,Kiểm tra phản xạ ánh sáng
CHK17153,SRV151271,Vết mổ,Kiểm tra rỉ dịch
CHK17154,SRV151271,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17155,SRV151271,Vùng bụng,Kiểm tra chướng bụng
CHK17156,SRV151271,Hô hấp,Kiểm tra tiếng thở
CHK17157,SRV181952,Vết mổ,Kiểm tra độ liền da
CHK17158,SRV181952,Thân nhiệt,Theo dõi sốt
CHK17159,SRV181952,Hô hấp,Kiểm tra tiếng thở
CHK17160,SRV144420,Mắt,Kiểm tra phản xạ ánh sáng
CHK17161,SRV144420,Vết mổ,Kiểm tra độ liền da
CHK17162,SRV144420,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17163,SRV144420,Vùng bụng,Sờ nắn kiểm tra đau
CHK17164,SRV144420,Toàn thân,Kiểm tra ăn uống
CHK17165,SRV131536,Vết mổ,Vệ sinh vết mổ
CHK17166,SRV131536,Vùng bụng,Sờ nắn kiểm tra đau
CHK17167,SRV131536,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK17168,SRV131536,Thân nhiệt,Theo dõi sốt
CHK17169,SRV131536,Chân,Kiểm tra cử động
CHK17170,SRV196846,Tim mạch,Đo nhịp tim
CHK17171,SRV196846,Toàn thân,Kiểm tra đi vệ sinh
CHK17172,SRV196846,Vết mổ,Vệ sinh vết mổ
CHK17173,SRV152184,Chân,Kiểm tra sưng
CHK17174,SRV152184,Hô hấp,Kiểm tra tiếng thở
CHK17175,SRV152184,Mắt,Kiểm tra độ ẩm mắt
CHK17176,SRV152184,Vùng bụng,Sờ nắn kiểm tra đau
CHK17177,SRV153135,Thân nhiệt,Theo dõi sốt
CHK17178,SRV153135,Chân,Kiểm tra cử động
CHK17179,SRV153135,Vết mổ,Kiểm tra rỉ dịch
CHK17180,SRV153135,Toàn thân,Kiểm tra đi vệ sinh
CHK17181,SRV18084,Hô hấp,Kiểm tra màu niêm mạc
CHK17182,SRV18084,Thân nhiệt,Theo dõi sốt
CHK17183,SRV18084,Mắt,Kiểm tra phản xạ ánh sáng
CHK17184,SRV18084,Toàn thân,Kiểm tra đi vệ sinh
CHK17185,SRV136616,Tim mạch,Đo nhịp tim
CHK17186,SRV136616,Chân,Kiểm tra tuần hoàn
CHK17187,SRV136616,Hô hấp,Kiểm tra tiếng thở
CHK17188,SRV11750,Toàn thân,Đánh giá mức độ đau
CHK17189,SRV11750,Mắt,Kiểm tra độ ẩm mắt
CHK17190,SRV11750,Chân,Kiểm tra tuần hoàn
CHK17191,SRV11750,Tim mạch,Kiểm tra mạch
CHK17192,SRV11750,Vết mổ,Kiểm tra sưng tấy
CHK17193,SRV176073,Vết mổ,Kiểm tra độ liền da
CHK17194,SRV176073,Hô hấp,Kiểm tra tiếng thở
CHK17195,SRV176073,Mắt,Kiểm tra phản xạ ánh sáng
CHK17196,SRV187431,Vùng bụng,Kiểm tra chướng bụng
CHK17197,SRV187431,Tim mạch,Đo nhịp tim
CHK17198,SRV187431,Thân nhiệt,Theo dõi sốt
CHK17199,SRV187431,Mắt,Kiểm tra độ ẩm mắt
CHK17200,SRV182039,Tim mạch,Đo nhịp tim
CHK17201,SRV182039,Hô hấp,Kiểm tra màu niêm mạc
CHK17202,SRV182039,Vết mổ,Kiểm tra độ liền da
CHK17203,SRV182039,Chân,Kiểm tra cử động
CHK17204,SRV182039,Toàn thân,Đánh giá mức độ đau
CHK17205,SRV182039,Thân nhiệt,Theo dõi sốt
CHK17206,SRV142460,Toàn thân,Đánh giá mức độ đau
CHK17207,SRV142460,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17208,SRV142460,Mắt,Kiểm tra phản xạ ánh sáng
CHK17209,SRV25084,Mắt,Kiểm tra độ ẩm mắt
CHK17210,SRV25084,Vùng bụng,Sờ nắn kiểm tra đau
CHK17211,SRV25084,Toàn thân,Kiểm tra đi vệ sinh
CHK17212,SRV25084,Vết mổ,Kiểm tra rỉ dịch
CHK17213,SRV92752,Vùng bụng,Sờ nắn kiểm tra đau
CHK17214,SRV92752,Hô hấp,Đếm nhịp thở
CHK17215,SRV92752,Toàn thân,Đánh giá mức độ đau
CHK17216,SRV92752,Chân,Kiểm tra cử động
CHK17217,SRV182965,Thân nhiệt,Theo dõi sốt
CHK17218,SRV182965,Mắt,Kiểm tra phản xạ ánh sáng
CHK17219,SRV182965,Vùng bụng,Sờ nắn kiểm tra đau
CHK17220,SRV182965,Vết mổ,Vệ sinh vết mổ
CHK17221,SRV124260,Toàn thân,Kiểm tra nhịp thở
CHK17222,SRV124260,Thân nhiệt,Theo dõi sốt
CHK17223,SRV124260,Mắt,Kiểm tra độ ẩm mắt
CHK17224,SRV170884,Tim mạch,Kiểm tra mạch
CHK17225,SRV170884,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17226,SRV170884,Hô hấp,Kiểm tra tiếng thở
CHK17227,SRV170884,Vùng bụng,Sờ nắn kiểm tra đau
CHK17228,SRV170884,Toàn thân,Kiểm tra đi vệ sinh
CHK17229,SRV170884,Vết mổ,Vệ sinh vết mổ
CHK17230,SRV152517,Toàn thân,Kiểm tra đi vệ sinh
CHK17231,SRV152517,Thân nhiệt,Theo dõi sốt
CHK17232,SRV152517,Mắt,Kiểm tra độ ẩm mắt
CHK17233,SRV152517,Hô hấp,Đếm nhịp thở
CHK17234,SRV152517,Vết mổ,Kiểm tra nhiễm trùng
CHK17235,SRV19687,Mắt,Kiểm tra phản xạ ánh sáng
CHK17236,SRV19687,Toàn thân,Kiểm tra ăn uống
CHK17237,SRV19687,Vùng bụng,Kiểm tra chướng bụng
CHK17238,SRV19687,Chân,Kiểm tra sưng
CHK17239,SRV19687,Hô hấp,Kiểm tra màu niêm mạc
CHK17240,SRV19687,Tim mạch,Đo nhịp tim
CHK17241,SRV67518,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK17242,SRV67518,Vùng bụng,Sờ nắn kiểm tra đau
CHK17243,SRV67518,Chân,Kiểm tra cử động
CHK17244,SRV67518,Vết mổ,Kiểm tra rỉ dịch
CHK17245,SRV67518,Mắt,Kiểm tra độ ẩm mắt
CHK17246,SRV59832,Mắt,Kiểm tra độ ẩm mắt
CHK17247,SRV59832,Chân,Kiểm tra cử động
CHK17248,SRV59832,Vùng bụng,Kiểm tra chướng bụng
CHK17249,SRV56334,Toàn thân,Đánh giá mức độ đau
CHK17250,SRV56334,Vết mổ,Kiểm tra rỉ dịch
CHK17251,SRV56334,Mắt,Kiểm tra phản xạ ánh sáng
CHK17252,SRV56334,Vùng bụng,Kiểm tra chướng bụng
CHK17253,SRV56334,Hô hấp,Kiểm tra màu niêm mạc
CHK17254,SRV56334,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17255,SRV107618,Tim mạch,Đo nhịp tim
CHK17256,SRV107618,Thân nhiệt,Theo dõi sốt
CHK17257,SRV107618,Vùng bụng,Sờ nắn kiểm tra đau
CHK17258,SRV107618,Hô hấp,Đếm nhịp thở
CHK17259,SRV107618,Mắt,Kiểm tra độ ẩm mắt
CHK17260,SRV174301,Mắt,Kiểm tra độ ẩm mắt
CHK17261,SRV174301,Toàn thân,Kiểm tra ăn uống
CHK17262,SRV174301,Chân,Kiểm tra tuần hoàn
CHK17263,SRV174301,Tim mạch,Đo nhịp tim
CHK17264,SRV71422,Tim mạch,Đo nhịp tim
CHK17265,SRV71422,Toàn thân,Kiểm tra ăn uống
CHK17266,SRV71422,Mắt,Kiểm tra phản xạ ánh sáng
CHK17267,SRV71422,Vết mổ,Kiểm tra rỉ dịch
CHK17268,SRV123059,Vết mổ,Kiểm tra nhiễm trùng
CHK17269,SRV123059,Hô hấp,Đếm nhịp thở
CHK17270,SRV123059,Tim mạch,Kiểm tra mạch
CHK17271,SRV123044,Thân nhiệt,Theo dõi sốt
CHK17272,SRV123044,Tim mạch,Kiểm tra mạch
CHK17273,SRV123044,Hô hấp,Đếm nhịp thở
CHK17274,SRV123044,Vết mổ,Kiểm tra độ liền da
CHK17275,SRV123044,Chân,Kiểm tra tuần hoàn
CHK17276,SRV123044,Vùng bụng,Sờ nắn kiểm tra đau
CHK17277,SRV176398,Hô hấp,Đếm nhịp thở
CHK17278,SRV176398,Thân nhiệt,Đo nhiệt độ cơ thể
CHK17279,SRV176398,Toàn thân,Kiểm tra đi vệ sinh
CHK17280,SRV136425,Tim mạch,Đo nhịp tim
CHK17281,SRV136425,Toàn thân,Kiểm tra ăn uống
CHK17282,SRV136425,Vùng bụng,Kiểm tra chướng bụng
CHK17283,SRV46760,Tim mạch,Kiểm tra mạch
CHK17284,SRV46760,Thân nhiệt,Theo dõi sốt
CHK17285,SRV46760,Mắt,Kiểm tra phản xạ ánh sáng
CHK17286,SRV46760,Vùng bụng,Kiểm tra chướng bụng
CHK17287,SRV46760,Toàn thân,Đánh giá mức độ đau
