MonitorID,SurgeryID,NurseID,CheckTime,Status,Note
MON008344,SRV190795,E0192,2021-09-06 18:11:53,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008345,SRV53721,E0186,2022-12-13 11:21:16,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008346,SRV97330,E0146,2021-08-16 08:58:59,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008347,SRV41242,E0205,2024-06-13 21:32:54,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008348,SRV185684,E0192,2023-05-21 04:07:24,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008349,SRV75480,E0208,2023-10-16 08:35:08,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008350,SRV96347,E0254,2021-09-03 05:09:51,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008351,SRV101738,E0124,2021-02-25 18:39:07,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008352,SRV186706,E0264,2021-01-15 11:16:22,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008353,SRV152574,E0186,2024-11-21 12:14:31,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008354,SRV25997,E0252,2023-05-05 08:31:33,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008355,SRV56329,E0163,2021-12-04 20:53:57,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008356,SRV174326,E0179,2021-09-10 21:40:00,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008357,SRV23021,E0210,2024-07-20 20:30:40,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008358,SRV184341,E0176,2021-08-21 02:15:10,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008359,SRV170552,E0153,2021-08-05 00:08:08,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008360,SRV134878,E0206,2023-06-20 22:49:05,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008361,SRV71958,E0196,2022-10-09 01:36:21,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008362,SRV2435,E0152,2024-02-27 11:30:14,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008363,SRV177219,E0210,2024-11-29 18:08:47,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008364,SRV65868,E0164,2023-10-12 14:19:20,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008365,SRV6863,E0258,2024-04-01 23:36:22,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008366,SRV188266,E0166,2021-11-29 09:53:36,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008367,SRV190481,E0263,2021-08-25 09:38:37,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008368,SRV108581,E0127,2022-07-22 15:03:56,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008369,SRV10466,E0155,2022-10-10 12:59:05,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008370,SRV52067,E0155,2021-02-14 18:28:53,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008371,SRV135748,E0163,2023-09-14 23:26:04,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008372,SRV22238,E0177,2021-07-04 20:48:06,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008373,SRV58845,E0188,2023-07-08 04:55:35,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008374,SRV57795,E0212,2022-05-29 04:42:20,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008375,SRV135243,E0224,2022-10-12 14:47:34,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008376,SRV73968,E0193,2021-02-19 11:23:21,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008377,SRV189067,E0195,2023-04-23 09:53:20,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008378,SRV80848,E0246,2022-12-16 11:35:14,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008379,SRV63990,E0154,2024-11-13 07:49:58,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008380,SRV62822,E0121,2023-01-23 00:58:23,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008381,SRV41858,E0135,2023-07-26 10:43:48,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008382,SRV16522,E0227,2022-11-02 01:00:28,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008383,SRV72900,E0150,2023-04-06 01:59:38,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008384,SRV1789,E0141,2022-08-29 06:45:53,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008385,SRV131948,E0252,2024-06-19 21:02:05,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008386,SRV151712,E0164,2022-09-06 00:09:37,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008387,SRV166092,E0169,2023-09-07 16:21:55,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008388,SRV82909,E0151,2022-11-09 09:08:14,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008389,SRV124692,E0143,2022-12-13 03:39:07,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008390,SRV94622,E0245,2022-03-10 17:33:21,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008391,SRV91183,E0177,2021-02-06 02:08:23,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008392,SRV176104,E0125,2024-02-06 02:50:03,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008393,SRV33659,E0207,2022-02-20 15:38:26,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008394,SRV37479,E0250,2021-09-04 09:38:16,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008395,SRV131469,E0137,2022-12-04 02:17:27,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008396,SRV132966,E0146,2021-11-03 14:54:35,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008397,SRV145790,E0264,2022-12-30 22:22:20,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008398,SRV83457,E0218,2021-07-15 06:17:42,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008399,SRV184426,E0238,2022-09-29 17:30:53,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008400,SRV191665,E0212,2021-05-25 01:29:16,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008401,SRV148754,E0169,2023-08-29 09:57:30,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008402,SRV100653,E0247,2021-05-16 17:48:09,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008403,SRV101569,E0152,2021-11-19 14:50:12,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008404,SRV88445,E0121,2024-05-07 20:59:10,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008405,SRV1988,E0218,2021-05-03 00:07:51,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008406,SRV162827,E0195,2024-11-07 14:24:02,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008407,SRV43110,E0267,2022-07-23 07:16:26,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008408,SRV38734,E0185,2024-08-26 06:54:44,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008409,SRV10429,E0169,2024-06-10 14:17:19,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008410,SRV95336,E0126,2024-06-29 17:07:11,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008411,SRV60314,E0246,2023-06-24 19:58:15,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008412,SRV1467,E0201,2024-06-04 07:39:25,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008413,SRV140746,E0161,2024-07-15 15:34:32,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008414,SRV57946,E0265,2023-07-28 23:39:16,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008415,SRV117204,E0188,2022-10-20 20:47:17,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008416,SRV93252,E0201,2024-07-19 08:31:53,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008417,SRV169532,E0211,2023-06-03 12:53:59,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008418,SRV38891,E0230,2024-04-02 15:39:01,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008419,SRV52662,E0252,2022-02-11 22:41:04,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008420,SRV125460,E0217,2024-01-21 08:56:58,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008421,SRV156794,E0129,2023-02-27 17:46:01,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008422,SRV166868,E0157,2022-08-05 11:02:21,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008423,SRV77645,E0264,2022-01-17 23:52:50,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008424,SRV148860,E0233,2024-09-21 19:53:17,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008425,SRV28746,E0262,2022-09-02 20:36:21,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008426,SRV43818,E0134,2023-11-15 15:29:52,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008427,SRV172829,E0241,2023-06-09 05:01:14,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008428,SRV49697,E0165,2021-01-22 07:49:41,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008429,SRV104958,E0170,2021-02-10 23:43:49,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008430,SRV53433,E0269,2024-11-12 17:38:59,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008431,SRV67570,E0188,2021-08-30 16:20:44,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008432,SRV99737,E0229,2024-05-16 04:01:33,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008433,SRV129815,E0230,2021-02-14 13:42:49,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008434,SRV184928,E0158,2021-08-16 10:34:02,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008435,SRV164137,E0264,2021-07-15 18:06:48,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008436,SRV7514,E0217,2021-03-09 22:13:57,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008437,SRV67646,E0193,2022-08-09 13:25:27,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008438,SRV138441,E0196,2022-03-11 10:40:03,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008439,SRV48695,E0171,2022-07-17 21:39:27,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008440,SRV167639,E0140,2024-06-28 21:51:14,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008441,SRV90554,E0129,2022-06-22 18:39:15,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008442,SRV136110,E0180,2022-12-25 15:39:50,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008443,SRV62474,E0162,2022-05-21 03:13:31,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008444,SRV113787,E0200,2021-04-24 14:28:10,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008445,SRV42009,E0124,2024-12-15 14:52:08,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008446,SRV131441,E0251,2022-12-30 05:43:38,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008447,SRV66750,E0216,2022-09-09 22:24:31,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008448,SRV178453,E0163,2022-11-27 12:41:52,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008449,SRV67306,E0234,2024-03-26 15:48:48,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008450,SRV96680,E0195,2024-10-17 01:11:42,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008451,SRV121071,E0221,2023-07-02 15:37:29,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008452,SRV126584,E0226,2024-02-13 00:38:55,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008453,SRV80693,E0220,2023-01-22 15:17:17,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008454,SRV76491,E0174,2022-08-28 07:16:05,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008455,SRV66873,E0187,2021-10-08 05:35:55,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008456,SRV52308,E0207,2024-05-04 22:22:28,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008457,SRV172348,E0195,2021-09-05 00:38:42,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008458,SRV97093,E0130,2021-08-03 04:32:25,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008459,SRV34648,E0134,2024-08-31 18:12:34,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008460,SRV136823,E0139,2024-08-08 21:41:21,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008461,SRV185805,E0164,2022-08-17 19:30:58,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008462,SRV42608,E0222,2022-06-01 01:18:45,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008463,SRV16735,E0126,2023-06-02 04:53:46,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008464,SRV10764,E0173,2021-03-02 08:25:19,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008465,SRV54649,E0133,2023-07-15 10:27:24,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008466,SRV2527,E0256,2024-01-12 05:36:22,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008467,SRV148523,E0260,2022-01-31 06:38:57,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008468,SRV9846,E0210,2022-10-07 22:34:24,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008469,SRV62345,E0149,2023-05-04 10:07:27,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008470,SRV87545,E0221,2024-07-28 19:44:48,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008471,SRV16461,E0180,2022-09-27 03:27:08,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008472,SRV1386,E0207,2024-02-17 00:45:14,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008473,SRV140393,E0170,2024-09-24 08:00:16,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008474,SRV193953,E0215,2024-05-24 22:36:50,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008475,SRV110434,E0242,2021-03-17 01:53:22,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008476,SRV23392,E0190,2021-08-03 00:18:12,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008477,SRV65448,E0159,2022-08-17 13:54:08,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008478,SRV136579,E0264,2024-11-28 15:01:09,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008479,SRV9072,E0159,2023-07-13 07:19:03,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008480,SRV54531,E0204,2024-05-31 00:46:16,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008481,SRV187985,E0144,2021-07-21 12:37:13,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008482,SRV48598,E0253,2024-06-04 01:05:40,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008483,SRV145024,E0214,2023-07-13 06:46:14,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008484,SRV192634,E0172,2024-08-09 19:34:04,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008485,SRV130754,E0151,2021-12-18 09:56:33,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008486,SRV188230,E0252,2021-05-25 05:28:47,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008487,SRV8012,E0252,2022-01-02 23:38:33,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008488,SRV127324,E0239,2021-10-05 20:09:11,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008489,SRV64711,E0248,2023-07-19 12:18:41,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008490,SRV67074,E0150,2022-08-04 11:57:26,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008491,SRV36192,E0151,2022-06-09 18:51:58,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008492,SRV42745,E0246,2021-12-08 11:00:44,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008493,SRV54374,E0267,2021-07-01 00:18:39,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008494,SRV174547,E0136,2024-03-27 09:47:56,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008495,SRV29808,E0224,2021-06-17 06:47:12,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008496,SRV45007,E0165,2021-05-06 16:16:31,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008497,SRV32932,E0250,2022-08-06 08:52:16,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008498,SRV81708,E0145,2023-10-15 14:38:40,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008499,SRV158747,E0146,2022-11-16 02:24:26,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008500,SRV29273,E0236,2024-07-09 14:45:09,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008501,SRV154982,E0206,2022-06-26 16:32:29,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008502,SRV18157,E0218,2023-09-20 14:56:02,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008503,SRV181194,E0244,2021-03-17 15:01:54,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008504,SRV124671,E0208,2024-11-18 11:44:13,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008505,SRV91922,E0176,2022-10-29 07:36:01,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008506,SRV101193,E0236,2021-06-02 14:14:58,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008507,SRV189332,E0231,2024-08-12 23:52:33,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008508,SRV152497,E0207,2022-11-28 19:10:31,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008509,SRV125405,E0241,2024-04-25 16:05:51,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008510,SRV177378,E0149,2022-04-23 05:31:26,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008511,SRV194350,E0248,2024-03-29 04:16:47,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008512,SRV126413,E0180,2024-12-29 21:38:22,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008513,SRV145790,E0232,2022-09-19 10:17:40,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008514,SRV44206,E0121,2023-05-13 14:52:09,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008515,SRV74311,E0144,2024-12-09 07:10:03,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008516,SRV104984,E0128,2021-05-22 22:39:53,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008517,SRV124278,E0162,2023-09-09 21:58:01,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008518,SRV163652,E0209,2023-05-11 09:54:40,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008519,SRV74331,E0147,2023-12-26 04:55:21,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008520,SRV120468,E0157,2022-12-30 14:11:13,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008521,SRV128282,E0145,2023-01-16 13:07:57,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008522,SRV72524,E0226,2024-02-17 17:50:00,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008523,SRV83693,E0187,2023-11-27 09:38:31,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008524,SRV189321,E0253,2024-12-30 15:10:29,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008525,SRV117742,E0176,2021-08-30 22:24:19,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008526,SRV165349,E0206,2021-04-02 06:36:02,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008527,SRV156833,E0161,2022-02-15 23:21:53,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008528,SRV177686,E0216,2022-03-11 23:20:04,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008529,SRV192615,E0146,2022-09-11 17:12:34,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008530,SRV152954,E0130,2024-02-09 23:03:52,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008531,SRV192608,E0154,2022-09-07 10:06:15,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008532,SRV193771,E0243,2023-11-06 15:53:27,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008533,SRV145024,E0200,2021-05-27 22:37:45,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008534,SRV147145,E0153,2024-11-12 03:42:28,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008535,SRV43189,E0226,2022-03-27 23:12:22,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008536,SRV185554,E0125,2021-01-04 04:48:37,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008537,SRV165487,E0173,2022-08-24 14:52:02,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008538,SRV63662,E0144,2022-04-19 17:12:22,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008539,SRV163674,E0174,2022-04-21 19:04:45,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008540,SRV83176,E0266,2021-05-06 15:00:45,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON008541,SRV158182,E0210,2022-07-18 21:15:08,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
