PetID,CustomerID,PetName,Species,Breed,Birthday,Gender,HealthStatus
PET11877,CUS31535,Na,Mèo,Mèo Scottlish Fold,2019-06-11,Cái,Khỏe mạnh
PET11878,CUS25917,Caramel,Rùa,Rùa Núi Vimg,2020-03-16,Đực,Khỏe mạnh
PET11879,CUS41162,Coco,Chim,Chim Yến Phụng,2020-02-03,Đực,Tiêm phòng đầy đủ
PET11880,CUS15824,Hoa,Chim,Chim Yến Phụng,2021-02-09,Đực,Sau phẫu thuật
PET11881,CUS12927,Nem,Mèo,Bengal,2022-10-20,Đực,Khỏe mạnh
PET11882,CUS68969,Bí Ngô,Chim,Vẹt Hoàng Yến,2023-01-11,Đực,Phục hồi chấn thương
PET11883,CUS14920,Na,Hamster,Hamster Syria,2020-05-23,Đực,Chưa tiêm phòng
PET11884,CUS23286,Bông Bông,Rùa,Rùa Sulcata,2022-03-03,Đực,Tiêm phòng đầy đủ
PET11885,CUS49982,Mít,Chó,Labrador,2020-04-07,Đực,Bệnh mãn tính
PET11886,CUS69133,Trắng,Chim,Vẹt,2021-01-03,Đực,Chưa tiêm phòng
PET11887,CUS16708,Ki,Rùa,Rùa Tai Đỏ,2020-08-13,Đực,Phục hồi chấn thương
PET11888,CUS47373,Leo,Chó,Labrador,2018-04-27,Đực,Cần theo dõi
PET11889,CUS44818,Cơm,Hamster,Hamster Syria,2019-06-01,Đực,Đang điều trị
PET11890,CUS71339,Lu Lu,Hamster,Hamster Winter White,2022-03-03,Đực,Bệnh mãn tính
PET11891,CUS12898,Bơ,Chim,Vẹt Cockatiel,2019-04-09,Đực,Cần theo dõi
PET11892,CUS04861,Luna,Hamster,Hamster Syria,2022-07-24,Đực,Sau phẫu thuật
PET11893,CUS02912,Đen,Rùa,Rùa Sulcata,2020-09-25,Cái,Khỏe mạnh
PET11894,CUS56618,Bún,Chim,Chim Sáo,2020-12-17,Đực,Cần theo dõi
PET11895,CUS29761,Trăng,Mèo,Mèo ta,2023-06-12,Cái,Khỏe mạnh
PET11896,CUS21902,Buddy,Rùa,Rùa Cạn,2021-06-06,Đực,Cần theo dõi
PET11897,CUS76905,Honey,Rùa,Rùa Cạn,2021-03-03,Cái,Cần theo dõi
PET11898,CUS66815,Luna,Hamster,Hamster Winter White,2021-08-11,Cái,Đang điều trị
PET11899,CUS15829,Bella,Hamster,Hamster Syria,2021-04-04,Cái,Khỏe mạnh
PET11900,CUS01395,Dưa,Thỏ,Thỏ Angora,2019-05-27,Đực,Sau phẫu thuật
PET11901,CUS00514,Mocha,Hamster,Hamster Syria,2021-09-20,Đực,Sau phẫu thuật
PET11902,CUS20005,Cưng,Chim,Chim Sáo,2023-07-10,Cái,Phục hồi chấn thương
PET11903,CUS17671,Mèo Mập,Chó,Chó Nhật,2021-04-15,Cái,Khỏe mạnh
PET11904,CUS56440,Cam,Thỏ,Thỏ Holland Lop,2023-03-03,Cái,Tiêm phòng đầy đủ
PET11905,CUS47993,Na,Hamster,Hamster Campbell,2023-10-18,Cái,Đang điều trị
PET11906,CUS08565,Dừa,Thỏ,Thỏ Holland Lop,2021-11-26,Cái,Chưa tiêm phòng
PET11907,CUS59430,Mun,Rùa,Rùa Tai Đỏ,2019-10-17,Cái,Sau phẫu thuật
PET11908,CUS15208,Oreo,Chim,Vẹt Cockatiel,2018-09-16,Cái,Tiêm phòng đầy đủ
PET11909,CUS21670,Đen,Chim,Vẹt Hoàng Yến,2022-06-16,Đực,Đang điều trị
PET11910,CUS27315,Xoài,Hamster,Hamster Campbell,2019-11-11,Đực,Cần theo dõi
PET11911,CUS69004,Mèo Mập,Chim,Chim Yến Phụng,2018-02-15,Đực,Chưa tiêm phòng
PET11912,CUS43519,Mực,Chó,Cocker Spaniel,2022-07-20,Đực,Phục hồi chấn thương
PET11913,CUS56192,Mưa,Chim,Chim Sáo,2023-04-09,Đực,Cần theo dõi
PET11914,CUS16421,Butter,Hamster,Hamster Trung Quốc,2023-05-18,Cái,Cần theo dõi
PET11915,CUS73837,Mocha,Mèo,Ragdoll,2023-01-30,Cái,Khỏe mạnh
PET11916,CUS58062,Trăng,Mèo,Mèo Anh lông dài,2024-04-14,Cái,Bệnh mãn tính
PET11917,CUS71984,Bún,Mèo,Mèo Tam Thể,2020-11-18,Đực,Khỏe mạnh
PET11918,CUS10095,Leo,Chim,Vẹt,2022-03-30,Đực,Cần theo dõi
PET11919,CUS13955,Mèo Mập,Chim,Chim Bồ Câu,2020-02-01,Cái,Chưa tiêm phòng
PET11920,CUS66051,Canh,Hamster,Hamster Syria,2020-03-16,Cái,Sau phẫu thuật
PET11921,CUS20617,Cưng,Chim,Vẹt Xám Châu Phi,2023-05-16,Đực,Đang điều trị
PET11922,CUS43373,Nắng,Mèo,Mèo ta,2021-10-15,Cái,Đang điều trị
PET11923,CUS74313,Nem,Rùa,Rùa Núi Vimg,2018-03-03,Cái,Bệnh mãn tính
PET11924,CUS59693,Bo,Chim,Vẹt Xám Châu Phi,2021-04-24,Đực,Cần theo dõi
PET11925,CUS12678,Canh,Rùa,Rùa Cạn,2024-03-15,Cái,Tiêm phòng đầy đủ
PET11926,CUS09700,Butter,Thỏ,Thỏ Angora,2020-08-07,Đực,Sau phẫu thuật
PET11927,CUS76062,Milo,Hamster,Hamster Roborovski,2021-01-01,Cái,Tiêm phòng đầy đủ
PET11928,CUS66944,Nem,Chó,Husky,2019-02-19,Cái,Tiêm phòng đầy đủ
PET11929,CUS63121,Lu Lu,Chó,Rottweiler,2022-09-22,Đực,Bệnh mãn tính
PET11930,CUS06044,Cheese,Thỏ,Thỏ Vặn,2024-03-15,Đực,Phục hồi chấn thương
PET11931,CUS20090,Pudding,Chó,Corgi,2021-04-06,Cái,Cần theo dõi
PET11932,CUS60701,Miu,Chó,Labrador,2018-12-14,Đực,Cần theo dõi
PET11933,CUS69559,Cheese,Mèo,Mèo Anh lông ngắn,2021-03-20,Cái,Tiêm phòng đầy đủ
PET11934,CUS21028,Dưa,Mèo,Siamese,2020-06-17,Cái,Phục hồi chấn thương
PET11935,CUS10286,Sữa,Thỏ,Thỏ Holland Lop,2021-11-03,Đực,Khỏe mạnh
PET11936,CUS61494,Coco,Hamster,Hamster Syria,2023-08-20,Cái,Tiêm phòng đầy đủ
PET11937,CUS17417,Charlie,Chim,Vẹt,2023-03-26,Cái,Sau phẫu thuật
PET11938,CUS65427,Sao,Chim,Vẹt Cockatiel,2018-10-13,Đực,Phục hồi chấn thương
PET11939,CUS31137,Rocky,Thỏ,Thỏ Angora,2021-10-24,Cái,Tiêm phòng đầy đủ
PET11940,CUS15045,Na,Chim,Vẹt Cockatiel,2021-02-24,Cái,Tiêm phòng đầy đủ
PET11941,CUS10193,Bim,Thỏ,Thỏ Xám,2024-04-15,Đực,Chưa tiêm phòng
PET11942,CUS18028,Leo,Rùa,Rùa Sulcata,2019-06-24,Đực,Đang điều trị
PET11943,CUS20222,Oreo,Thỏ,Thỏ Vặn,2019-11-30,Cái,Tiêm phòng đầy đủ
PET11944,CUS36063,Cơm,Hamster,Hamster Syria,2021-05-26,Đực,Khỏe mạnh
PET11945,CUS09337,Sugar,Thỏ,Thỏ Lùn Hà Lan,2020-07-29,Đực,Cần theo dõi
PET11946,CUS69230,Chè,Mèo,Siamese,2022-11-12,Cái,Cần theo dõi
PET11947,CUS13553,Phở,Mèo,Munchkin,2019-03-12,Đực,Đang điều trị
PET11948,CUS10048,Latte,Rùa,Rùa Sulcata,2019-02-16,Đực,Đang điều trị
PET11949,CUS49936,Miu,Hamster,Hamster Trung Quốc,2019-05-01,Cái,Cần theo dõi
PET11950,CUS72148,Bơ,Chim,Vẹt Cockatiel,2023-01-30,Cái,Cần theo dõi
PET11951,CUS05463,Caramel,Rùa,Rùa Cạn,2020-11-16,Đực,Tiêm phòng đầy đủ
PET11952,CUS02673,Charlie,Chim,Vẹt Cockatiel,2019-05-16,Cái,Đang điều trị
PET11953,CUS04584,Lá,Chó,Chó ta,2023-08-18,Cái,Khỏe mạnh
PET11954,CUS22712,Caramel,Hamster,Hamster Winter White,2018-05-14,Cái,Phục hồi chấn thương
PET11955,CUS15414,Oreo,Rùa,Rùa Núi Vimg,2020-02-14,Cái,Chưa tiêm phòng
PET11956,CUS04265,Mun,Chim,Vẹt Hoàng Yến,2023-04-24,Đực,Đang điều trị
PET11957,CUS79660,Canh,Rùa,Rùa Cạn,2018-08-22,Đực,Bệnh mãn tính
PET11958,CUS43025,Bánh,Rùa,Rùa Tai Đỏ,2019-01-11,Đực,Phục hồi chấn thương
PET11959,CUS24073,Dưa,Chó,Pitbull,2021-10-22,Cái,Sau phẫu thuật
PET11960,CUS18211,Nắng,Chim,Vẹt Hoàng Yến,2022-04-01,Đực,Đang điều trị
PET11961,CUS22933,Leo,Mèo,Mèo ta,2022-11-08,Cái,Bệnh mãn tính
PET11962,CUS33433,Nấm,Hamster,Hamster Roborovski,2018-10-31,Đực,Đang điều trị
PET11963,CUS79579,Mochi,Mèo,Maine Coon,2023-08-16,Đực,Cần theo dõi
PET11964,CUS26189,Vàng,Thỏ,Thỏ Lùn Hà Lan,2019-01-13,Cái,Tiêm phòng đầy đủ
PET11965,CUS37391,Bánh,Hamster,Hamster Campbell,2022-04-17,Đực,Chưa tiêm phòng
PET11966,CUS53506,Oreo,Hamster,Hamster Syria,2023-04-08,Cái,Tiêm phòng đầy đủ
PET11967,CUS03278,Nala,Chó,Chó cỏ,2018-12-26,Đực,Bệnh mãn tính
PET11968,CUS61103,Cưng,Rùa,Rùa Núi Vimg,2022-07-29,Cái,Cần theo dõi
PET11969,CUS62138,Cỏ,Thỏ,Thỏ Trắng,2023-06-27,Cái,Phục hồi chấn thương
PET11970,CUS57752,Dưa,Chim,Vẹt,2019-01-01,Đực,Bệnh mãn tính
PET11971,CUS24026,Latte,Hamster,Hamster Syria,2018-05-06,Cái,Khỏe mạnh
PET11972,CUS04458,Nala,Rùa,Rùa Sulcata,2018-05-18,Đực,Phục hồi chấn thương
PET11973,CUS17606,Bin,Hamster,Hamster Syria,2021-02-25,Đực,Sau phẫu thuật
PET11974,CUS74352,Mèo Mập,Hamster,Hamster Trung Quốc,2022-02-01,Cái,Khỏe mạnh
PET11975,CUS79898,Bơ,Hamster,Hamster Syria,2021-10-08,Cái,Đang điều trị
PET11976,CUS76259,Bông Bông,Mèo,Maine Coon,2023-12-19,Đực,Đang điều trị
PET11977,CUS18498,Sugar,Mèo,Mèo Anh lông ngắn,2022-08-04,Cái,Khỏe mạnh
PET11978,CUS42508,Bông,Thỏ,Thỏ Lùn Hà Lan,2018-05-29,Đực,Chưa tiêm phòng
PET11979,CUS52230,Chả,Chó,Samoyed,2023-01-22,Đực,Sau phẫu thuật
PET11980,CUS19341,Sao,Hamster,Hamster Trung Quốc,2019-04-05,Cái,Phục hồi chấn thương
PET11981,CUS61691,Butter,Mèo,Mèo ta,2023-02-18,Cái,Khỏe mạnh
PET11982,CUS62464,Trắng,Thỏ,Thỏ Xám,2021-01-14,Cái,Đang điều trị
PET11983,CUS44137,Charlie,Rùa,Rùa Sulcata,2020-05-28,Cái,Tiêm phòng đầy đủ
PET11984,CUS66122,Mưa,Mèo,Munchkin,2020-02-03,Đực,Cần theo dõi
PET11985,CUS26420,Bún,Thỏ,Thỏ Lùn Hà Lan,2018-01-27,Đực,Tiêm phòng đầy đủ
PET11986,CUS30445,Max,Hamster,Hamster Trung Quốc,2019-07-02,Đực,Đang điều trị
PET11987,CUS58814,Lu,Mèo,Ragdoll,2023-08-04,Cái,Cần theo dõi
PET11988,CUS19287,Milo,Hamster,Hamster Campbell,2018-06-10,Cái,Bệnh mãn tính
PET11989,CUS46202,Nắng,Chó,Alaska,2022-06-06,Cái,Khỏe mạnh
PET11990,CUS52160,Cơm,Chó,Alaska,2019-07-11,Cái,Bệnh mãn tính
PET11991,CUS47304,Mun,Hamster,Hamster Syria,2018-06-06,Đực,Phục hồi chấn thương
PET11992,CUS79164,Na,Hamster,Hamster Syria,2019-01-09,Đực,Cần theo dõi
PET11993,CUS55768,Oreo,Chim,Chim Sáo,2023-09-06,Cái,Cần theo dõi
PET11994,CUS16116,Trăng,Thỏ,Thỏ Đen,2019-11-07,Đực,Sau phẫu thuật
PET11995,CUS26529,Cheese,Chó,Pitbull,2023-07-25,Cái,Tiêm phòng đầy đủ
PET11996,CUS17336,Luna,Chó,Beagle,2024-03-11,Cái,Sau phẫu thuật
PET11997,CUS59055,Dừa,Chim,Chim Yến Phụng,2019-04-28,Đực,Khỏe mạnh
PET11998,CUS03489,Canh,Hamster,Hamster Trung Quốc,2021-11-25,Cái,Bệnh mãn tính
PET11999,CUS63385,Chanh,Hamster,Hamster Trung Quốc,2024-02-11,Cái,Sau phẫu thuật
PET12000,CUS29760,Milo,Hamster,Hamster Trung Quốc,2019-10-25,Đực,Chưa tiêm phòng
PET12001,CUS46734,Đen,Chim,Chim Yến Phụng,2021-09-20,Cái,Bệnh mãn tính
PET12002,CUS54134,Caramel,Rùa,Rùa Tai Đỏ,2022-04-20,Đực,Sau phẫu thuật
PET12003,CUS71396,Dưa,Rùa,Rùa Núi Vimg,2023-06-19,Cái,Cần theo dõi
PET12004,CUS00460,Coco,Chim,Vẹt,2019-05-30,Cái,Cần theo dõi
PET12005,CUS58037,Đậu,Mèo,Bengal,2024-03-31,Cái,Bệnh mãn tính
PET12006,CUS27024,Cam,Rùa,Rùa Cạn,2018-09-19,Đực,Sau phẫu thuật
PET12007,CUS12234,Simba,Chim,Vẹt Cockatiel,2022-09-27,Cái,Khỏe mạnh
PET12008,CUS67711,Bí Ngô,Chim,Chim Sáo,2024-03-20,Đực,Cần theo dõi
PET12009,CUS79494,Khoai,Hamster,Hamster Roborovski,2023-09-25,Đực,Phục hồi chấn thương
PET12010,CUS10814,Phở,Chó,Samoyed,2019-10-07,Cái,Sau phẫu thuật
PET12011,CUS17300,Cưng,Mèo,Mèo Tam Thể,2021-08-31,Đực,Cần theo dõi
PET12012,CUS11335,Bông,Rùa,Rùa Núi Vimg,2018-01-07,Cái,Khỏe mạnh
PET12013,CUS76610,Ki,Thỏ,Thỏ Trắng,2023-10-05,Cái,Tiêm phòng đầy đủ
PET12014,CUS65252,Charlie,Rùa,Rùa Tai Đỏ,2019-02-12,Cái,Khỏe mạnh
PET12015,CUS10420,Khoai,Mèo,Bengal,2019-03-20,Đực,Sau phẫu thuật
PET12016,CUS23023,Cún,Mèo,Mèo Anh lông ngắn,2023-09-29,Đực,Chưa tiêm phòng
PET12017,CUS74167,Cỏ,Chim,Vẹt,2019-04-18,Cái,Cần theo dõi
PET12018,CUS24535,Cún,Hamster,Hamster Roborovski,2018-06-09,Đực,Cần theo dõi
PET12019,CUS79926,Sugar,Mèo,Mèo Tam Thể,2021-03-04,Cái,Cần theo dõi
PET12020,CUS25150,Phở,Chim,Chim Sáo,2023-06-20,Đực,Bệnh mãn tính
PET12021,CUS65195,Sữa,Chó,Golden Retriever,2021-03-21,Cái,Bệnh mãn tính
PET12022,CUS61580,Miu,Hamster,Hamster Campbell,2023-02-08,Đực,Tiêm phòng đầy đủ
PET12023,CUS76158,Bí Ngô,Hamster,Hamster Syria,2022-08-03,Đực,Bệnh mãn tính
PET12024,CUS79959,Mây,Mèo,Mèo Ba Tư,2020-04-08,Đực,Sau phẫu thuật
PET12025,CUS56681,Sushi,Mèo,Mèo Mướp,2024-01-18,Đực,Khỏe mạnh
PET12026,CUS60125,Hoa,Rùa,Rùa Núi Vimg,2019-11-25,Đực,Cần theo dõi
PET12027,CUS58090,Bơ,Rùa,Rùa Cạn,2020-03-23,Cái,Bệnh mãn tính
PET12028,CUS58428,Cỏ,Thỏ,Thỏ Xám,2019-03-10,Đực,Sau phẫu thuật
PET12029,CUS77710,Canh,Chim,Chim Yến Phụng,2018-02-05,Đực,Đang điều trị
PET12030,CUS74026,Sugar,Mèo,Mèo Mướp,2023-08-19,Cái,Chưa tiêm phòng
PET12031,CUS31551,Nấm,Chó,Husky,2019-10-16,Cái,Bệnh mãn tính
PET12032,CUS35853,Milo,Hamster,Hamster Trung Quốc,2021-05-08,Cái,Cần theo dõi
PET12033,CUS15759,Khoai,Mèo,Maine Coon,2020-03-11,Đực,Chưa tiêm phòng
PET12034,CUS41810,Lu Lu,Rùa,Rùa Sulcata,2019-02-15,Đực,Cần theo dõi
PET12035,CUS78953,Mocha,Mèo,Mèo Ba Tư,2020-01-03,Cái,Bệnh mãn tính
PET12036,CUS22035,Lá,Rùa,Rùa Tai Đỏ,2020-05-03,Đực,Khỏe mạnh
PET12037,CUS37626,Mèo Mập,Chim,Chim Bồ Câu,2020-11-08,Đực,Sau phẫu thuật
PET12038,CUS60874,Suối,Thỏ,Thỏ Holland Lop,2022-04-03,Đực,Khỏe mạnh
PET12039,CUS76693,Xoài,Rùa,Rùa Núi Vimg,2020-10-19,Đực,Tiêm phòng đầy đủ
PET12040,CUS10293,Leo,Mèo,Bengal,2023-07-20,Đực,Phục hồi chấn thương
PET12041,CUS34706,Phở,Thỏ,Thỏ Đen,2024-04-18,Cái,Đang điều trị
PET12042,CUS13221,Mochi,Chó,Labrador,2018-12-30,Đực,Tiêm phòng đầy đủ
PET12043,CUS44181,Nem,Chim,Vẹt Xám Châu Phi,2020-11-27,Cái,Bệnh mãn tính
PET12044,CUS40279,Sương,Hamster,Hamster Roborovski,2022-03-02,Đực,Sau phẫu thuật
PET12045,CUS50944,Bo,Hamster,Hamster Campbell,2019-01-23,Cái,Chưa tiêm phòng
PET12046,CUS61982,Honey,Chó,Golden Retriever,2018-12-15,Cái,Khỏe mạnh
PET12047,CUS34096,Suối,Mèo,Maine Coon,2020-10-02,Cái,Đang điều trị
PET12048,CUS17191,Xoài,Chó,Chó Phú Quốc,2023-07-13,Đực,Khỏe mạnh
PET12049,CUS50813,Hoa,Chim,Vẹt Hoàng Yến,2022-12-16,Đực,Phục hồi chấn thương
PET12050,CUS75044,Mực,Mèo,Munchkin,2018-11-13,Đực,Đang điều trị
PET12051,CUS40376,Lu,Chó,Chó Phú Quốc,2018-03-02,Cái,Cần theo dõi
PET12052,CUS77807,Phở,Rùa,Rùa Tai Đỏ,2018-07-11,Cái,Bệnh mãn tính
PET12053,CUS56077,Mun,Hamster,Hamster Winter White,2023-06-23,Cái,Phục hồi chấn thương
PET12054,CUS51438,Leo,Thỏ,Thỏ Lop,2021-09-18,Đực,Đang điều trị
PET12055,CUS31244,Canh,Rùa,Rùa Núi Vimg,2019-04-25,Cái,Đang điều trị
PET12056,CUS08998,Mun,Chim,Vẹt Xám Châu Phi,2020-02-10,Cái,Cần theo dõi
PET12057,CUS30609,Cam,Mèo,Mèo Anh lông dài,2022-03-30,Cái,Bệnh mãn tính
PET12058,CUS33432,Bún,Thỏ,Thỏ Lùn Hà Lan,2021-10-08,Đực,Khỏe mạnh
PET12059,CUS14537,Rocky,Rùa,Rùa Sulcata,2024-03-01,Cái,Cần theo dõi
PET12060,CUS42520,Bông,Chim,Vẹt,2019-09-24,Cái,Khỏe mạnh
PET12061,CUS51385,Bông,Rùa,Rùa Sulcata,2023-07-23,Đực,Sau phẫu thuật
PET12062,CUS00826,Lu Lu,Chó,Alaska,2023-01-18,Đực,Bệnh mãn tính
PET12063,CUS03858,Mây,Thỏ,Thỏ Trắng,2021-03-03,Cái,Đang điều trị
PET12064,CUS38222,Bí Ngô,Hamster,Hamster Trung Quốc,2020-01-21,Đực,Chưa tiêm phòng
PET12065,CUS61795,Sugar,Hamster,Hamster Campbell,2023-07-21,Cái,Bệnh mãn tính
PET12066,CUS02198,Chè,Hamster,Hamster Winter White,2022-06-17,Đực,Chưa tiêm phòng
PET12067,CUS72751,Nấm,Hamster,Hamster Roborovski,2022-02-16,Cái,Phục hồi chấn thương
PET12068,CUS42140,Bé Bi,Chim,Vẹt Cockatiel,2024-02-22,Cái,Chưa tiêm phòng
PET12069,CUS54132,Chả,Hamster,Hamster Roborovski,2020-01-31,Đực,Cần theo dõi
PET12070,CUS36011,Bo,Rùa,Rùa Tai Đỏ,2020-11-30,Đực,Phục hồi chấn thương
PET12071,CUS06984,Lucky,Mèo,Mèo Ba Tư,2021-03-15,Đực,Sau phẫu thuật
PET12072,CUS75114,Mochi,Mèo,Ragdoll,2021-10-06,Cái,Phục hồi chấn thương
PET12073,CUS58717,Lá,Rùa,Rùa Núi Vimg,2021-06-17,Cái,Tiêm phòng đầy đủ
PET12074,CUS63152,Cưng,Chó,Chó ta,2022-12-14,Cái,Bệnh mãn tính
PET12075,CUS64432,Bim,Hamster,Hamster Campbell,2018-10-09,Đực,Khỏe mạnh
PET12076,CUS11680,Cà Rốt,Rùa,Rùa Cạn,2020-06-26,Đực,Sau phẫu thuật
PET12077,CUS25160,Dưa,Thỏ,Thỏ Lop,2021-03-15,Đực,Bệnh mãn tính
PET12078,CUS13012,Lu Lu,Thỏ,Thỏ Holland Lop,2019-07-05,Cái,Đang điều trị
PET12079,CUS59323,Leo,Hamster,Hamster Campbell,2020-12-16,Đực,Cần theo dõi
PET12080,CUS57332,Lucky,Hamster,Hamster Trung Quốc,2023-10-20,Cái,Phục hồi chấn thương
PET12081,CUS29494,Xôi,Chó,Alaska,2019-10-10,Cái,Khỏe mạnh
PET12082,CUS30694,Max,Thỏ,Thỏ Holland Lop,2019-08-26,Đực,Khỏe mạnh
PET12083,CUS51902,Xoài,Chó,Chó ta,2019-07-28,Đực,Đang điều trị
PET12084,CUS75317,Butter,Thỏ,Thỏ Xám,2024-04-13,Đực,Tiêm phòng đầy đủ
PET12085,CUS23339,Bông Bông,Hamster,Hamster Winter White,2024-05-12,Đực,Chưa tiêm phòng
PET12086,CUS26226,Vàng,Hamster,Hamster Syria,2018-09-07,Cái,Đang điều trị
PET12087,CUS38548,Vàng,Chim,Vẹt,2020-07-26,Cái,Cần theo dõi
PET12088,CUS01473,Milo,Chó,Husky,2023-10-06,Đực,Chưa tiêm phòng
PET12089,CUS56665,Gấu,Rùa,Rùa Cạn,2023-10-16,Cái,Phục hồi chấn thương
PET12090,CUS42589,Bông Bông,Hamster,Hamster Winter White,2019-11-15,Đực,Tiêm phòng đầy đủ
PET12091,CUS10118,Luna,Chó,Samoyed,2019-05-30,Cái,Bệnh mãn tính
PET12092,CUS51089,Gấu,Thỏ,Thỏ Vặn,2020-07-03,Đực,Tiêm phòng đầy đủ
PET12093,CUS50770,Trà,Chim,Vẹt,2023-12-18,Cái,Phục hồi chấn thương
PET12094,CUS59501,Gấu,Chim,Vẹt Hoàng Yến,2023-12-21,Đực,Cần theo dõi
PET12095,CUS18007,Mocha,Chó,Chó ta,2018-09-18,Đực,Cần theo dõi
PET12096,CUS48604,Phở,Hamster,Hamster Winter White,2018-06-06,Đực,Đang điều trị
PET12097,CUS50556,Bin,Hamster,Hamster Roborovski,2023-11-19,Đực,Cần theo dõi
PET12098,CUS65040,Milu,Rùa,Rùa Núi Vimg,2021-10-15,Đực,Khỏe mạnh
PET12099,CUS73685,Mây,Mèo,Siamese,2019-11-21,Cái,Phục hồi chấn thương
PET12100,CUS42613,Cưng,Mèo,Mèo Scottlish Fold,2020-06-15,Đực,Đang điều trị
PET12101,CUS05951,Chè,Thỏ,Thỏ Lùn Hà Lan,2022-09-09,Đực,Tiêm phòng đầy đủ
PET12102,CUS18960,Butter,Mèo,Siamese,2023-04-24,Đực,Tiêm phòng đầy đủ
PET12103,CUS55331,Bí Ngô,Mèo,Ragdoll,2021-03-15,Đực,Khỏe mạnh
PET12104,CUS45759,Lucky,Chó,Husky,2023-07-16,Cái,Tiêm phòng đầy đủ
PET12105,CUS18663,Na,Mèo,Mèo Tam Thể,2022-09-08,Cái,Đang điều trị
PET12106,CUS03093,Bella,Chim,Chim Yến Phụng,2021-02-20,Cái,Tiêm phòng đầy đủ
PET12107,CUS45303,Trăng,Thỏ,Thỏ Xám,2019-02-19,Cái,Đang điều trị
PET12108,CUS12548,Cún,Thỏ,Thỏ Lop,2020-08-17,Đực,Đang điều trị
PET12109,CUS57185,Hoa,Thỏ,Thỏ Đen,2022-09-26,Cái,Đang điều trị
PET12110,CUS60192,Latte,Thỏ,Thỏ Vặn,2018-02-16,Cái,Cần theo dõi
PET12111,CUS59709,Bé Bi,Chó,Samoyed,2020-05-09,Cái,Phục hồi chấn thương
PET12112,CUS41742,Trắng,Chim,Chim Bồ Câu,2019-11-05,Cái,Bệnh mãn tính
PET12113,CUS06839,Caramel,Chó,Pitbull,2023-05-14,Đực,Sau phẫu thuật
PET12114,CUS57775,Cơm,Mèo,Sphynx,2020-03-10,Cái,Khỏe mạnh
PET12115,CUS29800,Mực,Rùa,Rùa Tai Đỏ,2022-02-01,Cái,Phục hồi chấn thương
PET12116,CUS72984,Mít,Chim,Chim Yến Phụng,2022-05-10,Cái,Cần theo dõi
PET12117,CUS29130,Nấm,Mèo,Munchkin,2021-12-11,Cái,Đang điều trị
PET12118,CUS40791,Luna,Rùa,Rùa Tai Đỏ,2022-05-08,Cái,Tiêm phòng đầy đủ
PET12119,CUS56029,Simba,Chim,Vẹt Cockatiel,2020-06-22,Đực,Cần theo dõi
PET12120,CUS49876,Luna,Hamster,Hamster Syria,2023-01-21,Đực,Cần theo dõi
PET12121,CUS61294,Bí Ngô,Chó,Samoyed,2018-04-11,Đực,Phục hồi chấn thương
PET12122,CUS79383,Cơm,Chó,Golden Retriever,2024-01-29,Đực,Cần theo dõi
PET12123,CUS41526,Buddy,Chó,Labrador,2020-08-20,Đực,Phục hồi chấn thương
PET12124,CUS66207,Rocky,Chó,Poodle,2019-08-24,Đực,Cần theo dõi
PET12125,CUS15122,Caramel,Chó,Shiba Inu,2020-11-17,Đực,Tiêm phòng đầy đủ
PET12126,CUS18030,Bông,Chim,Chim Yến Phụng,2018-04-04,Cái,Bệnh mãn tính
PET12127,CUS03226,Mưa,Thỏ,Thỏ Lop,2019-07-16,Cái,Chưa tiêm phòng
PET12128,CUS65458,Sương,Hamster,Hamster Trung Quốc,2022-09-07,Đực,Sau phẫu thuật
PET12129,CUS24220,Latte,Hamster,Hamster Campbell,2020-12-05,Cái,Đang điều trị
PET12130,CUS02110,Bơ,Rùa,Rùa Cạn,2018-07-14,Đực,Tiêm phòng đầy đủ
PET12131,CUS50574,Xoài,Thỏ,Thỏ Vặn,2019-09-19,Đực,Chưa tiêm phòng
PET12132,CUS52981,Hoa,Hamster,Hamster Trung Quốc,2023-01-21,Cái,Sau phẫu thuật
PET12133,CUS03915,Oreo,Mèo,Sphynx,2021-10-22,Đực,Đang điều trị
PET12134,CUS74583,Bin,Rùa,Rùa Sulcata,2020-01-29,Cái,Tiêm phòng đầy đủ
PET12135,CUS46602,Xôi,Rùa,Rùa Sulcata,2024-01-16,Đực,Sau phẫu thuật
PET12136,CUS07459,Mocha,Hamster,Hamster Trung Quốc,2019-09-25,Cái,Khỏe mạnh
PET12137,CUS67974,Mực,Mèo,Mèo Scottlish Fold,2019-03-27,Cái,Phục hồi chấn thương
PET12138,CUS66748,Mochi,Mèo,Munchkin,2024-04-19,Cái,Cần theo dõi
PET12139,CUS70954,Dưa,Chó,Cocker Spaniel,2018-09-14,Đực,Phục hồi chấn thương
PET12140,CUS16625,Mực,Chó,Husky,2019-08-24,Đực,Khỏe mạnh
PET12141,CUS18123,Bí Ngô,Chó,Chó cỏ,2022-06-05,Đực,Đang điều trị
PET12142,CUS60564,Bông Bông,Hamster,Hamster Syria,2023-01-10,Cái,Tiêm phòng đầy đủ
PET12143,CUS60695,Bé Bi,Rùa,Rùa Tai Đỏ,2018-03-11,Cái,Bệnh mãn tính
PET12144,CUS73818,Mèo Mập,Chim,Vẹt,2022-11-30,Cái,Tiêm phòng đầy đủ
PET12145,CUS42428,Na,Hamster,Hamster Winter White,2024-01-04,Cái,Cần theo dõi
