PrescriptionID,DrugID,Quantity,UsageInstruction
PRSC019722,DRG0073,3,"Uống sau khi ăn, ngày 2 lần"
PRSC068561,DRG0203,2,"Uống sau khi ăn, ngày 2 lần"
PRSC050668,DRG0158,6,"Uống sau khi ăn, ngày 2 lần"
PRSC001203,DRG0129,6,"Uống sau khi ăn, ngày 2 lần"
PRSC011012,DRG0247,1,"Uống sau khi ăn, ngày 2 lần"
PRSC049940,DRG0102,3,"Uống sau khi ăn, ngày 2 lần"
PRSC072941,DRG0218,10,"Uống sau khi ăn, ngày 2 lần"
PRSC010866,DRG0155,10,"Uống sau khi ăn, ngày 2 lần"
PRSC046179,DRG0096,6,"Uống sau khi ăn, ngày 2 lần"
PRSC056409,DRG0176,5,"Uống sau khi ăn, ngày 2 lần"
PRSC037438,DRG0106,3,"Uống sau khi ăn, ngày 2 lần"
PRSC004481,DRG0102,4,"Uống sau khi ăn, ngày 2 lần"
PRSC013906,DRG0289,2,"Uống sau khi ăn, ngày 2 lần"
PRSC026936,DRG0288,3,"Uống sau khi ăn, ngày 2 lần"
PRSC015962,DRG0097,4,"Uống sau khi ăn, ngày 2 lần"
PRSC011154,DRG0249,1,"Uống sau khi ăn, ngày 2 lần"
PRSC008169,DRG0259,10,"Uống sau khi ăn, ngày 2 lần"
PRSC006755,DRG0265,10,"Uống sau khi ăn, ngày 2 lần"
PRSC037859,DRG0283,10,"Uống sau khi ăn, ngày 2 lần"
PRSC024462,DRG0035,8,"Uống sau khi ăn, ngày 2 lần"
PRSC066962,DRG0042,9,"Uống sau khi ăn, ngày 2 lần"
PRSC042230,DRG0264,9,"Uống sau khi ăn, ngày 2 lần"
PRSC035860,DRG0019,7,"Uống sau khi ăn, ngày 2 lần"
PRSC007815,DRG0251,10,"Uống sau khi ăn, ngày 2 lần"
PRSC043509,DRG0187,4,"Uống sau khi ăn, ngày 2 lần"
PRSC014375,DRG0159,1,"Uống sau khi ăn, ngày 2 lần"
PRSC071336,DRG0153,9,"Uống sau khi ăn, ngày 2 lần"
PRSC000897,DRG0003,8,"Uống sau khi ăn, ngày 2 lần"
PRSC001802,DRG0243,2,"Uống sau khi ăn, ngày 2 lần"
PRSC066602,DRG0050,5,"Uống sau khi ăn, ngày 2 lần"
PRSC020245,DRG0047,6,"Uống sau khi ăn, ngày 2 lần"
PRSC023627,DRG0215,2,"Uống sau khi ăn, ngày 2 lần"
PRSC018050,DRG0183,6,"Uống sau khi ăn, ngày 2 lần"
PRSC043159,DRG0286,1,"Uống sau khi ăn, ngày 2 lần"
PRSC033948,DRG0051,3,"Uống sau khi ăn, ngày 2 lần"
PRSC076579,DRG0213,4,"Uống sau khi ăn, ngày 2 lần"
PRSC003635,DRG0214,1,"Uống sau khi ăn, ngày 2 lần"
PRSC023340,DRG0049,6,"Uống sau khi ăn, ngày 2 lần"
PRSC056382,DRG0140,2,"Uống sau khi ăn, ngày 2 lần"
PRSC005940,DRG0120,6,"Uống sau khi ăn, ngày 2 lần"
PRSC015823,DRG0038,8,"Uống sau khi ăn, ngày 2 lần"
PRSC059969,DRG0010,6,"Uống sau khi ăn, ngày 2 lần"
PRSC016546,DRG0126,9,"Uống sau khi ăn, ngày 2 lần"
PRSC075217,DRG0300,6,"Uống sau khi ăn, ngày 2 lần"
PRSC004909,DRG0063,1,"Uống sau khi ăn, ngày 2 lần"
PRSC035076,DRG0201,10,"Uống sau khi ăn, ngày 2 lần"
PRSC016427,DRG0011,10,"Uống sau khi ăn, ngày 2 lần"
PRSC070064,DRG0225,6,"Uống sau khi ăn, ngày 2 lần"
PRSC014066,DRG0081,6,"Uống sau khi ăn, ngày 2 lần"
PRSC011290,DRG0093,3,"Uống sau khi ăn, ngày 2 lần"
PRSC062962,DRG0230,7,"Uống sau khi ăn, ngày 2 lần"
PRSC010862,DRG0236,10,"Uống sau khi ăn, ngày 2 lần"
PRSC073951,DRG0066,9,"Uống sau khi ăn, ngày 2 lần"
PRSC077784,DRG0032,5,"Uống sau khi ăn, ngày 2 lần"
PRSC056575,DRG0048,2,"Uống sau khi ăn, ngày 2 lần"
PRSC035445,DRG0040,4,"Uống sau khi ăn, ngày 2 lần"
PRSC015608,DRG0031,6,"Uống sau khi ăn, ngày 2 lần"
PRSC037342,DRG0266,7,"Uống sau khi ăn, ngày 2 lần"
PRSC061612,DRG0128,7,"Uống sau khi ăn, ngày 2 lần"
PRSC006262,DRG0288,8,"Uống sau khi ăn, ngày 2 lần"
PRSC027312,DRG0223,9,"Uống sau khi ăn, ngày 2 lần"
PRSC003919,DRG0205,6,"Uống sau khi ăn, ngày 2 lần"
PRSC029575,DRG0096,5,"Uống sau khi ăn, ngày 2 lần"
PRSC022309,DRG0098,2,"Uống sau khi ăn, ngày 2 lần"
PRSC042501,DRG0191,9,"Uống sau khi ăn, ngày 2 lần"
PRSC019113,DRG0298,5,"Uống sau khi ăn, ngày 2 lần"
PRSC041425,DRG0050,9,"Uống sau khi ăn, ngày 2 lần"
PRSC043155,DRG0226,7,"Uống sau khi ăn, ngày 2 lần"
PRSC045550,DRG0299,2,"Uống sau khi ăn, ngày 2 lần"
PRSC038106,DRG0153,3,"Uống sau khi ăn, ngày 2 lần"
PRSC014222,DRG0247,4,"Uống sau khi ăn, ngày 2 lần"
PRSC053147,DRG0095,5,"Uống sau khi ăn, ngày 2 lần"
PRSC025756,DRG0062,2,"Uống sau khi ăn, ngày 2 lần"
PRSC008665,DRG0222,7,"Uống sau khi ăn, ngày 2 lần"
PRSC040406,DRG0258,7,"Uống sau khi ăn, ngày 2 lần"
PRSC059111,DRG0019,4,"Uống sau khi ăn, ngày 2 lần"
PRSC036022,DRG0185,4,"Uống sau khi ăn, ngày 2 lần"
PRSC056624,DRG0019,4,"Uống sau khi ăn, ngày 2 lần"
PRSC065003,DRG0103,3,"Uống sau khi ăn, ngày 2 lần"
PRSC061611,DRG0003,10,"Uống sau khi ăn, ngày 2 lần"
PRSC021357,DRG0004,2,"Uống sau khi ăn, ngày 2 lần"
PRSC053305,DRG0270,8,"Uống sau khi ăn, ngày 2 lần"
PRSC024678,DRG0202,1,"Uống sau khi ăn, ngày 2 lần"
PRSC052710,DRG0019,10,"Uống sau khi ăn, ngày 2 lần"
PRSC011286,DRG0168,10,"Uống sau khi ăn, ngày 2 lần"
PRSC064157,DRG0245,10,"Uống sau khi ăn, ngày 2 lần"
PRSC050335,DRG0031,7,"Uống sau khi ăn, ngày 2 lần"
PRSC027966,DRG0284,1,"Uống sau khi ăn, ngày 2 lần"
PRSC012938,DRG0212,8,"Uống sau khi ăn, ngày 2 lần"
PRSC002583,DRG0264,2,"Uống sau khi ăn, ngày 2 lần"
PRSC044270,DRG0153,2,"Uống sau khi ăn, ngày 2 lần"
PRSC043724,DRG0061,3,"Uống sau khi ăn, ngày 2 lần"
PRSC030985,DRG0081,4,"Uống sau khi ăn, ngày 2 lần"
PRSC020565,DRG0239,7,"Uống sau khi ăn, ngày 2 lần"
PRSC030536,DRG0139,9,"Uống sau khi ăn, ngày 2 lần"
PRSC022914,DRG0237,3,"Uống sau khi ăn, ngày 2 lần"
PRSC024430,DRG0253,4,"Uống sau khi ăn, ngày 2 lần"
PRSC021072,DRG0203,5,"Uống sau khi ăn, ngày 2 lần"
PRSC025474,DRG0034,8,"Uống sau khi ăn, ngày 2 lần"
PRSC006227,DRG0234,7,"Uống sau khi ăn, ngày 2 lần"
PRSC056512,DRG0133,7,"Uống sau khi ăn, ngày 2 lần"
PRSC011344,DRG0142,10,"Uống sau khi ăn, ngày 2 lần"
PRSC051846,DRG0280,4,"Uống sau khi ăn, ngày 2 lần"
PRSC079161,DRG0088,3,"Uống sau khi ăn, ngày 2 lần"
PRSC014625,DRG0135,4,"Uống sau khi ăn, ngày 2 lần"
PRSC073546,DRG0069,5,"Uống sau khi ăn, ngày 2 lần"
PRSC033780,DRG0185,4,"Uống sau khi ăn, ngày 2 lần"
PRSC005432,DRG0057,6,"Uống sau khi ăn, ngày 2 lần"
PRSC066821,DRG0252,8,"Uống sau khi ăn, ngày 2 lần"
PRSC071665,DRG0033,4,"Uống sau khi ăn, ngày 2 lần"
PRSC049788,DRG0282,7,"Uống sau khi ăn, ngày 2 lần"
PRSC013880,DRG0023,8,"Uống sau khi ăn, ngày 2 lần"
PRSC053511,DRG0064,5,"Uống sau khi ăn, ngày 2 lần"
PRSC016258,DRG0261,3,"Uống sau khi ăn, ngày 2 lần"
PRSC057962,DRG0074,9,"Uống sau khi ăn, ngày 2 lần"
PRSC050220,DRG0235,3,"Uống sau khi ăn, ngày 2 lần"
PRSC062351,DRG0099,9,"Uống sau khi ăn, ngày 2 lần"
PRSC000922,DRG0184,1,"Uống sau khi ăn, ngày 2 lần"
PRSC002729,DRG0110,10,"Uống sau khi ăn, ngày 2 lần"
PRSC057009,DRG0190,7,"Uống sau khi ăn, ngày 2 lần"
PRSC070140,DRG0091,6,"Uống sau khi ăn, ngày 2 lần"
PRSC039664,DRG0097,2,"Uống sau khi ăn, ngày 2 lần"
PRSC009079,DRG0195,4,"Uống sau khi ăn, ngày 2 lần"
PRSC068031,DRG0202,7,"Uống sau khi ăn, ngày 2 lần"
PRSC037028,DRG0118,7,"Uống sau khi ăn, ngày 2 lần"
PRSC037470,DRG0064,9,"Uống sau khi ăn, ngày 2 lần"
PRSC052134,DRG0104,3,"Uống sau khi ăn, ngày 2 lần"
PRSC016042,DRG0133,4,"Uống sau khi ăn, ngày 2 lần"
PRSC019854,DRG0282,1,"Uống sau khi ăn, ngày 2 lần"
PRSC049955,DRG0230,1,"Uống sau khi ăn, ngày 2 lần"
PRSC006096,DRG0290,6,"Uống sau khi ăn, ngày 2 lần"
PRSC079769,DRG0285,10,"Uống sau khi ăn, ngày 2 lần"
PRSC031208,DRG0105,8,"Uống sau khi ăn, ngày 2 lần"
PRSC000519,DRG0255,2,"Uống sau khi ăn, ngày 2 lần"
PRSC032668,DRG0254,2,"Uống sau khi ăn, ngày 2 lần"
PRSC062131,DRG0155,7,"Uống sau khi ăn, ngày 2 lần"
PRSC040814,DRG0253,2,"Uống sau khi ăn, ngày 2 lần"
PRSC063306,DRG0147,8,"Uống sau khi ăn, ngày 2 lần"
PRSC041511,DRG0246,9,"Uống sau khi ăn, ngày 2 lần"
PRSC072653,DRG0230,1,"Uống sau khi ăn, ngày 2 lần"
PRSC060691,DRG0247,9,"Uống sau khi ăn, ngày 2 lần"
PRSC038717,DRG0258,9,"Uống sau khi ăn, ngày 2 lần"
PRSC077936,DRG0122,3,"Uống sau khi ăn, ngày 2 lần"
PRSC002798,DRG0196,7,"Uống sau khi ăn, ngày 2 lần"
PRSC037180,DRG0228,6,"Uống sau khi ăn, ngày 2 lần"
PRSC007104,DRG0034,10,"Uống sau khi ăn, ngày 2 lần"
PRSC010415,DRG0092,2,"Uống sau khi ăn, ngày 2 lần"
PRSC002233,DRG0182,1,"Uống sau khi ăn, ngày 2 lần"
PRSC062781,DRG0236,3,"Uống sau khi ăn, ngày 2 lần"
PRSC029373,DRG0149,9,"Uống sau khi ăn, ngày 2 lần"
PRSC010786,DRG0026,1,"Uống sau khi ăn, ngày 2 lần"
PRSC055118,DRG0224,7,"Uống sau khi ăn, ngày 2 lần"
PRSC074137,DRG0213,9,"Uống sau khi ăn, ngày 2 lần"
PRSC045865,DRG0191,2,"Uống sau khi ăn, ngày 2 lần"
PRSC046404,DRG0012,4,"Uống sau khi ăn, ngày 2 lần"
PRSC004163,DRG0201,9,"Uống sau khi ăn, ngày 2 lần"
PRSC057631,DRG0172,10,"Uống sau khi ăn, ngày 2 lần"
PRSC040486,DRG0250,5,"Uống sau khi ăn, ngày 2 lần"
PRSC014772,DRG0046,5,"Uống sau khi ăn, ngày 2 lần"
PRSC007731,DRG0021,7,"Uống sau khi ăn, ngày 2 lần"
PRSC036027,DRG0016,6,"Uống sau khi ăn, ngày 2 lần"
PRSC059447,DRG0042,3,"Uống sau khi ăn, ngày 2 lần"
PRSC044856,DRG0123,1,"Uống sau khi ăn, ngày 2 lần"
PRSC005403,DRG0274,8,"Uống sau khi ăn, ngày 2 lần"
PRSC019703,DRG0065,10,"Uống sau khi ăn, ngày 2 lần"
PRSC025075,DRG0110,10,"Uống sau khi ăn, ngày 2 lần"
PRSC060667,DRG0167,2,"Uống sau khi ăn, ngày 2 lần"
PRSC071275,DRG0170,4,"Uống sau khi ăn, ngày 2 lần"
PRSC023789,DRG0223,2,"Uống sau khi ăn, ngày 2 lần"
PRSC055233,DRG0230,9,"Uống sau khi ăn, ngày 2 lần"
PRSC065226,DRG0197,9,"Uống sau khi ăn, ngày 2 lần"
PRSC050794,DRG0137,1,"Uống sau khi ăn, ngày 2 lần"
PRSC012413,DRG0089,10,"Uống sau khi ăn, ngày 2 lần"
PRSC035615,DRG0081,5,"Uống sau khi ăn, ngày 2 lần"
PRSC023536,DRG0021,10,"Uống sau khi ăn, ngày 2 lần"
PRSC013095,DRG0198,7,"Uống sau khi ăn, ngày 2 lần"
PRSC054402,DRG0036,4,"Uống sau khi ăn, ngày 2 lần"
PRSC009001,DRG0042,6,"Uống sau khi ăn, ngày 2 lần"
PRSC050243,DRG0233,10,"Uống sau khi ăn, ngày 2 lần"
PRSC031757,DRG0161,9,"Uống sau khi ăn, ngày 2 lần"
PRSC073751,DRG0128,3,"Uống sau khi ăn, ngày 2 lần"
PRSC058593,DRG0192,10,"Uống sau khi ăn, ngày 2 lần"
PRSC037015,DRG0170,1,"Uống sau khi ăn, ngày 2 lần"
PRSC002754,DRG0015,8,"Uống sau khi ăn, ngày 2 lần"
PRSC048195,DRG0187,8,"Uống sau khi ăn, ngày 2 lần"
PRSC030810,DRG0057,8,"Uống sau khi ăn, ngày 2 lần"
PRSC077890,DRG0005,8,"Uống sau khi ăn, ngày 2 lần"
PRSC032209,DRG0022,3,"Uống sau khi ăn, ngày 2 lần"
PRSC031179,DRG0201,2,"Uống sau khi ăn, ngày 2 lần"
PRSC004660,DRG0109,1,"Uống sau khi ăn, ngày 2 lần"
PRSC061271,DRG0009,3,"Uống sau khi ăn, ngày 2 lần"
PRSC010954,DRG0210,10,"Uống sau khi ăn, ngày 2 lần"
PRSC043103,DRG0121,1,"Uống sau khi ăn, ngày 2 lần"
PRSC062743,DRG0193,7,"Uống sau khi ăn, ngày 2 lần"
PRSC057154,DRG0205,5,"Uống sau khi ăn, ngày 2 lần"
PRSC072335,DRG0128,10,"Uống sau khi ăn, ngày 2 lần"
PRSC000635,DRG0103,8,"Uống sau khi ăn, ngày 2 lần"
PRSC072268,DRG0033,5,"Uống sau khi ăn, ngày 2 lần"
PRSC052247,DRG0128,2,"Uống sau khi ăn, ngày 2 lần"
PRSC004228,DRG0064,2,"Uống sau khi ăn, ngày 2 lần"
PRSC079582,DRG0264,9,"Uống sau khi ăn, ngày 2 lần"
PRSC013461,DRG0260,5,"Uống sau khi ăn, ngày 2 lần"
PRSC059022,DRG0233,4,"Uống sau khi ăn, ngày 2 lần"
PRSC022595,DRG0235,7,"Uống sau khi ăn, ngày 2 lần"
PRSC068704,DRG0199,4,"Uống sau khi ăn, ngày 2 lần"
PRSC074288,DRG0162,10,"Uống sau khi ăn, ngày 2 lần"
PRSC038755,DRG0015,7,"Uống sau khi ăn, ngày 2 lần"
PRSC037567,DRG0222,1,"Uống sau khi ăn, ngày 2 lần"
PRSC000393,DRG0032,4,"Uống sau khi ăn, ngày 2 lần"
PRSC069893,DRG0153,8,"Uống sau khi ăn, ngày 2 lần"
PRSC047758,DRG0296,2,"Uống sau khi ăn, ngày 2 lần"
PRSC021923,DRG0160,1,"Uống sau khi ăn, ngày 2 lần"
PRSC079210,DRG0271,9,"Uống sau khi ăn, ngày 2 lần"
PRSC029640,DRG0077,9,"Uống sau khi ăn, ngày 2 lần"
PRSC049688,DRG0106,10,"Uống sau khi ăn, ngày 2 lần"
PRSC008698,DRG0263,5,"Uống sau khi ăn, ngày 2 lần"
PRSC072093,DRG0153,1,"Uống sau khi ăn, ngày 2 lần"
PRSC014789,DRG0222,2,"Uống sau khi ăn, ngày 2 lần"
PRSC058213,DRG0147,2,"Uống sau khi ăn, ngày 2 lần"
PRSC017851,DRG0158,6,"Uống sau khi ăn, ngày 2 lần"
PRSC033497,DRG0194,4,"Uống sau khi ăn, ngày 2 lần"
PRSC005570,DRG0081,6,"Uống sau khi ăn, ngày 2 lần"
PRSC073976,DRG0018,3,"Uống sau khi ăn, ngày 2 lần"
PRSC031564,DRG0190,9,"Uống sau khi ăn, ngày 2 lần"
PRSC020471,DRG0112,9,"Uống sau khi ăn, ngày 2 lần"
PRSC000896,DRG0048,5,"Uống sau khi ăn, ngày 2 lần"
PRSC069974,DRG0155,3,"Uống sau khi ăn, ngày 2 lần"
PRSC014636,DRG0154,8,"Uống sau khi ăn, ngày 2 lần"
PRSC053041,DRG0016,7,"Uống sau khi ăn, ngày 2 lần"
PRSC047968,DRG0047,7,"Uống sau khi ăn, ngày 2 lần"
PRSC072907,DRG0077,9,"Uống sau khi ăn, ngày 2 lần"
PRSC065947,DRG0274,3,"Uống sau khi ăn, ngày 2 lần"
PRSC079416,DRG0032,5,"Uống sau khi ăn, ngày 2 lần"
PRSC053223,DRG0295,7,"Uống sau khi ăn, ngày 2 lần"
PRSC064153,DRG0182,2,"Uống sau khi ăn, ngày 2 lần"
PRSC043999,DRG0025,2,"Uống sau khi ăn, ngày 2 lần"
PRSC070319,DRG0251,1,"Uống sau khi ăn, ngày 2 lần"
PRSC008983,DRG0031,8,"Uống sau khi ăn, ngày 2 lần"
PRSC062369,DRG0009,1,"Uống sau khi ăn, ngày 2 lần"
PRSC005052,DRG0154,4,"Uống sau khi ăn, ngày 2 lần"
PRSC011410,DRG0106,5,"Uống sau khi ăn, ngày 2 lần"
PRSC076102,DRG0214,1,"Uống sau khi ăn, ngày 2 lần"
PRSC062827,DRG0237,8,"Uống sau khi ăn, ngày 2 lần"
PRSC008932,DRG0075,10,"Uống sau khi ăn, ngày 2 lần"
PRSC068316,DRG0010,1,"Uống sau khi ăn, ngày 2 lần"
PRSC050634,DRG0155,3,"Uống sau khi ăn, ngày 2 lần"
PRSC023596,DRG0256,5,"Uống sau khi ăn, ngày 2 lần"
PRSC010954,DRG0120,9,"Uống sau khi ăn, ngày 2 lần"
PRSC026185,DRG0043,10,"Uống sau khi ăn, ngày 2 lần"
PRSC035908,DRG0167,6,"Uống sau khi ăn, ngày 2 lần"
PRSC078175,DRG0251,2,"Uống sau khi ăn, ngày 2 lần"
PRSC020815,DRG0287,10,"Uống sau khi ăn, ngày 2 lần"
PRSC055464,DRG0285,1,"Uống sau khi ăn, ngày 2 lần"
PRSC073504,DRG0123,9,"Uống sau khi ăn, ngày 2 lần"
PRSC051364,DRG0281,1,"Uống sau khi ăn, ngày 2 lần"
PRSC013714,DRG0166,2,"Uống sau khi ăn, ngày 2 lần"
PRSC004213,DRG0201,7,"Uống sau khi ăn, ngày 2 lần"
PRSC033339,DRG0012,8,"Uống sau khi ăn, ngày 2 lần"
PRSC033272,DRG0097,10,"Uống sau khi ăn, ngày 2 lần"
PRSC006664,DRG0165,7,"Uống sau khi ăn, ngày 2 lần"
PRSC058354,DRG0177,9,"Uống sau khi ăn, ngày 2 lần"
PRSC000226,DRG0044,8,"Uống sau khi ăn, ngày 2 lần"
PRSC015101,DRG0297,7,"Uống sau khi ăn, ngày 2 lần"
PRSC002330,DRG0211,6,"Uống sau khi ăn, ngày 2 lần"
PRSC027849,DRG0158,8,"Uống sau khi ăn, ngày 2 lần"
PRSC025016,DRG0266,4,"Uống sau khi ăn, ngày 2 lần"
PRSC053558,DRG0283,9,"Uống sau khi ăn, ngày 2 lần"
PRSC033289,DRG0239,3,"Uống sau khi ăn, ngày 2 lần"
PRSC058744,DRG0278,8,"Uống sau khi ăn, ngày 2 lần"
PRSC020692,DRG0262,6,"Uống sau khi ăn, ngày 2 lần"
PRSC006169,DRG0067,7,"Uống sau khi ăn, ngày 2 lần"
PRSC002743,DRG0179,9,"Uống sau khi ăn, ngày 2 lần"
PRSC031977,DRG0045,9,"Uống sau khi ăn, ngày 2 lần"
PRSC051034,DRG0085,3,"Uống sau khi ăn, ngày 2 lần"
PRSC031202,DRG0046,4,"Uống sau khi ăn, ngày 2 lần"
PRSC025262,DRG0027,5,"Uống sau khi ăn, ngày 2 lần"
PRSC066098,DRG0291,9,"Uống sau khi ăn, ngày 2 lần"
PRSC021845,DRG0109,7,"Uống sau khi ăn, ngày 2 lần"
PRSC056567,DRG0096,1,"Uống sau khi ăn, ngày 2 lần"
PRSC059185,DRG0072,7,"Uống sau khi ăn, ngày 2 lần"
PRSC052282,DRG0072,8,"Uống sau khi ăn, ngày 2 lần"
PRSC048413,DRG0150,8,"Uống sau khi ăn, ngày 2 lần"
PRSC026147,DRG0212,1,"Uống sau khi ăn, ngày 2 lần"
PRSC047320,DRG0084,8,"Uống sau khi ăn, ngày 2 lần"
PRSC024446,DRG0213,7,"Uống sau khi ăn, ngày 2 lần"
PRSC079538,DRG0134,7,"Uống sau khi ăn, ngày 2 lần"
PRSC074689,DRG0201,5,"Uống sau khi ăn, ngày 2 lần"
PRSC017662,DRG0130,1,"Uống sau khi ăn, ngày 2 lần"
PRSC072692,DRG0163,2,"Uống sau khi ăn, ngày 2 lần"
PRSC009976,DRG0051,6,"Uống sau khi ăn, ngày 2 lần"
PRSC054055,DRG0040,10,"Uống sau khi ăn, ngày 2 lần"
PRSC021671,DRG0055,1,"Uống sau khi ăn, ngày 2 lần"
PRSC069991,DRG0168,2,"Uống sau khi ăn, ngày 2 lần"
PRSC030116,DRG0039,2,"Uống sau khi ăn, ngày 2 lần"
PRSC071242,DRG0054,6,"Uống sau khi ăn, ngày 2 lần"
PRSC046810,DRG0248,2,"Uống sau khi ăn, ngày 2 lần"
PRSC055984,DRG0271,8,"Uống sau khi ăn, ngày 2 lần"
PRSC058311,DRG0053,9,"Uống sau khi ăn, ngày 2 lần"
PRSC031955,DRG0216,9,"Uống sau khi ăn, ngày 2 lần"
PRSC024028,DRG0184,2,"Uống sau khi ăn, ngày 2 lần"
PRSC019894,DRG0273,1,"Uống sau khi ăn, ngày 2 lần"
PRSC019695,DRG0079,7,"Uống sau khi ăn, ngày 2 lần"
PRSC036481,DRG0199,7,"Uống sau khi ăn, ngày 2 lần"
PRSC051267,DRG0056,1,"Uống sau khi ăn, ngày 2 lần"
PRSC005655,DRG0188,2,"Uống sau khi ăn, ngày 2 lần"
PRSC001853,DRG0285,3,"Uống sau khi ăn, ngày 2 lần"
PRSC035336,DRG0217,5,"Uống sau khi ăn, ngày 2 lần"
PRSC042417,DRG0167,4,"Uống sau khi ăn, ngày 2 lần"
PRSC073034,DRG0244,7,"Uống sau khi ăn, ngày 2 lần"
PRSC072686,DRG0013,3,"Uống sau khi ăn, ngày 2 lần"
PRSC007072,DRG0179,6,"Uống sau khi ăn, ngày 2 lần"
PRSC071376,DRG0079,7,"Uống sau khi ăn, ngày 2 lần"
PRSC021906,DRG0271,5,"Uống sau khi ăn, ngày 2 lần"
PRSC070377,DRG0205,6,"Uống sau khi ăn, ngày 2 lần"
PRSC035748,DRG0090,3,"Uống sau khi ăn, ngày 2 lần"
PRSC040228,DRG0106,10,"Uống sau khi ăn, ngày 2 lần"
PRSC027501,DRG0265,4,"Uống sau khi ăn, ngày 2 lần"
PRSC026713,DRG0178,8,"Uống sau khi ăn, ngày 2 lần"
PRSC008507,DRG0266,3,"Uống sau khi ăn, ngày 2 lần"
PRSC019772,DRG0273,6,"Uống sau khi ăn, ngày 2 lần"
PRSC005165,DRG0073,1,"Uống sau khi ăn, ngày 2 lần"
PRSC046138,DRG0278,8,"Uống sau khi ăn, ngày 2 lần"
PRSC020865,DRG0104,3,"Uống sau khi ăn, ngày 2 lần"
PRSC048556,DRG0017,6,"Uống sau khi ăn, ngày 2 lần"
PRSC060996,DRG0117,6,"Uống sau khi ăn, ngày 2 lần"
PRSC005010,DRG0275,7,"Uống sau khi ăn, ngày 2 lần"
PRSC002104,DRG0265,9,"Uống sau khi ăn, ngày 2 lần"
PRSC004227,DRG0151,3,"Uống sau khi ăn, ngày 2 lần"
PRSC074602,DRG0079,1,"Uống sau khi ăn, ngày 2 lần"
PRSC035588,DRG0011,10,"Uống sau khi ăn, ngày 2 lần"
PRSC061453,DRG0044,6,"Uống sau khi ăn, ngày 2 lần"
PRSC066395,DRG0137,9,"Uống sau khi ăn, ngày 2 lần"
PRSC059969,DRG0025,3,"Uống sau khi ăn, ngày 2 lần"
PRSC033255,DRG0187,7,"Uống sau khi ăn, ngày 2 lần"
PRSC013557,DRG0276,9,"Uống sau khi ăn, ngày 2 lần"
PRSC046756,DRG0071,9,"Uống sau khi ăn, ngày 2 lần"
PRSC069422,DRG0048,6,"Uống sau khi ăn, ngày 2 lần"
PRSC013471,DRG0153,2,"Uống sau khi ăn, ngày 2 lần"
PRSC056014,DRG0143,7,"Uống sau khi ăn, ngày 2 lần"
PRSC076228,DRG0214,8,"Uống sau khi ăn, ngày 2 lần"
PRSC008125,DRG0048,10,"Uống sau khi ăn, ngày 2 lần"
PRSC010301,DRG0166,6,"Uống sau khi ăn, ngày 2 lần"
PRSC070979,DRG0261,7,"Uống sau khi ăn, ngày 2 lần"
PRSC046329,DRG0203,9,"Uống sau khi ăn, ngày 2 lần"
PRSC059399,DRG0209,5,"Uống sau khi ăn, ngày 2 lần"
PRSC004385,DRG0189,5,"Uống sau khi ăn, ngày 2 lần"
PRSC064284,DRG0102,10,"Uống sau khi ăn, ngày 2 lần"
PRSC011168,DRG0275,5,"Uống sau khi ăn, ngày 2 lần"
PRSC064734,DRG0270,9,"Uống sau khi ăn, ngày 2 lần"
PRSC038901,DRG0099,6,"Uống sau khi ăn, ngày 2 lần"
PRSC077996,DRG0198,5,"Uống sau khi ăn, ngày 2 lần"
PRSC003617,DRG0055,6,"Uống sau khi ăn, ngày 2 lần"
PRSC033519,DRG0055,6,"Uống sau khi ăn, ngày 2 lần"
PRSC077883,DRG0263,4,"Uống sau khi ăn, ngày 2 lần"
PRSC051084,DRG0077,2,"Uống sau khi ăn, ngày 2 lần"
PRSC035228,DRG0246,2,"Uống sau khi ăn, ngày 2 lần"
PRSC063526,DRG0278,6,"Uống sau khi ăn, ngày 2 lần"
PRSC053428,DRG0048,9,"Uống sau khi ăn, ngày 2 lần"
PRSC059178,DRG0200,7,"Uống sau khi ăn, ngày 2 lần"
PRSC038517,DRG0060,5,"Uống sau khi ăn, ngày 2 lần"
PRSC064844,DRG0133,10,"Uống sau khi ăn, ngày 2 lần"
PRSC072210,DRG0287,8,"Uống sau khi ăn, ngày 2 lần"
PRSC061581,DRG0090,9,"Uống sau khi ăn, ngày 2 lần"
PRSC078263,DRG0292,8,"Uống sau khi ăn, ngày 2 lần"
PRSC054110,DRG0109,8,"Uống sau khi ăn, ngày 2 lần"
PRSC062526,DRG0261,2,"Uống sau khi ăn, ngày 2 lần"
PRSC076010,DRG0044,3,"Uống sau khi ăn, ngày 2 lần"
PRSC017610,DRG0161,1,"Uống sau khi ăn, ngày 2 lần"
PRSC026459,DRG0134,7,"Uống sau khi ăn, ngày 2 lần"
PRSC052971,DRG0289,8,"Uống sau khi ăn, ngày 2 lần"
PRSC006384,DRG0064,5,"Uống sau khi ăn, ngày 2 lần"
PRSC009029,DRG0213,3,"Uống sau khi ăn, ngày 2 lần"
PRSC006663,DRG0218,3,"Uống sau khi ăn, ngày 2 lần"
PRSC026495,DRG0261,4,"Uống sau khi ăn, ngày 2 lần"
PRSC011447,DRG0205,10,"Uống sau khi ăn, ngày 2 lần"
PRSC044049,DRG0113,7,"Uống sau khi ăn, ngày 2 lần"
PRSC004328,DRG0216,1,"Uống sau khi ăn, ngày 2 lần"
