OrderID,CustomerID,SalesPersonID,CreateDate,CreateTime,Status,BranchID
ORD020089,CUS27075,E0481,2024-10-29,15:00:00,Created,B009
ORD020090,CUS16121,E0373,2024-04-29,10:30:00,Created,B008
ORD020091,CUS31896,E0385,2024-09-11,08:00:00,Created,B008
ORD020092,CUS11119,E0350,2022-09-25,08:00:00,Created,B010
ORD020093,CUS36321,E0455,2022-11-22,08:00:00,Cancelled,B009
ORD020094,CUS68909,E0452,2022-06-13,10:30:00,Created,B001
ORD020095,CUS17017,E0315,2023-01-04,15:00:00,Paid,B006
ORD020096,CUS26350,E0417,2022-10-06,19:00:00,Cancelled,B003
ORD020097,CUS17417,E0361,2023-08-05,10:30:00,Cancelled,B003
ORD020098,CUS66296,E0271,2023-04-02,15:00:00,Paid,B007
ORD020099,CUS42050,E0331,2023-06-21,19:00:00,Cancelled,B002
ORD020100,CUS67960,E0283,2023-05-08,19:00:00,Cancelled,B008
ORD020101,CUS39496,E0391,2023-06-24,10:30:00,Cancelled,B003
ORD020102,CUS12669,E0279,2024-07-15,08:00:00,Created,B007
ORD020103,CUS41125,E0417,2024-12-14,10:30:00,Cancelled,B007
ORD020104,CUS75516,E0452,2023-05-09,19:00:00,Cancelled,B005
ORD020105,CUS55883,E0357,2023-09-18,19:00:00,Created,B006
ORD020106,CUS11383,E0275,2023-07-27,15:00:00,Created,B008
ORD020107,CUS22189,E0281,2024-11-05,10:30:00,Created,B001
ORD020108,CUS59753,E0391,2022-06-18,08:00:00,Paid,B006
ORD020109,CUS57547,E0385,2023-07-19,19:00:00,Paid,B007
ORD020110,CUS49661,E0370,2023-09-08,08:00:00,Created,B006
ORD020111,CUS77805,E0301,2022-08-28,19:00:00,Created,B004
ORD020112,CUS57175,E0301,2022-09-28,08:00:00,Paid,B002
ORD020113,CUS37914,E0383,2022-04-20,15:00:00,Cancelled,B004
ORD020114,CUS70736,E0489,2023-08-29,08:00:00,Paid,B010
ORD020115,CUS05081,E0385,2024-02-08,15:00:00,Cancelled,B008
ORD020116,CUS53625,E0287,2023-03-02,15:00:00,Cancelled,B008
ORD020117,CUS69117,E0440,2023-06-25,10:30:00,Created,B004
ORD020118,CUS32018,E0280,2024-12-02,19:00:00,Created,B009
ORD020119,CUS04764,E0345,2022-08-20,10:30:00,Paid,B010
ORD020120,CUS50122,E0301,2022-04-03,19:00:00,Created,B006
ORD020121,CUS10970,E0342,2022-04-14,19:00:00,Paid,B004
ORD020122,CUS52730,E0416,2022-03-07,19:00:00,Cancelled,B005
ORD020123,CUS20628,E0360,2022-11-17,19:00:00,Created,B007
ORD020124,CUS00698,E0500,2022-01-25,15:00:00,Cancelled,B005
ORD020125,CUS78142,E0373,2023-05-25,19:00:00,Paid,B002
ORD020126,CUS71515,E0322,2024-08-04,19:00:00,Paid,B009
ORD020127,CUS71403,E0290,2023-08-13,19:00:00,Paid,B005
ORD020128,CUS26330,E0455,2023-08-27,10:30:00,Created,B001
ORD020129,CUS68137,E0294,2023-03-19,08:00:00,Cancelled,B008
ORD020130,CUS74553,E0308,2022-10-16,19:00:00,Paid,B010
ORD020131,CUS42075,E0350,2023-02-11,08:00:00,Cancelled,B008
ORD020132,CUS24087,E0310,2023-12-15,15:00:00,Created,B010
ORD020133,CUS14841,E0305,2022-03-14,08:00:00,Paid,B003
ORD020134,CUS49177,E0437,2024-12-01,15:00:00,Created,B008
ORD020135,CUS10300,E0287,2023-08-13,19:00:00,Paid,B004
ORD020136,CUS68349,E0360,2024-05-03,19:00:00,Paid,B008
ORD020137,CUS60601,E0276,2024-09-26,19:00:00,Paid,B009
ORD020138,CUS61370,E0452,2024-03-26,15:00:00,Paid,B010
ORD020139,CUS03485,E0312,2022-12-30,10:30:00,Created,B010
ORD020140,CUS05421,E0449,2023-08-18,08:00:00,Created,B006
ORD020141,CUS31178,E0453,2023-12-27,19:00:00,Cancelled,B007
ORD020142,CUS32735,E0294,2023-03-11,08:00:00,Cancelled,B003
ORD020143,CUS67992,E0440,2024-10-07,19:00:00,Created,B006
ORD020144,CUS28583,E0357,2022-05-27,08:00:00,Paid,B004
ORD020145,CUS29096,E0276,2022-12-10,19:00:00,Cancelled,B006
ORD020146,CUS13115,E0453,2023-12-04,15:00:00,Paid,B005
ORD020147,CUS18596,E0282,2023-07-26,19:00:00,Cancelled,B007
ORD020148,CUS73734,E0481,2022-09-04,08:00:00,Paid,B009
ORD020149,CUS34798,E0442,2022-02-24,19:00:00,Created,B004
ORD020150,CUS10663,E0437,2023-09-25,08:00:00,Paid,B005
ORD020151,CUS59826,E0473,2022-01-13,08:00:00,Cancelled,B004
ORD020152,CUS43964,E0442,2024-06-08,10:30:00,Cancelled,B004
ORD020153,CUS35934,E0279,2022-09-14,10:30:00,Paid,B009
ORD020154,CUS41217,E0350,2024-03-03,19:00:00,Cancelled,B004
ORD020155,CUS40206,E0341,2022-02-23,19:00:00,Cancelled,B006
ORD020156,CUS73753,E0492,2024-01-14,15:00:00,Paid,B001
ORD020157,CUS41452,E0437,2024-04-21,19:00:00,Created,B008
ORD020158,CUS49828,E0373,2023-10-29,19:00:00,Paid,B002
ORD020159,CUS24943,E0282,2022-01-23,08:00:00,Paid,B009
ORD020160,CUS34283,E0290,2022-11-26,19:00:00,Created,B001
ORD020161,CUS38358,E0346,2024-06-16,10:30:00,Paid,B006
ORD020162,CUS23549,E0308,2024-11-10,08:00:00,Cancelled,B003
ORD020163,CUS02937,E0495,2024-11-11,19:00:00,Created,B006
ORD020164,CUS56257,E0449,2023-03-07,15:00:00,Created,B009
ORD020165,CUS44734,E0310,2024-03-08,10:30:00,Cancelled,B002
ORD020166,CUS75156,E0470,2022-07-23,08:00:00,Created,B007
ORD020167,CUS48372,E0370,2023-12-01,08:00:00,Paid,B006
ORD020168,CUS74146,E0435,2024-02-15,15:00:00,Created,B005
ORD020169,CUS46786,E0455,2023-02-18,19:00:00,Cancelled,B010
ORD020170,CUS71957,E0297,2024-08-12,15:00:00,Created,B010
ORD020171,CUS06414,E0350,2022-06-02,15:00:00,Cancelled,B008
ORD020172,CUS59705,E0318,2024-08-01,08:00:00,Created,B008
ORD020173,CUS34082,E0486,2024-05-02,08:00:00,Created,B009
ORD020174,CUS26396,E0496,2024-02-15,19:00:00,Created,B003
ORD020175,CUS57068,E0482,2022-10-14,10:30:00,Created,B010
ORD020176,CUS63686,E0293,2023-03-11,10:30:00,Created,B003
ORD020177,CUS14242,E0312,2024-12-10,10:30:00,Cancelled,B002
ORD020178,CUS70977,E0318,2024-08-03,08:00:00,Cancelled,B002
ORD020179,CUS48811,E0282,2022-11-06,08:00:00,Cancelled,B001
ORD020180,CUS08334,E0332,2022-10-22,10:30:00,Created,B003
ORD020181,CUS52743,E0276,2024-08-18,10:30:00,Cancelled,B005
ORD020182,CUS01949,E0341,2024-10-13,10:30:00,Cancelled,B009
ORD020183,CUS65160,E0297,2024-07-16,10:30:00,Paid,B010
ORD020184,CUS26569,E0301,2022-07-18,19:00:00,Cancelled,B002
ORD020185,CUS70577,E0437,2023-08-19,10:30:00,Created,B008
ORD020186,CUS14911,E0450,2024-09-18,19:00:00,Created,B005
ORD020187,CUS74259,E0360,2022-06-12,19:00:00,Created,B005
ORD020188,CUS15254,E0345,2024-11-18,08:00:00,Paid,B003
ORD020189,CUS66321,E0308,2023-01-15,10:30:00,Cancelled,B005
ORD020190,CUS34177,E0454,2022-12-15,10:30:00,Cancelled,B010
ORD020191,CUS36138,E0416,2024-03-24,08:00:00,Paid,B010
ORD020192,CUS37562,E0331,2024-09-22,19:00:00,Cancelled,B007
ORD020193,CUS59009,E0365,2023-08-08,19:00:00,Cancelled,B004
ORD020194,CUS45533,E0440,2024-07-30,10:30:00,Cancelled,B010
ORD020195,CUS08792,E0318,2024-09-09,08:00:00,Paid,B003
ORD020196,CUS74435,E0391,2024-05-26,15:00:00,Paid,B008
ORD020197,CUS61555,E0381,2024-03-01,08:00:00,Paid,B004
ORD020198,CUS63856,E0350,2024-12-05,10:30:00,Created,B003
ORD020199,CUS79448,E0489,2024-07-25,19:00:00,Cancelled,B004
ORD020200,CUS38395,E0361,2023-07-27,15:00:00,Paid,B006
ORD020201,CUS79665,E0312,2024-09-21,08:00:00,Paid,B008
ORD020202,CUS36292,E0485,2022-01-03,19:00:00,Cancelled,B004
ORD020203,CUS53509,E0392,2024-02-22,19:00:00,Cancelled,B002
ORD020204,CUS28569,E0437,2024-02-01,19:00:00,Paid,B003
ORD020205,CUS69368,E0452,2023-08-14,08:00:00,Paid,B006
ORD020206,CUS75115,E0496,2023-12-27,19:00:00,Created,B007
ORD020207,CUS12900,E0435,2023-07-16,19:00:00,Created,B002
ORD020208,CUS26963,E0382,2024-01-16,15:00:00,Paid,B005
ORD020209,CUS32737,E0290,2022-06-14,10:30:00,Created,B006
ORD020210,CUS00149,E0365,2024-04-28,15:00:00,Created,B008
ORD020211,CUS08080,E0496,2024-04-04,08:00:00,Created,B006
ORD020212,CUS46268,E0417,2024-07-20,15:00:00,Paid,B005
ORD020213,CUS22709,E0279,2024-10-14,19:00:00,Created,B005
ORD020214,CUS22451,E0294,2023-10-10,08:00:00,Created,B004
ORD020215,CUS37078,E0332,2024-08-15,10:30:00,Created,B005
ORD020216,CUS18181,E0283,2022-11-27,19:00:00,Created,B004
ORD020217,CUS52625,E0280,2023-10-06,10:30:00,Cancelled,B003
ORD020218,CUS26736,E0345,2023-12-18,19:00:00,Created,B008
ORD020219,CUS22780,E0411,2023-02-02,10:30:00,Paid,B007
ORD020220,CUS20816,E0271,2023-09-15,15:00:00,Paid,B009
ORD020221,CUS48385,E0434,2023-07-21,08:00:00,Cancelled,B001
ORD020222,CUS16881,E0486,2022-08-30,15:00:00,Paid,B006
ORD020223,CUS40206,E0489,2024-04-13,10:30:00,Created,B006
ORD020224,CUS11698,E0331,2022-05-13,19:00:00,Created,B005
ORD020225,CUS71766,E0426,2022-07-18,15:00:00,Paid,B005
ORD020226,CUS47772,E0471,2023-04-15,10:30:00,Created,B001
ORD020227,CUS14601,E0345,2022-03-05,08:00:00,Paid,B006
ORD020228,CUS25860,E0500,2022-09-12,10:30:00,Paid,B001
ORD020229,CUS71851,E0360,2022-11-20,15:00:00,Paid,B008
ORD020230,CUS42329,E0294,2022-04-13,19:00:00,Cancelled,B010
ORD020231,CUS06195,E0283,2022-01-31,19:00:00,Created,B001
ORD020232,CUS36990,E0455,2022-11-11,19:00:00,Paid,B007
ORD020233,CUS35651,E0373,2023-04-20,19:00:00,Paid,B010
ORD020234,CUS02652,E0301,2023-05-20,10:30:00,Paid,B008
ORD020235,CUS47990,E0365,2022-05-12,08:00:00,Created,B006
ORD020236,CUS45676,E0496,2022-01-23,19:00:00,Cancelled,B006
ORD020237,CUS09347,E0381,2024-01-27,19:00:00,Paid,B006
ORD020238,CUS40142,E0357,2023-09-15,19:00:00,Cancelled,B003
ORD020239,CUS37943,E0439,2024-01-13,08:00:00,Created,B001
ORD020240,CUS05680,E0341,2023-06-05,15:00:00,Created,B009
ORD020241,CUS24617,E0287,2023-05-06,15:00:00,Cancelled,B002
ORD020242,CUS75987,E0435,2022-07-08,15:00:00,Paid,B005
ORD020243,CUS10852,E0416,2023-08-09,19:00:00,Created,B006
ORD020244,CUS43065,E0331,2024-12-07,19:00:00,Paid,B007
ORD020245,CUS16663,E0287,2024-07-21,08:00:00,Paid,B006
ORD020246,CUS44900,E0357,2022-08-12,15:00:00,Cancelled,B002
ORD020247,CUS66687,E0455,2022-05-01,10:30:00,Paid,B008
ORD020248,CUS43306,E0331,2023-11-20,10:30:00,Cancelled,B004
ORD020249,CUS09605,E0280,2024-09-09,08:00:00,Paid,B010
ORD020250,CUS27703,E0370,2022-08-03,15:00:00,Cancelled,B006
ORD020251,CUS60546,E0298,2023-02-09,15:00:00,Cancelled,B005
ORD020252,CUS28040,E0345,2024-10-02,10:30:00,Cancelled,B003
ORD020253,CUS41775,E0294,2023-08-11,19:00:00,Cancelled,B010
ORD020254,CUS46081,E0276,2022-11-11,19:00:00,Cancelled,B004
ORD020255,CUS26481,E0365,2023-09-13,19:00:00,Created,B005
ORD020256,CUS61772,E0450,2022-09-24,15:00:00,Created,B006
ORD020257,CUS35524,E0417,2024-05-16,15:00:00,Created,B004
ORD020258,CUS02101,E0360,2024-09-29,19:00:00,Created,B002
ORD020259,CUS30650,E0442,2024-08-06,10:30:00,Created,B003
ORD020260,CUS30294,E0417,2023-12-13,15:00:00,Paid,B009
ORD020261,CUS71569,E0281,2024-04-07,15:00:00,Created,B006
ORD020262,CUS62695,E0446,2022-05-22,08:00:00,Created,B006
ORD020263,CUS69153,E0350,2024-12-14,15:00:00,Cancelled,B007
ORD020264,CUS74404,E0311,2023-04-08,10:30:00,Created,B002
ORD020265,CUS51719,E0471,2024-09-27,10:30:00,Cancelled,B008
ORD020266,CUS26853,E0360,2024-05-15,19:00:00,Paid,B008
ORD020267,CUS55628,E0322,2024-10-14,15:00:00,Created,B009
ORD020268,CUS74397,E0332,2023-04-20,08:00:00,Created,B005
ORD020269,CUS74382,E0492,2022-02-09,08:00:00,Cancelled,B006
ORD020270,CUS27590,E0482,2022-10-09,10:30:00,Created,B009
ORD020271,CUS39174,E0287,2024-04-10,08:00:00,Paid,B009
ORD020272,CUS51167,E0426,2024-09-16,08:00:00,Created,B005
ORD020273,CUS33232,E0470,2023-05-20,15:00:00,Created,B009
ORD020274,CUS31479,E0383,2023-11-15,19:00:00,Paid,B006
ORD020275,CUS69055,E0293,2022-06-29,10:30:00,Cancelled,B007
ORD020276,CUS51766,E0439,2022-09-20,08:00:00,Created,B009
ORD020277,CUS15982,E0416,2024-12-16,10:30:00,Paid,B008
ORD020278,CUS45890,E0383,2023-09-26,08:00:00,Paid,B001
ORD020279,CUS49907,E0485,2024-08-18,15:00:00,Cancelled,B007
ORD020280,CUS49429,E0287,2023-04-26,19:00:00,Cancelled,B001
ORD020281,CUS48539,E0411,2024-10-08,10:30:00,Paid,B006
ORD020282,CUS67569,E0301,2022-03-14,08:00:00,Created,B006
ORD020283,CUS68306,E0482,2023-11-24,10:30:00,Created,B009
ORD020284,CUS67632,E0383,2024-09-09,10:30:00,Paid,B001
ORD020285,CUS73305,E0420,2022-10-29,10:30:00,Cancelled,B009
ORD020286,CUS02321,E0473,2024-04-17,10:30:00,Cancelled,B001
ORD020287,CUS46702,E0346,2022-08-25,19:00:00,Paid,B005
ORD020288,CUS29127,E0437,2023-07-29,10:30:00,Cancelled,B007
ORD020289,CUS33274,E0486,2023-06-26,10:30:00,Created,B010
ORD020290,CUS34046,E0383,2023-12-15,10:30:00,Created,B009
ORD020291,CUS32567,E0365,2022-07-04,08:00:00,Created,B009
ORD020292,CUS77633,E0345,2023-06-02,15:00:00,Cancelled,B009
ORD020293,CUS27260,E0383,2022-10-03,15:00:00,Created,B009
ORD020294,CUS37689,E0392,2023-08-10,15:00:00,Created,B007
ORD020295,CUS41696,E0365,2022-12-23,19:00:00,Paid,B009
ORD020296,CUS56970,E0350,2024-12-22,08:00:00,Created,B004
ORD020297,CUS39646,E0290,2024-09-16,19:00:00,Paid,B006
ORD020298,CUS55939,E0455,2023-12-22,15:00:00,Paid,B001
ORD020299,CUS08965,E0491,2024-04-03,10:30:00,Paid,B007
ORD020300,CUS55172,E0426,2024-09-30,10:30:00,Cancelled,B005
ORD020301,CUS37737,E0488,2022-09-02,10:30:00,Created,B009
ORD020302,CUS00717,E0279,2022-03-01,08:00:00,Paid,B002
ORD020303,CUS45132,E0416,2024-05-15,15:00:00,Created,B001
ORD020304,CUS44373,E0287,2024-10-10,10:30:00,Paid,B008
ORD020305,CUS67051,E0346,2024-02-14,19:00:00,Cancelled,B010
ORD020306,CUS49239,E0437,2023-06-01,15:00:00,Created,B004
ORD020307,CUS17337,E0471,2022-02-10,19:00:00,Paid,B008
ORD020308,CUS16018,E0495,2024-10-24,08:00:00,Created,B001
ORD020309,CUS50108,E0361,2022-11-07,15:00:00,Created,B003
ORD020310,CUS28053,E0383,2022-07-24,15:00:00,Paid,B005
ORD020311,CUS32545,E0391,2023-02-12,08:00:00,Cancelled,B002
ORD020312,CUS78427,E0411,2022-04-19,10:30:00,Created,B006
ORD020313,CUS36533,E0357,2022-11-04,15:00:00,Paid,B005
ORD020314,CUS64368,E0420,2022-04-19,10:30:00,Created,B008
ORD020315,CUS23882,E0311,2022-03-20,10:30:00,Created,B004
ORD020316,CUS54947,E0453,2023-05-07,15:00:00,Created,B007
ORD020317,CUS47883,E0280,2024-03-18,15:00:00,Cancelled,B008
ORD020318,CUS58702,E0288,2023-05-19,19:00:00,Paid,B005
ORD020319,CUS11724,E0331,2023-05-27,15:00:00,Cancelled,B010
ORD020320,CUS07078,E0360,2023-09-12,08:00:00,Created,B007
ORD020321,CUS15074,E0298,2024-07-31,15:00:00,Cancelled,B005
ORD020322,CUS51640,E0346,2024-07-20,15:00:00,Cancelled,B007
ORD020323,CUS68476,E0280,2023-02-11,19:00:00,Paid,B009
ORD020324,CUS56880,E0411,2022-09-19,08:00:00,Paid,B006
ORD020325,CUS55247,E0500,2023-07-14,19:00:00,Paid,B004
ORD020326,CUS75120,E0365,2022-09-04,08:00:00,Cancelled,B008
ORD020327,CUS70150,E0373,2022-07-18,10:30:00,Paid,B010
ORD020328,CUS49322,E0341,2024-03-26,08:00:00,Created,B008
ORD020329,CUS47614,E0357,2023-04-17,19:00:00,Created,B001
ORD020330,CUS62911,E0455,2023-03-23,10:30:00,Paid,B005
ORD020331,CUS72286,E0485,2024-05-08,08:00:00,Cancelled,B004
ORD020332,CUS65271,E0279,2024-12-04,10:30:00,Cancelled,B006
ORD020333,CUS50491,E0360,2022-05-06,19:00:00,Created,B007
ORD020334,CUS14925,E0357,2024-02-29,10:30:00,Paid,B010
ORD020335,CUS16855,E0297,2022-10-21,10:30:00,Created,B002
ORD020336,CUS55425,E0426,2023-02-15,15:00:00,Paid,B010
ORD020337,CUS68556,E0357,2023-08-09,08:00:00,Cancelled,B010
ORD020338,CUS67231,E0420,2022-05-05,08:00:00,Paid,B009
ORD020339,CUS53532,E0271,2024-03-19,08:00:00,Paid,B002
ORD020340,CUS35619,E0297,2024-07-25,10:30:00,Paid,B006
ORD020341,CUS09539,E0449,2022-08-24,19:00:00,Cancelled,B008
ORD020342,CUS30904,E0435,2024-05-03,19:00:00,Paid,B006
ORD020343,CUS65808,E0318,2024-12-30,10:30:00,Cancelled,B010
ORD020344,CUS68670,E0279,2022-07-27,15:00:00,Created,B008
ORD020345,CUS32957,E0283,2024-06-06,10:30:00,Cancelled,B005
ORD020346,CUS75028,E0450,2024-02-16,08:00:00,Paid,B010
ORD020347,CUS62623,E0305,2022-10-01,19:00:00,Cancelled,B007
ORD020348,CUS70314,E0394,2024-03-12,15:00:00,Cancelled,B001
ORD020349,CUS79420,E0279,2023-03-19,10:30:00,Paid,B001
ORD020350,CUS68919,E0439,2024-02-21,19:00:00,Created,B006
ORD020351,CUS68140,E0416,2023-06-13,15:00:00,Cancelled,B001
ORD020352,CUS76675,E0453,2023-05-07,10:30:00,Cancelled,B003
ORD020353,CUS63103,E0411,2022-09-02,08:00:00,Cancelled,B009
ORD020354,CUS45704,E0312,2022-12-24,15:00:00,Paid,B008
ORD020355,CUS01647,E0496,2022-11-27,19:00:00,Paid,B010
ORD020356,CUS73436,E0288,2022-04-16,10:30:00,Paid,B008
ORD020357,CUS48753,E0435,2024-04-24,15:00:00,Paid,B001
ORD020358,CUS23993,E0332,2023-08-17,10:30:00,Created,B007
ORD020359,CUS41494,E0301,2022-05-16,08:00:00,Cancelled,B003
ORD020360,CUS25999,E0485,2023-10-31,19:00:00,Paid,B010
ORD020361,CUS16154,E0312,2024-10-08,08:00:00,Cancelled,B004
ORD020362,CUS19061,E0312,2023-12-28,19:00:00,Cancelled,B008
ORD020363,CUS05649,E0394,2022-05-07,08:00:00,Created,B003
ORD020364,CUS59192,E0488,2022-11-14,10:30:00,Paid,B003
ORD020365,CUS69809,E0357,2022-02-05,15:00:00,Created,B009
ORD020366,CUS09681,E0373,2022-06-22,19:00:00,Created,B002
ORD020367,CUS50766,E0454,2022-05-16,19:00:00,Cancelled,B007
ORD020368,CUS09485,E0495,2024-02-20,19:00:00,Created,B002
ORD020369,CUS39151,E0496,2024-10-27,10:30:00,Created,B008
ORD020370,CUS32687,E0301,2024-03-25,15:00:00,Cancelled,B004
ORD020371,CUS00495,E0486,2023-10-12,19:00:00,Created,B003
ORD020372,CUS10650,E0416,2022-04-21,15:00:00,Created,B003
ORD020373,CUS72597,E0305,2023-02-22,08:00:00,Created,B007
ORD020374,CUS78734,E0370,2023-01-09,15:00:00,Cancelled,B006
ORD020375,CUS24840,E0446,2024-03-10,08:00:00,Created,B001
ORD020376,CUS48583,E0294,2024-08-16,08:00:00,Cancelled,B002
ORD020377,CUS52092,E0280,2023-02-22,10:30:00,Paid,B004
ORD020378,CUS61424,E0426,2023-10-15,15:00:00,Paid,B007
ORD020379,CUS66177,E0471,2024-09-08,10:30:00,Paid,B001
ORD020380,CUS38874,E0350,2022-02-28,10:30:00,Cancelled,B009
ORD020381,CUS25241,E0345,2023-10-18,10:30:00,Cancelled,B010
ORD020382,CUS30093,E0373,2024-07-23,10:30:00,Paid,B007
ORD020383,CUS34770,E0462,2024-10-22,10:30:00,Cancelled,B004
ORD020384,CUS41293,E0416,2023-09-17,10:30:00,Created,B008
ORD020385,CUS24584,E0491,2023-04-28,10:30:00,Paid,B005
ORD020386,CUS44276,E0381,2023-12-02,08:00:00,Cancelled,B010
ORD020387,CUS76355,E0365,2023-08-03,15:00:00,Cancelled,B005
ORD020388,CUS15343,E0415,2022-02-27,15:00:00,Created,B009
ORD020389,CUS03764,E0345,2022-09-23,15:00:00,Paid,B004
ORD020390,CUS25839,E0439,2023-09-14,10:30:00,Cancelled,B009
ORD020391,CUS04914,E0500,2022-10-25,08:00:00,Paid,B007
ORD020392,CUS22501,E0488,2024-09-09,10:30:00,Cancelled,B005
ORD020393,CUS59564,E0315,2022-11-08,08:00:00,Created,B004
ORD020394,CUS58168,E0311,2023-11-08,19:00:00,Paid,B007
ORD020395,CUS74229,E0382,2022-01-19,19:00:00,Created,B008
ORD020396,CUS31083,E0450,2022-06-30,10:30:00,Created,B009
ORD020397,CUS41072,E0415,2022-07-01,19:00:00,Created,B002
ORD020398,CUS64847,E0308,2024-11-03,08:00:00,Paid,B008
ORD020399,CUS68501,E0492,2022-08-07,10:30:00,Paid,B008
ORD020400,CUS71124,E0373,2022-06-08,10:30:00,Paid,B004
ORD020401,CUS20682,E0342,2022-11-01,15:00:00,Cancelled,B004
ORD020402,CUS43988,E0491,2023-03-08,10:30:00,Created,B010
ORD020403,CUS64396,E0473,2024-07-28,15:00:00,Cancelled,B008
ORD020404,CUS16682,E0482,2022-12-22,15:00:00,Paid,B002
ORD020405,CUS27633,E0360,2022-02-09,08:00:00,Cancelled,B009
ORD020406,CUS52425,E0486,2023-08-23,19:00:00,Cancelled,B007
ORD020407,CUS70767,E0489,2024-07-14,19:00:00,Paid,B003
ORD020408,CUS40173,E0416,2023-09-22,10:30:00,Paid,B003
ORD020409,CUS02452,E0453,2022-03-04,15:00:00,Created,B005
ORD020410,CUS56891,E0373,2024-04-12,19:00:00,Created,B008
ORD020411,CUS48906,E0365,2023-05-25,15:00:00,Created,B007
ORD020412,CUS71346,E0331,2022-04-05,15:00:00,Created,B009
ORD020413,CUS63569,E0415,2024-08-27,10:30:00,Created,B004
ORD020414,CUS33051,E0279,2022-06-13,10:30:00,Created,B010
ORD020415,CUS11181,E0370,2023-04-18,10:30:00,Cancelled,B004
ORD020416,CUS67978,E0271,2022-03-09,10:30:00,Paid,B004
ORD020417,CUS66707,E0305,2023-05-26,10:30:00,Paid,B005
ORD020418,CUS12067,E0279,2023-11-18,15:00:00,Paid,B007
ORD020419,CUS08289,E0287,2023-11-14,15:00:00,Paid,B008
ORD020420,CUS48099,E0449,2022-02-27,08:00:00,Created,B005
ORD020421,CUS76977,E0440,2022-06-26,15:00:00,Paid,B001
ORD020422,CUS16556,E0417,2023-11-04,10:30:00,Paid,B009
ORD020423,CUS50314,E0450,2022-05-07,15:00:00,Cancelled,B006
ORD020424,CUS61923,E0392,2024-07-12,15:00:00,Cancelled,B007
ORD020425,CUS70071,E0420,2023-10-20,08:00:00,Created,B008
ORD020426,CUS21122,E0281,2024-12-25,08:00:00,Created,B006
ORD020427,CUS13155,E0473,2023-11-16,19:00:00,Created,B007
ORD020428,CUS04527,E0473,2024-03-28,08:00:00,Paid,B004
ORD020429,CUS13980,E0311,2024-10-24,10:30:00,Created,B001
ORD020430,CUS20337,E0373,2024-11-16,15:00:00,Created,B010
ORD020431,CUS76766,E0297,2022-06-09,19:00:00,Cancelled,B008
ORD020432,CUS58384,E0311,2022-01-05,10:30:00,Created,B001
ORD020433,CUS09761,E0312,2024-04-28,10:30:00,Cancelled,B006
ORD020434,CUS47221,E0357,2024-12-30,08:00:00,Created,B005
ORD020435,CUS05491,E0315,2023-04-30,08:00:00,Created,B008
ORD020436,CUS35828,E0331,2022-09-13,10:30:00,Created,B005
ORD020437,CUS00920,E0385,2023-09-23,08:00:00,Cancelled,B008
ORD020438,CUS16110,E0500,2023-11-03,15:00:00,Paid,B006
ORD020439,CUS01824,E0305,2022-08-09,15:00:00,Paid,B010
ORD020440,CUS59235,E0442,2024-12-21,19:00:00,Created,B003
ORD020441,CUS24968,E0293,2024-09-06,19:00:00,Cancelled,B008
ORD020442,CUS48997,E0342,2024-08-25,19:00:00,Cancelled,B003
ORD020443,CUS06001,E0382,2022-09-04,08:00:00,Created,B009
ORD020444,CUS17161,E0297,2023-10-27,15:00:00,Created,B001
ORD020445,CUS20114,E0491,2022-07-11,08:00:00,Cancelled,B006
ORD020446,CUS48988,E0411,2024-01-04,08:00:00,Created,B009
ORD020447,CUS57378,E0312,2024-05-21,10:30:00,Paid,B004
ORD020448,CUS38494,E0370,2023-06-24,08:00:00,Paid,B006
ORD020449,CUS12040,E0500,2023-02-16,08:00:00,Paid,B006
ORD020450,CUS07863,E0482,2024-10-02,08:00:00,Cancelled,B006
ORD020451,CUS75469,E0271,2024-01-01,19:00:00,Created,B010
ORD020452,CUS07228,E0435,2024-06-23,15:00:00,Created,B006
ORD020453,CUS68964,E0365,2023-12-25,15:00:00,Cancelled,B006
ORD020454,CUS78170,E0394,2023-08-28,15:00:00,Cancelled,B003
ORD020455,CUS19348,E0312,2022-09-07,08:00:00,Paid,B005
ORD020456,CUS62675,E0449,2024-08-20,15:00:00,Cancelled,B010
ORD020457,CUS59546,E0331,2022-08-20,08:00:00,Created,B005
ORD020458,CUS61046,E0482,2023-06-13,08:00:00,Paid,B001
ORD020459,CUS69161,E0312,2024-03-09,08:00:00,Cancelled,B004
ORD020460,CUS67854,E0276,2022-12-21,08:00:00,Cancelled,B010
ORD020461,CUS73933,E0453,2022-11-23,08:00:00,Created,B003
ORD020462,CUS77709,E0435,2024-07-11,19:00:00,Created,B006
ORD020463,CUS16598,E0365,2024-09-09,08:00:00,Created,B008
ORD020464,CUS01642,E0411,2024-04-23,15:00:00,Cancelled,B005
ORD020465,CUS69435,E0301,2023-09-20,08:00:00,Created,B007
ORD020466,CUS34266,E0280,2024-01-08,08:00:00,Paid,B001
ORD020467,CUS70412,E0473,2024-12-08,15:00:00,Cancelled,B008
ORD020468,CUS13567,E0439,2024-08-12,08:00:00,Created,B003
ORD020469,CUS02821,E0310,2022-11-26,15:00:00,Created,B005
ORD020470,CUS16528,E0455,2022-01-29,08:00:00,Cancelled,B007
ORD020471,CUS78930,E0345,2024-06-29,10:30:00,Created,B003
ORD020472,CUS53023,E0446,2022-07-23,15:00:00,Cancelled,B006
ORD020473,CUS14293,E0346,2022-03-22,15:00:00,Paid,B004
