ServiceID,ServiceName,ServiceDescription,DID
SRV21287,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0006
SRV21288,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0017
SRV21289,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0025
SRV21290,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0011
SRV21291,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0088
SRV21292,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0098
SRV21293,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0046
SRV21294,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0087
SRV21295,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0033
SRV21296,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0005
SRV21297,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0082
SRV21298,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0006
SRV21299,Chụp X-quang,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0108
SRV21300,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0109
SRV21301,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0016
SRV21302,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0087
SRV21303,Khám tim mạch,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0034
SRV21304,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0003
SRV21305,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0099
SRV21306,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0028
SRV21307,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0033
SRV21308,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0074
SRV21309,Khám nha khoa thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0034
SRV21310,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0032
SRV21311,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0112
SRV21312,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0096
SRV21313,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0065
SRV21314,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0082
SRV21315,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0040
SRV21316,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0108
SRV21317,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0021
SRV21318,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0073
SRV21319,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0030
SRV21320,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0036
SRV21321,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0105
SRV21322,Khám tim mạch,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0024
SRV21323,Khám tổng quát cơ bản,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0033
SRV21324,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0013
SRV21325,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0008
SRV21326,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0110
SRV21327,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0076
SRV21328,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0024
SRV21329,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0069
SRV21330,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0021
SRV21331,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0008
SRV21332,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0039
SRV21333,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0090
SRV21334,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0042
SRV21335,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0023
SRV21336,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0025
SRV21337,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0086
SRV21338,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0082
SRV21339,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0027
SRV21340,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0083
SRV21341,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0079
SRV21342,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0095
SRV21343,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0035
SRV21344,Xét nghiệm máu,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0019
SRV21345,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0007
SRV21346,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0115
SRV21347,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0020
SRV21348,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0071
SRV21349,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0105
SRV21350,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0020
SRV21351,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0053
SRV21352,Chụp X-quang,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0101
SRV21353,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0043
SRV21354,Chụp X-quang,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0026
SRV21355,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0071
SRV21356,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0096
SRV21357,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0058
SRV21358,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0107
SRV21359,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0021
SRV21360,Khám nha khoa thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0100
SRV21361,Khám sau phẫu thuật,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0004
SRV21362,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0104
SRV21363,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0092
SRV21364,Khám tim mạch,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0073
SRV21365,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0062
SRV21366,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0103
SRV21367,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0025
SRV21368,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0096
SRV21369,Khám tổng quát cơ bản,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0049
SRV21370,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0094
SRV21371,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0108
SRV21372,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0008
SRV21373,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0058
SRV21374,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0105
SRV21375,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0008
SRV21376,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0056
SRV21377,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0084
SRV21378,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0076
SRV21379,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0038
SRV21380,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0015
SRV21381,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0024
SRV21382,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0030
SRV21383,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0028
SRV21384,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0062
SRV21385,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0062
SRV21386,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0007
SRV21387,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0066
SRV21388,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0105
SRV21389,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0069
SRV21390,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0053
SRV21391,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0096
SRV21392,Khám tim mạch,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0024
SRV21393,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0080
SRV21394,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0083
SRV21395,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0012
SRV21396,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0076
SRV21397,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0103
SRV21398,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0097
SRV21399,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0064
SRV21400,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0065
SRV21401,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0095
SRV21402,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0102
SRV21403,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0030
SRV21404,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0085
SRV21405,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0019
SRV21406,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0003
SRV21407,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0091
SRV21408,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0073
SRV21409,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0115
SRV21410,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0085
SRV21411,Xét nghiệm máu,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0023
SRV21412,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0061
SRV21413,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0065
SRV21414,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0022
SRV21415,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0114
SRV21416,Xét nghiệm máu,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0118
SRV21417,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0114
SRV21418,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0040
SRV21419,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0111
SRV21420,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0107
SRV21421,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0018
SRV21422,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0084
SRV21423,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0060
SRV21424,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0011
SRV21425,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0076
SRV21426,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0088
SRV21427,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0024
SRV21428,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0061
SRV21429,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0063
SRV21430,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0073
SRV21431,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0064
SRV21432,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0092
SRV21433,Khám sau phẫu thuật,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0001
SRV21434,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0106
SRV21435,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0008
SRV21436,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0080
SRV21437,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0069
SRV21438,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0004
SRV21439,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0054
SRV21440,Chụp X-quang,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0078
SRV21441,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0094
SRV21442,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0044
SRV21443,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0078
SRV21444,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0082
SRV21445,Khám tim mạch,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0064
SRV21446,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0097
SRV21447,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0011
SRV21448,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0096
SRV21449,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0070
SRV21450,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0115
SRV21451,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0111
SRV21452,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0094
SRV21453,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0047
SRV21454,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0101
SRV21455,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0020
SRV21456,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0030
SRV21457,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0082
SRV21458,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0073
SRV21459,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0082
SRV21460,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0112
SRV21461,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0115
SRV21462,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0028
SRV21463,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0037
SRV21464,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0104
SRV21465,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0026
SRV21466,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0109
SRV21467,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0079
SRV21468,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0107
SRV21469,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0112
SRV21470,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0070
SRV21471,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0017
SRV21472,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0100
SRV21473,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0045
SRV21474,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0097
SRV21475,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0119
SRV21476,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0033
SRV21477,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0047
SRV21478,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0014
SRV21479,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0041
SRV21480,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0044
SRV21481,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0023
SRV21482,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0081
SRV21483,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0016
SRV21484,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0028
SRV21485,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0032
SRV21486,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0118
SRV21487,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0076
SRV21488,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0112
SRV21489,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0034
SRV21490,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0116
SRV21491,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0034
SRV21492,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0112
SRV21493,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0081
SRV21494,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0090
SRV21495,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0115
SRV21496,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0077
SRV21497,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0113
SRV21498,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0103
SRV21499,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0055
SRV21500,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0089
SRV21501,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0008
SRV21502,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0035
SRV21503,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0056
SRV21504,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0118
SRV21505,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0106
SRV21506,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0107
SRV21507,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0104
SRV21508,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0007
SRV21509,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0002
SRV21510,Chụp X-quang,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0065
SRV21511,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0071
SRV21512,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0103
SRV21513,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0022
SRV21514,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0042
SRV21515,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0076
SRV21516,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0116
SRV21517,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0051
SRV21518,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0110
SRV21519,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0061
SRV21520,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0078
SRV21521,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0114
SRV21522,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0045
SRV21523,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0023
SRV21524,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0044
SRV21525,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0067
SRV21526,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0065
SRV21527,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0028
SRV21528,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0119
SRV21529,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0088
SRV21530,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0056
SRV21531,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0004
SRV21532,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0009
SRV21533,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0028
SRV21534,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0005
SRV21535,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0034
SRV21536,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0056
SRV21537,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0057
SRV21538,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0062
SRV21539,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0022
SRV21540,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0084
SRV21541,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0072
SRV21542,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0057
SRV21543,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0012
SRV21544,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0042
SRV21545,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0111
SRV21546,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0107
SRV21547,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0110
SRV21548,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0109
SRV21549,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0098
SRV21550,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0118
