InvoiceID,OrderID,OrderServiceID,CustomerID,CID,CardID,CreatedDate,CreatedTime,TotalPrice,PaymentMoney,PaymentTypeID
INV031507,ORD084005,ORS067173,CUS03229,E0338,CARD33547,2024-07-13,14:00:00,1575659,1575659,PM03
INV031508,ORD042077,ORS075964,CUS69409,E0447,CARD39940,2023-03-12,08:00:00,2004586,2004586,PM01
INV031509,ORD026259,ORS085061,CUS54827,E0443,CARD34894,2024-12-28,18:00:00,2466125,2466125,PM02
INV031510,ORD081812,ORS095871,CUS07322,E0295,CARD31677,2023-10-16,14:00:00,1389202,1389202,PM02
INV031511,ORD080941,ORS009870,CUS74768,E0396,CARD23314,2024-12-19,08:00:00,2291862,2291862,PM01
INV031512,ORD061324,ORS036050,CUS01143,E0319,CARD22861,2023-01-20,18:00:00,1691999,1691999,PM03
INV031513,ORD007795,ORS094264,CUS12952,E0401,CARD01366,2022-04-29,18:00:00,2303492,2303492,PM04
INV031514,ORD098057,ORS098799,CUS76015,E0468,CARD03500,2022-05-05,08:00:00,2655770,2655770,PM04
INV031515,ORD082690,ORS033425,CUS52904,E0295,CARD19893,2024-05-28,11:00:00,2054239,2054239,PM02
INV031516,ORD087025,ORS056406,CUS22354,E0408,CARD26769,2023-02-20,08:00:00,2748305,2748305,PM02
INV031517,ORD023677,ORS061060,CUS70947,E0431,CARD40070,2024-03-27,08:00:00,2592112,2592112,PM01
INV031518,ORD069659,ORS097936,CUS15760,E0286,CARD00968,2024-06-25,14:00:00,964437,964437,PM04
INV031519,ORD034354,ORS097348,CUS04303,E0291,CARD40648,2024-06-06,11:00:00,393738,393738,PM03
INV031520,ORD044314,ORS004773,CUS68755,E0410,CARD21535,2024-06-27,11:00:00,1834139,1834139,PM01
INV031521,ORD094827,ORS071152,CUS72638,E0291,CARD47090,2022-05-08,11:00:00,1050708,1050708,PM03
INV031522,ORD049668,ORS071363,CUS01409,E0368,CARD42838,2022-09-30,14:00:00,1384512,1384512,PM04
INV031523,ORD043676,ORS033853,CUS46182,E0349,CARD23791,2022-07-13,11:00:00,2130956,2130956,PM01
INV031524,ORD093255,ORS076388,CUS55986,E0459,CARD43805,2024-02-27,18:00:00,249141,249141,PM02
INV031525,ORD070865,ORS035383,CUS72921,E0397,CARD44165,2024-11-11,08:00:00,2607683,2607683,PM01
INV031526,ORD099557,ORS047261,CUS48219,E0314,CARD21234,2022-08-28,08:00:00,546620,546620,PM03
INV031527,ORD097011,ORS057510,CUS65543,E0336,CARD13364,2024-06-15,18:00:00,2689207,2689207,PM01
INV031528,ORD081789,ORS022670,CUS07046,E0397,CARD21388,2022-02-22,18:00:00,2009865,2009865,PM04
INV031529,ORD018138,ORS047914,CUS19915,E0330,CARD25634,2023-09-14,11:00:00,2836569,2836569,PM03
INV031530,ORD032883,ORS042473,CUS65220,E0338,CARD10842,2023-01-10,18:00:00,222732,222732,PM04
INV031531,ORD088892,ORS073984,CUS35366,E0479,CARD36643,2023-09-04,14:00:00,368937,368937,PM03
INV031532,ORD053556,ORS050341,CUS13590,E0307,CARD12802,2024-11-01,14:00:00,1456174,1456174,PM02
INV031533,ORD043618,ORS095376,CUS68790,E0468,CARD44840,2024-12-03,11:00:00,2467201,2467201,PM01
INV031534,ORD040875,ORS043736,CUS76517,E0286,CARD33659,2024-05-08,11:00:00,1944095,1944095,PM03
INV031535,ORD094649,ORS033109,CUS45748,E0397,CARD26671,2023-03-22,11:00:00,2580846,2580846,PM01
INV031536,ORD007765,ORS049984,CUS54983,E0490,CARD03359,2023-12-09,11:00:00,2596247,2596247,PM01
INV031537,ORD057789,ORS060356,CUS41320,E0321,CARD27872,2024-02-13,08:00:00,564521,564521,PM01
INV031538,ORD095095,ORS072494,CUS11682,E0371,CARD41885,2022-06-08,18:00:00,1388188,1388188,PM03
INV031539,ORD009757,ORS030517,CUS27369,E0336,CARD24784,2023-09-29,08:00:00,2447252,2447252,PM01
INV031540,ORD056980,ORS032197,CUS15749,E0338,CARD19835,2022-12-14,08:00:00,358888,358888,PM01
INV031541,ORD023009,ORS013989,CUS03489,E0410,CARD15569,2022-12-02,18:00:00,2357956,2357956,PM04
INV031542,ORD025611,ORS090980,CUS76849,E0397,CARD42575,2024-01-15,14:00:00,1746134,1746134,PM02
INV031543,ORD035274,ORS008274,CUS70047,E0469,CARD14448,2024-11-29,11:00:00,2144509,2144509,PM01
INV031544,ORD074113,ORS037854,CUS20757,E0474,CARD41160,2023-03-08,08:00:00,1344385,1344385,PM03
INV031545,ORD064924,ORS076991,CUS04841,E0479,CARD36611,2024-11-11,08:00:00,1999238,1999238,PM02
INV031546,ORD033703,ORS094068,CUS06597,E0447,CARD49997,2024-05-14,14:00:00,2246703,2246703,PM04
INV031547,ORD010937,ORS028904,CUS48037,E0408,CARD39626,2022-12-20,08:00:00,2313468,2313468,PM01
INV031548,ORD096770,ORS060645,CUS39416,E0317,CARD19145,2023-02-14,11:00:00,2660513,2660513,PM01
INV031549,ORD016767,ORS017363,CUS71065,E0447,CARD43247,2023-02-02,14:00:00,886271,886271,PM04
INV031550,ORD054262,ORS070513,CUS71580,E0337,CARD20271,2024-03-02,11:00:00,2318516,2318516,PM04
INV031551,ORD080486,ORS005353,CUS12301,E0407,CARD32115,2023-10-01,18:00:00,2286135,2286135,PM01
INV031552,ORD011118,ORS099532,CUS45110,E0277,CARD08161,2022-11-17,14:00:00,1965385,1965385,PM01
INV031553,ORD062916,ORS052116,CUS70704,E0425,CARD04939,2024-08-08,18:00:00,2844212,2844212,PM04
INV031554,ORD031519,ORS072534,CUS65634,E0304,CARD37082,2024-09-01,08:00:00,780464,780464,PM02
INV031555,ORD061946,ORS043316,CUS42907,E0368,CARD47551,2023-01-10,08:00:00,815046,815046,PM04
INV031556,ORD081784,ORS015903,CUS57048,E0433,CARD45314,2022-12-14,18:00:00,2593888,2593888,PM03
INV031557,ORD043363,ORS091438,CUS05997,E0422,CARD08120,2023-01-24,08:00:00,1896225,1896225,PM04
INV031558,ORD000666,ORS085339,CUS52308,E0410,CARD13013,2024-05-17,18:00:00,1988130,1988130,PM02
INV031559,ORD036834,ORS086558,CUS58751,E0367,CARD35390,2024-10-29,18:00:00,382872,382872,PM04
INV031560,ORD049357,ORS024405,CUS37939,E0422,CARD13005,2022-02-11,11:00:00,714007,714007,PM03
INV031561,ORD012709,ORS018949,CUS53000,E0353,CARD15717,2022-11-21,11:00:00,1630486,1630486,PM04
INV031562,ORD004147,ORS057566,CUS25098,E0401,CARD27552,2022-09-09,18:00:00,1944791,1944791,PM02
INV031563,ORD085740,ORS034612,CUS51835,E0273,CARD24434,2022-01-22,11:00:00,416720,416720,PM03
INV031564,ORD021013,ORS089080,CUS61567,E0291,CARD13582,2022-05-27,14:00:00,906386,906386,PM02
INV031565,ORD068014,ORS079129,CUS04419,E0460,CARD24112,2022-04-19,11:00:00,1640912,1640912,PM02
INV031566,ORD098340,ORS058680,CUS78628,E0448,CARD15216,2022-08-28,18:00:00,1846967,1846967,PM04
INV031567,ORD078865,ORS007002,CUS61012,E0336,CARD08631,2023-07-22,11:00:00,2565023,2565023,PM02
INV031568,ORD027171,ORS031096,CUS27233,E0307,CARD46065,2022-10-14,14:00:00,1419750,1419750,PM03
INV031569,ORD062474,ORS070878,CUS78117,E0286,CARD34116,2022-08-12,08:00:00,965317,965317,PM03
INV031570,ORD073329,ORS076012,CUS46225,E0396,CARD45539,2022-06-23,14:00:00,2358589,2358589,PM03
INV031571,ORD068776,ORS098793,CUS40103,E0474,CARD48288,2022-03-06,11:00:00,513926,513926,PM02
INV031572,ORD017162,ORS023683,CUS45160,E0374,CARD05094,2022-12-08,11:00:00,582664,582664,PM02
INV031573,ORD055504,ORS033440,CUS53687,E0304,CARD31423,2024-07-11,11:00:00,2931985,2931985,PM02
INV031574,ORD000103,ORS016920,CUS11611,E0408,CARD18046,2023-06-19,11:00:00,460371,460371,PM04
INV031575,ORD022182,ORS075825,CUS71129,E0395,CARD19962,2022-01-02,11:00:00,807914,807914,PM03
INV031576,ORD094856,ORS042875,CUS32424,E0319,CARD16345,2022-04-30,11:00:00,183056,183056,PM03
INV031577,ORD082981,ORS017448,CUS34410,E0465,CARD25276,2023-10-26,08:00:00,1489995,1489995,PM01
INV031578,ORD021257,ORS073219,CUS11253,E0303,CARD33607,2023-01-29,08:00:00,1469760,1469760,PM02
INV031579,ORD096316,ORS020865,CUS03561,E0431,CARD48993,2022-08-25,11:00:00,2662315,2662315,PM02
INV031580,ORD039010,ORS023435,CUS30626,E0330,CARD42783,2024-02-20,08:00:00,1692563,1692563,PM03
INV031581,ORD041311,ORS045123,CUS20610,E0469,CARD16138,2023-07-04,08:00:00,2091902,2091902,PM04
INV031582,ORD041470,ORS045633,CUS28362,E0447,CARD34485,2024-06-25,11:00:00,190184,190184,PM04
INV031583,ORD063339,ORS099396,CUS16248,E0425,CARD24223,2024-01-23,18:00:00,404682,404682,PM02
INV031584,ORD004934,ORS046853,CUS16646,E0321,CARD08598,2023-12-27,11:00:00,145937,145937,PM03
INV031585,ORD073265,ORS065217,CUS77351,E0286,CARD06132,2024-02-15,11:00:00,1572403,1572403,PM04
INV031586,ORD041476,ORS024385,CUS60369,E0490,CARD45792,2023-03-15,08:00:00,2802445,2802445,PM02
INV031587,ORD055261,ORS084300,CUS19100,E0289,CARD25204,2022-11-12,18:00:00,2872984,2872984,PM03
INV031588,ORD043380,ORS097619,CUS72700,E0273,CARD14439,2022-05-28,18:00:00,1254541,1254541,PM03
INV031589,ORD024059,ORS075587,CUS62240,E0286,CARD07139,2022-05-18,11:00:00,1685273,1685273,PM04
INV031590,ORD025857,ORS098592,CUS03179,E0410,CARD36459,2023-05-29,14:00:00,1176648,1176648,PM01
INV031591,ORD043221,ORS088031,CUS68064,E0393,CARD47203,2024-04-28,11:00:00,228640,228640,PM01
INV031592,ORD062665,ORS076110,CUS51143,E0304,CARD21911,2023-10-01,18:00:00,1262642,1262642,PM01
INV031593,ORD013480,ORS001470,CUS37015,E0371,CARD34377,2024-07-13,18:00:00,2829109,2829109,PM01
INV031594,ORD048323,ORS015690,CUS62821,E0277,CARD31611,2024-09-15,14:00:00,439984,439984,PM03
INV031595,ORD021513,ORS048071,CUS65767,E0397,CARD13642,2023-07-26,18:00:00,2898210,2898210,PM03
INV031596,ORD061442,ORS073464,CUS11353,E0413,CARD45352,2022-04-12,14:00:00,1874657,1874657,PM04
INV031597,ORD053140,ORS024376,CUS10643,E0396,CARD30419,2022-04-27,14:00:00,2123951,2123951,PM03
INV031598,ORD040038,ORS085796,CUS61016,E0304,CARD03112,2023-03-29,11:00:00,1329069,1329069,PM01
INV031599,ORD030200,ORS055376,CUS17220,E0277,CARD14557,2024-04-02,08:00:00,2888742,2888742,PM01
INV031600,ORD001691,ORS068031,CUS09683,E0384,CARD45624,2024-07-15,11:00:00,1177095,1177095,PM04
INV031601,ORD002390,ORS038025,CUS41667,E0474,CARD40666,2022-07-27,18:00:00,2416602,2416602,PM03
INV031602,ORD089574,ORS003937,CUS22820,E0443,CARD00454,2022-12-01,14:00:00,1868289,1868289,PM01
INV031603,ORD058412,ORS036465,CUS72833,E0371,CARD32442,2022-11-26,14:00:00,391293,391293,PM03
INV031604,ORD068807,ORS091041,CUS46066,E0338,CARD34658,2022-08-12,18:00:00,422071,422071,PM02
INV031605,ORD097556,ORS073730,CUS49839,E0413,CARD16918,2022-07-03,08:00:00,1769237,1769237,PM01
INV031606,ORD047016,ORS040315,CUS68095,E0317,CARD02020,2023-06-04,08:00:00,2753698,2753698,PM02
INV031607,ORD073194,ORS075331,CUS14405,E0460,CARD11173,2022-03-05,18:00:00,1723051,1723051,PM04
INV031608,ORD046068,ORS028112,CUS63552,E0371,CARD03478,2024-02-12,18:00:00,2811118,2811118,PM03
INV031609,ORD082285,ORS018131,CUS78814,E0304,CARD27533,2023-03-29,18:00:00,767795,767795,PM03
INV031610,ORD023474,ORS041160,CUS35232,E0349,CARD42146,2023-02-05,18:00:00,602334,602334,PM03
INV031611,ORD057903,ORS010757,CUS34175,E0457,CARD04436,2023-06-06,08:00:00,2940251,2940251,PM02
INV031612,ORD050599,ORS018351,CUS53663,E0396,CARD14115,2024-06-08,08:00:00,2498325,2498325,PM04
INV031613,ORD018874,ORS003526,CUS17789,E0291,CARD29960,2022-09-23,18:00:00,361387,361387,PM03
INV031614,ORD023645,ORS083833,CUS27419,E0303,CARD43198,2024-01-02,14:00:00,2433255,2433255,PM02
INV031615,ORD046069,ORS021629,CUS07264,E0336,CARD15727,2024-10-17,18:00:00,2909150,2909150,PM01
INV031616,ORD047036,ORS068535,CUS10115,E0307,CARD42202,2024-11-03,11:00:00,2425976,2425976,PM04
INV031617,ORD004422,ORS008286,CUS57044,E0398,CARD41472,2022-03-11,11:00:00,952866,952866,PM01
INV031618,ORD000515,ORS091982,CUS28797,E0393,CARD16704,2022-01-12,14:00:00,744081,744081,PM02
INV031619,ORD009374,ORS018505,CUS69885,E0368,CARD12123,2023-08-02,14:00:00,2906143,2906143,PM04
INV031620,ORD059378,ORS087457,CUS66876,E0398,CARD35620,2024-01-09,18:00:00,1427870,1427870,PM02
INV031621,ORD037936,ORS074269,CUS03322,E0367,CARD43234,2023-04-04,14:00:00,2157066,2157066,PM04
INV031622,ORD072885,ORS094923,CUS02643,E0406,CARD49166,2023-03-04,18:00:00,575817,575817,PM03
INV031623,ORD015308,ORS072615,CUS60397,E0468,CARD07609,2024-08-17,11:00:00,1645131,1645131,PM03
INV031624,ORD049693,ORS039733,CUS14718,E0479,CARD01930,2022-02-11,11:00:00,439374,439374,PM01
INV031625,ORD076512,ORS092626,CUS41588,E0429,CARD12339,2023-12-18,18:00:00,726039,726039,PM02
INV031626,ORD018033,ORS030552,CUS06770,E0406,CARD15924,2022-04-30,11:00:00,2307008,2307008,PM02
INV031627,ORD058769,ORS074471,CUS61467,E0371,CARD40659,2023-05-05,08:00:00,1204983,1204983,PM01
INV031628,ORD008754,ORS062277,CUS75596,E0396,CARD29729,2023-02-08,08:00:00,897796,897796,PM01
INV031629,ORD084470,ORS079164,CUS14581,E0479,CARD04701,2022-02-21,18:00:00,649758,649758,PM02
INV031630,ORD018715,ORS051571,CUS36131,E0422,CARD14184,2023-01-26,08:00:00,1242282,1242282,PM04
INV031631,ORD087668,ORS087935,CUS73881,E0428,CARD46187,2024-02-10,14:00:00,797210,797210,PM04
INV031632,ORD049922,ORS090026,CUS34050,E0464,CARD17332,2023-11-04,08:00:00,70871,70871,PM03
INV031633,ORD019628,ORS057776,CUS22626,E0307,CARD49238,2023-05-02,08:00:00,1800861,1800861,PM04
INV031634,ORD016804,ORS024773,CUS16730,E0472,CARD49417,2022-07-17,11:00:00,1863190,1863190,PM01
INV031635,ORD069123,ORS014777,CUS07535,E0425,CARD34636,2022-06-18,08:00:00,2257477,2257477,PM03
INV031636,ORD013313,ORS029904,CUS44143,E0468,CARD03817,2023-05-04,18:00:00,1664563,1664563,PM02
INV031637,ORD080094,ORS028511,CUS40211,E0398,CARD21915,2024-11-18,08:00:00,2187783,2187783,PM04
INV031638,ORD052832,ORS051570,CUS61601,E0406,CARD13600,2022-09-24,11:00:00,954214,954214,PM02
INV031639,ORD000754,ORS052576,CUS35095,E0368,CARD25355,2022-07-29,08:00:00,1545334,1545334,PM03
INV031640,ORD041236,ORS042316,CUS51915,E0295,CARD45258,2024-05-09,08:00:00,351885,351885,PM02
INV031641,ORD053038,ORS048620,CUS54869,E0458,CARD30756,2024-09-05,11:00:00,2025774,2025774,PM04
INV031642,ORD077600,ORS067256,CUS76447,E0349,CARD44143,2023-03-05,18:00:00,2261120,2261120,PM01
INV031643,ORD032290,ORS072196,CUS06911,E0399,CARD36368,2022-10-27,08:00:00,771199,771199,PM02
INV031644,ORD001259,ORS030200,CUS10424,E0408,CARD01086,2023-02-22,08:00:00,2036869,2036869,PM04
INV031645,ORD034382,ORS021267,CUS04805,E0464,CARD06498,2022-09-10,14:00:00,164298,164298,PM02
INV031646,ORD087459,ORS032275,CUS11112,E0352,CARD20915,2024-03-14,08:00:00,1287174,1287174,PM04
INV031647,ORD025779,ORS007888,CUS01057,E0468,CARD35794,2024-12-20,11:00:00,1176096,1176096,PM03
INV031648,ORD043669,ORS010589,CUS33390,E0448,CARD00193,2024-09-23,08:00:00,123949,123949,PM04
INV031649,ORD006683,ORS060613,CUS02176,E0304,CARD03407,2022-08-31,18:00:00,2200505,2200505,PM02
INV031650,ORD074877,ORS023904,CUS02600,E0457,CARD31564,2024-09-25,11:00:00,1221001,1221001,PM01
INV031651,ORD066411,ORS006348,CUS06295,E0368,CARD32640,2023-09-10,14:00:00,959605,959605,PM02
INV031652,ORD040210,ORS061572,CUS70003,E0409,CARD44769,2022-03-09,08:00:00,1043797,1043797,PM04
INV031653,ORD081122,ORS080329,CUS42602,E0398,CARD08323,2024-05-27,18:00:00,54511,54511,PM04
INV031654,ORD090763,ORS035923,CUS23517,E0396,CARD08872,2023-01-05,14:00:00,1955851,1955851,PM01
INV031655,ORD005384,ORS083491,CUS42802,E0468,CARD45351,2022-01-11,08:00:00,1749769,1749769,PM01
INV031656,ORD029571,ORS033970,CUS64608,E0307,CARD44818,2023-11-25,08:00:00,2180245,2180245,PM02
INV031657,ORD044840,ORS098288,CUS03664,E0429,CARD19035,2022-12-12,18:00:00,2328606,2328606,PM01
INV031658,ORD087897,ORS009887,CUS09451,E0464,CARD24767,2024-05-30,11:00:00,2862142,2862142,PM01
INV031659,ORD089307,ORS054678,CUS44350,E0303,CARD02755,2022-10-01,08:00:00,1158253,1158253,PM01
INV031660,ORD091099,ORS018728,CUS70615,E0409,CARD15292,2023-08-16,08:00:00,909357,909357,PM04
INV031661,ORD051850,ORS054841,CUS63408,E0429,CARD04877,2022-07-14,11:00:00,1665137,1665137,PM02
INV031662,ORD013828,ORS051973,CUS14983,E0410,CARD22345,2022-03-01,08:00:00,2385609,2385609,PM04
INV031663,ORD063449,ORS005423,CUS18536,E0428,CARD46756,2024-03-31,08:00:00,1598439,1598439,PM01
INV031664,ORD068903,ORS025731,CUS42541,E0291,CARD44894,2022-10-26,11:00:00,2961430,2961430,PM01
INV031665,ORD019316,ORS050925,CUS34554,E0423,CARD37562,2022-01-10,11:00:00,1782172,1782172,PM03
INV031666,ORD072821,ORS024606,CUS24372,E0465,CARD35006,2024-06-09,08:00:00,798772,798772,PM02
INV031667,ORD054820,ORS052330,CUS08640,E0447,CARD36216,2022-03-27,14:00:00,1619717,1619717,PM01
INV031668,ORD048781,ORS067825,CUS79373,E0422,CARD24344,2023-06-17,14:00:00,2439561,2439561,PM02
INV031669,ORD020870,ORS089102,CUS63375,E0458,CARD19955,2024-10-30,14:00:00,105255,105255,PM03
INV031670,ORD083884,ORS074222,CUS66878,E0408,CARD06834,2022-02-24,14:00:00,638633,638633,PM02
INV031671,ORD010276,ORS040602,CUS13517,E0428,CARD48671,2023-12-20,08:00:00,1070096,1070096,PM02
INV031672,ORD055966,ORS049984,CUS70457,E0458,CARD18804,2023-01-13,14:00:00,2619659,2619659,PM04
INV031673,ORD039852,ORS059737,CUS31399,E0304,CARD31641,2024-12-11,18:00:00,2281155,2281155,PM04
INV031674,ORD033754,ORS041594,CUS07124,E0413,CARD15788,2024-10-11,14:00:00,1080054,1080054,PM03
INV031675,ORD022383,ORS073027,CUS34993,E0363,CARD10881,2023-02-22,11:00:00,1730591,1730591,PM02
INV031676,ORD059903,ORS081480,CUS22854,E0410,CARD12680,2023-01-19,11:00:00,2221820,2221820,PM04
INV031677,ORD085610,ORS049575,CUS24121,E0409,CARD42729,2024-02-28,08:00:00,401675,401675,PM02
INV031678,ORD053656,ORS055639,CUS39029,E0430,CARD22778,2022-03-30,08:00:00,2361736,2361736,PM01
INV031679,ORD087202,ORS057574,CUS07070,E0317,CARD38266,2024-10-09,08:00:00,306607,306607,PM04
INV031680,ORD061375,ORS086368,CUS62790,E0371,CARD09402,2022-05-03,11:00:00,772926,772926,PM03
INV031681,ORD003252,ORS004357,CUS30850,E0353,CARD21992,2023-06-19,11:00:00,2851454,2851454,PM03
INV031682,ORD031916,ORS040242,CUS71994,E0430,CARD31664,2023-03-12,18:00:00,1233911,1233911,PM02
INV031683,ORD033697,ORS051179,CUS29430,E0458,CARD32751,2022-01-24,18:00:00,2538984,2538984,PM03
INV031684,ORD030000,ORS026102,CUS72904,E0429,CARD07943,2022-02-03,18:00:00,2149462,2149462,PM04
INV031685,ORD044460,ORS034088,CUS31192,E0431,CARD44366,2024-04-22,11:00:00,2981325,2981325,PM02
INV031686,ORD086852,ORS089083,CUS18988,E0319,CARD09423,2023-11-20,18:00:00,1959924,1959924,PM02
INV031687,ORD038055,ORS005409,CUS79671,E0464,CARD29474,2024-01-29,11:00:00,565288,565288,PM02
INV031688,ORD097531,ORS032294,CUS55231,E0448,CARD08212,2022-05-17,14:00:00,1941139,1941139,PM03
INV031689,ORD019529,ORS073004,CUS75579,E0447,CARD35803,2023-11-25,08:00:00,265345,265345,PM01
INV031690,ORD067042,ORS014975,CUS12482,E0330,CARD21720,2024-12-09,08:00:00,2962951,2962951,PM03
INV031691,ORD022111,ORS024134,CUS34991,E0410,CARD47179,2022-10-10,11:00:00,2867532,2867532,PM03
INV031692,ORD074861,ORS085540,CUS46254,E0379,CARD00111,2024-08-10,14:00:00,984614,984614,PM02
INV031693,ORD074934,ORS059955,CUS59103,E0459,CARD24721,2022-03-03,18:00:00,2622535,2622535,PM04
INV031694,ORD069510,ORS015696,CUS48571,E0433,CARD10644,2023-04-01,08:00:00,1592148,1592148,PM03
INV031695,ORD028203,ORS040772,CUS54996,E0399,CARD38903,2024-10-20,18:00:00,2332005,2332005,PM04
INV031696,ORD067772,ORS075514,CUS79978,E0410,CARD43071,2024-06-15,14:00:00,1050357,1050357,PM01
INV031697,ORD020420,ORS027671,CUS33007,E0330,CARD14276,2024-05-26,11:00:00,781657,781657,PM04
INV031698,ORD031336,ORS048913,CUS49276,E0277,CARD24301,2022-12-04,18:00:00,1274131,1274131,PM03
INV031699,ORD078377,ORS011078,CUS12638,E0317,CARD13219,2022-06-16,11:00:00,942076,942076,PM04
INV031700,ORD002127,ORS085148,CUS26592,E0469,CARD09428,2023-10-11,18:00:00,2960366,2960366,PM01
INV031701,ORD004122,ORS094802,CUS67127,E0336,CARD30328,2022-11-18,11:00:00,1289838,1289838,PM03
INV031702,ORD026470,ORS057455,CUS51695,E0478,CARD19087,2024-11-19,08:00:00,484935,484935,PM04
INV031703,ORD096666,ORS024560,CUS07761,E0428,CARD42676,2023-10-14,18:00:00,2842861,2842861,PM03
INV031704,ORD048270,ORS017124,CUS05146,E0321,CARD39171,2023-12-23,11:00:00,344561,344561,PM03
INV031705,ORD096843,ORS049044,CUS75857,E0289,CARD46574,2024-02-03,08:00:00,586546,586546,PM02
INV031706,ORD062217,ORS056542,CUS51214,E0464,CARD24719,2022-10-17,08:00:00,784476,784476,PM04
INV031707,ORD019074,ORS055125,CUS59714,E0413,CARD03507,2023-10-04,11:00:00,727789,727789,PM01
INV031708,ORD001913,ORS006086,CUS35024,E0300,CARD08190,2022-01-30,11:00:00,450324,450324,PM02
INV031709,ORD091329,ORS096685,CUS65739,E0472,CARD36001,2022-11-14,08:00:00,2926097,2926097,PM03
INV031710,ORD018755,ORS053902,CUS74030,E0304,CARD14080,2022-04-02,11:00:00,2656010,2656010,PM04
INV031711,ORD056689,ORS044753,CUS25938,E0448,CARD30709,2022-07-14,08:00:00,2085048,2085048,PM02
INV031712,ORD075227,ORS050583,CUS58548,E0428,CARD11597,2024-02-11,18:00:00,734492,734492,PM02
INV031713,ORD087131,ORS059285,CUS02832,E0367,CARD42814,2023-08-12,14:00:00,2135486,2135486,PM01
INV031714,ORD011326,ORS064913,CUS20051,E0303,CARD40406,2022-03-02,08:00:00,2418421,2418421,PM03
INV031715,ORD058071,ORS065329,CUS35816,E0429,CARD15371,2022-03-11,08:00:00,2919254,2919254,PM03
INV031716,ORD082263,ORS019414,CUS78486,E0460,CARD02022,2023-10-17,18:00:00,1865612,1865612,PM04
INV031717,ORD044472,ORS055220,CUS59131,E0379,CARD26237,2023-04-30,08:00:00,2459486,2459486,PM04
INV031718,ORD037399,ORS040579,CUS63896,E0409,CARD28909,2023-08-14,14:00:00,326523,326523,PM03
INV031719,ORD019678,ORS040979,CUS70134,E0428,CARD20741,2022-03-12,08:00:00,2686254,2686254,PM02
INV031720,ORD011837,ORS057303,CUS57369,E0300,CARD36435,2024-03-01,14:00:00,439489,439489,PM04
INV031721,ORD085411,ORS082557,CUS16103,E0430,CARD23465,2024-01-27,14:00:00,1121789,1121789,PM03
INV031722,ORD090457,ORS093490,CUS21196,E0398,CARD34505,2024-10-08,18:00:00,2362219,2362219,PM01
INV031723,ORD041486,ORS070219,CUS02206,E0353,CARD28951,2022-04-26,14:00:00,2223448,2223448,PM02
INV031724,ORD004786,ORS052242,CUS15508,E0408,CARD22600,2023-10-07,11:00:00,2073487,2073487,PM02
INV031725,ORD054818,ORS068974,CUS76642,E0363,CARD04784,2024-12-09,18:00:00,1532494,1532494,PM02
INV031726,ORD002696,ORS032387,CUS69055,E0430,CARD11584,2022-12-30,14:00:00,2706446,2706446,PM04
INV031727,ORD002779,ORS004129,CUS21890,E0352,CARD21971,2023-12-15,11:00:00,761707,761707,PM02
INV031728,ORD016397,ORS084849,CUS39307,E0422,CARD36791,2024-07-23,18:00:00,2358230,2358230,PM03
INV031729,ORD083880,ORS054121,CUS38061,E0353,CARD11845,2024-04-23,11:00:00,2377616,2377616,PM03
INV031730,ORD042169,ORS021533,CUS49900,E0422,CARD11562,2022-06-23,08:00:00,874415,874415,PM03
INV031731,ORD080757,ORS092730,CUS20696,E0319,CARD25474,2024-09-18,08:00:00,1176045,1176045,PM03
INV031732,ORD020216,ORS076972,CUS66349,E0289,CARD12661,2023-08-16,11:00:00,797901,797901,PM04
INV031733,ORD061343,ORS038764,CUS48171,E0379,CARD40040,2024-03-16,08:00:00,1525298,1525298,PM01
INV031734,ORD098003,ORS067818,CUS51148,E0336,CARD02515,2022-02-27,11:00:00,827463,827463,PM01
INV031735,ORD011954,ORS008489,CUS74669,E0431,CARD25425,2022-01-14,18:00:00,1969713,1969713,PM01
INV031736,ORD028293,ORS086110,CUS26760,E0314,CARD42197,2022-07-12,14:00:00,2132848,2132848,PM02
INV031737,ORD093105,ORS059832,CUS47071,E0478,CARD07939,2023-11-10,11:00:00,220027,220027,PM04
INV031738,ORD073291,ORS079974,CUS29513,E0490,CARD17167,2023-01-03,18:00:00,395347,395347,PM04
INV031739,ORD023836,ORS010334,CUS64883,E0337,CARD19315,2022-05-23,11:00:00,863951,863951,PM04
INV031740,ORD070025,ORS011227,CUS50805,E0319,CARD35990,2024-09-13,18:00:00,1713417,1713417,PM03
INV031741,ORD090425,ORS017460,CUS34530,E0393,CARD21362,2022-06-08,14:00:00,1551458,1551458,PM01
INV031742,ORD027437,ORS016441,CUS67843,E0349,CARD13072,2024-11-05,14:00:00,2416997,2416997,PM02
INV031743,ORD044563,ORS014300,CUS38149,E0409,CARD32696,2024-09-05,18:00:00,1935543,1935543,PM04
INV031744,ORD096866,ORS044957,CUS09510,E0408,CARD40958,2022-10-26,08:00:00,1197394,1197394,PM04
INV031745,ORD041114,ORS060091,CUS75596,E0367,CARD23248,2024-12-29,11:00:00,187565,187565,PM01
INV031746,ORD064379,ORS054494,CUS49801,E0407,CARD47694,2022-04-23,08:00:00,1379751,1379751,PM04
INV031747,ORD038022,ORS072374,CUS23055,E0468,CARD30920,2023-11-30,18:00:00,2457292,2457292,PM04
INV031748,ORD062017,ORS056634,CUS30873,E0363,CARD25127,2024-03-11,08:00:00,2248028,2248028,PM01
