SurgeryID,PetID,PrescriptionID,SurgeryStatus,SurgeryType,AnesthesiaType,SurgeryDate,DiagnosisNote
SRV148943,PET88549,PRSC032478,Đã thực hiện,Nội soi,Gây tê,2022-06-02 22:03:09,Phẫu thuật theo chỉ định bác sĩ
SRV2044,PET80994,PRSC029045,Đã thực hiện,Thiến,Gây tê,2023-04-06 03:33:00,Phẫu thuật theo chỉ định bác sĩ
SRV13488,PET51310,PRSC056130,Đã thực hiện,Mổ bụng,Gây tê,2024-03-25 01:02:35,Phẫu thuật theo chỉ định bác sĩ
SRV160888,PET45877,PRSC078059,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-08-30 03:28:00,Phẫu thuật theo chỉ định bác sĩ
SRV8753,PET94626,PRSC015301,Đang theo dõi,Nội soi,Gây tê,2023-11-19 09:58:49,Phẫu thuật theo chỉ định bác sĩ
SRV141044,PET20313,PRSC009475,Đang theo dõi,Nội soi,Gây tê,2021-05-21 07:06:13,Phẫu thuật theo chỉ định bác sĩ
SRV142091,PET50853,PRSC045652,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-05-30 16:47:44,Phẫu thuật theo chỉ định bác sĩ
SRV112060,PET46953,PRSC004670,Đã thực hiện,Thiến,Gây tê,2022-09-14 02:23:04,Phẫu thuật theo chỉ định bác sĩ
SRV52954,PET07924,PRSC002006,Đã thực hiện,Nội soi,Gây tê,2022-05-28 00:39:08,Phẫu thuật theo chỉ định bác sĩ
SRV50646,PET18564,PRSC030654,Đã thực hiện,Nội soi,Gây tê,2023-08-20 22:56:41,Phẫu thuật theo chỉ định bác sĩ
SRV84058,PET19005,PRSC012212,Đang theo dõi,Mổ bụng,Gây tê,2024-01-04 03:04:29,Phẫu thuật theo chỉ định bác sĩ
SRV109817,PET06809,PRSC033418,Đang theo dõi,Thiến,Gây mê toàn thân,2021-03-17 18:54:10,Phẫu thuật theo chỉ định bác sĩ
SRV120409,PET47719,PRSC069502,Đang theo dõi,Nội soi,Gây tê,2022-07-10 07:09:14,Phẫu thuật theo chỉ định bác sĩ
SRV152636,PET95913,PRSC055079,Đã thực hiện,Mổ u,Gây mê toàn thân,2023-05-24 06:59:43,Phẫu thuật theo chỉ định bác sĩ
SRV90640,PET36336,PRSC066020,Đã thực hiện,Mổ u,Gây tê,2022-05-07 15:24:06,Phẫu thuật theo chỉ định bác sĩ
SRV169189,PET103329,PRSC079001,Đã thực hiện,Nội soi,Gây tê,2021-08-24 00:59:54,Phẫu thuật theo chỉ định bác sĩ
SRV114401,PET06656,PRSC028427,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2021-11-13 05:18:47,Phẫu thuật theo chỉ định bác sĩ
SRV82453,PET26201,PRSC043708,Đã thực hiện,Nội soi,Gây tê,2021-05-27 06:57:54,Phẫu thuật theo chỉ định bác sĩ
SRV109549,PET61496,PRSC008820,Đã thực hiện,Mổ u,Gây tê,2022-04-11 15:53:12,Phẫu thuật theo chỉ định bác sĩ
SRV68524,PET104963,PRSC021791,Đã thực hiện,Thiến,Gây mê toàn thân,2024-05-06 23:05:43,Phẫu thuật theo chỉ định bác sĩ
SRV51118,PET61411,PRSC029375,Đang theo dõi,Thiến,Gây tê,2024-07-06 18:10:09,Phẫu thuật theo chỉ định bác sĩ
SRV118989,PET56051,PRSC039090,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-05-01 02:20:24,Phẫu thuật theo chỉ định bác sĩ
SRV28605,PET38722,PRSC071373,Đã thực hiện,Mổ u,Gây tê,2021-12-04 00:25:59,Phẫu thuật theo chỉ định bác sĩ
SRV179152,PET31007,PRSC031003,Đã thực hiện,Thiến,Gây mê toàn thân,2024-01-03 20:43:37,Phẫu thuật theo chỉ định bác sĩ
SRV22248,PET11743,PRSC078424,Đã thực hiện,Nội soi,Gây mê toàn thân,2022-09-30 15:34:44,Phẫu thuật theo chỉ định bác sĩ
SRV138998,PET01476,PRSC072696,Đang theo dõi,Mổ bụng,Gây tê,2023-07-01 03:48:55,Phẫu thuật theo chỉ định bác sĩ
SRV59092,PET40173,PRSC004686,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-02-12 20:36:11,Phẫu thuật theo chỉ định bác sĩ
SRV96082,PET89692,PRSC010336,Đang theo dõi,Thiến,Gây mê toàn thân,2021-10-14 17:46:32,Phẫu thuật theo chỉ định bác sĩ
SRV44501,PET31855,PRSC043208,Đã thực hiện,Mổ u,Gây mê toàn thân,2023-02-07 08:41:54,Phẫu thuật theo chỉ định bác sĩ
SRV86811,PET33840,PRSC022576,Đang theo dõi,Thiến,Gây mê toàn thân,2024-07-11 18:38:39,Phẫu thuật theo chỉ định bác sĩ
SRV24985,PET76839,PRSC063116,Đã thực hiện,Thiến,Gây tê,2022-03-24 01:33:10,Phẫu thuật theo chỉ định bác sĩ
SRV22169,PET92351,PRSC078040,Đã thực hiện,Thiến,Gây mê toàn thân,2024-07-04 03:49:11,Phẫu thuật theo chỉ định bác sĩ
SRV194688,PET105388,PRSC065109,Đã thực hiện,Mổ u,Gây tê,2023-08-21 01:25:28,Phẫu thuật theo chỉ định bác sĩ
SRV49324,PET102079,PRSC063090,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2021-10-25 17:11:14,Phẫu thuật theo chỉ định bác sĩ
SRV193717,PET50282,PRSC027420,Đã thực hiện,Mổ u,Gây tê,2022-12-29 02:40:06,Phẫu thuật theo chỉ định bác sĩ
SRV25733,PET104948,PRSC061316,Đang theo dõi,Thiến,Gây tê,2021-08-21 06:58:00,Phẫu thuật theo chỉ định bác sĩ
SRV43307,PET110976,PRSC011484,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2022-03-28 18:14:04,Phẫu thuật theo chỉ định bác sĩ
SRV99715,PET61600,PRSC038966,Đã thực hiện,Nội soi,Gây tê,2021-02-17 09:12:59,Phẫu thuật theo chỉ định bác sĩ
SRV120547,PET50519,PRSC071482,Đã thực hiện,Nội soi,Gây mê toàn thân,2021-03-27 03:20:37,Phẫu thuật theo chỉ định bác sĩ
SRV45912,PET107235,PRSC021625,Đang theo dõi,Mổ u,Gây tê,2021-09-14 01:43:19,Phẫu thuật theo chỉ định bác sĩ
SRV86291,PET67491,PRSC073409,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-08-03 15:41:47,Phẫu thuật theo chỉ định bác sĩ
SRV29700,PET42558,PRSC029959,Đang theo dõi,Mổ u,Gây mê toàn thân,2022-06-23 05:24:31,Phẫu thuật theo chỉ định bác sĩ
SRV106951,PET80587,PRSC034433,Đã thực hiện,Thiến,Gây mê toàn thân,2021-04-06 03:47:14,Phẫu thuật theo chỉ định bác sĩ
SRV119377,PET10139,PRSC034057,Đang theo dõi,Thiến,Gây tê,2021-01-03 18:39:55,Phẫu thuật theo chỉ định bác sĩ
SRV145758,PET48707,PRSC045448,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-08-08 01:10:11,Phẫu thuật theo chỉ định bác sĩ
SRV65668,PET101191,PRSC028864,Đã thực hiện,Thiến,Gây tê,2024-11-21 09:25:22,Phẫu thuật theo chỉ định bác sĩ
SRV168639,PET35506,PRSC042667,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-06-18 06:55:41,Phẫu thuật theo chỉ định bác sĩ
SRV168065,PET48522,PRSC046599,Đang theo dõi,Mổ u,Gây mê toàn thân,2022-10-31 15:44:22,Phẫu thuật theo chỉ định bác sĩ
SRV31808,PET98917,PRSC042780,Đang theo dõi,Thiến,Gây mê toàn thân,2023-09-06 22:30:47,Phẫu thuật theo chỉ định bác sĩ
SRV65048,PET34254,PRSC019967,Đã thực hiện,Mổ u,Gây tê,2023-01-10 07:42:23,Phẫu thuật theo chỉ định bác sĩ
SRV9749,PET17213,PRSC018796,Đã thực hiện,Mổ bụng,Gây tê,2023-07-27 01:24:06,Phẫu thuật theo chỉ định bác sĩ
SRV18523,PET08805,PRSC022743,Đang theo dõi,Mổ u,Gây tê,2022-09-20 09:20:28,Phẫu thuật theo chỉ định bác sĩ
SRV1486,PET27756,PRSC021453,Đã thực hiện,Thiến,Gây tê,2021-05-10 04:06:09,Phẫu thuật theo chỉ định bác sĩ
SRV0813,PET102344,PRSC006751,Đã thực hiện,Nội soi,Gây tê,2021-04-03 13:52:08,Phẫu thuật theo chỉ định bác sĩ
SRV10216,PET107051,PRSC043096,Đang theo dõi,Mổ bụng,Gây tê,2021-12-22 17:28:36,Phẫu thuật theo chỉ định bác sĩ
SRV99018,PET83585,PRSC063708,Đang theo dõi,Nội soi,Gây tê,2021-05-12 14:53:24,Phẫu thuật theo chỉ định bác sĩ
SRV173850,PET77335,PRSC079157,Đã thực hiện,Thiến,Gây mê toàn thân,2021-06-09 05:46:47,Phẫu thuật theo chỉ định bác sĩ
SRV41458,PET76925,PRSC013106,Đang theo dõi,Thiến,Gây mê toàn thân,2021-10-15 16:35:11,Phẫu thuật theo chỉ định bác sĩ
SRV111292,PET91219,PRSC060177,Đang theo dõi,Mổ bụng,Gây tê,2021-02-11 06:45:39,Phẫu thuật theo chỉ định bác sĩ
SRV125770,PET67821,PRSC060304,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-01-11 14:31:28,Phẫu thuật theo chỉ định bác sĩ
SRV98388,PET18753,PRSC034578,Đã thực hiện,Nội soi,Gây mê toàn thân,2024-06-07 13:13:45,Phẫu thuật theo chỉ định bác sĩ
SRV170248,PET30589,PRSC017611,Đã thực hiện,Thiến,Gây tê,2024-12-16 05:35:49,Phẫu thuật theo chỉ định bác sĩ
SRV36086,PET04723,PRSC017077,Đang theo dõi,Nội soi,Gây tê,2024-12-17 15:05:47,Phẫu thuật theo chỉ định bác sĩ
SRV72204,PET69159,PRSC078318,Đang theo dõi,Mổ bụng,Gây tê,2024-06-24 02:07:57,Phẫu thuật theo chỉ định bác sĩ
SRV125580,PET91809,PRSC018925,Đã thực hiện,Nội soi,Gây tê,2021-10-31 21:54:19,Phẫu thuật theo chỉ định bác sĩ
SRV192049,PET113607,PRSC055121,Đang theo dõi,Thiến,Gây tê,2022-04-01 21:14:12,Phẫu thuật theo chỉ định bác sĩ
SRV10610,PET119608,PRSC058371,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-07-25 05:23:58,Phẫu thuật theo chỉ định bác sĩ
SRV183438,PET51674,PRSC036399,Đã thực hiện,Mổ bụng,Gây tê,2021-06-06 21:07:26,Phẫu thuật theo chỉ định bác sĩ
SRV67087,PET67232,PRSC054784,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-01-01 08:35:48,Phẫu thuật theo chỉ định bác sĩ
SRV51708,PET66814,PRSC019494,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-04-29 00:52:16,Phẫu thuật theo chỉ định bác sĩ
SRV154487,PET27409,PRSC056595,Đã thực hiện,Mổ u,Gây tê,2022-01-13 12:03:17,Phẫu thuật theo chỉ định bác sĩ
SRV185142,PET38371,PRSC004779,Đã thực hiện,Nội soi,Gây tê,2024-03-18 23:06:29,Phẫu thuật theo chỉ định bác sĩ
SRV12233,PET49046,PRSC042713,Đã thực hiện,Mổ u,Gây tê,2022-11-27 02:05:44,Phẫu thuật theo chỉ định bác sĩ
SRV92160,PET74844,PRSC012754,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-01-22 16:44:46,Phẫu thuật theo chỉ định bác sĩ
SRV87236,PET30505,PRSC000703,Đã thực hiện,Mổ u,Gây tê,2023-04-06 18:57:59,Phẫu thuật theo chỉ định bác sĩ
SRV95692,PET111814,PRSC003730,Đang theo dõi,Nội soi,Gây tê,2024-06-23 15:55:12,Phẫu thuật theo chỉ định bác sĩ
SRV192199,PET118251,PRSC013753,Đã thực hiện,Mổ bụng,Gây tê,2021-08-02 17:05:58,Phẫu thuật theo chỉ định bác sĩ
SRV35070,PET11251,PRSC040249,Đang theo dõi,Thiến,Gây tê,2022-11-12 01:53:13,Phẫu thuật theo chỉ định bác sĩ
SRV70083,PET93227,PRSC012206,Đã thực hiện,Thiến,Gây mê toàn thân,2023-04-13 08:10:08,Phẫu thuật theo chỉ định bác sĩ
SRV147704,PET111903,PRSC022936,Đã thực hiện,Mổ bụng,Gây tê,2022-10-02 12:48:08,Phẫu thuật theo chỉ định bác sĩ
SRV140084,PET80534,PRSC067892,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-07-27 20:18:40,Phẫu thuật theo chỉ định bác sĩ
SRV155876,PET118803,PRSC001175,Đã thực hiện,Mổ bụng,Gây tê,2022-03-30 14:11:58,Phẫu thuật theo chỉ định bác sĩ
SRV126764,PET34741,PRSC074026,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-02-13 14:42:47,Phẫu thuật theo chỉ định bác sĩ
SRV197799,PET54422,PRSC073501,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-07-24 16:32:07,Phẫu thuật theo chỉ định bác sĩ
SRV161986,PET03469,PRSC054950,Đã thực hiện,Thiến,Gây tê,2023-04-23 08:30:26,Phẫu thuật theo chỉ định bác sĩ
SRV172526,PET06995,PRSC071319,Đã thực hiện,Mổ bụng,Gây tê,2021-01-18 13:50:21,Phẫu thuật theo chỉ định bác sĩ
SRV98537,PET115569,PRSC036859,Đã thực hiện,Mổ u,Gây tê,2022-08-30 11:28:29,Phẫu thuật theo chỉ định bác sĩ
SRV48774,PET36479,PRSC076300,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-08-01 20:13:29,Phẫu thuật theo chỉ định bác sĩ
SRV44956,PET71654,PRSC018328,Đang theo dõi,Nội soi,Gây mê toàn thân,2021-02-07 00:01:30,Phẫu thuật theo chỉ định bác sĩ
SRV100356,PET84979,PRSC076965,Đã thực hiện,Mổ bụng,Gây tê,2023-05-09 01:55:11,Phẫu thuật theo chỉ định bác sĩ
SRV104455,PET28271,PRSC021151,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-12-04 11:53:14,Phẫu thuật theo chỉ định bác sĩ
SRV136132,PET18368,PRSC047468,Đã thực hiện,Nội soi,Gây tê,2021-01-06 03:08:04,Phẫu thuật theo chỉ định bác sĩ
SRV21081,PET119612,PRSC023075,Đang theo dõi,Mổ bụng,Gây tê,2022-06-24 10:55:24,Phẫu thuật theo chỉ định bác sĩ
SRV99355,PET119086,PRSC010745,Đã thực hiện,Mổ bụng,Gây tê,2023-08-03 17:28:39,Phẫu thuật theo chỉ định bác sĩ
SRV14252,PET08953,PRSC061428,Đang theo dõi,Thiến,Gây tê,2024-08-13 04:58:21,Phẫu thuật theo chỉ định bác sĩ
SRV110362,PET00620,PRSC025349,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-12-11 16:06:36,Phẫu thuật theo chỉ định bác sĩ
SRV103857,PET16973,PRSC000081,Đã thực hiện,Thiến,Gây mê toàn thân,2024-11-19 12:23:52,Phẫu thuật theo chỉ định bác sĩ
SRV103246,PET61974,PRSC024709,Đang theo dõi,Nội soi,Gây mê toàn thân,2021-08-19 07:58:51,Phẫu thuật theo chỉ định bác sĩ
SRV112296,PET55937,PRSC042648,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-10-21 10:10:26,Phẫu thuật theo chỉ định bác sĩ
SRV184263,PET61806,PRSC028444,Đang theo dõi,Thiến,Gây mê toàn thân,2022-12-06 21:05:00,Phẫu thuật theo chỉ định bác sĩ
SRV36852,PET53674,PRSC041518,Đã thực hiện,Mổ u,Gây mê toàn thân,2023-04-29 09:28:28,Phẫu thuật theo chỉ định bác sĩ
SRV173364,PET77718,PRSC067121,Đang theo dõi,Mổ u,Gây tê,2023-08-11 22:06:40,Phẫu thuật theo chỉ định bác sĩ
SRV56212,PET67140,PRSC060894,Đang theo dõi,Thiến,Gây mê toàn thân,2023-11-05 10:31:54,Phẫu thuật theo chỉ định bác sĩ
SRV54046,PET35858,PRSC012001,Đang theo dõi,Thiến,Gây mê toàn thân,2021-10-20 00:30:41,Phẫu thuật theo chỉ định bác sĩ
SRV64582,PET119631,PRSC042684,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-04-21 00:27:43,Phẫu thuật theo chỉ định bác sĩ
SRV171684,PET50207,PRSC038965,Đang theo dõi,Mổ bụng,Gây tê,2024-05-01 18:09:30,Phẫu thuật theo chỉ định bác sĩ
SRV175882,PET17136,PRSC043285,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-09-23 23:58:10,Phẫu thuật theo chỉ định bác sĩ
SRV53225,PET106678,PRSC069996,Đã thực hiện,Nội soi,Gây tê,2021-02-08 15:10:39,Phẫu thuật theo chỉ định bác sĩ
SRV138431,PET73478,PRSC063857,Đang theo dõi,Nội soi,Gây mê toàn thân,2024-08-22 14:09:05,Phẫu thuật theo chỉ định bác sĩ
SRV66276,PET104064,PRSC016109,Đã thực hiện,Thiến,Gây tê,2021-11-12 02:33:30,Phẫu thuật theo chỉ định bác sĩ
SRV3992,PET50737,PRSC049852,Đang theo dõi,Thiến,Gây mê toàn thân,2022-09-07 18:01:36,Phẫu thuật theo chỉ định bác sĩ
SRV142013,PET91633,PRSC022815,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-07-04 04:30:54,Phẫu thuật theo chỉ định bác sĩ
SRV27288,PET61504,PRSC013823,Đang theo dõi,Mổ u,Gây tê,2024-11-19 09:21:18,Phẫu thuật theo chỉ định bác sĩ
SRV85347,PET96052,PRSC053560,Đang theo dõi,Mổ u,Gây tê,2023-02-24 05:29:57,Phẫu thuật theo chỉ định bác sĩ
SRV195654,PET90855,PRSC059337,Đang theo dõi,Mổ u,Gây tê,2022-06-13 10:50:57,Phẫu thuật theo chỉ định bác sĩ
SRV177248,PET12957,PRSC012109,Đang theo dõi,Nội soi,Gây tê,2022-10-13 08:30:20,Phẫu thuật theo chỉ định bác sĩ
SRV186993,PET102435,PRSC024748,Đang theo dõi,Mổ bụng,Gây tê,2023-10-06 09:24:00,Phẫu thuật theo chỉ định bác sĩ
SRV160404,PET46221,PRSC042545,Đã thực hiện,Thiến,Gây tê,2022-02-17 16:27:10,Phẫu thuật theo chỉ định bác sĩ
SRV182730,PET05370,PRSC068011,Đang theo dõi,Thiến,Gây tê,2021-04-25 02:59:59,Phẫu thuật theo chỉ định bác sĩ
SRV165568,PET58708,PRSC071280,Đã thực hiện,Mổ bụng,Gây tê,2023-01-05 02:36:11,Phẫu thuật theo chỉ định bác sĩ
SRV16009,PET21473,PRSC015365,Đã thực hiện,Thiến,Gây mê toàn thân,2022-09-06 15:22:51,Phẫu thuật theo chỉ định bác sĩ
SRV143973,PET107014,PRSC030344,Đang theo dõi,Mổ u,Gây tê,2024-03-24 02:58:33,Phẫu thuật theo chỉ định bác sĩ
SRV192387,PET14972,PRSC015953,Đã thực hiện,Thiến,Gây tê,2022-04-16 15:58:20,Phẫu thuật theo chỉ định bác sĩ
SRV26049,PET41495,PRSC072100,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-12-27 17:11:07,Phẫu thuật theo chỉ định bác sĩ
SRV2271,PET47123,PRSC015347,Đã thực hiện,Thiến,Gây mê toàn thân,2024-07-22 15:40:18,Phẫu thuật theo chỉ định bác sĩ
SRV61346,PET34312,PRSC002855,Đã thực hiện,Nội soi,Gây tê,2024-07-10 06:30:54,Phẫu thuật theo chỉ định bác sĩ
SRV163950,PET39936,PRSC042185,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-02-19 02:55:55,Phẫu thuật theo chỉ định bác sĩ
SRV163621,PET82998,PRSC059510,Đã thực hiện,Thiến,Gây tê,2023-06-06 03:43:04,Phẫu thuật theo chỉ định bác sĩ
SRV42119,PET116539,PRSC046322,Đang theo dõi,Mổ u,Gây tê,2021-01-24 12:38:35,Phẫu thuật theo chỉ định bác sĩ
SRV76821,PET110517,PRSC003665,Đang theo dõi,Mổ u,Gây tê,2021-01-18 08:57:13,Phẫu thuật theo chỉ định bác sĩ
SRV116026,PET98404,PRSC053107,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2021-07-26 03:43:38,Phẫu thuật theo chỉ định bác sĩ
SRV92408,PET110417,PRSC053756,Đã thực hiện,Mổ bụng,Gây tê,2021-09-30 15:26:28,Phẫu thuật theo chỉ định bác sĩ
SRV192583,PET65181,PRSC034733,Đã thực hiện,Mổ u,Gây mê toàn thân,2022-03-19 20:49:11,Phẫu thuật theo chỉ định bác sĩ
SRV2699,PET28925,PRSC032831,Đang theo dõi,Thiến,Gây mê toàn thân,2022-05-21 23:05:52,Phẫu thuật theo chỉ định bác sĩ
SRV121481,PET36041,PRSC070620,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-11-18 12:04:33,Phẫu thuật theo chỉ định bác sĩ
SRV111329,PET96937,PRSC057479,Đã thực hiện,Mổ u,Gây tê,2022-02-23 22:13:14,Phẫu thuật theo chỉ định bác sĩ
SRV82881,PET60158,PRSC005994,Đang theo dõi,Nội soi,Gây tê,2024-11-06 02:06:59,Phẫu thuật theo chỉ định bác sĩ
SRV199154,PET105749,PRSC020930,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-05-30 03:18:37,Phẫu thuật theo chỉ định bác sĩ
SRV199482,PET28687,PRSC015465,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-08-12 15:10:44,Phẫu thuật theo chỉ định bác sĩ
SRV126182,PET26228,PRSC063702,Đã thực hiện,Thiến,Gây tê,2023-04-26 09:46:42,Phẫu thuật theo chỉ định bác sĩ
SRV142544,PET84374,PRSC068461,Đã thực hiện,Mổ bụng,Gây tê,2022-12-30 22:33:33,Phẫu thuật theo chỉ định bác sĩ
SRV90870,PET13739,PRSC064630,Đã thực hiện,Mổ u,Gây tê,2024-06-18 01:35:26,Phẫu thuật theo chỉ định bác sĩ
SRV11408,PET06559,PRSC037228,Đang theo dõi,Thiến,Gây mê toàn thân,2022-05-10 01:48:21,Phẫu thuật theo chỉ định bác sĩ
SRV27464,PET57320,PRSC053656,Đã thực hiện,Nội soi,Gây mê toàn thân,2022-11-09 05:22:55,Phẫu thuật theo chỉ định bác sĩ
SRV147622,PET08152,PRSC068920,Đang theo dõi,Mổ u,Gây mê toàn thân,2024-02-29 01:35:39,Phẫu thuật theo chỉ định bác sĩ
SRV194504,PET24211,PRSC056081,Đang theo dõi,Nội soi,Gây mê toàn thân,2024-05-14 02:20:55,Phẫu thuật theo chỉ định bác sĩ
SRV20454,PET25654,PRSC001844,Đã thực hiện,Mổ u,Gây mê toàn thân,2024-05-21 06:01:25,Phẫu thuật theo chỉ định bác sĩ
SRV58837,PET86222,PRSC004438,Đang theo dõi,Nội soi,Gây tê,2024-01-22 16:32:40,Phẫu thuật theo chỉ định bác sĩ
SRV43482,PET73973,PRSC035496,Đang theo dõi,Nội soi,Gây tê,2022-09-06 18:35:07,Phẫu thuật theo chỉ định bác sĩ
SRV100722,PET70974,PRSC019561,Đã thực hiện,Thiến,Gây mê toàn thân,2021-05-11 05:47:37,Phẫu thuật theo chỉ định bác sĩ
SRV130070,PET63272,PRSC019028,Đã thực hiện,Nội soi,Gây tê,2024-12-07 10:15:03,Phẫu thuật theo chỉ định bác sĩ
SRV76332,PET85824,PRSC043184,Đang theo dõi,Thiến,Gây mê toàn thân,2024-06-22 14:21:11,Phẫu thuật theo chỉ định bác sĩ
SRV39865,PET114818,PRSC013460,Đã thực hiện,Mổ u,Gây tê,2021-09-13 01:07:59,Phẫu thuật theo chỉ định bác sĩ
SRV93870,PET41890,PRSC044324,Đã thực hiện,Thiến,Gây mê toàn thân,2024-06-19 09:37:52,Phẫu thuật theo chỉ định bác sĩ
SRV82675,PET10906,PRSC069836,Đang theo dõi,Mổ u,Gây tê,2021-04-18 13:15:57,Phẫu thuật theo chỉ định bác sĩ
SRV154842,PET15261,PRSC019401,Đang theo dõi,Mổ bụng,Gây tê,2023-10-04 00:56:07,Phẫu thuật theo chỉ định bác sĩ
SRV144842,PET20644,PRSC059466,Đã thực hiện,Thiến,Gây mê toàn thân,2024-10-13 15:50:54,Phẫu thuật theo chỉ định bác sĩ
SRV102472,PET55908,PRSC055305,Đã thực hiện,Mổ bụng,Gây tê,2024-03-28 14:25:18,Phẫu thuật theo chỉ định bác sĩ
SRV179893,PET68034,PRSC070201,Đã thực hiện,Thiến,Gây mê toàn thân,2021-10-30 15:38:33,Phẫu thuật theo chỉ định bác sĩ
SRV98249,PET111081,PRSC025254,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-04-27 09:58:12,Phẫu thuật theo chỉ định bác sĩ
SRV35103,PET11606,PRSC030820,Đã thực hiện,Mổ u,Gây tê,2024-10-11 18:50:51,Phẫu thuật theo chỉ định bác sĩ
SRV162423,PET99433,PRSC030645,Đã thực hiện,Mổ u,Gây tê,2021-09-18 03:17:49,Phẫu thuật theo chỉ định bác sĩ
SRV38924,PET105305,PRSC022954,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-10-15 19:27:48,Phẫu thuật theo chỉ định bác sĩ
SRV146589,PET53073,PRSC074672,Đang theo dõi,Thiến,Gây mê toàn thân,2022-07-19 22:12:07,Phẫu thuật theo chỉ định bác sĩ
SRV13308,PET66882,PRSC060488,Đang theo dõi,Thiến,Gây mê toàn thân,2024-05-26 17:35:30,Phẫu thuật theo chỉ định bác sĩ
SRV153736,PET99403,PRSC005141,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-02-23 10:01:30,Phẫu thuật theo chỉ định bác sĩ
SRV147168,PET88704,PRSC077073,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-01-11 01:37:59,Phẫu thuật theo chỉ định bác sĩ
SRV173225,PET55763,PRSC043836,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-06-28 17:17:34,Phẫu thuật theo chỉ định bác sĩ
SRV152626,PET26473,PRSC055548,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-07-15 11:20:39,Phẫu thuật theo chỉ định bác sĩ
SRV138853,PET49772,PRSC077719,Đang theo dõi,Thiến,Gây mê toàn thân,2024-01-08 08:20:09,Phẫu thuật theo chỉ định bác sĩ
SRV65457,PET72079,PRSC048952,Đang theo dõi,Thiến,Gây tê,2022-05-19 17:15:56,Phẫu thuật theo chỉ định bác sĩ
SRV138188,PET23855,PRSC023171,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2021-02-05 19:53:16,Phẫu thuật theo chỉ định bác sĩ
SRV86601,PET40983,PRSC037534,Đã thực hiện,Mổ bụng,Gây tê,2022-07-09 15:46:02,Phẫu thuật theo chỉ định bác sĩ
SRV99451,PET20924,PRSC004210,Đã thực hiện,Thiến,Gây tê,2024-08-21 19:27:45,Phẫu thuật theo chỉ định bác sĩ
SRV14043,PET116872,PRSC062226,Đã thực hiện,Mổ bụng,Gây tê,2023-03-05 10:36:02,Phẫu thuật theo chỉ định bác sĩ
SRV75501,PET92999,PRSC000535,Đang theo dõi,Thiến,Gây mê toàn thân,2021-01-14 16:31:03,Phẫu thuật theo chỉ định bác sĩ
SRV191400,PET72386,PRSC039950,Đã thực hiện,Nội soi,Gây tê,2022-12-31 22:59:04,Phẫu thuật theo chỉ định bác sĩ
SRV121302,PET106286,PRSC033378,Đang theo dõi,Thiến,Gây mê toàn thân,2022-01-14 15:48:34,Phẫu thuật theo chỉ định bác sĩ
SRV191709,PET119048,PRSC029407,Đang theo dõi,Nội soi,Gây mê toàn thân,2021-11-21 16:47:10,Phẫu thuật theo chỉ định bác sĩ
SRV126187,PET104985,PRSC044072,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-04-16 09:21:27,Phẫu thuật theo chỉ định bác sĩ
SRV41307,PET100098,PRSC005638,Đã thực hiện,Thiến,Gây tê,2023-03-26 03:37:56,Phẫu thuật theo chỉ định bác sĩ
