TaskID,AssignmentID,TaskName,IsCompleted,CompletedTime
TSK35532,ASN08881,Vệ sinh vết mổ,1,2022-04-07 12:08:41
TSK35533,ASN08881,Kiểm tra tuần hoàn,1,2021-01-26 21:00:34
TSK35534,ASN08881,Kiểm tra phản xạ tỉnh táo,1,2024-02-26 01:55:16
TSK35535,ASN08881,Theo dõi sốt,1,2023-04-16 09:49:17
TSK35536,ASN08882,Kiểm tra độ liền da,1,2023-01-16 23:01:23
TSK35537,ASN08882,Kiểm tra rỉ dịch,0,
TSK35538,ASN08882,Kiểm tra sưng tấy,0,
TSK35539,ASN08882,Đánh giá mức độ đau,0,
TSK35540,ASN08883,Kiểm tra nhịp thở,1,2022-09-02 21:12:29
TSK35541,ASN08883,Theo dõi sốt,1,2022-03-27 16:11:57
TSK35542,ASN08883,Đo nhiệt độ cơ thể,1,2022-03-24 11:38:33
TSK35543,ASN08884,Kiểm tra rỉ dịch,1,2021-05-19 01:18:12
TSK35544,ASN08884,Kiểm tra nhịp thở,1,2023-09-01 00:59:49
TSK35545,ASN08884,Đo nhiệt độ cơ thể,1,2022-08-14 01:12:41
TSK35546,ASN08884,Kiểm tra tuần hoàn,1,2023-08-07 23:36:24
TSK35547,ASN08885,Kiểm tra độ liền da,1,2023-02-13 02:18:46
TSK35548,ASN08885,Kiểm tra phản xạ tỉnh táo,0,
TSK35549,ASN08885,Đánh giá mức độ đau,0,
TSK35550,ASN08885,Đo nhiệt độ cơ thể,1,2022-01-21 15:16:53
TSK35551,ASN08886,Kiểm tra sưng tấy,1,2021-01-06 04:24:00
TSK35552,ASN08886,Đánh giá mức độ đau,1,2023-05-21 22:46:23
TSK35553,ASN08886,Theo dõi sốt,1,2023-12-14 08:12:02
TSK35554,ASN08887,Kiểm tra tuần hoàn,1,2022-02-19 02:59:45
TSK35555,ASN08887,Kiểm tra nhịp thở,0,
TSK35556,ASN08887,Theo dõi sốt,0,
TSK35557,ASN08887,Kiểm tra ăn uống,0,
TSK35558,ASN08887,Đánh giá mức độ đau,0,
TSK35559,ASN08888,Kiểm tra tuần hoàn,1,2023-09-20 05:59:20
TSK35560,ASN08888,Kiểm tra rỉ dịch,1,2023-08-26 05:16:51
TSK35561,ASN08888,Kiểm tra ăn uống,1,2024-02-08 01:39:18
TSK35562,ASN08888,Đo nhiệt độ cơ thể,1,2024-10-14 09:24:37
TSK35563,ASN08889,Vệ sinh vết mổ,0,
TSK35564,ASN08889,Kiểm tra tuần hoàn,1,2024-04-13 01:16:57
TSK35565,ASN08889,Đánh giá mức độ đau,1,2023-05-26 08:32:24
TSK35566,ASN08889,Kiểm tra sưng tấy,1,2023-08-01 19:32:38
TSK35567,ASN08889,Theo dõi sốt,1,2024-12-19 19:57:39
TSK35568,ASN08890,Đánh giá mức độ đau,1,2021-07-23 23:35:45
TSK35569,ASN08890,Kiểm tra đi vệ sinh,1,2022-01-15 22:22:41
TSK35570,ASN08890,Theo dõi sốt,1,2024-06-28 16:16:50
TSK35571,ASN08890,Kiểm tra phản xạ tỉnh táo,0,
TSK35572,ASN08890,Vệ sinh vết mổ,0,
TSK35573,ASN08891,Kiểm tra rỉ dịch,1,2024-10-03 01:24:29
TSK35574,ASN08891,Kiểm tra đi vệ sinh,1,2021-08-01 01:07:28
TSK35575,ASN08891,Đánh giá mức độ đau,1,2022-05-23 17:59:37
TSK35576,ASN08891,Theo dõi sốt,1,2023-02-01 14:46:52
TSK35577,ASN08892,Kiểm tra độ liền da,0,
TSK35578,ASN08892,Kiểm tra phản xạ tỉnh táo,0,
TSK35579,ASN08892,Kiểm tra tuần hoàn,1,2022-09-23 09:54:04
TSK35580,ASN08892,Vệ sinh vết mổ,1,2024-10-15 19:15:31
TSK35581,ASN08892,Kiểm tra nhịp thở,1,2022-02-04 03:14:22
TSK35582,ASN08893,Đo nhiệt độ cơ thể,1,2023-10-19 20:05:53
TSK35583,ASN08893,Kiểm tra rỉ dịch,1,2024-04-07 20:41:02
TSK35584,ASN08893,Kiểm tra đi vệ sinh,0,
TSK35585,ASN08894,Kiểm tra phản xạ tỉnh táo,1,2024-11-09 20:56:04
TSK35586,ASN08894,Đánh giá mức độ đau,1,2024-04-13 13:49:51
TSK35587,ASN08894,Kiểm tra ăn uống,1,2023-11-06 07:59:52
TSK35588,ASN08894,Kiểm tra độ liền da,1,2023-04-10 11:00:51
TSK35589,ASN08895,Kiểm tra rỉ dịch,1,2023-10-30 22:44:58
TSK35590,ASN08895,Kiểm tra đi vệ sinh,1,2022-02-27 02:39:34
TSK35591,ASN08895,Kiểm tra nhịp thở,0,
TSK35592,ASN08896,Vệ sinh vết mổ,1,2023-02-03 22:44:16
TSK35593,ASN08896,Kiểm tra tuần hoàn,1,2023-07-29 18:33:20
TSK35594,ASN08896,Đo nhiệt độ cơ thể,1,2023-03-10 20:21:48
TSK35595,ASN08896,Đánh giá mức độ đau,0,
TSK35596,ASN08896,Kiểm tra phản xạ tỉnh táo,1,2024-01-17 03:43:55
TSK35597,ASN08897,Kiểm tra rỉ dịch,1,2024-11-17 06:43:14
TSK35598,ASN08897,Đo nhiệt độ cơ thể,0,
TSK35599,ASN08897,Kiểm tra ăn uống,1,2023-12-22 11:14:25
TSK35600,ASN08898,Kiểm tra đi vệ sinh,1,2021-09-27 23:44:06
TSK35601,ASN08898,Kiểm tra ăn uống,1,2023-05-03 20:46:26
TSK35602,ASN08898,Kiểm tra phản xạ tỉnh táo,0,
TSK35603,ASN08898,Vệ sinh vết mổ,1,2021-09-04 03:39:07
TSK35604,ASN08899,Kiểm tra phản xạ tỉnh táo,1,2023-06-13 04:58:47
TSK35605,ASN08899,Đánh giá mức độ đau,0,
TSK35606,ASN08899,Kiểm tra ăn uống,1,2024-10-22 09:00:43
TSK35607,ASN08900,Kiểm tra nhịp thở,0,
TSK35608,ASN08900,Kiểm tra đi vệ sinh,0,
TSK35609,ASN08900,Đo nhiệt độ cơ thể,1,2023-04-05 21:34:44
TSK35610,ASN08900,Kiểm tra ăn uống,1,2022-09-18 11:27:36
TSK35611,ASN08901,Kiểm tra sưng tấy,0,
TSK35612,ASN08901,Đánh giá mức độ đau,0,
TSK35613,ASN08901,Theo dõi sốt,1,2021-09-06 03:37:21
TSK35614,ASN08901,Kiểm tra đi vệ sinh,1,2023-05-13 19:26:21
TSK35615,ASN08901,Kiểm tra ăn uống,0,
TSK35616,ASN08902,Kiểm tra phản xạ tỉnh táo,0,
TSK35617,ASN08902,Kiểm tra ăn uống,1,2021-03-13 15:54:38
TSK35618,ASN08902,Theo dõi sốt,0,
TSK35619,ASN08903,Kiểm tra phản xạ tỉnh táo,0,
TSK35620,ASN08903,Kiểm tra nhịp thở,1,2024-02-25 08:16:20
TSK35621,ASN08903,Đo nhiệt độ cơ thể,1,2024-03-22 22:51:20
TSK35622,ASN08903,Theo dõi sốt,0,
TSK35623,ASN08904,Kiểm tra ăn uống,1,2024-08-25 06:06:18
TSK35624,ASN08904,Kiểm tra phản xạ tỉnh táo,1,2022-11-24 11:48:07
TSK35625,ASN08904,Kiểm tra đi vệ sinh,0,
TSK35626,ASN08904,Kiểm tra rỉ dịch,1,2024-12-29 23:29:52
TSK35627,ASN08905,Đánh giá mức độ đau,1,2021-05-04 17:03:13
TSK35628,ASN08905,Theo dõi sốt,1,2023-03-02 05:22:22
TSK35629,ASN08905,Kiểm tra phản xạ tỉnh táo,1,2021-07-15 06:33:44
TSK35630,ASN08905,Kiểm tra nhịp thở,0,
TSK35631,ASN08905,Kiểm tra tuần hoàn,0,
TSK35632,ASN08906,Kiểm tra đi vệ sinh,1,2022-07-21 10:37:25
TSK35633,ASN08906,Kiểm tra phản xạ tỉnh táo,1,2022-09-09 08:32:20
TSK35634,ASN08906,Kiểm tra nhịp thở,1,2022-11-03 08:14:17
TSK35635,ASN08907,Đo nhiệt độ cơ thể,1,2023-04-15 15:41:42
TSK35636,ASN08907,Đánh giá mức độ đau,1,2022-02-10 12:06:05
TSK35637,ASN08907,Kiểm tra độ liền da,1,2021-07-28 16:35:07
TSK35638,ASN08907,Kiểm tra nhịp thở,1,2022-02-28 11:54:51
TSK35639,ASN08908,Kiểm tra nhịp thở,0,
TSK35640,ASN08908,Kiểm tra độ liền da,1,2024-10-10 21:42:19
TSK35641,ASN08908,Đo nhiệt độ cơ thể,0,
TSK35642,ASN08908,Kiểm tra tuần hoàn,1,2024-04-13 01:46:49
TSK35643,ASN08909,Đánh giá mức độ đau,0,
TSK35644,ASN08909,Kiểm tra độ liền da,0,
TSK35645,ASN08909,Kiểm tra sưng tấy,1,2024-06-21 06:05:26
TSK35646,ASN08910,Kiểm tra tuần hoàn,1,2024-01-23 17:22:09
TSK35647,ASN08910,Kiểm tra độ liền da,1,2024-09-02 23:00:21
TSK35648,ASN08910,Kiểm tra rỉ dịch,1,2021-01-19 14:25:49
TSK35649,ASN08910,Vệ sinh vết mổ,0,
TSK35650,ASN08911,Kiểm tra rỉ dịch,0,
TSK35651,ASN08911,Kiểm tra phản xạ tỉnh táo,1,2024-06-14 07:58:07
TSK35652,ASN08911,Vệ sinh vết mổ,1,2022-07-27 10:36:14
TSK35653,ASN08912,Kiểm tra tuần hoàn,0,
TSK35654,ASN08912,Theo dõi sốt,1,2021-03-12 20:00:52
TSK35655,ASN08912,Kiểm tra nhịp thở,0,
TSK35656,ASN08913,Theo dõi sốt,1,2021-10-04 13:54:35
TSK35657,ASN08913,Vệ sinh vết mổ,1,2023-06-26 02:48:41
TSK35658,ASN08913,Kiểm tra phản xạ tỉnh táo,0,
TSK35659,ASN08913,Kiểm tra nhịp thở,0,
TSK35660,ASN08914,Kiểm tra rỉ dịch,1,2021-12-16 09:20:06
TSK35661,ASN08914,Kiểm tra tuần hoàn,1,2022-11-23 09:03:09
TSK35662,ASN08914,Kiểm tra phản xạ tỉnh táo,1,2024-07-07 14:15:06
TSK35663,ASN08915,Vệ sinh vết mổ,0,
TSK35664,ASN08915,Kiểm tra sưng tấy,0,
TSK35665,ASN08915,Kiểm tra đi vệ sinh,0,
TSK35666,ASN08916,Kiểm tra độ liền da,0,
TSK35667,ASN08916,Đo nhiệt độ cơ thể,1,2024-08-22 13:57:35
TSK35668,ASN08916,Kiểm tra rỉ dịch,1,2024-09-30 16:22:05
TSK35669,ASN08917,Kiểm tra nhịp thở,1,2023-11-08 12:23:24
TSK35670,ASN08917,Kiểm tra đi vệ sinh,0,
TSK35671,ASN08917,Vệ sinh vết mổ,0,
TSK35672,ASN08917,Kiểm tra độ liền da,1,2021-12-04 09:50:39
TSK35673,ASN08918,Kiểm tra rỉ dịch,1,2022-10-18 17:24:18
TSK35674,ASN08918,Đo nhiệt độ cơ thể,0,
TSK35675,ASN08918,Kiểm tra độ liền da,1,2024-05-01 18:26:46
TSK35676,ASN08918,Đánh giá mức độ đau,1,2024-04-07 05:46:45
TSK35677,ASN08919,Kiểm tra phản xạ tỉnh táo,1,2021-04-21 13:01:37
TSK35678,ASN08919,Kiểm tra rỉ dịch,1,2023-09-17 21:59:47
TSK35679,ASN08919,Kiểm tra sưng tấy,0,
TSK35680,ASN08919,Theo dõi sốt,1,2022-09-09 12:51:46
TSK35681,ASN08919,Kiểm tra độ liền da,1,2024-02-08 17:31:58
TSK35682,ASN08920,Đánh giá mức độ đau,1,2023-10-18 11:32:47
TSK35683,ASN08920,Kiểm tra nhịp thở,0,
TSK35684,ASN08920,Kiểm tra phản xạ tỉnh táo,1,2022-02-01 19:13:32
TSK35685,ASN08920,Kiểm tra tuần hoàn,1,2022-05-15 20:53:31
TSK35686,ASN08920,Kiểm tra sưng tấy,1,2022-11-13 21:08:24
TSK35687,ASN08921,Kiểm tra phản xạ tỉnh táo,0,
TSK35688,ASN08921,Kiểm tra nhịp thở,1,2021-02-10 08:14:52
TSK35689,ASN08921,Kiểm tra độ liền da,0,
TSK35690,ASN08921,Đánh giá mức độ đau,1,2022-05-09 14:36:52
TSK35691,ASN08921,Kiểm tra đi vệ sinh,1,2022-02-26 09:38:34
TSK35692,ASN08922,Kiểm tra đi vệ sinh,0,
TSK35693,ASN08922,Đo nhiệt độ cơ thể,1,2024-12-23 02:37:29
TSK35694,ASN08922,Kiểm tra sưng tấy,1,2022-02-25 02:38:41
TSK35695,ASN08922,Theo dõi sốt,0,
TSK35696,ASN08922,Kiểm tra rỉ dịch,0,
TSK35697,ASN08923,Kiểm tra độ liền da,1,2021-11-17 10:11:45
TSK35698,ASN08923,Kiểm tra nhịp thở,1,2024-03-25 08:02:41
TSK35699,ASN08923,Kiểm tra sưng tấy,0,
TSK35700,ASN08923,Kiểm tra tuần hoàn,1,2024-08-01 05:57:40
TSK35701,ASN08924,Kiểm tra tuần hoàn,1,2023-07-13 06:09:10
TSK35702,ASN08924,Đánh giá mức độ đau,1,2021-05-31 04:22:55
TSK35703,ASN08924,Kiểm tra phản xạ tỉnh táo,1,2021-03-07 15:15:21
TSK35704,ASN08925,Kiểm tra độ liền da,0,
TSK35705,ASN08925,Kiểm tra phản xạ tỉnh táo,1,2024-12-22 01:06:05
TSK35706,ASN08925,Theo dõi sốt,0,
TSK35707,ASN08926,Kiểm tra nhịp thở,1,2022-02-09 01:04:29
TSK35708,ASN08926,Kiểm tra ăn uống,1,2022-08-03 14:50:39
TSK35709,ASN08926,Kiểm tra rỉ dịch,1,2023-08-10 15:49:41
TSK35710,ASN08926,Đo nhiệt độ cơ thể,0,
TSK35711,ASN08926,Theo dõi sốt,1,2023-04-15 02:57:52
TSK35712,ASN08927,Kiểm tra độ liền da,1,2021-06-24 20:38:41
TSK35713,ASN08927,Theo dõi sốt,0,
TSK35714,ASN08927,Kiểm tra sưng tấy,1,2023-07-12 17:23:35
TSK35715,ASN08927,Kiểm tra phản xạ tỉnh táo,1,2023-09-22 22:26:35
TSK35716,ASN08927,Vệ sinh vết mổ,1,2022-03-27 12:11:56
TSK35717,ASN08928,Kiểm tra đi vệ sinh,1,2024-07-08 06:49:08
TSK35718,ASN08928,Theo dõi sốt,1,2022-05-26 19:24:15
TSK35719,ASN08928,Kiểm tra ăn uống,1,2021-11-30 13:10:49
TSK35720,ASN08928,Kiểm tra rỉ dịch,1,2021-07-16 07:22:16
TSK35721,ASN08928,Kiểm tra sưng tấy,1,2021-02-27 20:50:04
TSK35722,ASN08929,Kiểm tra rỉ dịch,1,2021-05-05 19:03:25
TSK35723,ASN08929,Kiểm tra đi vệ sinh,1,2022-08-05 07:20:46
TSK35724,ASN08929,Kiểm tra nhịp thở,1,2021-03-24 05:32:13
TSK35725,ASN08930,Kiểm tra sưng tấy,1,2021-01-10 02:30:09
TSK35726,ASN08930,Đo nhiệt độ cơ thể,1,2024-02-26 02:08:05
TSK35727,ASN08930,Kiểm tra phản xạ tỉnh táo,1,2024-09-29 01:34:18
TSK35728,ASN08930,Kiểm tra ăn uống,1,2022-05-23 10:40:25
TSK35729,ASN08930,Kiểm tra nhịp thở,1,2023-11-11 22:30:58
TSK35730,ASN08931,Kiểm tra phản xạ tỉnh táo,1,2021-03-02 08:28:37
TSK35731,ASN08931,Kiểm tra ăn uống,0,
TSK35732,ASN08931,Kiểm tra rỉ dịch,1,2023-10-24 19:20:10
TSK35733,ASN08931,Kiểm tra sưng tấy,0,
TSK35734,ASN08931,Kiểm tra nhịp thở,0,
TSK35735,ASN08932,Kiểm tra ăn uống,0,
TSK35736,ASN08932,Kiểm tra đi vệ sinh,1,2021-04-08 04:17:53
TSK35737,ASN08932,Kiểm tra tuần hoàn,1,2021-11-29 04:54:56
TSK35738,ASN08933,Kiểm tra đi vệ sinh,0,
TSK35739,ASN08933,Kiểm tra phản xạ tỉnh táo,1,2021-01-25 04:07:57
TSK35740,ASN08933,Kiểm tra độ liền da,1,2024-08-29 22:21:26
TSK35741,ASN08933,Kiểm tra sưng tấy,1,2024-02-21 20:52:12
TSK35742,ASN08933,Kiểm tra tuần hoàn,1,2021-05-17 04:49:48
TSK35743,ASN08934,Đo nhiệt độ cơ thể,0,
TSK35744,ASN08934,Kiểm tra tuần hoàn,0,
TSK35745,ASN08934,Kiểm tra phản xạ tỉnh táo,1,2023-01-21 00:23:57
TSK35746,ASN08935,Kiểm tra nhịp thở,1,2023-12-20 00:37:53
TSK35747,ASN08935,Kiểm tra ăn uống,0,
TSK35748,ASN08935,Kiểm tra rỉ dịch,1,2022-06-29 08:00:21
TSK35749,ASN08936,Kiểm tra đi vệ sinh,1,2023-06-24 11:18:25
TSK35750,ASN08936,Kiểm tra nhịp thở,1,2021-07-19 06:35:40
TSK35751,ASN08936,Vệ sinh vết mổ,1,2022-07-25 09:23:31
TSK35752,ASN08937,Vệ sinh vết mổ,1,2022-06-22 15:43:39
TSK35753,ASN08937,Theo dõi sốt,0,
TSK35754,ASN08937,Đo nhiệt độ cơ thể,1,2023-06-11 12:11:20
TSK35755,ASN08937,Kiểm tra phản xạ tỉnh táo,0,
TSK35756,ASN08937,Kiểm tra nhịp thở,0,
TSK35757,ASN08938,Kiểm tra rỉ dịch,1,2023-10-15 18:27:57
TSK35758,ASN08938,Kiểm tra phản xạ tỉnh táo,1,2023-05-25 14:54:56
TSK35759,ASN08938,Theo dõi sốt,0,
TSK35760,ASN08938,Vệ sinh vết mổ,1,2022-01-10 22:32:07
TSK35761,ASN08938,Kiểm tra độ liền da,1,2023-02-25 11:57:37
TSK35762,ASN08939,Đánh giá mức độ đau,0,
TSK35763,ASN08939,Kiểm tra rỉ dịch,1,2022-09-13 00:06:09
TSK35764,ASN08939,Đo nhiệt độ cơ thể,1,2023-01-26 07:13:30
TSK35765,ASN08939,Kiểm tra độ liền da,1,2023-08-14 22:55:46
TSK35766,ASN08939,Kiểm tra tuần hoàn,0,
TSK35767,ASN08940,Theo dõi sốt,1,2024-12-26 05:05:24
TSK35768,ASN08940,Kiểm tra độ liền da,1,2021-01-03 09:57:08
TSK35769,ASN08940,Kiểm tra nhịp thở,0,
TSK35770,ASN08940,Đánh giá mức độ đau,1,2024-01-07 00:53:48
TSK35771,ASN08940,Kiểm tra sưng tấy,1,2023-04-30 21:21:57
TSK35772,ASN08941,Vệ sinh vết mổ,1,2024-01-31 05:30:33
TSK35773,ASN08941,Kiểm tra độ liền da,1,2022-08-04 05:39:13
TSK35774,ASN08941,Theo dõi sốt,1,2022-01-20 06:39:06
TSK35775,ASN08942,Đo nhiệt độ cơ thể,1,2021-01-02 16:40:04
TSK35776,ASN08942,Kiểm tra nhịp thở,1,2023-07-12 06:37:17
TSK35777,ASN08942,Theo dõi sốt,0,
TSK35778,ASN08943,Kiểm tra đi vệ sinh,1,2022-02-23 20:04:34
TSK35779,ASN08943,Đánh giá mức độ đau,1,2023-02-22 16:30:46
TSK35780,ASN08943,Kiểm tra sưng tấy,0,
TSK35781,ASN08943,Kiểm tra nhịp thở,1,2024-04-05 07:45:19
TSK35782,ASN08943,Kiểm tra rỉ dịch,1,2022-08-07 20:32:03
TSK35783,ASN08944,Kiểm tra sưng tấy,1,2024-09-02 14:34:04
TSK35784,ASN08944,Kiểm tra nhịp thở,0,
TSK35785,ASN08944,Kiểm tra rỉ dịch,1,2021-11-27 01:51:22
TSK35786,ASN08945,Kiểm tra nhịp thở,0,
TSK35787,ASN08945,Kiểm tra ăn uống,1,2022-06-06 13:23:33
TSK35788,ASN08945,Kiểm tra tuần hoàn,1,2021-10-13 00:35:09
TSK35789,ASN08946,Kiểm tra đi vệ sinh,0,
TSK35790,ASN08946,Kiểm tra sưng tấy,1,2022-02-06 09:49:51
TSK35791,ASN08946,Đo nhiệt độ cơ thể,1,2022-04-23 07:12:55
TSK35792,ASN08946,Kiểm tra độ liền da,0,
TSK35793,ASN08946,Vệ sinh vết mổ,1,2023-11-16 01:13:27
TSK35794,ASN08947,Đo nhiệt độ cơ thể,1,2021-08-12 07:53:16
TSK35795,ASN08947,Theo dõi sốt,1,2024-04-17 10:46:12
TSK35796,ASN08947,Kiểm tra ăn uống,1,2024-01-07 23:37:27
TSK35797,ASN08948,Kiểm tra đi vệ sinh,1,2023-12-08 02:26:35
TSK35798,ASN08948,Kiểm tra tuần hoàn,1,2022-04-09 05:35:16
TSK35799,ASN08948,Vệ sinh vết mổ,1,2022-08-08 22:16:20
TSK35800,ASN08948,Kiểm tra độ liền da,1,2022-01-26 21:00:13
TSK35801,ASN08948,Kiểm tra nhịp thở,0,
TSK35802,ASN08949,Kiểm tra ăn uống,0,
TSK35803,ASN08949,Kiểm tra độ liền da,0,
TSK35804,ASN08949,Kiểm tra nhịp thở,1,2024-06-13 00:52:02
TSK35805,ASN08949,Kiểm tra sưng tấy,0,
TSK35806,ASN08950,Kiểm tra rỉ dịch,1,2024-10-28 03:02:25
TSK35807,ASN08950,Vệ sinh vết mổ,1,2024-10-22 18:17:17
TSK35808,ASN08950,Kiểm tra độ liền da,0,
TSK35809,ASN08950,Kiểm tra tuần hoàn,0,
TSK35810,ASN08951,Kiểm tra rỉ dịch,1,2022-05-23 13:28:16
TSK35811,ASN08951,Kiểm tra đi vệ sinh,1,2023-03-25 16:56:11
TSK35812,ASN08951,Kiểm tra ăn uống,1,2024-06-23 02:17:49
TSK35813,ASN08951,Kiểm tra độ liền da,1,2021-05-15 15:17:52
TSK35814,ASN08951,Vệ sinh vết mổ,0,
TSK35815,ASN08952,Kiểm tra ăn uống,0,
TSK35816,ASN08952,Kiểm tra nhịp thở,0,
TSK35817,ASN08952,Theo dõi sốt,1,2021-05-10 19:34:34
TSK35818,ASN08952,Kiểm tra độ liền da,0,
TSK35819,ASN08953,Vệ sinh vết mổ,1,2024-10-07 22:23:39
TSK35820,ASN08953,Đánh giá mức độ đau,1,2023-09-05 22:45:08
TSK35821,ASN08953,Theo dõi sốt,0,
TSK35822,ASN08953,Kiểm tra rỉ dịch,0,
TSK35823,ASN08954,Kiểm tra đi vệ sinh,1,2021-08-08 11:20:26
TSK35824,ASN08954,Kiểm tra độ liền da,0,
TSK35825,ASN08954,Đo nhiệt độ cơ thể,1,2023-11-22 01:33:49
TSK35826,ASN08954,Kiểm tra tuần hoàn,1,2022-02-19 21:17:04
TSK35827,ASN08954,Kiểm tra phản xạ tỉnh táo,1,2024-04-25 07:52:14
TSK35828,ASN08955,Kiểm tra rỉ dịch,1,2021-05-13 05:48:02
TSK35829,ASN08955,Kiểm tra đi vệ sinh,0,
TSK35830,ASN08955,Kiểm tra nhịp thở,1,2024-02-05 00:16:22
TSK35831,ASN08955,Theo dõi sốt,0,
TSK35832,ASN08955,Đánh giá mức độ đau,0,
TSK35833,ASN08956,Kiểm tra tuần hoàn,1,2022-08-01 02:02:30
TSK35834,ASN08956,Vệ sinh vết mổ,1,2022-01-15 01:01:47
TSK35835,ASN08956,Đo nhiệt độ cơ thể,0,
TSK35836,ASN08957,Kiểm tra phản xạ tỉnh táo,1,2024-12-06 13:03:52
TSK35837,ASN08957,Kiểm tra rỉ dịch,1,2022-04-22 02:53:09
TSK35838,ASN08957,Kiểm tra độ liền da,0,
TSK35839,ASN08957,Kiểm tra nhịp thở,1,2022-06-11 03:42:58
TSK35840,ASN08958,Theo dõi sốt,1,2023-03-09 00:47:54
TSK35841,ASN08958,Đo nhiệt độ cơ thể,1,2024-12-07 11:16:22
TSK35842,ASN08958,Vệ sinh vết mổ,1,2023-06-07 16:30:00
TSK35843,ASN08958,Kiểm tra ăn uống,0,
TSK35844,ASN08958,Kiểm tra phản xạ tỉnh táo,1,2024-04-10 10:16:16
TSK35845,ASN08959,Kiểm tra độ liền da,1,2021-10-05 00:33:00
TSK35846,ASN08959,Kiểm tra ăn uống,0,
TSK35847,ASN08959,Kiểm tra đi vệ sinh,0,
TSK35848,ASN08959,Kiểm tra nhịp thở,0,
TSK35849,ASN08960,Vệ sinh vết mổ,0,
TSK35850,ASN08960,Kiểm tra ăn uống,1,2021-08-03 16:20:50
TSK35851,ASN08960,Đánh giá mức độ đau,0,
TSK35852,ASN08960,Kiểm tra tuần hoàn,1,2023-03-26 15:53:35
TSK35853,ASN08960,Kiểm tra nhịp thở,0,
TSK35854,ASN08961,Theo dõi sốt,1,2021-04-28 06:01:16
TSK35855,ASN08961,Kiểm tra sưng tấy,1,2024-12-01 16:09:30
TSK35856,ASN08961,Kiểm tra đi vệ sinh,1,2023-10-18 16:21:41
TSK35857,ASN08961,Kiểm tra rỉ dịch,0,
TSK35858,ASN08962,Kiểm tra ăn uống,1,2024-01-02 01:23:12
TSK35859,ASN08962,Kiểm tra rỉ dịch,1,2024-05-05 20:57:01
TSK35860,ASN08962,Đánh giá mức độ đau,1,2021-03-19 14:57:39
TSK35861,ASN08962,Vệ sinh vết mổ,0,
TSK35862,ASN08962,Kiểm tra phản xạ tỉnh táo,1,2024-05-17 01:38:41
TSK35863,ASN08963,Vệ sinh vết mổ,1,2022-09-04 11:44:44
TSK35864,ASN08963,Kiểm tra đi vệ sinh,1,2024-09-15 22:42:13
TSK35865,ASN08963,Kiểm tra rỉ dịch,1,2022-03-14 20:47:15
TSK35866,ASN08963,Đánh giá mức độ đau,1,2022-06-06 04:42:45
TSK35867,ASN08963,Kiểm tra nhịp thở,1,2024-10-25 19:22:42
TSK35868,ASN08964,Vệ sinh vết mổ,1,2021-08-04 00:01:55
TSK35869,ASN08964,Kiểm tra nhịp thở,1,2022-04-28 19:54:36
TSK35870,ASN08964,Kiểm tra độ liền da,1,2021-03-27 13:33:50
TSK35871,ASN08964,Kiểm tra phản xạ tỉnh táo,1,2022-10-23 05:23:18
TSK35872,ASN08964,Kiểm tra đi vệ sinh,1,2024-08-20 22:43:08
TSK35873,ASN08965,Kiểm tra sưng tấy,1,2023-05-17 21:46:35
TSK35874,ASN08965,Kiểm tra nhịp thở,0,
TSK35875,ASN08965,Kiểm tra ăn uống,1,2021-12-16 13:40:33
TSK35876,ASN08965,Đánh giá mức độ đau,1,2023-10-22 15:16:38
TSK35877,ASN08965,Đo nhiệt độ cơ thể,0,
TSK35878,ASN08966,Đánh giá mức độ đau,1,2022-08-28 01:31:00
TSK35879,ASN08966,Kiểm tra rỉ dịch,0,
TSK35880,ASN08966,Kiểm tra đi vệ sinh,1,2023-10-20 00:12:25
TSK35881,ASN08966,Đo nhiệt độ cơ thể,1,2023-12-31 07:34:53
TSK35882,ASN08967,Kiểm tra sưng tấy,1,2024-05-21 02:25:12
TSK35883,ASN08967,Kiểm tra độ liền da,1,2022-04-27 17:53:25
TSK35884,ASN08967,Đánh giá mức độ đau,1,2021-08-05 17:03:50
TSK35885,ASN08967,Kiểm tra đi vệ sinh,0,
TSK35886,ASN08967,Vệ sinh vết mổ,1,2024-11-04 07:18:27
TSK35887,ASN08968,Kiểm tra sưng tấy,1,2022-01-27 06:21:56
TSK35888,ASN08968,Vệ sinh vết mổ,1,2023-02-18 06:15:30
TSK35889,ASN08968,Kiểm tra đi vệ sinh,0,
TSK35890,ASN08969,Kiểm tra sưng tấy,1,2022-03-30 08:55:35
TSK35891,ASN08969,Kiểm tra nhịp thở,1,2024-01-27 20:56:45
TSK35892,ASN08969,Vệ sinh vết mổ,0,
TSK35893,ASN08969,Đo nhiệt độ cơ thể,1,2022-08-25 08:21:16
TSK35894,ASN08970,Kiểm tra ăn uống,1,2023-10-28 02:38:33
TSK35895,ASN08970,Kiểm tra nhịp thở,0,
TSK35896,ASN08970,Kiểm tra đi vệ sinh,1,2023-05-24 19:13:42
TSK35897,ASN08971,Kiểm tra đi vệ sinh,1,2024-12-16 18:24:30
TSK35898,ASN08971,Đo nhiệt độ cơ thể,1,2023-02-20 08:08:21
TSK35899,ASN08971,Kiểm tra ăn uống,1,2023-12-19 00:26:06
TSK35900,ASN08971,Vệ sinh vết mổ,0,
TSK35901,ASN08971,Kiểm tra nhịp thở,1,2022-02-20 07:18:14
TSK35902,ASN08972,Kiểm tra nhịp thở,1,2021-04-27 19:19:32
