AssignmentID,SurgeryID,NurseID,AssignedDate,Note
ASN05403,SRV45719,E0221,2022-01-21,Theo dõi sát 24h đầu
ASN05404,SRV53995,E0185,2021-04-17,Theo dõi sát 24h đầu
ASN05405,SRV53995,E0141,2023-02-26,Theo dõi bình thường
ASN05406,SRV196190,E0135,2023-05-19,Cần theo dõi đặc biệt
ASN05407,SRV196190,E0169,2023-11-04,Theo dõi sát 24h đầu
ASN05408,SRV155040,E0157,2021-06-18,Theo dõi bình thường
ASN05409,SRV0032,E0193,2023-02-27,Theo dõi nhịp tim và hô hấp
ASN05410,SRV79989,E0143,2023-09-01,Chú ý dấu hiệu nhiễm trùng
ASN05411,SRV42405,E0162,2023-12-01,Cần theo dõi đặc biệt
ASN05412,SRV44882,E0174,2021-08-04,Theo dõi nhịp tim và hô hấp
ASN05413,SRV57721,E0270,2021-07-03,Ca khó - chú ý nhé
ASN05414,SRV149491,E0216,2024-05-17,Chú ý dấu hiệu nhiễm trùng
ASN05415,SRV156675,E0152,2021-12-10,Chú ý dấu hiệu nhiễm trùng
ASN05416,SRV88450,E0131,2021-09-06,Bệnh nhân VIP - chăm sóc kỹ
ASN05417,SRV88450,E0126,2024-02-10,Theo dõi sát 24h đầu
ASN05418,SRV45106,E0190,2022-05-11,Theo dõi sát 24h đầu
ASN05419,SRV45106,E0126,2022-06-06,Ca khó - chú ý nhé
ASN05420,SRV66593,E0155,2023-07-13,Cần theo dõi đặc biệt
ASN05421,SRV59705,E0262,2022-04-25,Chú ý dấu hiệu nhiễm trùng
ASN05422,SRV177784,E0220,2022-06-03,Theo dõi hậu phẫu thường quy
ASN05423,SRV177784,E0260,2024-04-15,Chú ý dấu hiệu nhiễm trùng
ASN05424,SRV173267,E0160,2024-03-18,Theo dõi hậu phẫu thường quy
ASN05425,SRV96021,E0223,2024-12-09,Theo dõi hậu phẫu thường quy
ASN05426,SRV96021,E0192,2023-05-29,Cần theo dõi đặc biệt
ASN05427,SRV29056,E0150,2021-02-08,Chú ý dấu hiệu nhiễm trùng
ASN05428,SRV11194,E0217,2024-05-03,Theo dõi hậu phẫu thường quy
ASN05429,SRV11194,E0216,2021-04-11,Theo dõi sát 24h đầu
ASN05430,SRV133600,E0194,2023-10-08,Cần theo dõi đặc biệt
ASN05431,SRV133600,E0205,2021-08-26,Chú ý dấu hiệu nhiễm trùng
ASN05432,SRV187300,E0189,2021-04-01,Theo dõi sát 24h đầu
ASN05433,SRV43631,E0264,2024-09-15,Theo dõi sát 24h đầu
ASN05434,SRV99893,E0264,2022-12-05,Ca khó - chú ý nhé
ASN05435,SRV99893,E0232,2022-12-10,Theo dõi nhịp tim và hô hấp
ASN05436,SRV176249,E0192,2021-09-30,Cần theo dõi đặc biệt
ASN05437,SRV176249,E0156,2022-07-22,Bệnh nhân VIP - chăm sóc kỹ
ASN05438,SRV166266,E0256,2021-05-26,Chú ý dấu hiệu nhiễm trùng
ASN05439,SRV166266,E0144,2023-05-06,Cần theo dõi đặc biệt
ASN05440,SRV29524,E0133,2023-06-03,Theo dõi sát 24h đầu
ASN05441,SRV29524,E0185,2021-10-21,Chú ý dấu hiệu nhiễm trùng
ASN05442,SRV80997,E0126,2024-05-11,Theo dõi nhịp tim và hô hấp
ASN05443,SRV80997,E0254,2022-01-17,Theo dõi nhịp tim và hô hấp
ASN05444,SRV85843,E0150,2022-11-15,Theo dõi sát 24h đầu
ASN05445,SRV66190,E0247,2022-09-13,Theo dõi bình thường
ASN05446,SRV101786,E0246,2022-08-18,Chú ý dấu hiệu nhiễm trùng
ASN05447,SRV101786,E0159,2023-08-03,Theo dõi sát 24h đầu
ASN05448,SRV188604,E0178,2024-10-02,Cần theo dõi đặc biệt
ASN05449,SRV188604,E0256,2021-02-14,Theo dõi nhịp tim và hô hấp
ASN05450,SRV137882,E0213,2023-06-09,Theo dõi hậu phẫu thường quy
ASN05451,SRV70622,E0139,2023-05-22,Chú ý dấu hiệu nhiễm trùng
ASN05452,SRV31458,E0243,2024-03-05,Bệnh nhân VIP - chăm sóc kỹ
ASN05453,SRV165567,E0237,2021-04-12,Theo dõi nhịp tim và hô hấp
ASN05454,SRV165567,E0267,2023-08-02,Ca khó - chú ý nhé
ASN05455,SRV74377,E0251,2021-07-02,Theo dõi nhịp tim và hô hấp
ASN05456,SRV74377,E0260,2022-12-10,Theo dõi nhịp tim và hô hấp
ASN05457,SRV142245,E0174,2023-12-24,Theo dõi nhịp tim và hô hấp
ASN05458,SRV142245,E0179,2021-12-02,Bệnh nhân VIP - chăm sóc kỹ
ASN05459,SRV121401,E0163,2024-12-06,Cần theo dõi đặc biệt
ASN05460,SRV142442,E0264,2022-04-09,Chú ý dấu hiệu nhiễm trùng
ASN05461,SRV196661,E0142,2022-01-11,Bệnh nhân VIP - chăm sóc kỹ
ASN05462,SRV183057,E0193,2024-05-04,Theo dõi hậu phẫu thường quy
ASN05463,SRV171769,E0160,2023-08-18,Chú ý dấu hiệu nhiễm trùng
ASN05464,SRV171769,E0155,2024-05-01,Ca khó - chú ý nhé
ASN05465,SRV20287,E0262,2023-02-23,Theo dõi sát 24h đầu
ASN05466,SRV64433,E0129,2021-03-26,Chú ý dấu hiệu nhiễm trùng
ASN05467,SRV64433,E0250,2023-07-25,Theo dõi bình thường
ASN05468,SRV25381,E0225,2023-12-07,Bệnh nhân VIP - chăm sóc kỹ
ASN05469,SRV25381,E0262,2021-06-04,Ca khó - chú ý nhé
ASN05470,SRV150488,E0123,2022-04-01,Bệnh nhân VIP - chăm sóc kỹ
ASN05471,SRV150488,E0154,2022-04-24,Cần theo dõi đặc biệt
ASN05472,SRV139869,E0124,2023-01-27,Ca khó - chú ý nhé
ASN05473,SRV78304,E0267,2023-09-28,Theo dõi bình thường
ASN05474,SRV78304,E0161,2022-03-15,Cần theo dõi đặc biệt
ASN05475,SRV18043,E0215,2024-09-22,Theo dõi hậu phẫu thường quy
ASN05476,SRV11902,E0122,2023-09-10,Bệnh nhân VIP - chăm sóc kỹ
ASN05477,SRV74834,E0255,2023-12-28,Ca khó - chú ý nhé
ASN05478,SRV74834,E0170,2021-09-04,Theo dõi bình thường
ASN05479,SRV132260,E0136,2024-01-06,Bệnh nhân VIP - chăm sóc kỹ
ASN05480,SRV146133,E0257,2022-01-29,Theo dõi bình thường
ASN05481,SRV146133,E0142,2024-02-07,Ca khó - chú ý nhé
ASN05482,SRV88007,E0234,2021-10-07,Theo dõi hậu phẫu thường quy
ASN05483,SRV88007,E0249,2023-11-26,Theo dõi nhịp tim và hô hấp
ASN05484,SRV135663,E0208,2021-03-13,Cần theo dõi đặc biệt
ASN05485,SRV90282,E0204,2021-01-24,Theo dõi hậu phẫu thường quy
ASN05486,SRV111845,E0225,2022-09-01,Cần theo dõi đặc biệt
ASN05487,SRV131498,E0244,2023-06-15,Chú ý dấu hiệu nhiễm trùng
ASN05488,SRV110067,E0264,2022-10-08,Chú ý dấu hiệu nhiễm trùng
ASN05489,SRV115925,E0254,2022-06-17,Theo dõi nhịp tim và hô hấp
ASN05490,SRV114620,E0242,2024-03-25,Bệnh nhân VIP - chăm sóc kỹ
ASN05491,SRV92158,E0224,2023-12-04,Chú ý dấu hiệu nhiễm trùng
ASN05492,SRV92158,E0143,2023-11-22,Theo dõi sát 24h đầu
ASN05493,SRV9276,E0252,2021-04-10,Cần theo dõi đặc biệt
ASN05494,SRV131038,E0143,2022-04-18,Chú ý dấu hiệu nhiễm trùng
ASN05495,SRV34713,E0228,2024-12-28,Cần theo dõi đặc biệt
ASN05496,SRV54597,E0136,2023-07-13,Theo dõi nhịp tim và hô hấp
ASN05497,SRV54597,E0252,2021-04-20,Bệnh nhân VIP - chăm sóc kỹ
ASN05498,SRV40015,E0249,2022-07-17,Theo dõi hậu phẫu thường quy
ASN05499,SRV40015,E0200,2022-10-18,Ca khó - chú ý nhé
ASN05500,SRV108402,E0199,2024-01-28,Cần theo dõi đặc biệt
ASN05501,SRV171482,E0163,2023-01-18,Chú ý dấu hiệu nhiễm trùng
ASN05502,SRV171482,E0223,2022-05-08,Cần theo dõi đặc biệt
ASN05503,SRV146863,E0166,2021-08-13,Theo dõi nhịp tim và hô hấp
ASN05504,SRV146863,E0242,2023-03-19,Theo dõi sát 24h đầu
ASN05505,SRV162019,E0250,2022-06-16,Theo dõi bình thường
ASN05506,SRV43648,E0174,2023-12-05,Theo dõi sát 24h đầu
ASN05507,SRV43648,E0123,2022-07-04,Theo dõi nhịp tim và hô hấp
ASN05508,SRV60354,E0270,2024-12-08,Bệnh nhân VIP - chăm sóc kỹ
ASN05509,SRV60354,E0127,2022-06-26,Ca khó - chú ý nhé
ASN05510,SRV196061,E0179,2021-08-02,Chú ý dấu hiệu nhiễm trùng
ASN05511,SRV196061,E0192,2024-04-22,Theo dõi bình thường
ASN05512,SRV6517,E0212,2022-04-12,Bệnh nhân VIP - chăm sóc kỹ
ASN05513,SRV6517,E0160,2024-02-10,Theo dõi hậu phẫu thường quy
ASN05514,SRV51106,E0145,2024-04-29,Theo dõi sát 24h đầu
ASN05515,SRV11484,E0269,2023-08-10,Theo dõi sát 24h đầu
ASN05516,SRV11484,E0226,2024-06-08,Theo dõi hậu phẫu thường quy
ASN05517,SRV123538,E0269,2024-09-25,Theo dõi hậu phẫu thường quy
ASN05518,SRV123538,E0142,2021-09-08,Cần theo dõi đặc biệt
ASN05519,SRV94311,E0206,2022-08-19,Cần theo dõi đặc biệt
ASN05520,SRV141846,E0123,2023-07-24,Theo dõi hậu phẫu thường quy
ASN05521,SRV182168,E0150,2021-10-30,Ca khó - chú ý nhé
ASN05522,SRV182168,E0232,2021-09-09,Theo dõi bình thường
ASN05523,SRV17583,E0124,2023-07-07,Theo dõi hậu phẫu thường quy
ASN05524,SRV17583,E0156,2021-02-21,Theo dõi hậu phẫu thường quy
ASN05525,SRV74006,E0240,2021-08-05,Theo dõi hậu phẫu thường quy
ASN05526,SRV74006,E0260,2022-10-20,Theo dõi hậu phẫu thường quy
ASN05527,SRV183475,E0148,2021-10-17,Theo dõi nhịp tim và hô hấp
ASN05528,SRV183475,E0187,2022-08-12,Theo dõi hậu phẫu thường quy
ASN05529,SRV54441,E0262,2023-06-17,Chú ý dấu hiệu nhiễm trùng
ASN05530,SRV54441,E0171,2023-10-12,Theo dõi sát 24h đầu
ASN05531,SRV114942,E0130,2022-10-18,Theo dõi nhịp tim và hô hấp
ASN05532,SRV114942,E0170,2022-03-21,Cần theo dõi đặc biệt
ASN05533,SRV55781,E0175,2022-10-08,Chú ý dấu hiệu nhiễm trùng
ASN05534,SRV91148,E0199,2023-02-15,Chú ý dấu hiệu nhiễm trùng
ASN05535,SRV91148,E0215,2024-10-12,Ca khó - chú ý nhé
ASN05536,SRV172598,E0168,2023-09-07,Bệnh nhân VIP - chăm sóc kỹ
ASN05537,SRV133074,E0147,2021-01-04,Theo dõi sát 24h đầu
ASN05538,SRV133074,E0132,2023-02-25,Ca khó - chú ý nhé
ASN05539,SRV147983,E0197,2024-08-02,Cần theo dõi đặc biệt
ASN05540,SRV50100,E0130,2021-03-13,Ca khó - chú ý nhé
ASN05541,SRV50100,E0241,2021-10-08,Chú ý dấu hiệu nhiễm trùng
ASN05542,SRV149421,E0234,2022-10-30,Theo dõi nhịp tim và hô hấp
ASN05543,SRV149421,E0141,2021-12-02,Chú ý dấu hiệu nhiễm trùng
ASN05544,SRV38734,E0203,2024-03-14,Bệnh nhân VIP - chăm sóc kỹ
ASN05545,SRV38734,E0210,2021-03-27,Theo dõi nhịp tim và hô hấp
ASN05546,SRV2500,E0133,2024-09-23,Theo dõi bình thường
ASN05547,SRV2500,E0178,2021-05-07,Chú ý dấu hiệu nhiễm trùng
ASN05548,SRV110513,E0135,2023-11-01,Theo dõi nhịp tim và hô hấp
ASN05549,SRV49121,E0189,2024-05-12,Bệnh nhân VIP - chăm sóc kỹ
ASN05550,SRV49121,E0178,2022-12-24,Ca khó - chú ý nhé
ASN05551,SRV185422,E0231,2022-06-16,Bệnh nhân VIP - chăm sóc kỹ
ASN05552,SRV43148,E0209,2021-01-02,Cần theo dõi đặc biệt
ASN05553,SRV110600,E0192,2021-04-29,Cần theo dõi đặc biệt
ASN05554,SRV110600,E0265,2023-10-29,Cần theo dõi đặc biệt
ASN05555,SRV134193,E0151,2022-07-12,Chú ý dấu hiệu nhiễm trùng
ASN05556,SRV134193,E0161,2021-10-27,Theo dõi nhịp tim và hô hấp
ASN05557,SRV92576,E0127,2023-03-19,Theo dõi sát 24h đầu
ASN05558,SRV22977,E0236,2023-02-11,Chú ý dấu hiệu nhiễm trùng
ASN05559,SRV22977,E0182,2021-09-12,Ca khó - chú ý nhé
ASN05560,SRV111720,E0204,2022-07-14,Cần theo dõi đặc biệt
ASN05561,SRV90498,E0182,2021-07-30,Chú ý dấu hiệu nhiễm trùng
ASN05562,SRV90498,E0178,2021-09-21,Ca khó - chú ý nhé
ASN05563,SRV188273,E0173,2021-09-09,Ca khó - chú ý nhé
ASN05564,SRV188273,E0261,2022-05-23,Theo dõi nhịp tim và hô hấp
ASN05565,SRV119660,E0195,2023-11-07,Cần theo dõi đặc biệt
ASN05566,SRV119660,E0232,2021-04-10,Cần theo dõi đặc biệt
ASN05567,SRV133096,E0193,2023-08-21,Theo dõi nhịp tim và hô hấp
ASN05568,SRV165668,E0258,2022-05-07,Theo dõi bình thường
ASN05569,SRV165668,E0129,2022-01-16,Cần theo dõi đặc biệt
ASN05570,SRV194497,E0148,2021-04-27,Theo dõi nhịp tim và hô hấp
ASN05571,SRV194497,E0122,2022-09-04,Bệnh nhân VIP - chăm sóc kỹ
ASN05572,SRV80682,E0167,2021-01-13,Ca khó - chú ý nhé
ASN05573,SRV119552,E0179,2021-11-16,Cần theo dõi đặc biệt
ASN05574,SRV119552,E0187,2023-04-01,Cần theo dõi đặc biệt
ASN05575,SRV142459,E0194,2022-11-27,Chú ý dấu hiệu nhiễm trùng
ASN05576,SRV167821,E0269,2022-10-12,Cần theo dõi đặc biệt
ASN05577,SRV59932,E0212,2022-01-29,Chú ý dấu hiệu nhiễm trùng
ASN05578,SRV59932,E0148,2022-05-10,Bệnh nhân VIP - chăm sóc kỹ
ASN05579,SRV80752,E0185,2021-02-19,Chú ý dấu hiệu nhiễm trùng
ASN05580,SRV80752,E0209,2021-08-01,Ca khó - chú ý nhé
ASN05581,SRV44045,E0162,2023-01-22,Theo dõi bình thường
ASN05582,SRV44045,E0233,2021-12-14,Ca khó - chú ý nhé
ASN05583,SRV177319,E0259,2022-07-09,Theo dõi sát 24h đầu
ASN05584,SRV1403,E0215,2021-08-23,Bệnh nhân VIP - chăm sóc kỹ
ASN05585,SRV66680,E0197,2022-11-05,Bệnh nhân VIP - chăm sóc kỹ
ASN05586,SRV66680,E0182,2022-10-19,Theo dõi nhịp tim và hô hấp
ASN05587,SRV89752,E0219,2024-07-16,Theo dõi sát 24h đầu
ASN05588,SRV89752,E0172,2024-03-18,Theo dõi sát 24h đầu
ASN05589,SRV76879,E0162,2021-01-27,Theo dõi sát 24h đầu
ASN05590,SRV80212,E0268,2023-02-06,Theo dõi bình thường
ASN05591,SRV182564,E0121,2023-02-20,Cần theo dõi đặc biệt
ASN05592,SRV182564,E0188,2021-11-09,Bệnh nhân VIP - chăm sóc kỹ
ASN05593,SRV50775,E0212,2024-10-21,Cần theo dõi đặc biệt
ASN05594,SRV88916,E0214,2022-12-19,Chú ý dấu hiệu nhiễm trùng
ASN05595,SRV88916,E0149,2023-03-15,Cần theo dõi đặc biệt
ASN05596,SRV80208,E0263,2023-12-11,Cần theo dõi đặc biệt
ASN05597,SRV80208,E0171,2022-05-07,Theo dõi nhịp tim và hô hấp
ASN05598,SRV9548,E0192,2021-11-19,Theo dõi hậu phẫu thường quy
ASN05599,SRV9548,E0207,2024-07-04,Bệnh nhân VIP - chăm sóc kỹ
ASN05600,SRV50149,E0198,2024-05-15,Chú ý dấu hiệu nhiễm trùng
ASN05601,SRV50149,E0179,2023-11-14,Chú ý dấu hiệu nhiễm trùng
ASN05602,SRV183984,E0238,2021-08-02,Theo dõi hậu phẫu thường quy
ASN05603,SRV183984,E0185,2022-06-22,Theo dõi sát 24h đầu
ASN05604,SRV93474,E0269,2022-10-10,Cần theo dõi đặc biệt
ASN05605,SRV159084,E0270,2024-03-22,Theo dõi sát 24h đầu
ASN05606,SRV159084,E0161,2021-09-06,Chú ý dấu hiệu nhiễm trùng
ASN05607,SRV37640,E0229,2023-05-22,Cần theo dõi đặc biệt
ASN05608,SRV106346,E0124,2024-03-22,Ca khó - chú ý nhé
ASN05609,SRV43201,E0231,2021-09-06,Bệnh nhân VIP - chăm sóc kỹ
ASN05610,SRV26230,E0130,2024-01-04,Chú ý dấu hiệu nhiễm trùng
ASN05611,SRV26230,E0139,2022-04-30,Chú ý dấu hiệu nhiễm trùng
ASN05612,SRV125756,E0187,2022-08-19,Chú ý dấu hiệu nhiễm trùng
ASN05613,SRV65163,E0138,2023-10-11,Bệnh nhân VIP - chăm sóc kỹ
ASN05614,SRV13833,E0153,2022-05-29,Ca khó - chú ý nhé
ASN05615,SRV71626,E0233,2022-01-18,Bệnh nhân VIP - chăm sóc kỹ
ASN05616,SRV71626,E0130,2022-05-24,Theo dõi bình thường
ASN05617,SRV84622,E0210,2023-03-02,Bệnh nhân VIP - chăm sóc kỹ
ASN05618,SRV164725,E0219,2022-11-06,Theo dõi sát 24h đầu
ASN05619,SRV191792,E0155,2024-02-23,Chú ý dấu hiệu nhiễm trùng
ASN05620,SRV30557,E0255,2021-11-10,Theo dõi bình thường
ASN05621,SRV30557,E0249,2022-10-10,Theo dõi nhịp tim và hô hấp
ASN05622,SRV33098,E0257,2022-07-17,Ca khó - chú ý nhé
ASN05623,SRV33098,E0131,2021-05-19,Theo dõi bình thường
ASN05624,SRV122608,E0136,2024-04-11,Theo dõi bình thường
ASN05625,SRV165487,E0259,2024-09-22,Theo dõi nhịp tim và hô hấp
ASN05626,SRV165487,E0155,2024-11-23,Theo dõi sát 24h đầu
ASN05627,SRV7673,E0155,2021-11-04,Chú ý dấu hiệu nhiễm trùng
ASN05628,SRV7673,E0168,2023-02-08,Theo dõi sát 24h đầu
ASN05629,SRV4863,E0249,2022-01-06,Chú ý dấu hiệu nhiễm trùng
ASN05630,SRV4863,E0268,2021-09-18,Cần theo dõi đặc biệt
ASN05631,SRV35047,E0263,2024-07-08,Bệnh nhân VIP - chăm sóc kỹ
ASN05632,SRV35047,E0188,2021-12-09,Ca khó - chú ý nhé
ASN05633,SRV188464,E0228,2023-06-16,Theo dõi hậu phẫu thường quy
ASN05634,SRV188464,E0220,2022-05-20,Cần theo dõi đặc biệt
ASN05635,SRV50599,E0248,2022-07-18,Theo dõi bình thường
ASN05636,SRV134043,E0236,2024-05-04,Chú ý dấu hiệu nhiễm trùng
ASN05637,SRV134043,E0140,2024-02-08,Theo dõi sát 24h đầu
ASN05638,SRV18447,E0215,2021-06-10,Theo dõi nhịp tim và hô hấp
ASN05639,SRV18447,E0246,2021-10-04,Chú ý dấu hiệu nhiễm trùng
ASN05640,SRV138310,E0195,2024-05-17,Ca khó - chú ý nhé
ASN05641,SRV138310,E0232,2024-08-17,Theo dõi bình thường
ASN05642,SRV177413,E0184,2022-02-05,Chú ý dấu hiệu nhiễm trùng
ASN05643,SRV28856,E0176,2024-10-11,Theo dõi sát 24h đầu
ASN05644,SRV152941,E0266,2024-03-31,Theo dõi nhịp tim và hô hấp
ASN05645,SRV152941,E0268,2022-03-25,Theo dõi bình thường
ASN05646,SRV194154,E0165,2024-09-22,Theo dõi bình thường
ASN05647,SRV194154,E0253,2022-07-21,Cần theo dõi đặc biệt
ASN05648,SRV150085,E0175,2021-02-12,Ca khó - chú ý nhé
ASN05649,SRV140703,E0258,2022-01-14,Ca khó - chú ý nhé
ASN05650,SRV140703,E0215,2022-11-21,Bệnh nhân VIP - chăm sóc kỹ
ASN05651,SRV63686,E0254,2022-12-13,Theo dõi nhịp tim và hô hấp
ASN05652,SRV63686,E0237,2023-07-13,Theo dõi sát 24h đầu
ASN05653,SRV40370,E0122,2023-01-17,Theo dõi nhịp tim và hô hấp
ASN05654,SRV40370,E0198,2023-06-08,Theo dõi hậu phẫu thường quy
ASN05655,SRV77533,E0218,2024-05-18,Ca khó - chú ý nhé
ASN05656,SRV158824,E0222,2024-08-18,Theo dõi bình thường
ASN05657,SRV184782,E0259,2021-01-17,Bệnh nhân VIP - chăm sóc kỹ
ASN05658,SRV134451,E0191,2022-04-10,Theo dõi sát 24h đầu
ASN05659,SRV66558,E0151,2022-02-20,Theo dõi sát 24h đầu
ASN05660,SRV74260,E0137,2022-03-09,Cần theo dõi đặc biệt
ASN05661,SRV50801,E0174,2024-02-08,Ca khó - chú ý nhé
ASN05662,SRV83677,E0165,2021-01-14,Theo dõi nhịp tim và hô hấp
ASN05663,SRV83677,E0151,2023-08-13,Theo dõi sát 24h đầu
ASN05664,SRV26885,E0239,2024-05-26,Theo dõi sát 24h đầu
ASN05665,SRV26885,E0230,2023-04-13,Theo dõi hậu phẫu thường quy
ASN05666,SRV183957,E0238,2024-12-23,Cần theo dõi đặc biệt
ASN05667,SRV186973,E0150,2024-07-09,Theo dõi bình thường
ASN05668,SRV186973,E0210,2021-11-18,Chú ý dấu hiệu nhiễm trùng
ASN05669,SRV123922,E0164,2024-10-14,Ca khó - chú ý nhé
ASN05670,SRV123922,E0155,2024-12-17,Ca khó - chú ý nhé
ASN05671,SRV120598,E0251,2023-02-04,Theo dõi nhịp tim và hô hấp
ASN05672,SRV120598,E0268,2023-01-12,Theo dõi sát 24h đầu
ASN05673,SRV91053,E0244,2023-03-18,Chú ý dấu hiệu nhiễm trùng
ASN05674,SRV162505,E0199,2024-04-26,Theo dõi bình thường
ASN05675,SRV112257,E0220,2022-12-19,Theo dõi sát 24h đầu
ASN05676,SRV112257,E0247,2022-12-06,Bệnh nhân VIP - chăm sóc kỹ
ASN05677,SRV73333,E0248,2022-11-28,Ca khó - chú ý nhé
ASN05678,SRV73333,E0191,2022-03-11,Theo dõi bình thường
ASN05679,SRV56861,E0151,2024-08-10,Theo dõi sát 24h đầu
ASN05680,SRV56861,E0215,2024-12-03,Theo dõi bình thường
ASN05681,SRV77739,E0149,2022-09-25,Chú ý dấu hiệu nhiễm trùng
ASN05682,SRV77739,E0220,2022-08-16,Chú ý dấu hiệu nhiễm trùng
ASN05683,SRV178859,E0134,2023-04-01,Theo dõi bình thường
ASN05684,SRV178859,E0145,2021-09-18,Cần theo dõi đặc biệt
ASN05685,SRV98114,E0236,2024-01-11,Ca khó - chú ý nhé
ASN05686,SRV98114,E0122,2022-12-08,Cần theo dõi đặc biệt
ASN05687,SRV187989,E0181,2023-01-03,Theo dõi sát 24h đầu
ASN05688,SRV187989,E0210,2023-06-22,Bệnh nhân VIP - chăm sóc kỹ
ASN05689,SRV24016,E0198,2024-01-13,Ca khó - chú ý nhé
ASN05690,SRV24016,E0155,2022-11-29,Bệnh nhân VIP - chăm sóc kỹ
ASN05691,SRV93165,E0141,2022-08-27,Chú ý dấu hiệu nhiễm trùng
ASN05692,SRV93165,E0270,2022-02-12,Theo dõi hậu phẫu thường quy
ASN05693,SRV49697,E0151,2023-01-23,Theo dõi bình thường
ASN05694,SRV49697,E0153,2022-01-22,Theo dõi nhịp tim và hô hấp
ASN05695,SRV167716,E0162,2022-05-17,Theo dõi sát 24h đầu
ASN05696,SRV167716,E0193,2024-09-09,Bệnh nhân VIP - chăm sóc kỹ
ASN05697,SRV91256,E0249,2024-09-17,Theo dõi hậu phẫu thường quy
ASN05698,SRV30706,E0213,2021-06-04,Theo dõi hậu phẫu thường quy
ASN05699,SRV187689,E0155,2024-01-12,Theo dõi bình thường
ASN05700,SRV187604,E0142,2022-07-05,Theo dõi sát 24h đầu
ASN05701,SRV187604,E0236,2023-12-17,Theo dõi nhịp tim và hô hấp
ASN05702,SRV108970,E0160,2023-04-19,Theo dõi bình thường
ASN05703,SRV34902,E0264,2024-05-22,Ca khó - chú ý nhé
ASN05704,SRV37446,E0199,2024-03-26,Theo dõi hậu phẫu thường quy
ASN05705,SRV37446,E0214,2024-07-11,Theo dõi bình thường
ASN05706,SRV151271,E0177,2022-08-15,Theo dõi hậu phẫu thường quy
ASN05707,SRV151271,E0127,2022-10-13,Cần theo dõi đặc biệt
ASN05708,SRV181952,E0133,2023-10-26,Theo dõi hậu phẫu thường quy
ASN05709,SRV144420,E0201,2021-12-15,Bệnh nhân VIP - chăm sóc kỹ
ASN05710,SRV131536,E0194,2023-06-27,Bệnh nhân VIP - chăm sóc kỹ
ASN05711,SRV131536,E0129,2024-04-06,Theo dõi bình thường
ASN05712,SRV196846,E0155,2021-04-23,Theo dõi hậu phẫu thường quy
ASN05713,SRV196846,E0254,2022-10-20,Chú ý dấu hiệu nhiễm trùng
ASN05714,SRV152184,E0196,2022-08-08,Theo dõi bình thường
ASN05715,SRV152184,E0145,2021-11-09,Theo dõi bình thường
ASN05716,SRV153135,E0192,2022-08-18,Cần theo dõi đặc biệt
ASN05717,SRV18084,E0194,2024-05-28,Chú ý dấu hiệu nhiễm trùng
ASN05718,SRV18084,E0144,2024-09-21,Theo dõi nhịp tim và hô hấp
ASN05719,SRV136616,E0189,2022-12-22,Theo dõi sát 24h đầu
ASN05720,SRV11750,E0209,2022-06-18,Theo dõi sát 24h đầu
ASN05721,SRV11750,E0229,2022-12-12,Ca khó - chú ý nhé
ASN05722,SRV176073,E0142,2022-01-12,Theo dõi sát 24h đầu
ASN05723,SRV176073,E0170,2022-02-16,Theo dõi bình thường
ASN05724,SRV187431,E0248,2023-09-09,Theo dõi hậu phẫu thường quy
ASN05725,SRV187431,E0159,2022-09-22,Ca khó - chú ý nhé
ASN05726,SRV182039,E0126,2023-07-03,Bệnh nhân VIP - chăm sóc kỹ
ASN05727,SRV182039,E0267,2024-08-12,Theo dõi hậu phẫu thường quy
ASN05728,SRV142460,E0249,2023-04-07,Ca khó - chú ý nhé
ASN05729,SRV142460,E0121,2024-11-02,Theo dõi bình thường
ASN05730,SRV25084,E0244,2023-10-09,Theo dõi nhịp tim và hô hấp
ASN05731,SRV92752,E0171,2021-09-12,Bệnh nhân VIP - chăm sóc kỹ
ASN05732,SRV92752,E0190,2024-08-25,Theo dõi bình thường
ASN05733,SRV182965,E0150,2023-06-01,Theo dõi bình thường
ASN05734,SRV124260,E0241,2024-03-31,Theo dõi hậu phẫu thường quy
ASN05735,SRV170884,E0168,2023-09-06,Cần theo dõi đặc biệt
ASN05736,SRV170884,E0130,2023-07-04,Theo dõi sát 24h đầu
ASN05737,SRV152517,E0241,2024-09-07,Theo dõi sát 24h đầu
ASN05738,SRV152517,E0123,2023-10-28,Ca khó - chú ý nhé
ASN05739,SRV19687,E0245,2021-10-26,Theo dõi hậu phẫu thường quy
ASN05740,SRV67518,E0253,2024-09-05,Theo dõi bình thường
ASN05741,SRV59832,E0204,2021-10-15,Ca khó - chú ý nhé
ASN05742,SRV59832,E0201,2021-06-09,Theo dõi bình thường
ASN05743,SRV56334,E0165,2022-11-12,Ca khó - chú ý nhé
ASN05744,SRV107618,E0226,2023-10-04,Bệnh nhân VIP - chăm sóc kỹ
ASN05745,SRV107618,E0252,2023-08-14,Bệnh nhân VIP - chăm sóc kỹ
ASN05746,SRV174301,E0206,2024-03-17,Chú ý dấu hiệu nhiễm trùng
ASN05747,SRV174301,E0139,2024-10-12,Theo dõi nhịp tim và hô hấp
ASN05748,SRV71422,E0242,2023-06-27,Chú ý dấu hiệu nhiễm trùng
ASN05749,SRV71422,E0241,2024-08-08,Theo dõi sát 24h đầu
ASN05750,SRV123059,E0137,2024-09-05,Theo dõi bình thường
ASN05751,SRV123059,E0128,2023-03-23,Ca khó - chú ý nhé
