PetID,CustomerID,PetName,Species,Breed,Birthday,Gender,HealthStatus
PET23616,CUS60900,Charlie,Chó,Chó Nhật,2023-08-07,Đực,Phục hồi chấn thương
PET23617,CUS53155,Trăng,Hamster,Hamster Roborovski,2024-04-26,Đực,Khỏe mạnh
PET23618,CUS51899,Nấm,Chim,Vẹt Hoàng Yến,2021-02-26,Cái,Khỏe mạnh
PET23619,CUS10002,Mochi,Thỏ,Thỏ Lop,2023-04-05,Đực,Phục hồi chấn thương
PET23620,CUS47630,Sao,Thỏ,Thỏ Đen,2020-04-20,Đực,Chưa tiêm phòng
PET23621,CUS32247,Chả,Thỏ,Thỏ Vặn,2019-09-16,Cái,Đang điều trị
PET23622,CUS13692,Mít,Chó,Pitbull,2023-06-11,Đực,Tiêm phòng đầy đủ
PET23623,CUS46792,Sữa,Chó,Chó ta,2019-07-22,Đực,Khỏe mạnh
PET23624,CUS07845,Đậu,Chim,Chim Bồ Câu,2022-03-07,Cái,Sau phẫu thuật
PET23625,CUS55152,Mít,Hamster,Hamster Roborovski,2019-02-28,Cái,Phục hồi chấn thương
PET23626,CUS36741,Suối,Chim,Chim Sáo,2021-11-09,Đực,Đang điều trị
PET23627,CUS53494,Cưng,Mèo,Mèo Tam Thể,2019-04-05,Cái,Khỏe mạnh
PET23628,CUS55798,Na,Rùa,Rùa Sulcata,2023-12-23,Đực,Cần theo dõi
PET23629,CUS39967,Charlie,Chó,Chó Nhật,2022-05-01,Cái,Khỏe mạnh
PET23630,CUS70504,Gió,Rùa,Rùa Tai Đỏ,2019-04-14,Đực,Cần theo dõi
PET23631,CUS10127,Mực,Chó,Golden Retriever,2018-03-18,Đực,Đang điều trị
PET23632,CUS43195,Mocha,Rùa,Rùa Tai Đỏ,2020-11-27,Cái,Sau phẫu thuật
PET23633,CUS61187,Trăng,Hamster,Hamster Trung Quốc,2023-01-08,Đực,Tiêm phòng đầy đủ
PET23634,CUS41476,Pudding,Hamster,Hamster Winter White,2021-05-27,Đực,Tiêm phòng đầy đủ
PET23635,CUS00630,Cam,Rùa,Rùa Tai Đỏ,2019-12-29,Đực,Chưa tiêm phòng
PET23636,CUS55116,Vàng,Rùa,Rùa Tai Đỏ,2024-04-14,Cái,Tiêm phòng đầy đủ
PET23637,CUS68522,Bin,Chim,Vẹt Hoàng Yến,2023-10-13,Đực,Tiêm phòng đầy đủ
PET23638,CUS05456,Pudding,Mèo,Munchkin,2021-04-10,Cái,Tiêm phòng đầy đủ
PET23639,CUS55012,Bông Bông,Mèo,Munchkin,2023-11-16,Đực,Phục hồi chấn thương
PET23640,CUS26181,Ki,Mèo,Bengal,2023-06-07,Cái,Chưa tiêm phòng
PET23641,CUS48191,Cam,Hamster,Hamster Campbell,2020-06-13,Cái,Phục hồi chấn thương
PET23642,CUS40879,Xôi,Chim,Vẹt Xám Châu Phi,2020-05-17,Đực,Khỏe mạnh
PET23643,CUS18250,Dừa,Rùa,Rùa Núi Vimg,2018-04-19,Cái,Chưa tiêm phòng
PET23644,CUS48048,Lucky,Rùa,Rùa Cạn,2018-11-21,Cái,Cần theo dõi
PET23645,CUS30630,Cà Rốt,Chó,Corgi,2023-02-19,Đực,Khỏe mạnh
PET23646,CUS02248,Leo,Rùa,Rùa Sulcata,2018-06-15,Đực,Đang điều trị
PET23647,CUS76676,Bánh,Chó,Samoyed,2020-06-04,Cái,Khỏe mạnh
PET23648,CUS19286,Cheese,Chim,Vẹt,2020-06-16,Đực,Bệnh mãn tính
PET23649,CUS21639,Phở,Rùa,Rùa Sulcata,2023-09-09,Đực,Cần theo dõi
PET23650,CUS10146,Phở,Mèo,Maine Coon,2021-08-17,Đực,Khỏe mạnh
PET23651,CUS31715,Mun,Chó,Phốc sóc,2018-12-18,Cái,Khỏe mạnh
PET23652,CUS43297,Gấu,Rùa,Rùa Cạn,2023-07-24,Đực,Đang điều trị
PET23653,CUS56621,Xoài,Chó,Golden Retriever,2020-04-16,Đực,Cần theo dõi
PET23654,CUS10609,Butter,Hamster,Hamster Trung Quốc,2021-08-30,Cái,Cần theo dõi
PET23655,CUS65770,Cún,Chim,Chim Yến Phụng,2022-04-16,Cái,Tiêm phòng đầy đủ
PET23656,CUS76968,Cún,Mèo,Mèo ta,2018-07-27,Cái,Phục hồi chấn thương
PET23657,CUS64612,Honey,Rùa,Rùa Tai Đỏ,2019-06-29,Cái,Bệnh mãn tính
PET23658,CUS56069,Chả,Thỏ,Thỏ Vặn,2021-10-21,Cái,Chưa tiêm phòng
PET23659,CUS02242,Simba,Rùa,Rùa Núi Vimg,2024-02-03,Cái,Sau phẫu thuật
PET23660,CUS12116,Nấm,Hamster,Hamster Syria,2021-10-18,Đực,Tiêm phòng đầy đủ
PET23661,CUS78713,Trắng,Chim,Chim Bồ Câu,2022-11-02,Đực,Bệnh mãn tính
PET23662,CUS29467,Mèo Mập,Hamster,Hamster Roborovski,2023-09-29,Cái,Chưa tiêm phòng
PET23663,CUS70066,Milo,Chó,Beagle,2018-10-14,Đực,Chưa tiêm phòng
PET23664,CUS45533,Cún,Mèo,Munchkin,2018-08-30,Cái,Cần theo dõi
PET23665,CUS16929,Cam,Thỏ,Thỏ Holland Lop,2022-06-17,Cái,Tiêm phòng đầy đủ
PET23666,CUS27946,Nem,Chim,Vẹt Xám Châu Phi,2023-08-26,Cái,Khỏe mạnh
PET23667,CUS20920,Vàng,Hamster,Hamster Trung Quốc,2020-07-25,Cái,Đang điều trị
PET23668,CUS63553,Pudding,Mèo,Bengal,2023-06-25,Đực,Phục hồi chấn thương
PET23669,CUS44995,Bơ,Mèo,Mèo Anh lông ngắn,2023-09-27,Cái,Khỏe mạnh
PET23670,CUS67945,Trà,Hamster,Hamster Winter White,2019-05-07,Cái,Chưa tiêm phòng
PET23671,CUS19265,Sushi,Hamster,Hamster Roborovski,2023-12-05,Đực,Chưa tiêm phòng
PET23672,CUS56815,Bún,Chim,Vẹt Xám Châu Phi,2022-05-16,Đực,Bệnh mãn tính
PET23673,CUS39951,Cà Rốt,Thỏ,Thỏ Vặn,2022-07-20,Cái,Bệnh mãn tính
PET23674,CUS65371,Bông Bông,Thỏ,Thỏ Angora,2023-01-10,Đực,Cần theo dõi
PET23675,CUS66580,Pudding,Chó,Golden Retriever,2021-03-19,Đực,Cần theo dõi
PET23676,CUS79371,Mây,Mèo,Mèo Nga,2022-08-23,Đực,Sau phẫu thuật
PET23677,CUS78146,Cheese,Rùa,Rùa Cạn,2024-02-10,Cái,Sau phẫu thuật
PET23678,CUS71695,Milo,Chó,Samoyed,2019-05-28,Cái,Sau phẫu thuật
PET23679,CUS03920,Na,Chó,Labrador,2022-01-29,Đực,Chưa tiêm phòng
PET23680,CUS75566,Cheese,Mèo,Munchkin,2018-12-14,Đực,Phục hồi chấn thương
PET23681,CUS71532,Sugar,Rùa,Rùa Sulcata,2018-08-13,Cái,Đang điều trị
PET23682,CUS70132,Cò,Mèo,Mèo ta,2020-12-15,Cái,Phục hồi chấn thương
PET23683,CUS39809,Bún,Hamster,Hamster Campbell,2020-09-15,Đực,Bệnh mãn tính
PET23684,CUS61736,Butter,Chó,Husky,2020-03-27,Cái,Bệnh mãn tính
PET23685,CUS36467,Nắng,Chó,Béc giê Đức,2018-06-15,Đực,Bệnh mãn tính
PET23686,CUS42273,Mực,Rùa,Rùa Tai Đỏ,2020-05-12,Đực,Bệnh mãn tính
PET23687,CUS43113,Cưng,Mèo,Sphynx,2022-09-26,Đực,Bệnh mãn tính
PET23688,CUS52829,Đen,Chim,Chim Bồ Câu,2018-02-17,Đực,Khỏe mạnh
PET23689,CUS31045,Bim,Chim,Chim Sáo,2024-01-05,Đực,Bệnh mãn tính
PET23690,CUS49655,Cún,Hamster,Hamster Trung Quốc,2023-07-21,Cái,Phục hồi chấn thương
PET23691,CUS35951,Mây,Chó,Chihuahua,2024-03-19,Cái,Bệnh mãn tính
PET23692,CUS49093,Cò,Rùa,Rùa Núi Vimg,2019-07-31,Đực,Sau phẫu thuật
PET23693,CUS61623,Nắng,Chim,Vẹt Hoàng Yến,2023-07-05,Cái,Cần theo dõi
PET23694,CUS60462,Cò,Chim,Vẹt Xám Châu Phi,2021-03-01,Đực,Cần theo dõi
PET23695,CUS24891,Bo,Chó,Chó Nhật,2023-09-28,Đực,Phục hồi chấn thương
PET23696,CUS34112,Pudding,Rùa,Rùa Sulcata,2019-01-15,Đực,Phục hồi chấn thương
PET23697,CUS75690,Oreo,Rùa,Rùa Tai Đỏ,2022-07-16,Đực,Cần theo dõi
PET23698,CUS34173,Bella,Mèo,Mèo Mướp,2018-06-20,Đực,Khỏe mạnh
PET23699,CUS06066,Suối,Rùa,Rùa Tai Đỏ,2024-04-28,Cái,Cần theo dõi
PET23700,CUS61709,Hoa,Thỏ,Thỏ Trắng,2018-06-05,Đực,Cần theo dõi
PET23701,CUS49751,Cỏ,Chó,Shiba Inu,2022-11-02,Đực,Đang điều trị
PET23702,CUS61591,Bông Bông,Thỏ,Thỏ Trắng,2018-07-16,Đực,Bệnh mãn tính
PET23703,CUS59259,Suối,Chim,Chim Bồ Câu,2019-12-04,Cái,Sau phẫu thuật
PET23704,CUS25686,Trắng,Hamster,Hamster Trung Quốc,2021-05-10,Đực,Đang điều trị
PET23705,CUS47089,Cam,Chó,Phốc sóc,2024-01-25,Cái,Đang điều trị
PET23706,CUS08166,Cơm,Thỏ,Thỏ Holland Lop,2023-07-09,Đực,Khỏe mạnh
PET23707,CUS48438,Cưng,Thỏ,Thỏ Holland Lop,2023-02-17,Đực,Chưa tiêm phòng
PET23708,CUS46681,Sương,Thỏ,Thỏ Xám,2021-04-15,Đực,Sau phẫu thuật
PET23709,CUS47207,Luna,Chó,Corgi,2022-06-29,Cái,Khỏe mạnh
PET23710,CUS14475,Cò,Rùa,Rùa Cạn,2020-12-10,Đực,Phục hồi chấn thương
PET23711,CUS79232,Bún,Rùa,Rùa Tai Đỏ,2018-02-28,Cái,Phục hồi chấn thương
PET23712,CUS05851,Oreo,Hamster,Hamster Roborovski,2019-08-28,Đực,Sau phẫu thuật
PET23713,CUS24934,Cam,Hamster,Hamster Roborovski,2019-09-01,Cái,Khỏe mạnh
PET23714,CUS60960,Lu Lu,Hamster,Hamster Campbell,2018-01-15,Cái,Khỏe mạnh
PET23715,CUS54759,Trăng,Chó,Chihuahua,2023-01-05,Cái,Chưa tiêm phòng
PET23716,CUS05183,Nem,Chó,Chihuahua,2018-03-11,Cái,Đang điều trị
PET23717,CUS18559,Bông,Rùa,Rùa Núi Vimg,2024-02-15,Đực,Cần theo dõi
PET23718,CUS57562,Cò,Mèo,Mèo Mướp,2022-09-17,Đực,Khỏe mạnh
PET23719,CUS59161,Gấu,Thỏ,Thỏ Holland Lop,2024-01-18,Đực,Khỏe mạnh
PET23720,CUS01401,Đậu,Chim,Chim Sáo,2018-11-07,Cái,Chưa tiêm phòng
PET23721,CUS62281,Mun,Chó,Phốc sóc,2020-01-31,Cái,Bệnh mãn tính
PET23722,CUS28212,Trà,Chó,Shiba Inu,2022-03-31,Đực,Tiêm phòng đầy đủ
PET23723,CUS44412,Bí Ngô,Chim,Chim Bồ Câu,2023-03-11,Đực,Phục hồi chấn thương
PET23724,CUS03655,Ki,Chó,Pitbull,2018-06-14,Đực,Khỏe mạnh
PET23725,CUS50403,Vàng,Rùa,Rùa Sulcata,2019-10-12,Đực,Phục hồi chấn thương
PET23726,CUS57921,Luna,Mèo,Siamese,2020-09-16,Cái,Tiêm phòng đầy đủ
PET23727,CUS34446,Mocha,Chó,Alaska,2023-05-22,Đực,Chưa tiêm phòng
PET23728,CUS69797,Sao,Mèo,Bengal,2021-10-07,Đực,Chưa tiêm phòng
PET23729,CUS24012,Na,Rùa,Rùa Tai Đỏ,2022-12-28,Cái,Khỏe mạnh
PET23730,CUS44846,Vàng,Rùa,Rùa Tai Đỏ,2019-05-14,Cái,Đang điều trị
PET23731,CUS29981,Trắng,Mèo,Mèo Anh lông dài,2024-02-07,Cái,Chưa tiêm phòng
PET23732,CUS15522,Lucky,Chim,Vẹt Xám Châu Phi,2021-05-21,Cái,Đang điều trị
PET23733,CUS50436,Lu,Hamster,Hamster Campbell,2024-01-26,Cái,Sau phẫu thuật
PET23734,CUS32658,Lu,Thỏ,Thỏ Trắng,2021-02-06,Cái,Phục hồi chấn thương
PET23735,CUS28108,Cookie,Rùa,Rùa Núi Vimg,2020-08-22,Đực,Chưa tiêm phòng
PET23736,CUS04132,Dưa,Chó,Husky,2020-05-24,Đực,Tiêm phòng đầy đủ
PET23737,CUS59223,Lá,Mèo,Munchkin,2021-05-24,Đực,Tiêm phòng đầy đủ
PET23738,CUS26873,Bin,Chó,Chó ta,2023-09-11,Đực,Khỏe mạnh
PET23739,CUS20727,Gấu,Rùa,Rùa Cạn,2019-02-10,Cái,Khỏe mạnh
PET23740,CUS67568,Cưng,Rùa,Rùa Núi Vimg,2023-03-05,Cái,Đang điều trị
PET23741,CUS52340,Bim,Chim,Vẹt Cockatiel,2022-08-29,Cái,Bệnh mãn tính
PET23742,CUS15174,Luna,Chó,Shiba Inu,2023-03-09,Cái,Khỏe mạnh
PET23743,CUS34925,Nắng,Thỏ,Thỏ Lùn Hà Lan,2020-12-11,Đực,Chưa tiêm phòng
PET23744,CUS54311,Suối,Thỏ,Thỏ Angora,2019-08-09,Cái,Sau phẫu thuật
PET23745,CUS34364,Bella,Thỏ,Thỏ Angora,2023-02-15,Đực,Phục hồi chấn thương
PET23746,CUS18365,Mèo Mập,Chó,Chihuahua,2023-11-14,Cái,Tiêm phòng đầy đủ
PET23747,CUS24156,Caramel,Chó,Rottweiler,2024-03-30,Cái,Phục hồi chấn thương
PET23748,CUS46266,Luna,Chó,Phốc sóc,2018-10-12,Đực,Chưa tiêm phòng
PET23749,CUS36581,Miu,Chim,Vẹt Cockatiel,2023-08-31,Cái,Sau phẫu thuật
PET23750,CUS09762,Luna,Mèo,Mèo Anh lông dài,2018-07-04,Cái,Đang điều trị
PET23751,CUS71956,Simba,Mèo,Mèo ta,2022-04-09,Đực,Chưa tiêm phòng
PET23752,CUS72440,Cỏ,Hamster,Hamster Winter White,2023-02-12,Cái,Sau phẫu thuật
PET23753,CUS62766,Cỏ,Hamster,Hamster Winter White,2019-09-17,Cái,Bệnh mãn tính
PET23754,CUS05024,Nem,Rùa,Rùa Cạn,2019-05-14,Đực,Phục hồi chấn thương
PET23755,CUS44728,Bơ,Thỏ,Thỏ Vặn,2020-11-16,Đực,Phục hồi chấn thương
PET23756,CUS26973,Miu,Rùa,Rùa Núi Vimg,2022-01-24,Cái,Khỏe mạnh
PET23757,CUS49095,Cam,Thỏ,Thỏ Holland Lop,2024-03-05,Cái,Khỏe mạnh
PET23758,CUS15767,Milo,Rùa,Rùa Tai Đỏ,2022-07-20,Đực,Phục hồi chấn thương
PET23759,CUS25217,Max,Chó,Alaska,2021-04-15,Cái,Khỏe mạnh
PET23760,CUS46343,Bé Bi,Rùa,Rùa Núi Vimg,2018-02-01,Đực,Sau phẫu thuật
PET23761,CUS55948,Cơm,Chó,Phốc sóc,2020-11-27,Đực,Tiêm phòng đầy đủ
PET23762,CUS50271,Na,Thỏ,Thỏ Holland Lop,2018-02-19,Cái,Chưa tiêm phòng
PET23763,CUS55689,Cam,Thỏ,Thỏ Vặn,2019-02-17,Cái,Tiêm phòng đầy đủ
PET23764,CUS23002,Sao,Chó,Chó ta,2023-03-15,Đực,Phục hồi chấn thương
PET23765,CUS52131,Nắng,Mèo,Ragdoll,2022-10-22,Đực,Chưa tiêm phòng
PET23766,CUS04711,Pudding,Chó,Husky,2019-06-22,Đực,Tiêm phòng đầy đủ
PET23767,CUS50003,Mocha,Thỏ,Thỏ Xám,2023-08-25,Cái,Phục hồi chấn thương
PET23768,CUS01978,Dưa,Thỏ,Thỏ Lop,2021-02-14,Cái,Sau phẫu thuật
PET23769,CUS60822,Phở,Chim,Chim Yến Phụng,2020-10-19,Đực,Tiêm phòng đầy đủ
PET23770,CUS69655,Buddy,Hamster,Hamster Winter White,2023-06-03,Cái,Sau phẫu thuật
PET23771,CUS37756,Bơ,Hamster,Hamster Campbell,2023-10-29,Đực,Tiêm phòng đầy đủ
PET23772,CUS05508,Charlie,Thỏ,Thỏ Holland Lop,2022-10-23,Cái,Sau phẫu thuật
PET23773,CUS72446,Trà,Rùa,Rùa Cạn,2018-09-24,Đực,Tiêm phòng đầy đủ
PET23774,CUS48089,Latte,Mèo,Mèo Nga,2024-01-06,Đực,Sau phẫu thuật
PET23775,CUS13725,Dừa,Mèo,Maine Coon,2021-07-09,Đực,Bệnh mãn tính
PET23776,CUS32228,Nấm,Mèo,Bengal,2022-05-29,Cái,Bệnh mãn tính
PET23777,CUS45859,Nem,Rùa,Rùa Cạn,2023-11-12,Cái,Bệnh mãn tính
PET23778,CUS18005,Chè,Hamster,Hamster Winter White,2022-01-19,Cái,Cần theo dõi
PET23779,CUS03784,Cún,Chó,Pitbull,2019-08-17,Cái,Phục hồi chấn thương
PET23780,CUS42922,Miu,Rùa,Rùa Cạn,2023-06-13,Cái,Chưa tiêm phòng
PET23781,CUS50104,Caramel,Rùa,Rùa Cạn,2021-12-01,Đực,Chưa tiêm phòng
PET23782,CUS17880,Cò,Mèo,Mèo Nga,2020-11-17,Đực,Bệnh mãn tính
PET23783,CUS66425,Suối,Thỏ,Thỏ Angora,2021-02-11,Cái,Chưa tiêm phòng
PET23784,CUS55193,Vàng,Hamster,Hamster Roborovski,2023-09-14,Cái,Tiêm phòng đầy đủ
PET23785,CUS29316,Bún,Thỏ,Thỏ Holland Lop,2018-03-17,Đực,Tiêm phòng đầy đủ
PET23786,CUS01360,Mưa,Chó,Phốc sóc,2022-04-29,Cái,Bệnh mãn tính
PET23787,CUS08594,Cỏ,Thỏ,Thỏ Trắng,2022-04-17,Đực,Tiêm phòng đầy đủ
PET23788,CUS27506,Khoai,Chó,Bulldog Pháp,2021-01-29,Đực,Phục hồi chấn thương
PET23789,CUS77115,Trăng,Hamster,Hamster Trung Quốc,2018-08-30,Cái,Bệnh mãn tính
PET23790,CUS59227,Oreo,Thỏ,Thỏ Xám,2024-04-14,Cái,Khỏe mạnh
PET23791,CUS40639,Honey,Rùa,Rùa Tai Đỏ,2018-10-10,Đực,Chưa tiêm phòng
PET23792,CUS43124,Miu,Chim,Chim Yến Phụng,2021-09-27,Cái,Khỏe mạnh
PET23793,CUS05866,Mun,Thỏ,Thỏ Holland Lop,2019-02-04,Đực,Chưa tiêm phòng
PET23794,CUS01440,Phở,Chó,Béc giê Đức,2023-11-04,Đực,Cần theo dõi
PET23795,CUS57742,Bún,Chim,Chim Sáo,2018-10-31,Cái,Phục hồi chấn thương
PET23796,CUS33988,Xôi,Chó,Phốc sóc,2022-06-16,Đực,Chưa tiêm phòng
PET23797,CUS54797,Chè,Mèo,Mèo Nga,2021-08-27,Đực,Đang điều trị
PET23798,CUS75652,Dừa,Rùa,Rùa Cạn,2018-01-06,Cái,Sau phẫu thuật
PET23799,CUS55178,Suối,Chó,Pitbull,2019-03-07,Cái,Phục hồi chấn thương
PET23800,CUS75953,Cưng,Mèo,Mèo Mướp,2022-10-27,Đực,Khỏe mạnh
PET23801,CUS20077,Rocky,Mèo,Mèo Anh lông ngắn,2022-06-12,Cái,Tiêm phòng đầy đủ
PET23802,CUS75559,Bông,Thỏ,Thỏ Xám,2022-07-31,Đực,Khỏe mạnh
PET23803,CUS77295,Latte,Thỏ,Thỏ Holland Lop,2021-11-18,Đực,Cần theo dõi
PET23804,CUS00230,Chè,Chó,Alaska,2018-01-31,Đực,Khỏe mạnh
PET23805,CUS79412,Cún,Rùa,Rùa Tai Đỏ,2018-08-01,Cái,Bệnh mãn tính
PET23806,CUS38376,Sugar,Mèo,Mèo Mướp,2022-12-30,Cái,Tiêm phòng đầy đủ
PET23807,CUS23118,Dừa,Rùa,Rùa Tai Đỏ,2022-12-02,Cái,Bệnh mãn tính
PET23808,CUS33254,Butter,Chim,Vẹt Cockatiel,2019-03-23,Đực,Đang điều trị
PET23809,CUS02304,Mực,Thỏ,Thỏ Lop,2021-12-26,Đực,Phục hồi chấn thương
PET23810,CUS52373,Cơm,Rùa,Rùa Tai Đỏ,2021-10-25,Đực,Tiêm phòng đầy đủ
PET23811,CUS42851,Mít,Mèo,Mèo Tam Thể,2024-04-15,Đực,Phục hồi chấn thương
PET23812,CUS58528,Trắng,Chim,Vẹt,2023-06-21,Đực,Khỏe mạnh
PET23813,CUS55836,Caramel,Hamster,Hamster Campbell,2023-03-11,Cái,Tiêm phòng đầy đủ
PET23814,CUS30484,Xoài,Rùa,Rùa Tai Đỏ,2023-04-26,Cái,Sau phẫu thuật
PET23815,CUS01440,Cưng,Chó,Husky,2021-03-22,Đực,Đang điều trị
PET23816,CUS46223,Nắng,Chim,Chim Sáo,2023-01-14,Cái,Phục hồi chấn thương
PET23817,CUS22928,Bé Bi,Thỏ,Thỏ Xám,2020-08-06,Đực,Khỏe mạnh
PET23818,CUS38979,Gấu,Thỏ,Thỏ Trắng,2024-01-30,Đực,Tiêm phòng đầy đủ
PET23819,CUS07031,Xôi,Mèo,Ragdoll,2022-12-09,Đực,Phục hồi chấn thương
PET23820,CUS05264,Cheese,Chó,Rottweiler,2023-11-16,Đực,Sau phẫu thuật
PET23821,CUS76427,Mực,Chim,Chim Sáo,2022-09-05,Đực,Sau phẫu thuật
PET23822,CUS60119,Sữa,Thỏ,Thỏ Vặn,2021-09-24,Đực,Tiêm phòng đầy đủ
PET23823,CUS08855,Bim,Chó,Pitbull,2023-03-22,Đực,Tiêm phòng đầy đủ
PET23824,CUS18269,Simba,Chó,Rottweiler,2024-05-26,Cái,Chưa tiêm phòng
PET23825,CUS22273,Cưng,Hamster,Hamster Winter White,2024-04-03,Cái,Phục hồi chấn thương
PET23826,CUS31380,Chè,Mèo,Munchkin,2018-08-29,Đực,Khỏe mạnh
PET23827,CUS01852,Sao,Chim,Vẹt,2024-03-24,Đực,Bệnh mãn tính
PET23828,CUS41220,Cưng,Rùa,Rùa Sulcata,2021-04-11,Cái,Sau phẫu thuật
PET23829,CUS66333,Chả,Mèo,Mèo Anh lông ngắn,2020-03-30,Cái,Đang điều trị
PET23830,CUS22155,Xôi,Chó,Chó Phú Quốc,2019-09-06,Đực,Đang điều trị
PET23831,CUS27772,Cheese,Chim,Vẹt Cockatiel,2024-02-26,Đực,Chưa tiêm phòng
PET23832,CUS71186,Charlie,Chó,Labrador,2021-04-03,Cái,Phục hồi chấn thương
PET23833,CUS39933,Suối,Thỏ,Thỏ Đen,2019-06-26,Đực,Khỏe mạnh
PET23834,CUS34964,Bé Bi,Hamster,Hamster Campbell,2023-11-05,Cái,Khỏe mạnh
PET23835,CUS02057,Chả,Chim,Chim Yến Phụng,2019-04-22,Đực,Bệnh mãn tính
PET23836,CUS78413,Sushi,Mèo,Mèo Mướp,2024-05-09,Cái,Chưa tiêm phòng
PET23837,CUS31943,Leo,Rùa,Rùa Tai Đỏ,2021-10-05,Đực,Bệnh mãn tính
PET23838,CUS76814,Coco,Rùa,Rùa Tai Đỏ,2018-12-11,Cái,Sau phẫu thuật
PET23839,CUS78940,Nala,Rùa,Rùa Cạn,2021-04-04,Cái,Sau phẫu thuật
PET23840,CUS63169,Bánh,Hamster,Hamster Campbell,2018-10-01,Cái,Đang điều trị
PET23841,CUS63521,Lu Lu,Mèo,Mèo Ba Tư,2021-01-17,Đực,Đang điều trị
PET23842,CUS11131,Mực,Mèo,Sphynx,2024-04-22,Đực,Bệnh mãn tính
PET23843,CUS13645,Oreo,Rùa,Rùa Tai Đỏ,2018-10-30,Đực,Khỏe mạnh
PET23844,CUS40890,Chả,Rùa,Rùa Cạn,2023-05-12,Đực,Khỏe mạnh
PET23845,CUS64701,Sữa,Chim,Chim Sáo,2021-10-23,Đực,Phục hồi chấn thương
PET23846,CUS34118,Phở,Thỏ,Thỏ Trắng,2024-05-17,Cái,Khỏe mạnh
PET23847,CUS43556,Mochi,Mèo,Mèo Mướp,2019-04-11,Cái,Tiêm phòng đầy đủ
PET23848,CUS24404,Bo,Thỏ,Thỏ Lop,2018-05-24,Cái,Đang điều trị
PET23849,CUS57397,Canh,Mèo,Maine Coon,2019-03-02,Cái,Khỏe mạnh
PET23850,CUS64972,Honey,Hamster,Hamster Syria,2019-03-13,Đực,Sau phẫu thuật
PET23851,CUS04080,Lucky,Mèo,Bengal,2018-03-03,Đực,Chưa tiêm phòng
PET23852,CUS42666,Sao,Chó,Cocker Spaniel,2020-03-02,Đực,Chưa tiêm phòng
PET23853,CUS30115,Trắng,Chim,Vẹt,2018-08-10,Cái,Chưa tiêm phòng
PET23854,CUS53330,Bún,Chó,Chó cỏ,2021-01-01,Đực,Sau phẫu thuật
PET23855,CUS29241,Milu,Mèo,Mèo ta,2022-09-12,Cái,Bệnh mãn tính
PET23856,CUS51070,Cưng,Mèo,Mèo ta,2020-07-12,Đực,Tiêm phòng đầy đủ
PET23857,CUS63850,Milu,Thỏ,Thỏ Lop,2023-07-07,Cái,Chưa tiêm phòng
PET23858,CUS52951,Sushi,Thỏ,Thỏ Angora,2020-11-22,Đực,Khỏe mạnh
PET23859,CUS32836,Cò,Rùa,Rùa Tai Đỏ,2023-08-21,Cái,Tiêm phòng đầy đủ
PET23860,CUS33093,Milo,Mèo,Mèo Scottlish Fold,2018-10-23,Cái,Cần theo dõi
PET23861,CUS00614,Mít,Chim,Vẹt Xám Châu Phi,2023-10-17,Cái,Khỏe mạnh
PET23862,CUS15167,Cún,Chim,Vẹt Xám Châu Phi,2020-07-05,Cái,Phục hồi chấn thương
PET23863,CUS76698,Dừa,Chim,Chim Yến Phụng,2018-10-17,Cái,Cần theo dõi
PET23864,CUS72846,Sao,Thỏ,Thỏ Angora,2020-10-22,Đực,Sau phẫu thuật
PET23865,CUS12335,Bin,Chim,Chim Bồ Câu,2020-09-18,Cái,Đang điều trị
PET23866,CUS09046,Trăng,Chó,Pitbull,2018-04-22,Đực,Đang điều trị
PET23867,CUS39381,Nắng,Chó,Chó Phú Quốc,2020-04-14,Đực,Sau phẫu thuật
PET23868,CUS76992,Sữa,Mèo,Bengal,2024-03-17,Cái,Khỏe mạnh
PET23869,CUS14313,Mochi,Chim,Vẹt Cockatiel,2021-04-02,Đực,Tiêm phòng đầy đủ
PET23870,CUS04731,Hoa,Rùa,Rùa Cạn,2023-11-10,Cái,Sau phẫu thuật
PET23871,CUS22105,Dừa,Hamster,Hamster Trung Quốc,2020-07-17,Cái,Chưa tiêm phòng
PET23872,CUS29969,Cà Rốt,Hamster,Hamster Campbell,2023-10-01,Cái,Phục hồi chấn thương
PET23873,CUS46125,Chè,Chim,Vẹt,2019-09-09,Đực,Phục hồi chấn thương
PET23874,CUS45868,Pudding,Rùa,Rùa Núi Vimg,2022-09-04,Cái,Phục hồi chấn thương
PET23875,CUS39963,Caramel,Rùa,Rùa Cạn,2022-07-08,Đực,Đang điều trị
PET23876,CUS05005,Trăng,Hamster,Hamster Campbell,2022-03-27,Cái,Chưa tiêm phòng
PET23877,CUS51431,Lá,Chó,Alaska,2020-12-06,Đực,Bệnh mãn tính
PET23878,CUS32015,Bim,Rùa,Rùa Tai Đỏ,2023-11-23,Đực,Chưa tiêm phòng
PET23879,CUS58869,Cưng,Hamster,Hamster Trung Quốc,2019-12-22,Cái,Khỏe mạnh
PET23880,CUS30366,Cheese,Chó,Golden Retriever,2023-01-10,Cái,Sau phẫu thuật
PET23881,CUS22163,Cookie,Chim,Chim Yến Phụng,2018-08-20,Đực,Cần theo dõi
PET23882,CUS13533,Sương,Chó,Samoyed,2018-08-09,Cái,Bệnh mãn tính
PET23883,CUS74876,Chả,Rùa,Rùa Tai Đỏ,2023-03-03,Cái,Chưa tiêm phòng
