OrderID,CustomerID,SalesPersonID,CreateDate,CreateTime,Status
ORD016466,CUS25572,E0403,2024-09-18,08:00:00,Created
ORD016467,CUS71907,E0299,2022-02-10,10:30:00,Cancelled
ORD016468,CUS36201,E0379,2022-02-22,15:00:00,Cancelled
ORD016469,CUS02907,E0225,2022-08-07,15:00:00,Created
ORD016470,CUS09673,E0067,2024-06-10,10:30:00,Cancelled
ORD016471,CUS42686,E0463,2024-07-29,08:00:00,Created
ORD016472,CUS10469,E0479,2024-10-12,08:00:00,Cancelled
ORD016473,CUS44608,E0051,2024-07-01,15:00:00,Cancelled
ORD016474,CUS06001,E0425,2023-03-15,19:00:00,Cancelled
ORD016475,CUS72802,E0205,2023-09-04,08:00:00,Created
ORD016476,CUS29136,E0264,2023-12-09,19:00:00,Cancelled
ORD016477,CUS49680,E0285,2022-04-24,10:30:00,Paid
ORD016478,CUS04906,E0342,2023-04-25,19:00:00,Created
ORD016479,CUS26202,E0360,2024-03-22,19:00:00,Cancelled
ORD016480,CUS74401,E0490,2022-08-04,15:00:00,Paid
ORD016481,CUS72080,E0109,2024-10-02,19:00:00,Cancelled
ORD016482,CUS75939,E0380,2024-10-05,19:00:00,Cancelled
ORD016483,CUS19872,E0452,2024-11-21,10:30:00,Cancelled
ORD016484,CUS59325,E0105,2022-08-04,15:00:00,Created
ORD016485,CUS45309,E0132,2023-06-13,15:00:00,Cancelled
ORD016486,CUS15169,E0486,2022-11-03,19:00:00,Cancelled
ORD016487,CUS26824,E0246,2022-12-07,19:00:00,Cancelled
ORD016488,CUS36669,E0370,2023-05-11,08:00:00,Cancelled
ORD016489,CUS34077,E0370,2024-08-19,15:00:00,Cancelled
ORD016490,CUS06477,E0363,2023-01-20,10:30:00,Created
ORD016491,CUS74462,E0297,2023-06-13,10:30:00,Paid
ORD016492,CUS06379,E0458,2023-03-19,19:00:00,Cancelled
ORD016493,CUS73066,E0321,2022-09-21,19:00:00,Created
ORD016494,CUS51274,E0315,2024-12-18,08:00:00,Created
ORD016495,CUS51326,E0386,2022-04-23,15:00:00,Cancelled
ORD016496,CUS24587,E0405,2022-07-12,15:00:00,Created
ORD016497,CUS24330,E0104,2024-05-14,15:00:00,Cancelled
ORD016498,CUS02123,E0402,2024-11-15,19:00:00,Created
ORD016499,CUS03887,E0435,2024-11-05,10:30:00,Created
ORD016500,CUS67361,E0213,2023-01-20,15:00:00,Created
ORD016501,CUS63719,E0253,2023-08-14,19:00:00,Cancelled
ORD016502,CUS79632,E0232,2024-01-30,19:00:00,Cancelled
ORD016503,CUS64134,E0310,2024-06-27,08:00:00,Paid
ORD016504,CUS10343,E0066,2022-07-09,08:00:00,Created
ORD016505,CUS41295,E0437,2024-03-07,19:00:00,Cancelled
ORD016506,CUS73063,E0287,2024-09-25,08:00:00,Created
ORD016507,CUS08033,E0374,2022-07-04,15:00:00,Cancelled
ORD016508,CUS05484,E0106,2023-03-25,19:00:00,Created
ORD016509,CUS10164,E0357,2022-04-01,15:00:00,Paid
ORD016510,CUS43948,E0021,2024-09-07,08:00:00,Cancelled
ORD016511,CUS62117,E0238,2022-02-16,08:00:00,Created
ORD016512,CUS00080,E0340,2024-04-20,08:00:00,Created
ORD016513,CUS51947,E0498,2022-06-16,19:00:00,Created
ORD016514,CUS70869,E0154,2024-07-03,10:30:00,Created
ORD016515,CUS07926,E0021,2023-06-06,08:00:00,Paid
ORD016516,CUS18611,E0280,2022-04-29,15:00:00,Paid
ORD016517,CUS19200,E0414,2023-01-07,08:00:00,Cancelled
ORD016518,CUS52657,E0437,2022-06-15,15:00:00,Created
ORD016519,CUS04003,E0144,2024-12-14,15:00:00,Created
ORD016520,CUS24632,E0178,2022-09-16,08:00:00,Created
ORD016521,CUS56905,E0099,2023-04-01,15:00:00,Paid
ORD016522,CUS66976,E0156,2022-08-23,19:00:00,Paid
ORD016523,CUS68412,E0262,2022-12-08,08:00:00,Created
ORD016524,CUS04458,E0265,2024-10-11,15:00:00,Paid
ORD016525,CUS65934,E0120,2023-12-26,10:30:00,Cancelled
ORD016526,CUS30987,E0237,2023-09-05,08:00:00,Cancelled
ORD016527,CUS08058,E0235,2024-03-27,08:00:00,Cancelled
ORD016528,CUS12054,E0494,2023-05-06,08:00:00,Cancelled
ORD016529,CUS23996,E0188,2022-03-12,10:30:00,Created
ORD016530,CUS71518,E0281,2024-04-07,15:00:00,Created
ORD016531,CUS76298,E0023,2024-01-05,19:00:00,Paid
ORD016532,CUS73011,E0208,2024-06-03,19:00:00,Paid
ORD016533,CUS08944,E0137,2022-03-27,15:00:00,Paid
ORD016534,CUS35844,E0119,2023-06-29,15:00:00,Cancelled
ORD016535,CUS60092,E0406,2022-04-11,10:30:00,Paid
ORD016536,CUS07033,E0090,2023-06-04,15:00:00,Created
ORD016537,CUS68297,E0137,2024-08-04,10:30:00,Cancelled
ORD016538,CUS35700,E0308,2024-03-07,19:00:00,Paid
ORD016539,CUS61019,E0079,2024-01-26,15:00:00,Paid
ORD016540,CUS06341,E0405,2022-12-11,10:30:00,Cancelled
ORD016541,CUS06238,E0495,2023-01-23,10:30:00,Paid
ORD016542,CUS03571,E0247,2023-09-18,08:00:00,Cancelled
ORD016543,CUS72912,E0090,2023-08-05,08:00:00,Created
ORD016544,CUS30644,E0453,2022-02-27,10:30:00,Cancelled
ORD016545,CUS50487,E0281,2024-08-26,15:00:00,Paid
ORD016546,CUS18357,E0401,2022-03-22,15:00:00,Paid
ORD016547,CUS64121,E0435,2024-06-14,10:30:00,Paid
ORD016548,CUS37871,E0005,2022-10-17,19:00:00,Created
ORD016549,CUS65694,E0069,2022-05-17,10:30:00,Paid
ORD016550,CUS66659,E0492,2023-03-19,15:00:00,Paid
ORD016551,CUS59327,E0117,2024-09-25,15:00:00,Paid
ORD016552,CUS54340,E0423,2022-07-20,19:00:00,Paid
ORD016553,CUS78324,E0499,2022-02-20,10:30:00,Created
ORD016554,CUS26184,E0123,2024-11-28,10:30:00,Paid
ORD016555,CUS35588,E0055,2022-06-25,19:00:00,Cancelled
ORD016556,CUS64271,E0225,2024-08-17,19:00:00,Cancelled
ORD016557,CUS56840,E0299,2023-09-19,10:30:00,Paid
ORD016558,CUS23451,E0205,2023-09-25,15:00:00,Cancelled
ORD016559,CUS24773,E0044,2022-01-03,15:00:00,Created
ORD016560,CUS49570,E0234,2023-03-04,08:00:00,Paid
ORD016561,CUS49387,E0292,2022-02-28,15:00:00,Paid
ORD016562,CUS10444,E0439,2023-06-21,08:00:00,Created
ORD016563,CUS00437,E0259,2024-03-19,10:30:00,Created
ORD016564,CUS23675,E0073,2023-05-15,08:00:00,Created
ORD016565,CUS05983,E0335,2022-11-29,10:30:00,Cancelled
ORD016566,CUS17188,E0283,2022-07-18,15:00:00,Paid
ORD016567,CUS72397,E0335,2023-05-23,19:00:00,Created
ORD016568,CUS19163,E0079,2022-01-25,08:00:00,Created
ORD016569,CUS48912,E0280,2024-11-25,10:30:00,Paid
ORD016570,CUS33427,E0227,2023-05-28,10:30:00,Paid
ORD016571,CUS58898,E0395,2022-09-28,15:00:00,Cancelled
ORD016572,CUS28368,E0308,2024-10-23,08:00:00,Cancelled
ORD016573,CUS20653,E0285,2022-08-17,15:00:00,Paid
ORD016574,CUS16132,E0227,2023-10-01,19:00:00,Created
ORD016575,CUS71903,E0474,2022-04-17,10:30:00,Created
ORD016576,CUS05991,E0235,2024-03-15,08:00:00,Paid
ORD016577,CUS65680,E0423,2022-04-12,10:30:00,Created
ORD016578,CUS79580,E0440,2023-04-02,10:30:00,Cancelled
ORD016579,CUS70506,E0472,2024-01-16,08:00:00,Created
ORD016580,CUS43339,E0389,2024-09-21,10:30:00,Cancelled
ORD016581,CUS48312,E0416,2024-08-05,10:30:00,Created
ORD016582,CUS65708,E0487,2023-10-30,08:00:00,Cancelled
ORD016583,CUS10814,E0463,2023-02-07,10:30:00,Paid
ORD016584,CUS25343,E0100,2022-05-10,08:00:00,Created
ORD016585,CUS30575,E0282,2024-08-17,10:30:00,Created
ORD016586,CUS23202,E0142,2023-11-18,10:30:00,Paid
ORD016587,CUS22134,E0471,2024-01-19,10:30:00,Cancelled
ORD016588,CUS33151,E0176,2024-02-27,19:00:00,Cancelled
ORD016589,CUS77688,E0499,2024-10-31,15:00:00,Paid
ORD016590,CUS26655,E0381,2022-09-08,15:00:00,Cancelled
ORD016591,CUS18203,E0044,2023-11-09,19:00:00,Cancelled
ORD016592,CUS53195,E0283,2024-10-21,08:00:00,Paid
ORD016593,CUS10413,E0496,2023-02-24,08:00:00,Paid
ORD016594,CUS14256,E0468,2024-09-17,15:00:00,Cancelled
ORD016595,CUS67958,E0305,2023-05-16,19:00:00,Created
ORD016596,CUS35457,E0168,2023-11-12,15:00:00,Paid
ORD016597,CUS54256,E0009,2023-12-28,19:00:00,Created
ORD016598,CUS31729,E0173,2022-01-31,15:00:00,Created
ORD016599,CUS47171,E0092,2023-03-20,19:00:00,Cancelled
ORD016600,CUS29296,E0320,2024-11-19,08:00:00,Created
ORD016601,CUS54090,E0138,2024-02-20,15:00:00,Cancelled
ORD016602,CUS53343,E0125,2022-12-27,19:00:00,Created
ORD016603,CUS51317,E0143,2023-09-05,15:00:00,Cancelled
ORD016604,CUS14218,E0388,2024-11-01,08:00:00,Cancelled
ORD016605,CUS75756,E0163,2022-09-08,19:00:00,Cancelled
ORD016606,CUS23461,E0421,2024-12-30,15:00:00,Paid
ORD016607,CUS03922,E0410,2022-09-25,10:30:00,Cancelled
ORD016608,CUS32537,E0023,2024-04-14,19:00:00,Created
ORD016609,CUS24629,E0093,2023-09-10,19:00:00,Paid
ORD016610,CUS53267,E0142,2022-06-19,19:00:00,Created
ORD016611,CUS64197,E0421,2022-12-07,15:00:00,Created
ORD016612,CUS25768,E0392,2023-03-13,15:00:00,Created
ORD016613,CUS54071,E0036,2023-01-06,19:00:00,Cancelled
ORD016614,CUS42647,E0149,2024-03-05,19:00:00,Paid
ORD016615,CUS50993,E0297,2023-09-08,10:30:00,Cancelled
ORD016616,CUS61688,E0470,2022-05-30,15:00:00,Cancelled
ORD016617,CUS55241,E0063,2024-12-04,08:00:00,Paid
ORD016618,CUS28070,E0155,2022-08-24,15:00:00,Paid
ORD016619,CUS15863,E0377,2022-03-26,15:00:00,Paid
ORD016620,CUS73277,E0210,2023-08-03,08:00:00,Created
ORD016621,CUS29470,E0178,2024-06-12,10:30:00,Created
ORD016622,CUS13546,E0297,2022-02-09,15:00:00,Created
ORD016623,CUS49548,E0376,2024-11-19,08:00:00,Paid
ORD016624,CUS34131,E0368,2022-11-19,08:00:00,Cancelled
ORD016625,CUS24850,E0109,2022-08-08,10:30:00,Cancelled
ORD016626,CUS74264,E0026,2024-09-16,08:00:00,Paid
ORD016627,CUS53689,E0263,2022-08-11,10:30:00,Cancelled
ORD016628,CUS10235,E0431,2024-10-28,10:30:00,Cancelled
ORD016629,CUS18142,E0455,2023-07-11,15:00:00,Created
ORD016630,CUS20869,E0207,2024-06-30,08:00:00,Cancelled
ORD016631,CUS36180,E0268,2022-07-23,10:30:00,Cancelled
ORD016632,CUS75369,E0254,2024-06-15,10:30:00,Cancelled
ORD016633,CUS53041,E0175,2022-05-06,15:00:00,Created
ORD016634,CUS72459,E0324,2022-10-23,08:00:00,Cancelled
ORD016635,CUS33228,E0196,2022-10-18,08:00:00,Cancelled
ORD016636,CUS19936,E0197,2024-09-25,08:00:00,Cancelled
ORD016637,CUS21690,E0327,2024-05-26,08:00:00,Paid
ORD016638,CUS62104,E0372,2023-09-23,15:00:00,Paid
ORD016639,CUS57028,E0060,2023-12-17,08:00:00,Cancelled
ORD016640,CUS29348,E0436,2022-06-04,19:00:00,Cancelled
ORD016641,CUS04804,E0088,2023-10-28,15:00:00,Paid
ORD016642,CUS43305,E0176,2023-10-09,10:30:00,Cancelled
ORD016643,CUS54616,E0494,2024-03-14,19:00:00,Cancelled
ORD016644,CUS42194,E0243,2024-08-10,08:00:00,Created
ORD016645,CUS79727,E0210,2023-12-18,10:30:00,Cancelled
ORD016646,CUS10316,E0104,2022-03-06,10:30:00,Created
ORD016647,CUS69776,E0436,2022-11-19,15:00:00,Cancelled
ORD016648,CUS43593,E0236,2022-03-11,10:30:00,Cancelled
ORD016649,CUS45461,E0409,2024-11-06,08:00:00,Paid
ORD016650,CUS30203,E0409,2023-02-21,19:00:00,Paid
ORD016651,CUS39977,E0457,2024-09-06,15:00:00,Paid
ORD016652,CUS66158,E0260,2024-05-09,10:30:00,Paid
ORD016653,CUS11661,E0247,2023-04-07,19:00:00,Cancelled
ORD016654,CUS05492,E0387,2023-12-03,15:00:00,Created
ORD016655,CUS41649,E0410,2023-03-19,19:00:00,Created
ORD016656,CUS17226,E0381,2024-01-20,10:30:00,Cancelled
ORD016657,CUS72986,E0388,2022-04-24,08:00:00,Paid
ORD016658,CUS00107,E0251,2023-09-20,10:30:00,Paid
ORD016659,CUS43269,E0306,2023-07-17,10:30:00,Cancelled
ORD016660,CUS55879,E0394,2022-05-21,19:00:00,Paid
ORD016661,CUS58996,E0161,2023-03-11,19:00:00,Created
ORD016662,CUS19664,E0079,2024-07-17,15:00:00,Paid
ORD016663,CUS41199,E0436,2024-09-05,10:30:00,Paid
ORD016664,CUS69054,E0213,2024-11-27,08:00:00,Paid
ORD016665,CUS29023,E0128,2023-01-24,15:00:00,Paid
ORD016666,CUS53606,E0116,2023-05-16,19:00:00,Paid
ORD016667,CUS66461,E0029,2024-05-14,08:00:00,Paid
ORD016668,CUS35362,E0497,2023-04-09,08:00:00,Paid
ORD016669,CUS60832,E0416,2023-09-02,15:00:00,Created
ORD016670,CUS27105,E0035,2023-02-13,15:00:00,Paid
ORD016671,CUS38147,E0323,2022-10-16,15:00:00,Created
ORD016672,CUS15663,E0174,2022-01-18,08:00:00,Cancelled
ORD016673,CUS52676,E0215,2022-04-23,15:00:00,Paid
ORD016674,CUS58029,E0493,2024-12-09,19:00:00,Cancelled
ORD016675,CUS47353,E0402,2024-11-12,10:30:00,Cancelled
ORD016676,CUS15885,E0425,2023-06-09,19:00:00,Cancelled
ORD016677,CUS67175,E0055,2022-01-07,10:30:00,Created
ORD016678,CUS36488,E0285,2023-06-15,19:00:00,Paid
ORD016679,CUS64519,E0165,2023-06-18,15:00:00,Cancelled
ORD016680,CUS35614,E0125,2024-10-27,10:30:00,Paid
ORD016681,CUS56557,E0202,2022-06-02,19:00:00,Cancelled
ORD016682,CUS18217,E0191,2022-04-21,19:00:00,Cancelled
ORD016683,CUS73713,E0480,2023-05-17,08:00:00,Cancelled
ORD016684,CUS51260,E0357,2024-10-29,15:00:00,Paid
ORD016685,CUS21454,E0350,2022-08-31,15:00:00,Created
ORD016686,CUS02585,E0064,2023-03-23,10:30:00,Created
ORD016687,CUS17024,E0139,2024-01-27,08:00:00,Cancelled
ORD016688,CUS55958,E0386,2023-12-03,10:30:00,Paid
ORD016689,CUS60589,E0001,2024-03-22,10:30:00,Paid
ORD016690,CUS06507,E0361,2023-11-23,08:00:00,Cancelled
ORD016691,CUS70993,E0067,2023-05-22,19:00:00,Paid
ORD016692,CUS17184,E0179,2024-07-10,10:30:00,Created
ORD016693,CUS40972,E0477,2024-08-19,19:00:00,Paid
ORD016694,CUS33904,E0392,2023-10-27,19:00:00,Paid
ORD016695,CUS60276,E0441,2023-03-01,08:00:00,Cancelled
ORD016696,CUS43712,E0292,2022-01-09,08:00:00,Cancelled
ORD016697,CUS27225,E0060,2023-08-04,15:00:00,Created
ORD016698,CUS48737,E0269,2024-09-23,19:00:00,Cancelled
ORD016699,CUS13639,E0208,2022-04-28,08:00:00,Paid
ORD016700,CUS17611,E0115,2024-12-30,15:00:00,Paid
ORD016701,CUS14828,E0482,2023-03-20,15:00:00,Created
ORD016702,CUS77466,E0134,2022-03-21,08:00:00,Cancelled
ORD016703,CUS79538,E0387,2023-11-12,15:00:00,Cancelled
ORD016704,CUS01049,E0231,2023-11-15,15:00:00,Created
ORD016705,CUS55729,E0121,2022-02-12,19:00:00,Created
ORD016706,CUS25109,E0410,2023-06-06,08:00:00,Created
ORD016707,CUS64926,E0399,2022-11-11,15:00:00,Created
ORD016708,CUS22595,E0270,2022-05-16,08:00:00,Cancelled
ORD016709,CUS59135,E0041,2023-10-29,15:00:00,Created
ORD016710,CUS53146,E0289,2024-11-15,10:30:00,Paid
ORD016711,CUS43276,E0026,2024-03-15,19:00:00,Paid
ORD016712,CUS50941,E0223,2022-03-15,19:00:00,Paid
ORD016713,CUS36440,E0434,2024-08-04,15:00:00,Created
ORD016714,CUS64542,E0200,2024-03-04,15:00:00,Paid
ORD016715,CUS74725,E0031,2023-02-13,08:00:00,Cancelled
ORD016716,CUS44540,E0375,2022-05-14,10:30:00,Created
ORD016717,CUS25576,E0270,2024-07-15,15:00:00,Cancelled
ORD016718,CUS62960,E0103,2024-01-16,19:00:00,Cancelled
ORD016719,CUS52627,E0069,2024-01-30,15:00:00,Paid
ORD016720,CUS77770,E0035,2024-08-06,19:00:00,Cancelled
ORD016721,CUS02094,E0142,2024-04-29,08:00:00,Created
ORD016722,CUS71064,E0205,2024-03-08,10:30:00,Cancelled
ORD016723,CUS73764,E0016,2024-08-04,08:00:00,Cancelled
ORD016724,CUS35960,E0411,2023-08-01,15:00:00,Created
ORD016725,CUS34665,E0425,2022-11-19,10:30:00,Paid
ORD016726,CUS39816,E0172,2022-07-08,10:30:00,Paid
ORD016727,CUS15127,E0176,2024-10-21,19:00:00,Cancelled
ORD016728,CUS57434,E0255,2023-07-18,19:00:00,Created
ORD016729,CUS77406,E0374,2022-03-03,08:00:00,Cancelled
ORD016730,CUS11077,E0044,2022-07-11,15:00:00,Paid
ORD016731,CUS72519,E0285,2024-06-30,15:00:00,Cancelled
ORD016732,CUS05074,E0078,2023-03-10,08:00:00,Paid
ORD016733,CUS24270,E0465,2023-06-17,08:00:00,Paid
ORD016734,CUS07571,E0401,2023-08-31,15:00:00,Cancelled
ORD016735,CUS27148,E0176,2022-08-20,10:30:00,Created
ORD016736,CUS02780,E0127,2022-03-14,15:00:00,Paid
ORD016737,CUS26097,E0316,2024-08-01,15:00:00,Created
ORD016738,CUS35898,E0358,2023-08-04,15:00:00,Paid
ORD016739,CUS70863,E0171,2023-02-22,15:00:00,Paid
ORD016740,CUS77969,E0170,2023-07-31,15:00:00,Created
ORD016741,CUS19327,E0458,2023-03-25,15:00:00,Paid
ORD016742,CUS63486,E0128,2024-03-14,08:00:00,Paid
ORD016743,CUS24260,E0421,2023-09-23,08:00:00,Cancelled
ORD016744,CUS15883,E0195,2024-12-18,08:00:00,Cancelled
ORD016745,CUS62970,E0283,2022-12-02,08:00:00,Paid
ORD016746,CUS58933,E0013,2023-07-15,10:30:00,Cancelled
ORD016747,CUS37838,E0492,2023-02-26,10:30:00,Cancelled
ORD016748,CUS37448,E0281,2024-01-09,10:30:00,Cancelled
ORD016749,CUS28477,E0387,2024-12-23,10:30:00,Cancelled
ORD016750,CUS70559,E0255,2024-06-11,10:30:00,Cancelled
ORD016751,CUS00614,E0165,2022-12-01,10:30:00,Created
ORD016752,CUS52535,E0432,2023-08-30,15:00:00,Created
ORD016753,CUS18780,E0339,2022-05-02,08:00:00,Created
ORD016754,CUS29357,E0357,2023-08-27,15:00:00,Created
ORD016755,CUS22696,E0246,2024-11-01,15:00:00,Paid
ORD016756,CUS73857,E0402,2023-05-30,10:30:00,Cancelled
ORD016757,CUS71459,E0442,2022-09-26,10:30:00,Created
ORD016758,CUS68939,E0171,2024-02-20,08:00:00,Paid
ORD016759,CUS32211,E0042,2022-05-07,10:30:00,Cancelled
ORD016760,CUS10064,E0210,2024-02-20,15:00:00,Cancelled
ORD016761,CUS06025,E0300,2022-12-23,19:00:00,Paid
ORD016762,CUS49257,E0178,2023-09-03,08:00:00,Paid
ORD016763,CUS30432,E0068,2024-11-30,19:00:00,Paid
ORD016764,CUS48723,E0116,2024-01-20,19:00:00,Paid
ORD016765,CUS11688,E0068,2022-08-07,08:00:00,Paid
ORD016766,CUS06667,E0266,2022-04-24,10:30:00,Created
ORD016767,CUS08525,E0308,2022-09-28,15:00:00,Created
ORD016768,CUS77082,E0003,2023-09-28,19:00:00,Cancelled
ORD016769,CUS19222,E0459,2022-01-06,10:30:00,Cancelled
ORD016770,CUS72111,E0043,2024-10-04,08:00:00,Paid
ORD016771,CUS11722,E0142,2022-11-16,15:00:00,Created
ORD016772,CUS73764,E0364,2022-10-31,19:00:00,Created
ORD016773,CUS55915,E0493,2024-12-07,15:00:00,Paid
ORD016774,CUS13878,E0321,2022-06-05,19:00:00,Created
ORD016775,CUS23269,E0140,2024-11-19,08:00:00,Created
ORD016776,CUS12020,E0211,2022-12-08,10:30:00,Cancelled
ORD016777,CUS76747,E0421,2024-07-04,15:00:00,Created
ORD016778,CUS65089,E0054,2022-05-06,15:00:00,Created
ORD016779,CUS31431,E0085,2022-12-13,19:00:00,Paid
ORD016780,CUS69196,E0161,2022-09-09,15:00:00,Created
ORD016781,CUS05954,E0292,2022-06-17,10:30:00,Created
ORD016782,CUS25533,E0198,2023-01-24,15:00:00,Created
ORD016783,CUS01335,E0420,2022-06-04,08:00:00,Created
ORD016784,CUS18243,E0129,2024-07-20,10:30:00,Paid
ORD016785,CUS16774,E0027,2023-06-18,10:30:00,Cancelled
ORD016786,CUS10041,E0014,2024-10-08,10:30:00,Paid
ORD016787,CUS43899,E0020,2022-01-04,19:00:00,Paid
ORD016788,CUS42677,E0379,2022-06-19,19:00:00,Created
ORD016789,CUS76879,E0190,2023-04-24,10:30:00,Cancelled
ORD016790,CUS69025,E0137,2023-10-30,15:00:00,Cancelled
ORD016791,CUS69719,E0344,2024-03-05,10:30:00,Cancelled
ORD016792,CUS56908,E0168,2024-03-07,10:30:00,Cancelled
ORD016793,CUS50793,E0219,2023-05-31,08:00:00,Cancelled
ORD016794,CUS20970,E0444,2022-04-05,15:00:00,Paid
ORD016795,CUS25195,E0462,2023-08-25,19:00:00,Created
ORD016796,CUS71447,E0196,2023-11-04,15:00:00,Cancelled
ORD016797,CUS47258,E0376,2022-07-23,08:00:00,Created
ORD016798,CUS55923,E0034,2023-08-10,15:00:00,Cancelled
ORD016799,CUS44139,E0468,2022-06-25,15:00:00,Cancelled
ORD016800,CUS39181,E0278,2024-04-13,10:30:00,Created
ORD016801,CUS30299,E0366,2022-10-01,10:30:00,Paid
ORD016802,CUS09286,E0300,2022-01-16,10:30:00,Cancelled
ORD016803,CUS74323,E0157,2022-12-01,15:00:00,Cancelled
ORD016804,CUS01746,E0492,2024-07-20,15:00:00,Created
ORD016805,CUS71956,E0334,2022-02-27,19:00:00,Paid
ORD016806,CUS23809,E0061,2023-06-02,10:30:00,Created
ORD016807,CUS04492,E0378,2022-11-24,10:30:00,Cancelled
ORD016808,CUS04555,E0421,2024-02-19,15:00:00,Cancelled
ORD016809,CUS33255,E0351,2022-03-02,19:00:00,Paid
ORD016810,CUS65338,E0018,2023-08-29,08:00:00,Created
ORD016811,CUS52458,E0057,2024-05-07,19:00:00,Paid
ORD016812,CUS31355,E0289,2022-11-30,10:30:00,Cancelled
ORD016813,CUS72037,E0072,2022-01-02,10:30:00,Cancelled
ORD016814,CUS79474,E0453,2024-10-15,19:00:00,Created
ORD016815,CUS45328,E0058,2023-08-28,19:00:00,Paid
ORD016816,CUS55306,E0300,2023-07-11,19:00:00,Paid
ORD016817,CUS29963,E0008,2024-01-12,15:00:00,Cancelled
ORD016818,CUS62940,E0450,2022-05-03,08:00:00,Paid
ORD016819,CUS00418,E0090,2024-04-28,19:00:00,Paid
ORD016820,CUS43980,E0208,2023-07-17,15:00:00,Created
ORD016821,CUS75651,E0325,2024-02-25,15:00:00,Paid
ORD016822,CUS20963,E0101,2024-12-12,19:00:00,Cancelled
ORD016823,CUS75563,E0305,2022-01-25,19:00:00,Cancelled
ORD016824,CUS03992,E0247,2022-05-13,15:00:00,Paid
ORD016825,CUS39601,E0384,2022-04-06,15:00:00,Cancelled
ORD016826,CUS39047,E0302,2024-11-22,08:00:00,Paid
ORD016827,CUS35088,E0269,2023-04-17,08:00:00,Cancelled
ORD016828,CUS04155,E0027,2024-09-11,19:00:00,Cancelled
ORD016829,CUS58298,E0269,2024-02-13,15:00:00,Created
ORD016830,CUS57322,E0421,2023-05-01,15:00:00,Cancelled
ORD016831,CUS56809,E0175,2022-01-09,19:00:00,Cancelled
ORD016832,CUS61044,E0014,2023-07-08,15:00:00,Paid
ORD016833,CUS06949,E0096,2023-02-16,15:00:00,Paid
ORD016834,CUS54278,E0259,2022-06-29,08:00:00,Paid
ORD016835,CUS10229,E0269,2024-09-30,10:30:00,Cancelled
ORD016836,CUS71650,E0485,2024-04-30,15:00:00,Created
ORD016837,CUS25990,E0410,2022-10-13,08:00:00,Cancelled
ORD016838,CUS31090,E0067,2024-04-20,10:30:00,Created
ORD016839,CUS29149,E0260,2022-01-29,10:30:00,Cancelled
ORD016840,CUS68131,E0053,2023-05-31,15:00:00,Cancelled
ORD016841,CUS73364,E0328,2022-11-06,08:00:00,Created
ORD016842,CUS43119,E0210,2024-06-24,19:00:00,Created
ORD016843,CUS24150,E0335,2022-05-16,10:30:00,Paid
ORD016844,CUS18097,E0038,2023-04-05,08:00:00,Paid
ORD016845,CUS79573,E0350,2024-08-13,19:00:00,Cancelled
ORD016846,CUS07871,E0342,2023-08-16,08:00:00,Created
ORD016847,CUS57381,E0242,2024-12-04,19:00:00,Created
ORD016848,CUS18888,E0204,2023-01-25,19:00:00,Cancelled
ORD016849,CUS16919,E0376,2022-08-11,10:30:00,Cancelled
ORD016850,CUS35545,E0135,2024-11-09,08:00:00,Cancelled
ORD016851,CUS31097,E0357,2024-11-05,19:00:00,Created
ORD016852,CUS75333,E0227,2023-05-12,19:00:00,Cancelled
ORD016853,CUS07184,E0489,2022-07-21,19:00:00,Paid
ORD016854,CUS54007,E0049,2023-02-28,15:00:00,Paid
ORD016855,CUS76115,E0400,2024-11-22,19:00:00,Created
ORD016856,CUS62105,E0173,2022-12-03,19:00:00,Created
ORD016857,CUS70257,E0079,2022-08-31,10:30:00,Created
ORD016858,CUS00513,E0108,2024-07-06,19:00:00,Paid
ORD016859,CUS03733,E0159,2022-07-20,08:00:00,Cancelled
ORD016860,CUS12527,E0302,2022-05-01,15:00:00,Cancelled
ORD016861,CUS14496,E0030,2024-08-01,19:00:00,Created
ORD016862,CUS58237,E0006,2022-05-29,15:00:00,Created
ORD016863,CUS51863,E0060,2023-10-24,10:30:00,Cancelled
ORD016864,CUS35685,E0223,2024-03-06,19:00:00,Created
ORD016865,CUS39078,E0150,2024-05-23,15:00:00,Created
ORD016866,CUS73131,E0465,2022-02-09,19:00:00,Created
ORD016867,CUS11987,E0053,2023-10-03,08:00:00,Paid
ORD016868,CUS72357,E0161,2022-11-02,08:00:00,Created
ORD016869,CUS14653,E0202,2023-08-27,15:00:00,Cancelled
ORD016870,CUS18668,E0040,2022-11-12,15:00:00,Cancelled
ORD016871,CUS67579,E0169,2022-06-14,10:30:00,Cancelled
ORD016872,CUS31231,E0268,2022-10-18,15:00:00,Created
ORD016873,CUS73671,E0500,2023-05-26,19:00:00,Cancelled
ORD016874,CUS37711,E0356,2023-10-24,19:00:00,Paid
ORD016875,CUS04641,E0254,2022-11-02,08:00:00,Created
ORD016876,CUS56428,E0267,2023-03-30,10:30:00,Paid
ORD016877,CUS05880,E0152,2023-04-17,10:30:00,Cancelled
ORD016878,CUS00614,E0394,2022-03-01,19:00:00,Paid
ORD016879,CUS28720,E0434,2024-03-25,10:30:00,Paid
ORD016880,CUS42243,E0197,2023-02-04,15:00:00,Paid
ORD016881,CUS51889,E0123,2024-10-26,10:30:00,Cancelled
ORD016882,CUS33484,E0034,2024-07-06,19:00:00,Paid
