PrescriptionID,DrugID,Quantity,UsageInstruction
PRSC085996,DRG0257,10,"Uống sau khi ăn, ngày 2 lần"
PRSC017156,DRG0200,8,"Uống sau khi ăn, ngày 2 lần"
PRSC020008,DRG0143,9,"Uống sau khi ăn, ngày 2 lần"
PRSC077882,DRG0282,5,"Uống sau khi ăn, ngày 2 lần"
PRSC097051,DRG0046,10,"Uống sau khi ăn, ngày 2 lần"
PRSC073340,DRG0292,9,"Uống sau khi ăn, ngày 2 lần"
PRSC045181,DRG0228,8,"Uống sau khi ăn, ngày 2 lần"
PRSC019899,DRG0073,4,"Uống sau khi ăn, ngày 2 lần"
PRSC002891,DRG0073,6,"Uống sau khi ăn, ngày 2 lần"
PRSC034126,DRG0094,5,"Uống sau khi ăn, ngày 2 lần"
PRSC024044,DRG0152,5,"Uống sau khi ăn, ngày 2 lần"
PRSC038887,DRG0008,7,"Uống sau khi ăn, ngày 2 lần"
PRSC038542,DRG0140,5,"Uống sau khi ăn, ngày 2 lần"
PRSC004863,DRG0211,7,"Uống sau khi ăn, ngày 2 lần"
PRSC004726,DRG0118,9,"Uống sau khi ăn, ngày 2 lần"
PRSC003728,DRG0234,6,"Uống sau khi ăn, ngày 2 lần"
PRSC073694,DRG0071,10,"Uống sau khi ăn, ngày 2 lần"
PRSC012671,DRG0297,8,"Uống sau khi ăn, ngày 2 lần"
PRSC019725,DRG0013,4,"Uống sau khi ăn, ngày 2 lần"
PRSC013790,DRG0067,3,"Uống sau khi ăn, ngày 2 lần"
PRSC093254,DRG0206,3,"Uống sau khi ăn, ngày 2 lần"
PRSC030889,DRG0221,1,"Uống sau khi ăn, ngày 2 lần"
PRSC048557,DRG0108,4,"Uống sau khi ăn, ngày 2 lần"
PRSC074706,DRG0133,3,"Uống sau khi ăn, ngày 2 lần"
PRSC089160,DRG0121,1,"Uống sau khi ăn, ngày 2 lần"
PRSC032468,DRG0165,1,"Uống sau khi ăn, ngày 2 lần"
PRSC063185,DRG0025,3,"Uống sau khi ăn, ngày 2 lần"
PRSC090591,DRG0236,10,"Uống sau khi ăn, ngày 2 lần"
PRSC037085,DRG0251,6,"Uống sau khi ăn, ngày 2 lần"
PRSC061826,DRG0029,4,"Uống sau khi ăn, ngày 2 lần"
PRSC030514,DRG0240,9,"Uống sau khi ăn, ngày 2 lần"
PRSC091918,DRG0292,5,"Uống sau khi ăn, ngày 2 lần"
PRSC049464,DRG0279,10,"Uống sau khi ăn, ngày 2 lần"
PRSC000354,DRG0260,4,"Uống sau khi ăn, ngày 2 lần"
PRSC082784,DRG0184,7,"Uống sau khi ăn, ngày 2 lần"
PRSC089084,DRG0230,10,"Uống sau khi ăn, ngày 2 lần"
PRSC089798,DRG0152,3,"Uống sau khi ăn, ngày 2 lần"
PRSC021777,DRG0232,8,"Uống sau khi ăn, ngày 2 lần"
PRSC088334,DRG0261,6,"Uống sau khi ăn, ngày 2 lần"
PRSC051970,DRG0245,9,"Uống sau khi ăn, ngày 2 lần"
PRSC050211,DRG0281,9,"Uống sau khi ăn, ngày 2 lần"
PRSC031972,DRG0280,1,"Uống sau khi ăn, ngày 2 lần"
PRSC005707,DRG0092,1,"Uống sau khi ăn, ngày 2 lần"
PRSC012221,DRG0241,7,"Uống sau khi ăn, ngày 2 lần"
PRSC006860,DRG0276,5,"Uống sau khi ăn, ngày 2 lần"
PRSC062105,DRG0299,2,"Uống sau khi ăn, ngày 2 lần"
PRSC094992,DRG0220,4,"Uống sau khi ăn, ngày 2 lần"
PRSC076470,DRG0119,6,"Uống sau khi ăn, ngày 2 lần"
PRSC025474,DRG0274,3,"Uống sau khi ăn, ngày 2 lần"
PRSC056572,DRG0095,7,"Uống sau khi ăn, ngày 2 lần"
PRSC047206,DRG0053,9,"Uống sau khi ăn, ngày 2 lần"
PRSC066106,DRG0051,2,"Uống sau khi ăn, ngày 2 lần"
PRSC027973,DRG0159,1,"Uống sau khi ăn, ngày 2 lần"
PRSC032544,DRG0136,2,"Uống sau khi ăn, ngày 2 lần"
PRSC045575,DRG0297,5,"Uống sau khi ăn, ngày 2 lần"
PRSC023730,DRG0123,8,"Uống sau khi ăn, ngày 2 lần"
PRSC033768,DRG0043,7,"Uống sau khi ăn, ngày 2 lần"
PRSC045507,DRG0265,9,"Uống sau khi ăn, ngày 2 lần"
PRSC025773,DRG0014,4,"Uống sau khi ăn, ngày 2 lần"
PRSC012019,DRG0008,8,"Uống sau khi ăn, ngày 2 lần"
PRSC029710,DRG0160,7,"Uống sau khi ăn, ngày 2 lần"
PRSC056442,DRG0024,10,"Uống sau khi ăn, ngày 2 lần"
PRSC022226,DRG0069,9,"Uống sau khi ăn, ngày 2 lần"
PRSC084400,DRG0088,3,"Uống sau khi ăn, ngày 2 lần"
PRSC051574,DRG0075,3,"Uống sau khi ăn, ngày 2 lần"
PRSC055157,DRG0270,5,"Uống sau khi ăn, ngày 2 lần"
PRSC090551,DRG0258,6,"Uống sau khi ăn, ngày 2 lần"
PRSC014885,DRG0251,1,"Uống sau khi ăn, ngày 2 lần"
PRSC029518,DRG0297,6,"Uống sau khi ăn, ngày 2 lần"
PRSC081310,DRG0260,9,"Uống sau khi ăn, ngày 2 lần"
PRSC031553,DRG0018,1,"Uống sau khi ăn, ngày 2 lần"
PRSC010981,DRG0293,3,"Uống sau khi ăn, ngày 2 lần"
PRSC065172,DRG0230,9,"Uống sau khi ăn, ngày 2 lần"
PRSC033166,DRG0135,1,"Uống sau khi ăn, ngày 2 lần"
PRSC032456,DRG0044,9,"Uống sau khi ăn, ngày 2 lần"
PRSC072032,DRG0043,8,"Uống sau khi ăn, ngày 2 lần"
PRSC051191,DRG0077,6,"Uống sau khi ăn, ngày 2 lần"
PRSC077945,DRG0251,7,"Uống sau khi ăn, ngày 2 lần"
PRSC072637,DRG0100,5,"Uống sau khi ăn, ngày 2 lần"
PRSC075424,DRG0255,5,"Uống sau khi ăn, ngày 2 lần"
PRSC013889,DRG0240,7,"Uống sau khi ăn, ngày 2 lần"
PRSC023614,DRG0058,2,"Uống sau khi ăn, ngày 2 lần"
PRSC066308,DRG0169,10,"Uống sau khi ăn, ngày 2 lần"
PRSC070354,DRG0181,3,"Uống sau khi ăn, ngày 2 lần"
PRSC013727,DRG0047,9,"Uống sau khi ăn, ngày 2 lần"
PRSC047767,DRG0158,2,"Uống sau khi ăn, ngày 2 lần"
PRSC030198,DRG0064,9,"Uống sau khi ăn, ngày 2 lần"
PRSC076518,DRG0078,8,"Uống sau khi ăn, ngày 2 lần"
PRSC075679,DRG0028,8,"Uống sau khi ăn, ngày 2 lần"
PRSC068008,DRG0170,1,"Uống sau khi ăn, ngày 2 lần"
PRSC021618,DRG0131,5,"Uống sau khi ăn, ngày 2 lần"
PRSC074311,DRG0082,7,"Uống sau khi ăn, ngày 2 lần"
PRSC058380,DRG0261,9,"Uống sau khi ăn, ngày 2 lần"
PRSC024650,DRG0004,10,"Uống sau khi ăn, ngày 2 lần"
PRSC033739,DRG0112,6,"Uống sau khi ăn, ngày 2 lần"
PRSC021602,DRG0183,6,"Uống sau khi ăn, ngày 2 lần"
PRSC059894,DRG0014,9,"Uống sau khi ăn, ngày 2 lần"
PRSC096773,DRG0087,9,"Uống sau khi ăn, ngày 2 lần"
PRSC047732,DRG0017,5,"Uống sau khi ăn, ngày 2 lần"
PRSC001568,DRG0132,3,"Uống sau khi ăn, ngày 2 lần"
PRSC009687,DRG0110,5,"Uống sau khi ăn, ngày 2 lần"
PRSC000034,DRG0264,3,"Uống sau khi ăn, ngày 2 lần"
PRSC025304,DRG0037,4,"Uống sau khi ăn, ngày 2 lần"
PRSC024549,DRG0052,6,"Uống sau khi ăn, ngày 2 lần"
PRSC049096,DRG0071,3,"Uống sau khi ăn, ngày 2 lần"
PRSC020960,DRG0148,10,"Uống sau khi ăn, ngày 2 lần"
PRSC096474,DRG0026,10,"Uống sau khi ăn, ngày 2 lần"
PRSC042044,DRG0021,4,"Uống sau khi ăn, ngày 2 lần"
PRSC052620,DRG0051,1,"Uống sau khi ăn, ngày 2 lần"
PRSC066754,DRG0050,9,"Uống sau khi ăn, ngày 2 lần"
PRSC087041,DRG0185,3,"Uống sau khi ăn, ngày 2 lần"
PRSC024860,DRG0279,1,"Uống sau khi ăn, ngày 2 lần"
PRSC026550,DRG0019,9,"Uống sau khi ăn, ngày 2 lần"
PRSC043205,DRG0095,4,"Uống sau khi ăn, ngày 2 lần"
PRSC062486,DRG0076,10,"Uống sau khi ăn, ngày 2 lần"
PRSC094284,DRG0253,7,"Uống sau khi ăn, ngày 2 lần"
PRSC024011,DRG0091,4,"Uống sau khi ăn, ngày 2 lần"
PRSC011324,DRG0192,4,"Uống sau khi ăn, ngày 2 lần"
PRSC071535,DRG0268,2,"Uống sau khi ăn, ngày 2 lần"
PRSC041126,DRG0090,9,"Uống sau khi ăn, ngày 2 lần"
PRSC022248,DRG0091,7,"Uống sau khi ăn, ngày 2 lần"
PRSC087870,DRG0032,3,"Uống sau khi ăn, ngày 2 lần"
PRSC074349,DRG0092,1,"Uống sau khi ăn, ngày 2 lần"
PRSC012546,DRG0087,7,"Uống sau khi ăn, ngày 2 lần"
PRSC064847,DRG0292,5,"Uống sau khi ăn, ngày 2 lần"
PRSC003852,DRG0173,2,"Uống sau khi ăn, ngày 2 lần"
PRSC028031,DRG0197,7,"Uống sau khi ăn, ngày 2 lần"
PRSC039807,DRG0142,2,"Uống sau khi ăn, ngày 2 lần"
PRSC079577,DRG0140,1,"Uống sau khi ăn, ngày 2 lần"
PRSC016441,DRG0089,4,"Uống sau khi ăn, ngày 2 lần"
PRSC013718,DRG0071,2,"Uống sau khi ăn, ngày 2 lần"
PRSC060473,DRG0064,6,"Uống sau khi ăn, ngày 2 lần"
PRSC045343,DRG0124,2,"Uống sau khi ăn, ngày 2 lần"
PRSC009012,DRG0002,3,"Uống sau khi ăn, ngày 2 lần"
PRSC090992,DRG0116,4,"Uống sau khi ăn, ngày 2 lần"
PRSC061886,DRG0128,6,"Uống sau khi ăn, ngày 2 lần"
PRSC037221,DRG0152,6,"Uống sau khi ăn, ngày 2 lần"
PRSC091580,DRG0110,8,"Uống sau khi ăn, ngày 2 lần"
PRSC056182,DRG0259,8,"Uống sau khi ăn, ngày 2 lần"
PRSC011680,DRG0096,9,"Uống sau khi ăn, ngày 2 lần"
PRSC048414,DRG0053,3,"Uống sau khi ăn, ngày 2 lần"
PRSC073839,DRG0013,7,"Uống sau khi ăn, ngày 2 lần"
PRSC070364,DRG0093,8,"Uống sau khi ăn, ngày 2 lần"
PRSC040859,DRG0226,3,"Uống sau khi ăn, ngày 2 lần"
PRSC040814,DRG0156,8,"Uống sau khi ăn, ngày 2 lần"
PRSC097881,DRG0013,10,"Uống sau khi ăn, ngày 2 lần"
PRSC049516,DRG0081,2,"Uống sau khi ăn, ngày 2 lần"
PRSC039915,DRG0199,8,"Uống sau khi ăn, ngày 2 lần"
PRSC077482,DRG0036,4,"Uống sau khi ăn, ngày 2 lần"
PRSC071787,DRG0011,8,"Uống sau khi ăn, ngày 2 lần"
PRSC025990,DRG0022,3,"Uống sau khi ăn, ngày 2 lần"
PRSC014009,DRG0260,6,"Uống sau khi ăn, ngày 2 lần"
PRSC026531,DRG0004,9,"Uống sau khi ăn, ngày 2 lần"
PRSC099214,DRG0079,7,"Uống sau khi ăn, ngày 2 lần"
PRSC092469,DRG0038,8,"Uống sau khi ăn, ngày 2 lần"
PRSC034408,DRG0207,9,"Uống sau khi ăn, ngày 2 lần"
PRSC045246,DRG0259,5,"Uống sau khi ăn, ngày 2 lần"
PRSC092832,DRG0274,6,"Uống sau khi ăn, ngày 2 lần"
PRSC010347,DRG0104,8,"Uống sau khi ăn, ngày 2 lần"
PRSC074481,DRG0173,8,"Uống sau khi ăn, ngày 2 lần"
PRSC022765,DRG0107,4,"Uống sau khi ăn, ngày 2 lần"
PRSC040090,DRG0296,5,"Uống sau khi ăn, ngày 2 lần"
PRSC085784,DRG0071,10,"Uống sau khi ăn, ngày 2 lần"
PRSC064646,DRG0112,2,"Uống sau khi ăn, ngày 2 lần"
PRSC071338,DRG0171,7,"Uống sau khi ăn, ngày 2 lần"
PRSC009127,DRG0110,7,"Uống sau khi ăn, ngày 2 lần"
PRSC031328,DRG0185,4,"Uống sau khi ăn, ngày 2 lần"
PRSC001804,DRG0002,8,"Uống sau khi ăn, ngày 2 lần"
PRSC015720,DRG0200,9,"Uống sau khi ăn, ngày 2 lần"
PRSC072331,DRG0298,1,"Uống sau khi ăn, ngày 2 lần"
PRSC049043,DRG0121,7,"Uống sau khi ăn, ngày 2 lần"
PRSC015670,DRG0248,4,"Uống sau khi ăn, ngày 2 lần"
PRSC006055,DRG0125,4,"Uống sau khi ăn, ngày 2 lần"
PRSC011931,DRG0220,8,"Uống sau khi ăn, ngày 2 lần"
PRSC091574,DRG0072,10,"Uống sau khi ăn, ngày 2 lần"
PRSC070201,DRG0081,9,"Uống sau khi ăn, ngày 2 lần"
PRSC036298,DRG0239,4,"Uống sau khi ăn, ngày 2 lần"
PRSC069139,DRG0024,9,"Uống sau khi ăn, ngày 2 lần"
PRSC013397,DRG0194,8,"Uống sau khi ăn, ngày 2 lần"
PRSC008847,DRG0053,7,"Uống sau khi ăn, ngày 2 lần"
PRSC085953,DRG0280,2,"Uống sau khi ăn, ngày 2 lần"
PRSC042529,DRG0147,7,"Uống sau khi ăn, ngày 2 lần"
PRSC040872,DRG0032,5,"Uống sau khi ăn, ngày 2 lần"
PRSC051741,DRG0255,9,"Uống sau khi ăn, ngày 2 lần"
PRSC088866,DRG0263,6,"Uống sau khi ăn, ngày 2 lần"
PRSC067050,DRG0237,6,"Uống sau khi ăn, ngày 2 lần"
PRSC089220,DRG0095,2,"Uống sau khi ăn, ngày 2 lần"
PRSC078980,DRG0226,6,"Uống sau khi ăn, ngày 2 lần"
PRSC003381,DRG0049,10,"Uống sau khi ăn, ngày 2 lần"
PRSC032095,DRG0297,2,"Uống sau khi ăn, ngày 2 lần"
PRSC078786,DRG0041,9,"Uống sau khi ăn, ngày 2 lần"
PRSC067215,DRG0048,10,"Uống sau khi ăn, ngày 2 lần"
PRSC079547,DRG0053,9,"Uống sau khi ăn, ngày 2 lần"
PRSC003071,DRG0060,5,"Uống sau khi ăn, ngày 2 lần"
PRSC067165,DRG0136,7,"Uống sau khi ăn, ngày 2 lần"
PRSC050977,DRG0059,5,"Uống sau khi ăn, ngày 2 lần"
PRSC065535,DRG0241,2,"Uống sau khi ăn, ngày 2 lần"
PRSC095810,DRG0036,10,"Uống sau khi ăn, ngày 2 lần"
PRSC001595,DRG0228,6,"Uống sau khi ăn, ngày 2 lần"
PRSC038679,DRG0061,3,"Uống sau khi ăn, ngày 2 lần"
PRSC018840,DRG0278,6,"Uống sau khi ăn, ngày 2 lần"
PRSC045505,DRG0090,10,"Uống sau khi ăn, ngày 2 lần"
PRSC078375,DRG0244,9,"Uống sau khi ăn, ngày 2 lần"
PRSC062738,DRG0272,7,"Uống sau khi ăn, ngày 2 lần"
PRSC086016,DRG0053,7,"Uống sau khi ăn, ngày 2 lần"
PRSC099520,DRG0246,3,"Uống sau khi ăn, ngày 2 lần"
PRSC011973,DRG0278,7,"Uống sau khi ăn, ngày 2 lần"
PRSC085009,DRG0109,9,"Uống sau khi ăn, ngày 2 lần"
PRSC090315,DRG0216,6,"Uống sau khi ăn, ngày 2 lần"
PRSC034468,DRG0248,4,"Uống sau khi ăn, ngày 2 lần"
PRSC036068,DRG0074,4,"Uống sau khi ăn, ngày 2 lần"
PRSC084431,DRG0289,7,"Uống sau khi ăn, ngày 2 lần"
PRSC079417,DRG0266,5,"Uống sau khi ăn, ngày 2 lần"
PRSC075338,DRG0139,5,"Uống sau khi ăn, ngày 2 lần"
PRSC093016,DRG0114,5,"Uống sau khi ăn, ngày 2 lần"
PRSC033368,DRG0007,1,"Uống sau khi ăn, ngày 2 lần"
PRSC007274,DRG0288,8,"Uống sau khi ăn, ngày 2 lần"
PRSC084367,DRG0008,2,"Uống sau khi ăn, ngày 2 lần"
PRSC072024,DRG0047,5,"Uống sau khi ăn, ngày 2 lần"
PRSC027168,DRG0088,10,"Uống sau khi ăn, ngày 2 lần"
PRSC061489,DRG0011,6,"Uống sau khi ăn, ngày 2 lần"
PRSC036127,DRG0296,3,"Uống sau khi ăn, ngày 2 lần"
PRSC073277,DRG0048,9,"Uống sau khi ăn, ngày 2 lần"
PRSC028724,DRG0133,8,"Uống sau khi ăn, ngày 2 lần"
PRSC012232,DRG0199,1,"Uống sau khi ăn, ngày 2 lần"
PRSC000784,DRG0173,9,"Uống sau khi ăn, ngày 2 lần"
PRSC047207,DRG0263,3,"Uống sau khi ăn, ngày 2 lần"
PRSC062994,DRG0211,6,"Uống sau khi ăn, ngày 2 lần"
PRSC092851,DRG0179,9,"Uống sau khi ăn, ngày 2 lần"
PRSC098393,DRG0147,1,"Uống sau khi ăn, ngày 2 lần"
PRSC067502,DRG0176,2,"Uống sau khi ăn, ngày 2 lần"
PRSC044987,DRG0188,1,"Uống sau khi ăn, ngày 2 lần"
PRSC024914,DRG0268,8,"Uống sau khi ăn, ngày 2 lần"
PRSC043084,DRG0147,10,"Uống sau khi ăn, ngày 2 lần"
PRSC055807,DRG0140,6,"Uống sau khi ăn, ngày 2 lần"
PRSC082909,DRG0019,4,"Uống sau khi ăn, ngày 2 lần"
PRSC087745,DRG0262,4,"Uống sau khi ăn, ngày 2 lần"
PRSC025747,DRG0020,3,"Uống sau khi ăn, ngày 2 lần"
PRSC083713,DRG0219,10,"Uống sau khi ăn, ngày 2 lần"
PRSC012971,DRG0129,4,"Uống sau khi ăn, ngày 2 lần"
PRSC087880,DRG0290,5,"Uống sau khi ăn, ngày 2 lần"
PRSC003185,DRG0205,7,"Uống sau khi ăn, ngày 2 lần"
PRSC064102,DRG0091,9,"Uống sau khi ăn, ngày 2 lần"
PRSC038535,DRG0094,1,"Uống sau khi ăn, ngày 2 lần"
PRSC020831,DRG0012,3,"Uống sau khi ăn, ngày 2 lần"
PRSC038609,DRG0187,9,"Uống sau khi ăn, ngày 2 lần"
PRSC055496,DRG0176,4,"Uống sau khi ăn, ngày 2 lần"
PRSC006496,DRG0156,9,"Uống sau khi ăn, ngày 2 lần"
PRSC022889,DRG0105,6,"Uống sau khi ăn, ngày 2 lần"
PRSC045534,DRG0146,7,"Uống sau khi ăn, ngày 2 lần"
PRSC024131,DRG0067,2,"Uống sau khi ăn, ngày 2 lần"
PRSC019719,DRG0080,7,"Uống sau khi ăn, ngày 2 lần"
PRSC025054,DRG0253,4,"Uống sau khi ăn, ngày 2 lần"
PRSC031061,DRG0034,7,"Uống sau khi ăn, ngày 2 lần"
PRSC039098,DRG0189,8,"Uống sau khi ăn, ngày 2 lần"
PRSC073481,DRG0289,3,"Uống sau khi ăn, ngày 2 lần"
PRSC090363,DRG0044,7,"Uống sau khi ăn, ngày 2 lần"
PRSC046175,DRG0052,5,"Uống sau khi ăn, ngày 2 lần"
PRSC055056,DRG0267,3,"Uống sau khi ăn, ngày 2 lần"
PRSC031127,DRG0093,9,"Uống sau khi ăn, ngày 2 lần"
PRSC079549,DRG0198,7,"Uống sau khi ăn, ngày 2 lần"
PRSC013841,DRG0214,2,"Uống sau khi ăn, ngày 2 lần"
PRSC041166,DRG0171,2,"Uống sau khi ăn, ngày 2 lần"
PRSC064108,DRG0226,9,"Uống sau khi ăn, ngày 2 lần"
PRSC086787,DRG0270,5,"Uống sau khi ăn, ngày 2 lần"
PRSC045773,DRG0154,5,"Uống sau khi ăn, ngày 2 lần"
PRSC028627,DRG0176,4,"Uống sau khi ăn, ngày 2 lần"
PRSC000308,DRG0047,2,"Uống sau khi ăn, ngày 2 lần"
PRSC036674,DRG0178,1,"Uống sau khi ăn, ngày 2 lần"
PRSC077781,DRG0189,2,"Uống sau khi ăn, ngày 2 lần"
PRSC061315,DRG0203,9,"Uống sau khi ăn, ngày 2 lần"
PRSC026409,DRG0243,2,"Uống sau khi ăn, ngày 2 lần"
PRSC028237,DRG0282,8,"Uống sau khi ăn, ngày 2 lần"
PRSC051257,DRG0018,5,"Uống sau khi ăn, ngày 2 lần"
PRSC057159,DRG0179,8,"Uống sau khi ăn, ngày 2 lần"
PRSC096695,DRG0168,1,"Uống sau khi ăn, ngày 2 lần"
PRSC029755,DRG0108,3,"Uống sau khi ăn, ngày 2 lần"
PRSC071936,DRG0212,6,"Uống sau khi ăn, ngày 2 lần"
PRSC064176,DRG0256,2,"Uống sau khi ăn, ngày 2 lần"
PRSC011229,DRG0096,10,"Uống sau khi ăn, ngày 2 lần"
PRSC005786,DRG0077,5,"Uống sau khi ăn, ngày 2 lần"
PRSC022788,DRG0124,10,"Uống sau khi ăn, ngày 2 lần"
PRSC072049,DRG0254,10,"Uống sau khi ăn, ngày 2 lần"
PRSC072924,DRG0024,6,"Uống sau khi ăn, ngày 2 lần"
PRSC077357,DRG0266,7,"Uống sau khi ăn, ngày 2 lần"
PRSC075338,DRG0116,2,"Uống sau khi ăn, ngày 2 lần"
PRSC082205,DRG0026,1,"Uống sau khi ăn, ngày 2 lần"
PRSC097690,DRG0178,4,"Uống sau khi ăn, ngày 2 lần"
PRSC012050,DRG0005,7,"Uống sau khi ăn, ngày 2 lần"
PRSC036569,DRG0128,8,"Uống sau khi ăn, ngày 2 lần"
PRSC062453,DRG0030,5,"Uống sau khi ăn, ngày 2 lần"
PRSC025553,DRG0014,1,"Uống sau khi ăn, ngày 2 lần"
PRSC035344,DRG0299,2,"Uống sau khi ăn, ngày 2 lần"
PRSC029232,DRG0220,3,"Uống sau khi ăn, ngày 2 lần"
PRSC072616,DRG0264,1,"Uống sau khi ăn, ngày 2 lần"
PRSC062948,DRG0092,4,"Uống sau khi ăn, ngày 2 lần"
PRSC070711,DRG0048,8,"Uống sau khi ăn, ngày 2 lần"
PRSC071098,DRG0247,10,"Uống sau khi ăn, ngày 2 lần"
PRSC027934,DRG0031,4,"Uống sau khi ăn, ngày 2 lần"
PRSC031537,DRG0154,10,"Uống sau khi ăn, ngày 2 lần"
PRSC016060,DRG0094,5,"Uống sau khi ăn, ngày 2 lần"
PRSC050650,DRG0132,8,"Uống sau khi ăn, ngày 2 lần"
PRSC093367,DRG0255,3,"Uống sau khi ăn, ngày 2 lần"
PRSC020800,DRG0250,3,"Uống sau khi ăn, ngày 2 lần"
PRSC036908,DRG0295,3,"Uống sau khi ăn, ngày 2 lần"
PRSC063251,DRG0283,1,"Uống sau khi ăn, ngày 2 lần"
PRSC000498,DRG0239,5,"Uống sau khi ăn, ngày 2 lần"
PRSC013472,DRG0184,6,"Uống sau khi ăn, ngày 2 lần"
PRSC037210,DRG0291,3,"Uống sau khi ăn, ngày 2 lần"
PRSC094120,DRG0260,4,"Uống sau khi ăn, ngày 2 lần"
PRSC003562,DRG0221,9,"Uống sau khi ăn, ngày 2 lần"
PRSC088456,DRG0098,8,"Uống sau khi ăn, ngày 2 lần"
PRSC011558,DRG0168,7,"Uống sau khi ăn, ngày 2 lần"
PRSC056551,DRG0028,6,"Uống sau khi ăn, ngày 2 lần"
PRSC005421,DRG0257,3,"Uống sau khi ăn, ngày 2 lần"
PRSC001636,DRG0008,8,"Uống sau khi ăn, ngày 2 lần"
PRSC000167,DRG0237,9,"Uống sau khi ăn, ngày 2 lần"
PRSC010247,DRG0223,3,"Uống sau khi ăn, ngày 2 lần"
PRSC049010,DRG0090,6,"Uống sau khi ăn, ngày 2 lần"
PRSC021635,DRG0235,9,"Uống sau khi ăn, ngày 2 lần"
PRSC061601,DRG0175,9,"Uống sau khi ăn, ngày 2 lần"
PRSC023902,DRG0251,10,"Uống sau khi ăn, ngày 2 lần"
PRSC041964,DRG0111,6,"Uống sau khi ăn, ngày 2 lần"
PRSC016729,DRG0203,7,"Uống sau khi ăn, ngày 2 lần"
PRSC055517,DRG0059,2,"Uống sau khi ăn, ngày 2 lần"
PRSC067484,DRG0112,5,"Uống sau khi ăn, ngày 2 lần"
PRSC098196,DRG0021,9,"Uống sau khi ăn, ngày 2 lần"
PRSC050740,DRG0230,5,"Uống sau khi ăn, ngày 2 lần"
PRSC069246,DRG0137,10,"Uống sau khi ăn, ngày 2 lần"
PRSC057319,DRG0276,8,"Uống sau khi ăn, ngày 2 lần"
PRSC075962,DRG0007,5,"Uống sau khi ăn, ngày 2 lần"
PRSC093174,DRG0188,2,"Uống sau khi ăn, ngày 2 lần"
PRSC082433,DRG0097,4,"Uống sau khi ăn, ngày 2 lần"
PRSC002984,DRG0129,7,"Uống sau khi ăn, ngày 2 lần"
PRSC065834,DRG0255,2,"Uống sau khi ăn, ngày 2 lần"
PRSC083064,DRG0226,2,"Uống sau khi ăn, ngày 2 lần"
PRSC051739,DRG0042,7,"Uống sau khi ăn, ngày 2 lần"
PRSC079444,DRG0090,5,"Uống sau khi ăn, ngày 2 lần"
PRSC086177,DRG0142,5,"Uống sau khi ăn, ngày 2 lần"
PRSC049288,DRG0287,10,"Uống sau khi ăn, ngày 2 lần"
PRSC021680,DRG0026,4,"Uống sau khi ăn, ngày 2 lần"
PRSC071072,DRG0003,9,"Uống sau khi ăn, ngày 2 lần"
PRSC015430,DRG0297,5,"Uống sau khi ăn, ngày 2 lần"
PRSC007237,DRG0230,4,"Uống sau khi ăn, ngày 2 lần"
PRSC024205,DRG0236,7,"Uống sau khi ăn, ngày 2 lần"
PRSC015637,DRG0066,10,"Uống sau khi ăn, ngày 2 lần"
PRSC025649,DRG0194,2,"Uống sau khi ăn, ngày 2 lần"
PRSC097440,DRG0151,9,"Uống sau khi ăn, ngày 2 lần"
PRSC070539,DRG0186,7,"Uống sau khi ăn, ngày 2 lần"
PRSC069631,DRG0285,9,"Uống sau khi ăn, ngày 2 lần"
PRSC057745,DRG0154,2,"Uống sau khi ăn, ngày 2 lần"
PRSC058327,DRG0008,10,"Uống sau khi ăn, ngày 2 lần"
PRSC017603,DRG0031,8,"Uống sau khi ăn, ngày 2 lần"
PRSC038624,DRG0084,1,"Uống sau khi ăn, ngày 2 lần"
PRSC044585,DRG0045,5,"Uống sau khi ăn, ngày 2 lần"
PRSC056701,DRG0101,1,"Uống sau khi ăn, ngày 2 lần"
PRSC063618,DRG0158,6,"Uống sau khi ăn, ngày 2 lần"
PRSC068368,DRG0138,1,"Uống sau khi ăn, ngày 2 lần"
PRSC092111,DRG0275,6,"Uống sau khi ăn, ngày 2 lần"
PRSC007637,DRG0112,4,"Uống sau khi ăn, ngày 2 lần"
PRSC055426,DRG0045,1,"Uống sau khi ăn, ngày 2 lần"
PRSC040471,DRG0117,6,"Uống sau khi ăn, ngày 2 lần"
PRSC058573,DRG0047,7,"Uống sau khi ăn, ngày 2 lần"
PRSC044338,DRG0228,9,"Uống sau khi ăn, ngày 2 lần"
PRSC003860,DRG0244,6,"Uống sau khi ăn, ngày 2 lần"
PRSC045247,DRG0296,7,"Uống sau khi ăn, ngày 2 lần"
PRSC021826,DRG0015,7,"Uống sau khi ăn, ngày 2 lần"
PRSC086292,DRG0098,5,"Uống sau khi ăn, ngày 2 lần"
PRSC059873,DRG0039,7,"Uống sau khi ăn, ngày 2 lần"
PRSC003186,DRG0235,6,"Uống sau khi ăn, ngày 2 lần"
PRSC001164,DRG0285,5,"Uống sau khi ăn, ngày 2 lần"
PRSC053948,DRG0174,5,"Uống sau khi ăn, ngày 2 lần"
PRSC076602,DRG0153,8,"Uống sau khi ăn, ngày 2 lần"
PRSC001151,DRG0234,10,"Uống sau khi ăn, ngày 2 lần"
PRSC064145,DRG0286,2,"Uống sau khi ăn, ngày 2 lần"
PRSC030299,DRG0118,9,"Uống sau khi ăn, ngày 2 lần"
PRSC063491,DRG0179,3,"Uống sau khi ăn, ngày 2 lần"
