EmployeeID,StartDate,EndDate,Reason,Status,MID
E0396,2024-11-06,2024-11-07,Nghỉ bệnh,Approved,E0467
E0478,2023-01-16,2023-01-19,Nghỉ bệnh,Rejected,E0285
E0271,2023-11-03,2023-11-08,Nghỉ phép,Rejected,E0325
E0099,2023-12-15,2023-12-20,Việc gia đình,Rejected,E0323
E0374,2024-12-03,2024-12-06,Nghỉ bệnh,Pending,E0272
E0258,2023-07-14,2023-07-15,Nghỉ phép,Pending,E0348
E0413,2024-09-23,2024-09-24,Nghỉ bệnh,Approved,E0285
E0091,2024-06-17,2024-06-19,Nghỉ bệnh,Pending,E0306
E0157,2023-09-18,2023-09-23,Nghỉ bệnh,Rejected,E0424
E0065,2023-08-05,2023-08-10,Việc gia đình,Approved,E0306
E0163,2023-07-18,2023-07-21,Nghỉ phép,Rejected,E0285
E0273,2024-07-31,2024-08-02,Việc gia đình,Rejected,E0348
E0489,2024-04-13,2024-04-18,Nghỉ phép,Approved,E0467
E0254,2023-04-03,2023-04-07,Nghỉ bệnh,Pending,E0325
E0359,2024-03-31,2024-04-03,Việc gia đình,Pending,E0467
E0152,2024-02-26,2024-02-28,Nghỉ bệnh,Approved,E0424
E0304,2023-10-23,2023-10-24,Nghỉ phép,Approved,E0306
E0131,2024-12-05,2024-12-10,Nghỉ phép,Pending,E0467
E0038,2024-07-04,2024-07-05,Nghỉ bệnh,Rejected,E0372
E0143,2023-10-19,2023-10-21,Việc gia đình,Rejected,E0323
E0175,2024-10-02,2024-10-04,Nghỉ bệnh,Rejected,E0306
E0063,2024-07-22,2024-07-25,Nghỉ bệnh,Rejected,E0424
E0167,2023-10-28,2023-11-01,Nghỉ bệnh,Pending,E0306
E0355,2023-04-20,2023-04-23,Nghỉ bệnh,Approved,E0348
E0239,2023-01-05,2023-01-06,Nghỉ bệnh,Rejected,E0306
E0415,2024-02-21,2024-02-23,Nghỉ bệnh,Approved,E0306
E0119,2023-09-17,2023-09-22,Việc gia đình,Approved,E0327
E0106,2024-07-17,2024-07-22,Nghỉ bệnh,Approved,E0272
E0290,2024-08-15,2024-08-19,Việc gia đình,Approved,E0467
E0020,2023-11-25,2023-11-30,Nghỉ bệnh,Rejected,E0272
E0268,2023-03-07,2023-03-09,Nghỉ phép,Pending,E0372
E0232,2024-03-01,2024-03-03,Nghỉ phép,Rejected,E0325
E0069,2024-02-05,2024-02-07,Việc gia đình,Approved,E0327
E0431,2024-03-08,2024-03-09,Nghỉ phép,Approved,E0372
E0422,2023-04-24,2023-04-25,Việc gia đình,Rejected,E0272
E0368,2024-07-20,2024-07-23,Nghỉ bệnh,Approved,E0285
E0072,2024-10-23,2024-10-28,Nghỉ bệnh,Rejected,E0323
E0347,2023-12-14,2023-12-15,Nghỉ phép,Approved,E0327
E0089,2024-02-15,2024-02-18,Nghỉ phép,Rejected,E0272
E0373,2024-06-19,2024-06-23,Nghỉ phép,Approved,E0323
E0481,2024-01-21,2024-01-24,Nghỉ bệnh,Pending,E0306
E0220,2023-09-19,2023-09-21,Việc gia đình,Approved,E0285
E0479,2023-04-15,2023-04-19,Việc gia đình,Rejected,E0424
E0238,2024-08-26,2024-08-29,Nghỉ phép,Approved,E0306
E0328,2024-12-20,2024-12-24,Nghỉ bệnh,Approved,E0306
E0422,2023-03-03,2023-03-04,Nghỉ bệnh,Approved,E0285
E0449,2023-10-02,2023-10-03,Việc gia đình,Rejected,E0372
E0449,2024-10-15,2024-10-17,Việc gia đình,Approved,E0306
E0089,2023-01-31,2023-02-01,Nghỉ phép,Rejected,E0467
E0471,2024-06-12,2024-06-16,Việc gia đình,Rejected,E0306
E0237,2023-11-23,2023-11-25,Nghỉ phép,Rejected,E0306
E0409,2023-06-11,2023-06-12,Việc gia đình,Approved,E0272
E0456,2023-07-17,2023-07-19,Việc gia đình,Rejected,E0325
E0204,2024-04-05,2024-04-09,Nghỉ phép,Approved,E0348
E0453,2023-03-26,2023-03-28,Nghỉ phép,Pending,E0306
E0407,2023-08-05,2023-08-09,Việc gia đình,Rejected,E0306
E0101,2023-09-07,2023-09-09,Nghỉ bệnh,Approved,E0372
E0067,2023-01-12,2023-01-13,Nghỉ phép,Pending,E0467
E0239,2023-04-10,2023-04-12,Nghỉ phép,Pending,E0372
E0345,2024-10-24,2024-10-27,Nghỉ phép,Rejected,E0372
E0488,2024-06-17,2024-06-22,Nghỉ bệnh,Rejected,E0372
E0300,2024-03-09,2024-03-13,Nghỉ bệnh,Pending,E0325
E0246,2024-02-12,2024-02-14,Việc gia đình,Rejected,E0372
E0404,2023-03-10,2023-03-13,Nghỉ phép,Pending,E0272
E0303,2024-07-21,2024-07-23,Nghỉ bệnh,Approved,E0272
E0379,2024-07-31,2024-08-05,Nghỉ bệnh,Pending,E0348
E0156,2024-01-28,2024-02-02,Nghỉ bệnh,Approved,E0327
E0347,2023-05-18,2023-05-19,Việc gia đình,Pending,E0424
E0202,2024-05-24,2024-05-29,Việc gia đình,Approved,E0323
E0474,2024-09-24,2024-09-29,Việc gia đình,Approved,E0424
E0138,2023-05-29,2023-06-03,Nghỉ phép,Pending,E0272
E0023,2023-09-03,2023-09-07,Nghỉ phép,Rejected,E0467
E0330,2024-09-11,2024-09-16,Nghỉ bệnh,Approved,E0348
E0312,2024-07-26,2024-07-31,Nghỉ bệnh,Approved,E0323
E0349,2024-01-28,2024-01-29,Nghỉ bệnh,Rejected,E0372
E0390,2023-10-20,2023-10-21,Nghỉ bệnh,Approved,E0467
E0056,2023-11-24,2023-11-25,Nghỉ phép,Approved,E0285
E0228,2023-09-19,2023-09-21,Nghỉ bệnh,Rejected,E0327
E0500,2023-01-31,2023-02-02,Nghỉ phép,Pending,E0348
E0317,2023-08-18,2023-08-22,Việc gia đình,Pending,E0306
E0205,2024-05-10,2024-05-12,Việc gia đình,Approved,E0323
E0032,2024-07-10,2024-07-15,Nghỉ phép,Approved,E0285
E0479,2024-12-26,2024-12-29,Việc gia đình,Pending,E0285
E0397,2023-09-21,2023-09-22,Việc gia đình,Pending,E0285
E0122,2024-04-12,2024-04-16,Việc gia đình,Rejected,E0348
E0099,2024-02-19,2024-02-23,Nghỉ phép,Pending,E0285
E0423,2024-06-15,2024-06-16,Nghỉ bệnh,Pending,E0272
E0134,2024-07-31,2024-08-01,Việc gia đình,Rejected,E0323
E0050,2024-08-20,2024-08-21,Nghỉ phép,Rejected,E0327
E0370,2023-07-29,2023-07-30,Nghỉ phép,Approved,E0424
E0270,2023-05-07,2023-05-12,Việc gia đình,Approved,E0306
E0081,2023-06-02,2023-06-05,Nghỉ bệnh,Pending,E0327
E0373,2023-12-28,2023-12-29,Nghỉ phép,Pending,E0325
E0421,2023-11-30,2023-12-03,Nghỉ phép,Rejected,E0467
E0005,2024-09-30,2024-10-03,Việc gia đình,Approved,E0306
E0206,2023-02-20,2023-02-22,Nghỉ bệnh,Pending,E0372
E0474,2024-08-11,2024-08-13,Nghỉ bệnh,Rejected,E0327
E0372,2024-09-06,2024-09-08,Nghỉ phép,Rejected,E0372
E0050,2023-11-06,2023-11-09,Việc gia đình,Rejected,E0306
E0182,2024-11-21,2024-11-24,Việc gia đình,Rejected,E0372
E0027,2024-09-20,2024-09-22,Nghỉ phép,Rejected,E0348
E0110,2024-06-24,2024-06-25,Nghỉ bệnh,Pending,E0372
E0185,2023-10-20,2023-10-22,Nghỉ bệnh,Rejected,E0424
E0389,2023-08-09,2023-08-10,Nghỉ bệnh,Approved,E0348
E0081,2023-12-26,2023-12-31,Nghỉ phép,Approved,E0327
E0438,2024-06-17,2024-06-19,Nghỉ bệnh,Rejected,E0327
E0080,2024-12-08,2024-12-13,Nghỉ phép,Rejected,E0285
E0185,2024-10-20,2024-10-22,Việc gia đình,Approved,E0325
E0438,2023-07-15,2023-07-16,Nghỉ bệnh,Approved,E0285
E0004,2023-10-10,2023-10-14,Nghỉ bệnh,Approved,E0348
E0271,2024-03-03,2024-03-07,Nghỉ bệnh,Approved,E0424
E0348,2023-02-05,2023-02-07,Nghỉ phép,Approved,E0272
E0497,2023-08-09,2023-08-14,Việc gia đình,Pending,E0424
E0485,2023-06-21,2023-06-22,Việc gia đình,Rejected,E0323
E0033,2023-11-09,2023-11-12,Việc gia đình,Approved,E0325
E0115,2023-04-23,2023-04-24,Việc gia đình,Approved,E0272
E0252,2024-03-20,2024-03-25,Việc gia đình,Approved,E0323
E0282,2023-09-09,2023-09-12,Nghỉ phép,Pending,E0306
E0149,2024-10-16,2024-10-18,Việc gia đình,Pending,E0424
E0334,2023-07-30,2023-07-31,Nghỉ bệnh,Rejected,E0285
E0206,2023-07-02,2023-07-04,Nghỉ bệnh,Pending,E0327
E0422,2023-02-23,2023-02-26,Nghỉ phép,Approved,E0272
E0441,2023-03-26,2023-03-29,Nghỉ bệnh,Rejected,E0348
E0022,2023-04-27,2023-05-01,Nghỉ phép,Approved,E0467
E0137,2024-06-03,2024-06-07,Việc gia đình,Approved,E0424
E0003,2023-11-05,2023-11-10,Nghỉ bệnh,Rejected,E0348
E0032,2023-12-30,2024-01-04,Nghỉ phép,Rejected,E0424
E0179,2023-08-09,2023-08-14,Việc gia đình,Approved,E0323
E0456,2024-12-08,2024-12-13,Việc gia đình,Pending,E0327
E0182,2023-08-06,2023-08-08,Nghỉ bệnh,Pending,E0323
E0274,2023-10-24,2023-10-25,Nghỉ phép,Rejected,E0323
E0280,2024-11-24,2024-11-25,Việc gia đình,Rejected,E0327
E0003,2023-10-30,2023-11-01,Nghỉ bệnh,Approved,E0306
E0417,2024-10-22,2024-10-25,Nghỉ phép,Approved,E0372
E0485,2023-11-24,2023-11-26,Nghỉ bệnh,Approved,E0467
E0336,2023-09-28,2023-10-02,Việc gia đình,Rejected,E0306
E0255,2023-06-15,2023-06-20,Nghỉ phép,Pending,E0272
E0480,2024-06-16,2024-06-17,Việc gia đình,Approved,E0285
E0309,2023-02-09,2023-02-11,Việc gia đình,Pending,E0285
E0101,2024-08-15,2024-08-16,Nghỉ phép,Approved,E0323
E0381,2023-10-07,2023-10-09,Việc gia đình,Rejected,E0467
E0324,2024-04-20,2024-04-21,Nghỉ phép,Rejected,E0323
E0046,2024-01-01,2024-01-03,Nghỉ bệnh,Pending,E0285
E0321,2024-11-03,2024-11-05,Việc gia đình,Approved,E0306
E0402,2023-01-12,2023-01-15,Nghỉ bệnh,Approved,E0323
E0464,2023-05-01,2023-05-06,Nghỉ bệnh,Approved,E0272
E0487,2024-04-13,2024-04-16,Nghỉ bệnh,Rejected,E0327
E0400,2023-09-07,2023-09-10,Nghỉ phép,Approved,E0424
E0013,2023-07-01,2023-07-03,Nghỉ bệnh,Approved,E0424
E0493,2024-10-02,2024-10-07,Việc gia đình,Rejected,E0285
E0490,2023-03-13,2023-03-18,Việc gia đình,Pending,E0372
E0328,2023-03-11,2023-03-15,Việc gia đình,Pending,E0348
E0381,2023-04-04,2023-04-06,Việc gia đình,Approved,E0467
E0227,2023-12-19,2023-12-21,Việc gia đình,Rejected,E0348
E0151,2023-05-13,2023-05-16,Nghỉ phép,Rejected,E0285
E0334,2023-09-27,2023-10-02,Nghỉ bệnh,Rejected,E0424
E0020,2023-02-13,2023-02-16,Việc gia đình,Approved,E0285
E0066,2023-01-19,2023-01-24,Nghỉ bệnh,Approved,E0467
E0197,2023-12-28,2024-01-02,Việc gia đình,Pending,E0323
E0215,2023-03-07,2023-03-10,Nghỉ bệnh,Pending,E0467
E0328,2023-12-26,2023-12-28,Nghỉ phép,Pending,E0285
E0244,2023-01-11,2023-01-12,Nghỉ phép,Pending,E0323
E0411,2023-07-20,2023-07-21,Nghỉ bệnh,Rejected,E0467
E0067,2023-09-17,2023-09-19,Việc gia đình,Rejected,E0323
E0205,2023-10-03,2023-10-08,Nghỉ bệnh,Approved,E0306
E0018,2023-04-19,2023-04-24,Việc gia đình,Rejected,E0306
E0052,2024-05-23,2024-05-27,Nghỉ phép,Pending,E0325
E0280,2024-04-13,2024-04-17,Việc gia đình,Rejected,E0285
E0389,2024-11-03,2024-11-07,Nghỉ phép,Rejected,E0323
E0404,2024-10-28,2024-10-31,Việc gia đình,Approved,E0467
E0100,2023-07-13,2023-07-15,Nghỉ bệnh,Approved,E0372
E0135,2023-11-12,2023-11-16,Việc gia đình,Approved,E0372
E0058,2024-02-02,2024-02-04,Nghỉ bệnh,Rejected,E0323
E0380,2023-03-31,2023-04-03,Nghỉ phép,Pending,E0323
E0387,2024-06-24,2024-06-25,Nghỉ phép,Rejected,E0467
E0341,2023-12-26,2023-12-31,Nghỉ phép,Rejected,E0285
E0158,2023-02-03,2023-02-04,Việc gia đình,Pending,E0285
E0356,2023-08-23,2023-08-24,Nghỉ phép,Pending,E0285
E0236,2024-11-20,2024-11-24,Nghỉ phép,Pending,E0327
E0022,2024-04-22,2024-04-25,Nghỉ phép,Pending,E0285
E0172,2023-07-06,2023-07-11,Nghỉ bệnh,Pending,E0467
E0201,2024-05-28,2024-06-01,Nghỉ bệnh,Approved,E0272
E0329,2023-05-16,2023-05-18,Nghỉ bệnh,Pending,E0327
E0227,2023-12-03,2023-12-08,Nghỉ bệnh,Rejected,E0348
E0217,2023-12-14,2023-12-17,Việc gia đình,Pending,E0285
E0471,2023-05-02,2023-05-03,Nghỉ phép,Pending,E0323
E0179,2024-04-24,2024-04-29,Nghỉ bệnh,Rejected,E0325
E0455,2023-01-24,2023-01-25,Nghỉ phép,Pending,E0372
E0014,2023-01-27,2023-01-31,Việc gia đình,Approved,E0327
E0025,2024-12-26,2024-12-31,Nghỉ bệnh,Approved,E0424
E0079,2024-04-26,2024-04-29,Việc gia đình,Approved,E0323
E0403,2023-05-13,2023-05-17,Nghỉ bệnh,Rejected,E0323
E0297,2024-05-26,2024-05-29,Nghỉ phép,Rejected,E0285
E0171,2024-02-01,2024-02-05,Việc gia đình,Pending,E0424
E0129,2023-08-30,2023-08-31,Việc gia đình,Pending,E0325
E0205,2023-04-07,2023-04-09,Nghỉ bệnh,Approved,E0372
E0460,2024-07-27,2024-08-01,Nghỉ phép,Rejected,E0272
E0137,2023-10-30,2023-11-02,Việc gia đình,Pending,E0424
E0002,2023-04-08,2023-04-10,Nghỉ phép,Approved,E0327
E0137,2024-02-19,2024-02-22,Nghỉ phép,Approved,E0272
E0196,2023-01-16,2023-01-20,Nghỉ bệnh,Pending,E0272
E0395,2024-12-26,2024-12-27,Việc gia đình,Approved,E0285
E0078,2023-04-08,2023-04-13,Việc gia đình,Pending,E0325
E0436,2024-03-05,2024-03-10,Nghỉ bệnh,Rejected,E0272
E0486,2023-12-04,2023-12-07,Nghỉ bệnh,Approved,E0306
E0364,2023-11-28,2023-12-01,Nghỉ phép,Rejected,E0325
E0152,2023-02-20,2023-02-23,Nghỉ phép,Pending,E0372
E0053,2023-08-02,2023-08-06,Nghỉ bệnh,Pending,E0348
E0262,2023-09-16,2023-09-17,Nghỉ bệnh,Pending,E0285
E0385,2023-11-19,2023-11-21,Nghỉ phép,Approved,E0323
E0481,2023-09-17,2023-09-18,Việc gia đình,Approved,E0325
E0322,2023-11-23,2023-11-25,Việc gia đình,Rejected,E0372
E0357,2023-05-23,2023-05-24,Việc gia đình,Pending,E0372
E0496,2024-07-26,2024-07-27,Nghỉ phép,Rejected,E0348
E0107,2023-02-15,2023-02-18,Nghỉ phép,Approved,E0372
E0141,2023-05-10,2023-05-15,Nghỉ bệnh,Rejected,E0424
E0082,2024-03-04,2024-03-06,Nghỉ phép,Pending,E0372
E0228,2024-06-28,2024-06-30,Nghỉ phép,Pending,E0323
E0159,2023-05-04,2023-05-05,Nghỉ bệnh,Approved,E0327
E0478,2024-10-11,2024-10-15,Việc gia đình,Rejected,E0306
E0296,2024-12-11,2024-12-15,Việc gia đình,Rejected,E0285
E0259,2024-06-03,2024-06-08,Nghỉ phép,Pending,E0325
E0427,2023-04-07,2023-04-09,Nghỉ phép,Approved,E0372
E0411,2024-04-25,2024-04-26,Việc gia đình,Pending,E0272
E0311,2024-09-14,2024-09-18,Nghỉ phép,Rejected,E0372
E0357,2024-06-10,2024-06-14,Việc gia đình,Approved,E0325
E0367,2023-09-10,2023-09-12,Nghỉ bệnh,Pending,E0323
E0176,2023-08-05,2023-08-09,Việc gia đình,Rejected,E0285
E0357,2024-04-09,2024-04-12,Việc gia đình,Rejected,E0327
E0010,2024-07-27,2024-07-29,Việc gia đình,Rejected,E0325
E0470,2024-12-20,2024-12-22,Nghỉ bệnh,Pending,E0325
E0227,2024-06-04,2024-06-07,Nghỉ bệnh,Rejected,E0306
E0393,2023-12-14,2023-12-18,Nghỉ bệnh,Rejected,E0424
E0212,2024-07-03,2024-07-05,Việc gia đình,Rejected,E0348
E0214,2023-06-07,2023-06-12,Nghỉ phép,Pending,E0467
E0123,2023-07-01,2023-07-04,Nghỉ phép,Rejected,E0323
E0445,2024-03-06,2024-03-08,Nghỉ bệnh,Rejected,E0325
E0283,2023-04-23,2023-04-26,Nghỉ bệnh,Pending,E0348
E0324,2024-12-22,2024-12-23,Nghỉ bệnh,Rejected,E0285
E0027,2024-02-17,2024-02-20,Nghỉ bệnh,Approved,E0272
E0103,2024-08-11,2024-08-13,Việc gia đình,Approved,E0272
E0453,2023-11-25,2023-11-26,Việc gia đình,Approved,E0272
E0302,2023-03-25,2023-03-29,Nghỉ bệnh,Rejected,E0467
E0384,2023-06-23,2023-06-26,Việc gia đình,Rejected,E0285
E0132,2024-06-06,2024-06-08,Nghỉ bệnh,Pending,E0306
E0208,2024-01-05,2024-01-10,Nghỉ phép,Rejected,E0372
E0035,2023-06-12,2023-06-13,Nghỉ phép,Rejected,E0285
E0267,2023-05-18,2023-05-19,Việc gia đình,Rejected,E0325
E0162,2023-07-18,2023-07-21,Nghỉ phép,Approved,E0372
E0071,2024-02-12,2024-02-15,Nghỉ phép,Rejected,E0323
E0210,2024-09-06,2024-09-07,Nghỉ bệnh,Pending,E0424
E0272,2023-05-31,2023-06-03,Nghỉ phép,Rejected,E0323
E0459,2023-10-30,2023-11-03,Nghỉ phép,Approved,E0348
E0295,2023-01-09,2023-01-11,Nghỉ phép,Pending,E0424
E0100,2023-08-10,2023-08-12,Nghỉ bệnh,Approved,E0323
E0209,2023-09-11,2023-09-14,Việc gia đình,Approved,E0285
E0229,2023-10-21,2023-10-23,Nghỉ bệnh,Pending,E0323
E0373,2024-07-24,2024-07-27,Nghỉ bệnh,Pending,E0306
E0002,2023-06-02,2023-06-03,Nghỉ phép,Rejected,E0372
E0231,2023-01-03,2023-01-07,Nghỉ bệnh,Rejected,E0272
E0273,2024-05-01,2024-05-02,Nghỉ phép,Approved,E0424
E0306,2023-09-08,2023-09-10,Nghỉ bệnh,Pending,E0327
E0209,2023-03-25,2023-03-28,Việc gia đình,Rejected,E0306
E0268,2023-07-04,2023-07-08,Nghỉ bệnh,Rejected,E0285
E0367,2023-09-04,2023-09-09,Nghỉ bệnh,Rejected,E0467
E0421,2023-12-21,2023-12-25,Nghỉ phép,Pending,E0372
E0191,2024-11-14,2024-11-18,Nghỉ bệnh,Pending,E0325
E0453,2024-11-16,2024-11-21,Nghỉ bệnh,Pending,E0306
E0242,2023-05-03,2023-05-06,Nghỉ bệnh,Pending,E0285
E0211,2023-10-29,2023-11-02,Nghỉ phép,Pending,E0372
E0114,2023-07-06,2023-07-08,Việc gia đình,Approved,E0325
E0227,2024-09-28,2024-09-29,Nghỉ phép,Approved,E0467
E0484,2024-10-29,2024-11-02,Nghỉ bệnh,Pending,E0327
E0212,2024-12-28,2024-12-29,Nghỉ phép,Pending,E0285
E0500,2023-05-07,2023-05-11,Nghỉ bệnh,Pending,E0323
E0230,2023-06-17,2023-06-21,Nghỉ bệnh,Approved,E0372
E0208,2024-09-28,2024-10-01,Việc gia đình,Rejected,E0372
E0220,2024-05-23,2024-05-24,Nghỉ phép,Rejected,E0272
E0439,2024-06-03,2024-06-04,Việc gia đình,Pending,E0424
E0365,2023-03-29,2023-03-31,Nghỉ phép,Pending,E0285
E0456,2023-03-07,2023-03-11,Việc gia đình,Rejected,E0467
E0290,2024-07-21,2024-07-23,Nghỉ phép,Rejected,E0323
E0478,2024-06-01,2024-06-02,Nghỉ bệnh,Rejected,E0467
E0425,2023-04-10,2023-04-15,Nghỉ phép,Pending,E0325
E0117,2023-04-21,2023-04-25,Nghỉ bệnh,Pending,E0424
E0418,2024-04-10,2024-04-12,Nghỉ phép,Approved,E0323
E0315,2023-06-03,2023-06-04,Nghỉ bệnh,Pending,E0372
E0489,2023-10-22,2023-10-24,Nghỉ phép,Pending,E0372
E0250,2023-09-20,2023-09-21,Việc gia đình,Rejected,E0323
E0277,2023-09-24,2023-09-29,Việc gia đình,Rejected,E0467
E0266,2024-11-24,2024-11-29,Việc gia đình,Pending,E0306
E0168,2024-12-23,2024-12-26,Việc gia đình,Rejected,E0424
E0188,2023-02-22,2023-02-25,Nghỉ phép,Pending,E0372
E0460,2023-01-06,2023-01-11,Nghỉ bệnh,Pending,E0285
E0444,2024-05-27,2024-05-30,Việc gia đình,Pending,E0323
E0435,2024-08-19,2024-08-22,Việc gia đình,Approved,E0306
E0074,2023-11-26,2023-11-30,Việc gia đình,Approved,E0325
E0428,2023-03-30,2023-04-02,Nghỉ phép,Pending,E0285
E0339,2023-01-03,2023-01-04,Việc gia đình,Approved,E0285
E0405,2024-12-10,2024-12-13,Nghỉ phép,Approved,E0327
E0493,2023-02-07,2023-02-09,Việc gia đình,Rejected,E0424
E0353,2023-05-10,2023-05-12,Nghỉ bệnh,Rejected,E0467
E0079,2024-08-09,2024-08-11,Việc gia đình,Pending,E0348
E0380,2024-07-08,2024-07-12,Nghỉ bệnh,Pending,E0306
E0208,2024-12-07,2024-12-09,Việc gia đình,Approved,E0467
E0459,2023-01-10,2023-01-13,Nghỉ bệnh,Approved,E0424
E0404,2024-06-20,2024-06-23,Việc gia đình,Pending,E0348
E0071,2023-06-11,2023-06-15,Nghỉ bệnh,Rejected,E0348
E0273,2024-07-04,2024-07-09,Nghỉ phép,Rejected,E0323
E0021,2024-08-13,2024-08-15,Việc gia đình,Approved,E0424
E0024,2023-02-03,2023-02-04,Việc gia đình,Pending,E0325
E0150,2023-05-31,2023-06-01,Nghỉ phép,Approved,E0372
E0446,2024-12-01,2024-12-03,Nghỉ bệnh,Pending,E0285
E0481,2023-11-13,2023-11-15,Nghỉ phép,Rejected,E0285
E0221,2023-03-28,2023-03-30,Nghỉ bệnh,Approved,E0285
E0075,2023-10-29,2023-11-03,Nghỉ bệnh,Pending,E0323
E0172,2024-12-08,2024-12-12,Việc gia đình,Pending,E0327
E0128,2024-03-08,2024-03-10,Nghỉ phép,Rejected,E0306
E0260,2024-01-04,2024-01-07,Nghỉ bệnh,Approved,E0325
E0361,2024-05-17,2024-05-20,Nghỉ bệnh,Rejected,E0372
E0277,2023-12-26,2023-12-27,Nghỉ phép,Approved,E0323
E0234,2023-08-02,2023-08-04,Việc gia đình,Pending,E0285
E0074,2023-01-21,2023-01-22,Nghỉ bệnh,Rejected,E0272
E0294,2023-07-21,2023-07-23,Việc gia đình,Approved,E0372
E0405,2024-10-21,2024-10-23,Nghỉ phép,Approved,E0323
E0455,2023-05-04,2023-05-09,Việc gia đình,Rejected,E0325
E0313,2024-01-29,2024-01-30,Nghỉ bệnh,Approved,E0424
E0397,2024-02-29,2024-03-02,Việc gia đình,Rejected,E0306
E0082,2023-01-10,2023-01-15,Nghỉ bệnh,Pending,E0325
E0436,2023-09-04,2023-09-06,Nghỉ bệnh,Approved,E0424
E0262,2023-04-27,2023-05-01,Nghỉ bệnh,Approved,E0325
E0369,2023-03-08,2023-03-13,Nghỉ bệnh,Pending,E0424
E0325,2023-08-15,2023-08-17,Nghỉ phép,Pending,E0424
E0181,2023-11-18,2023-11-19,Nghỉ bệnh,Rejected,E0372
E0489,2024-01-25,2024-01-28,Nghỉ bệnh,Approved,E0323
E0191,2024-08-25,2024-08-27,Nghỉ bệnh,Approved,E0325
E0476,2024-05-26,2024-05-30,Nghỉ phép,Approved,E0285
E0337,2024-10-07,2024-10-12,Nghỉ bệnh,Approved,E0327
E0085,2023-09-09,2023-09-10,Việc gia đình,Rejected,E0424
E0130,2024-09-02,2024-09-03,Nghỉ phép,Rejected,E0327
E0157,2024-11-26,2024-11-30,Nghỉ phép,Approved,E0348
E0232,2023-06-24,2023-06-29,Nghỉ phép,Pending,E0467
E0321,2023-07-10,2023-07-12,Nghỉ phép,Pending,E0323
E0015,2023-10-18,2023-10-23,Việc gia đình,Approved,E0372
E0130,2024-09-09,2024-09-10,Nghỉ bệnh,Pending,E0424
E0394,2024-02-10,2024-02-14,Nghỉ phép,Rejected,E0272
E0113,2024-10-13,2024-10-17,Nghỉ bệnh,Approved,E0306
E0154,2024-09-18,2024-09-20,Nghỉ bệnh,Approved,E0467
E0344,2023-10-17,2023-10-18,Nghỉ bệnh,Rejected,E0327
E0060,2023-05-31,2023-06-03,Nghỉ bệnh,Rejected,E0327
E0215,2024-09-11,2024-09-15,Nghỉ bệnh,Rejected,E0272
E0353,2024-03-09,2024-03-14,Việc gia đình,Rejected,E0327
E0013,2024-03-05,2024-03-09,Nghỉ phép,Approved,E0306
E0067,2024-09-25,2024-09-26,Nghỉ phép,Pending,E0323
E0483,2024-04-27,2024-05-02,Nghỉ phép,Rejected,E0424
E0227,2023-03-17,2023-03-20,Việc gia đình,Approved,E0285
E0290,2023-05-04,2023-05-05,Nghỉ phép,Rejected,E0348
E0086,2023-12-19,2023-12-20,Nghỉ phép,Rejected,E0272
E0277,2023-01-07,2023-01-12,Nghỉ bệnh,Approved,E0306
E0298,2023-12-03,2023-12-06,Việc gia đình,Rejected,E0327
E0221,2024-01-15,2024-01-19,Việc gia đình,Rejected,E0327
E0147,2023-09-12,2023-09-13,Nghỉ phép,Approved,E0467
E0410,2024-07-12,2024-07-17,Việc gia đình,Pending,E0323
E0257,2024-02-06,2024-02-11,Nghỉ phép,Approved,E0327
E0415,2023-07-29,2023-08-02,Nghỉ phép,Approved,E0272
E0454,2024-07-22,2024-07-27,Nghỉ phép,Rejected,E0285
E0059,2023-09-15,2023-09-17,Nghỉ bệnh,Rejected,E0323
E0362,2024-04-02,2024-04-07,Nghỉ phép,Pending,E0424
E0423,2024-06-20,2024-06-24,Nghỉ phép,Approved,E0424
E0179,2023-10-05,2023-10-09,Nghỉ bệnh,Rejected,E0327
E0133,2024-05-07,2024-05-09,Nghỉ phép,Rejected,E0285
E0337,2024-02-01,2024-02-06,Nghỉ bệnh,Approved,E0348
E0152,2023-10-16,2023-10-19,Nghỉ bệnh,Approved,E0327
E0062,2024-05-11,2024-05-13,Việc gia đình,Rejected,E0325
E0347,2023-05-01,2023-05-05,Việc gia đình,Approved,E0323
E0157,2023-04-23,2023-04-24,Việc gia đình,Approved,E0327
E0463,2024-11-06,2024-11-11,Việc gia đình,Rejected,E0285
E0079,2024-04-15,2024-04-20,Nghỉ bệnh,Approved,E0327
E0060,2024-08-22,2024-08-26,Nghỉ bệnh,Rejected,E0424
E0105,2024-07-29,2024-07-31,Nghỉ phép,Pending,E0327
E0408,2023-06-04,2023-06-07,Việc gia đình,Rejected,E0424
E0100,2024-02-13,2024-02-18,Việc gia đình,Approved,E0306
E0038,2024-05-15,2024-05-19,Việc gia đình,Pending,E0327
E0012,2023-04-12,2023-04-17,Việc gia đình,Pending,E0327
E0400,2024-08-24,2024-08-28,Nghỉ phép,Pending,E0327
E0336,2024-03-08,2024-03-13,Việc gia đình,Pending,E0285
E0205,2023-05-30,2023-06-01,Nghỉ phép,Rejected,E0372
E0284,2023-09-15,2023-09-20,Nghỉ bệnh,Pending,E0348
E0114,2023-09-29,2023-09-30,Nghỉ phép,Rejected,E0327
E0257,2024-05-04,2024-05-08,Việc gia đình,Approved,E0272
