InvoiceID,CustomerID,CID,CardID,CreatedDate,CreatedTime,TotalPrice,PaymentMoney,PaymentTypeID
INV016898,CUS58826,E0370,CARD08641,2024-11-21,14:00:00,1789795,1789795,PM01
INV016899,CUS23668,E0143,CARD33177,2022-10-05,14:00:00,337460,337460,PM04
INV016900,CUS26274,E0051,CARD44124,2024-03-12,18:00:00,144014,144014,PM01
INV016901,CUS64180,E0462,CARD08836,2022-02-11,18:00:00,2722591,2722591,PM04
INV016902,CUS15076,E0258,CARD15478,2022-09-28,14:00:00,2176727,2176727,PM01
INV016903,CUS76909,E0084,CARD07537,2022-04-04,14:00:00,2875545,2875545,PM04
INV016904,CUS30881,E0371,CARD37106,2022-09-09,18:00:00,696090,696090,PM04
INV016905,CUS62712,E0110,CARD35096,2024-06-27,18:00:00,2878962,2878962,PM02
INV016906,CUS02699,E0109,CARD22957,2024-02-21,14:00:00,2042913,2042913,PM01
INV016907,CUS34804,E0044,CARD40676,2022-03-23,14:00:00,50578,50578,PM01
INV016908,CUS45752,E0045,CARD39812,2024-09-05,18:00:00,2410782,2410782,PM04
INV016909,CUS65351,E0043,CARD29155,2024-08-11,14:00:00,1548158,1548158,PM02
INV016910,CUS49833,E0362,CARD29227,2024-07-04,14:00:00,591951,591951,PM03
INV016911,CUS15014,E0380,CARD18112,2022-12-16,08:00:00,1726467,1726467,PM01
INV016912,CUS78424,E0019,CARD16495,2024-02-21,18:00:00,440228,440228,PM01
INV016913,CUS45902,E0319,CARD10554,2023-03-16,14:00:00,2442365,2442365,PM03
INV016914,CUS29779,E0125,CARD45932,2024-11-04,18:00:00,2044368,2044368,PM04
INV016915,CUS34822,E0217,CARD19572,2023-03-13,08:00:00,1541890,1541890,PM03
INV016916,CUS11949,E0213,CARD14080,2024-04-06,11:00:00,2229028,2229028,PM03
INV016917,CUS58640,E0291,CARD43140,2022-08-14,11:00:00,959726,959726,PM03
INV016918,CUS10405,E0447,CARD31243,2022-02-15,11:00:00,2700927,2700927,PM03
INV016919,CUS53767,E0453,CARD46791,2023-03-29,08:00:00,2236064,2236064,PM02
INV016920,CUS03811,E0009,CARD40090,2023-06-29,18:00:00,2083981,2083981,PM03
INV016921,CUS40949,E0450,CARD43631,2024-01-07,11:00:00,2322468,2322468,PM04
INV016922,CUS46789,E0385,CARD08548,2022-06-22,18:00:00,501801,501801,PM04
INV016923,CUS56059,E0439,CARD19597,2024-09-11,11:00:00,1412981,1412981,PM04
INV016924,CUS36447,E0390,CARD12727,2023-05-11,11:00:00,1503144,1503144,PM02
INV016925,CUS05923,E0187,CARD02584,2024-12-31,14:00:00,983915,983915,PM04
INV016926,CUS00342,E0500,CARD07808,2022-02-16,18:00:00,1243596,1243596,PM01
INV016927,CUS06281,E0135,CARD29986,2023-07-27,18:00:00,791345,791345,PM03
INV016928,CUS56608,E0273,CARD02885,2024-09-07,11:00:00,2757768,2757768,PM02
INV016929,CUS26491,E0284,CARD29944,2024-07-16,08:00:00,129679,129679,PM01
INV016930,CUS78788,E0237,CARD24810,2022-06-07,11:00:00,2865532,2865532,PM03
INV016931,CUS27750,E0405,CARD43683,2024-05-08,08:00:00,1457061,1457061,PM02
INV016932,CUS04543,E0297,CARD40168,2024-04-13,14:00:00,2097637,2097637,PM04
INV016933,CUS67866,E0479,CARD12339,2023-01-12,11:00:00,2309344,2309344,PM01
INV016934,CUS78829,E0047,CARD40404,2023-06-30,11:00:00,2780859,2780859,PM04
INV016935,CUS01227,E0179,CARD30825,2024-11-02,08:00:00,1921560,1921560,PM03
INV016936,CUS27695,E0016,CARD10603,2023-07-29,08:00:00,2204878,2204878,PM02
INV016937,CUS10441,E0192,CARD44145,2023-11-01,08:00:00,2545493,2545493,PM04
INV016938,CUS65644,E0192,CARD30317,2023-07-06,08:00:00,1433347,1433347,PM01
INV016939,CUS67125,E0258,CARD26205,2023-08-07,14:00:00,98235,98235,PM04
INV016940,CUS75787,E0318,CARD34556,2023-10-28,18:00:00,1190122,1190122,PM02
INV016941,CUS50573,E0231,CARD24012,2023-06-05,14:00:00,1270385,1270385,PM03
INV016942,CUS28239,E0190,CARD28670,2023-10-03,08:00:00,1614892,1614892,PM01
INV016943,CUS73540,E0371,CARD17925,2023-03-13,08:00:00,2553740,2553740,PM01
INV016944,CUS79931,E0409,CARD43548,2024-08-06,14:00:00,2606419,2606419,PM02
INV016945,CUS22449,E0272,CARD11381,2023-11-25,08:00:00,1099728,1099728,PM01
INV016946,CUS26756,E0155,CARD11915,2022-01-04,14:00:00,2203227,2203227,PM02
INV016947,CUS11667,E0131,CARD04752,2024-02-05,14:00:00,704073,704073,PM03
INV016948,CUS74862,E0320,CARD36346,2024-11-25,08:00:00,1840893,1840893,PM01
INV016949,CUS53167,E0292,CARD16814,2022-05-28,08:00:00,2005855,2005855,PM02
INV016950,CUS25829,E0099,CARD23548,2023-12-31,14:00:00,97910,97910,PM03
INV016951,CUS66405,E0353,CARD00484,2024-06-29,18:00:00,2757455,2757455,PM01
INV016952,CUS46322,E0365,CARD03522,2024-04-02,11:00:00,280822,280822,PM02
INV016953,CUS49100,E0451,CARD36262,2022-01-21,11:00:00,1298636,1298636,PM03
INV016954,CUS00997,E0075,CARD27076,2024-04-22,18:00:00,2741503,2741503,PM02
INV016955,CUS13385,E0370,CARD29152,2022-05-01,14:00:00,288430,288430,PM03
INV016956,CUS48422,E0026,CARD10450,2024-05-09,18:00:00,579335,579335,PM02
INV016957,CUS21071,E0326,CARD43505,2024-04-13,11:00:00,1231335,1231335,PM01
INV016958,CUS05758,E0114,CARD10295,2022-12-10,14:00:00,336453,336453,PM02
INV016959,CUS70561,E0153,CARD46807,2024-06-13,08:00:00,1273253,1273253,PM04
INV016960,CUS27008,E0372,CARD28444,2024-06-01,14:00:00,693090,693090,PM02
INV016961,CUS48661,E0044,CARD36839,2024-10-06,11:00:00,1229254,1229254,PM01
INV016962,CUS09791,E0465,CARD14339,2024-02-18,18:00:00,1583584,1583584,PM01
INV016963,CUS44324,E0425,CARD00429,2023-01-10,14:00:00,1644932,1644932,PM01
INV016964,CUS52560,E0467,CARD45190,2024-09-24,08:00:00,579676,579676,PM04
INV016965,CUS50842,E0136,CARD37840,2023-11-18,14:00:00,138336,138336,PM03
INV016966,CUS12233,E0214,CARD30227,2023-08-05,18:00:00,1758314,1758314,PM02
INV016967,CUS43708,E0439,CARD25847,2022-05-07,11:00:00,516986,516986,PM04
INV016968,CUS56849,E0124,CARD08701,2022-03-04,11:00:00,2852517,2852517,PM01
INV016969,CUS78816,E0411,CARD38846,2023-02-10,14:00:00,200434,200434,PM04
INV016970,CUS56013,E0237,CARD13389,2023-10-27,18:00:00,583191,583191,PM04
INV016971,CUS37244,E0260,CARD15225,2024-02-10,14:00:00,1811321,1811321,PM02
INV016972,CUS37610,E0013,CARD16956,2024-07-10,18:00:00,1851515,1851515,PM02
INV016973,CUS49650,E0292,CARD39018,2023-11-10,08:00:00,2810837,2810837,PM02
INV016974,CUS22147,E0444,CARD46710,2022-01-28,11:00:00,839359,839359,PM03
INV016975,CUS72117,E0431,CARD07553,2022-02-11,18:00:00,1990022,1990022,PM04
INV016976,CUS57755,E0431,CARD41408,2022-09-13,18:00:00,2493087,2493087,PM03
INV016977,CUS08272,E0229,CARD46781,2022-01-23,18:00:00,798241,798241,PM01
INV016978,CUS28263,E0052,CARD48836,2024-03-18,11:00:00,727977,727977,PM03
INV016979,CUS63992,E0215,CARD32301,2024-08-08,11:00:00,2084059,2084059,PM03
INV016980,CUS33056,E0249,CARD08773,2022-05-01,11:00:00,2530527,2530527,PM01
INV016981,CUS01734,E0008,CARD23280,2023-09-11,18:00:00,1678375,1678375,PM04
INV016982,CUS74979,E0199,CARD01708,2022-05-07,11:00:00,1785320,1785320,PM03
INV016983,CUS13665,E0017,CARD05563,2023-09-25,18:00:00,2114453,2114453,PM01
INV016984,CUS03089,E0380,CARD21680,2022-06-15,11:00:00,1681245,1681245,PM01
INV016985,CUS55094,E0326,CARD37305,2022-09-06,14:00:00,1554856,1554856,PM04
INV016986,CUS62149,E0390,CARD49263,2023-01-09,18:00:00,2351528,2351528,PM04
INV016987,CUS70469,E0337,CARD11344,2024-04-02,14:00:00,2634592,2634592,PM02
INV016988,CUS44619,E0346,CARD13547,2024-06-11,14:00:00,1539178,1539178,PM04
INV016989,CUS50166,E0254,CARD17358,2023-02-11,11:00:00,329433,329433,PM03
INV016990,CUS60206,E0079,CARD23957,2024-07-01,18:00:00,234899,234899,PM02
INV016991,CUS61623,E0453,CARD48086,2022-04-16,08:00:00,2128659,2128659,PM02
INV016992,CUS16861,E0056,CARD39888,2022-05-14,14:00:00,1595028,1595028,PM01
INV016993,CUS40758,E0366,CARD05662,2023-04-29,08:00:00,1843971,1843971,PM03
INV016994,CUS33031,E0379,CARD31296,2024-12-14,11:00:00,1933811,1933811,PM01
INV016995,CUS77431,E0182,CARD10342,2024-08-15,11:00:00,2559129,2559129,PM01
INV016996,CUS40546,E0176,CARD13159,2023-09-09,14:00:00,2346581,2346581,PM03
INV016997,CUS54447,E0268,CARD06583,2024-08-31,14:00:00,1468479,1468479,PM02
INV016998,CUS29364,E0194,CARD07706,2024-07-05,11:00:00,1455764,1455764,PM03
INV016999,CUS77995,E0010,CARD31889,2022-02-20,08:00:00,1356266,1356266,PM02
INV017000,CUS02299,E0116,CARD21781,2024-01-11,18:00:00,2510953,2510953,PM02
INV017001,CUS25174,E0082,CARD15193,2023-11-09,11:00:00,1285360,1285360,PM01
INV017002,CUS17795,E0490,CARD11668,2024-02-02,11:00:00,1890423,1890423,PM01
INV017003,CUS34052,E0460,CARD40546,2024-05-13,14:00:00,2433396,2433396,PM04
INV017004,CUS32661,E0062,CARD44344,2022-05-28,18:00:00,1680434,1680434,PM01
INV017005,CUS04965,E0409,CARD47903,2024-10-16,14:00:00,784156,784156,PM01
INV017006,CUS53554,E0484,CARD22769,2024-01-21,08:00:00,1068157,1068157,PM04
INV017007,CUS65350,E0268,CARD17863,2024-10-25,14:00:00,1271101,1271101,PM03
INV017008,CUS70226,E0461,CARD41588,2024-10-20,14:00:00,1901714,1901714,PM01
INV017009,CUS26899,E0039,CARD32746,2022-03-12,11:00:00,2593468,2593468,PM03
INV017010,CUS03494,E0474,CARD04354,2023-02-02,14:00:00,1806221,1806221,PM01
INV017011,CUS21117,E0322,CARD35322,2023-09-22,14:00:00,1113794,1113794,PM01
INV017012,CUS34796,E0387,CARD28674,2024-11-27,14:00:00,1949319,1949319,PM03
INV017013,CUS33926,E0346,CARD07750,2022-11-14,08:00:00,2511562,2511562,PM03
INV017014,CUS11376,E0493,CARD00887,2022-03-30,14:00:00,655332,655332,PM03
INV017015,CUS48458,E0088,CARD04326,2022-11-06,11:00:00,1862575,1862575,PM02
INV017016,CUS45246,E0211,CARD48828,2022-12-17,11:00:00,2620009,2620009,PM02
INV017017,CUS08118,E0486,CARD28116,2023-12-11,14:00:00,1991679,1991679,PM04
INV017018,CUS36652,E0092,CARD25184,2024-09-21,14:00:00,831472,831472,PM02
INV017019,CUS47467,E0131,CARD16764,2023-01-19,08:00:00,1194792,1194792,PM04
INV017020,CUS02788,E0002,CARD35499,2024-01-31,08:00:00,2703426,2703426,PM04
INV017021,CUS15260,E0104,CARD33905,2024-04-23,18:00:00,1330514,1330514,PM02
INV017022,CUS60654,E0429,CARD19812,2022-02-17,11:00:00,912203,912203,PM01
INV017023,CUS10671,E0057,CARD09735,2022-08-08,18:00:00,844070,844070,PM04
INV017024,CUS35937,E0319,CARD04801,2023-07-01,18:00:00,803618,803618,PM04
INV017025,CUS63533,E0012,CARD09908,2024-09-16,08:00:00,2984349,2984349,PM03
INV017026,CUS26940,E0285,CARD39919,2024-02-09,14:00:00,1152103,1152103,PM01
INV017027,CUS12179,E0426,CARD45177,2022-07-20,08:00:00,1381749,1381749,PM02
INV017028,CUS46615,E0095,CARD37309,2022-06-25,18:00:00,1072257,1072257,PM03
INV017029,CUS08298,E0453,CARD10726,2022-09-09,14:00:00,406797,406797,PM04
INV017030,CUS53271,E0420,CARD20733,2022-07-09,08:00:00,1471546,1471546,PM03
INV017031,CUS27164,E0036,CARD30970,2023-08-28,11:00:00,1015850,1015850,PM02
INV017032,CUS62972,E0477,CARD26727,2022-06-29,11:00:00,1459124,1459124,PM03
INV017033,CUS47480,E0105,CARD11575,2023-05-16,18:00:00,1490195,1490195,PM02
INV017034,CUS19850,E0054,CARD05362,2022-10-28,18:00:00,2893365,2893365,PM04
INV017035,CUS28403,E0174,CARD36856,2022-02-13,08:00:00,2295604,2295604,PM02
INV017036,CUS24764,E0003,CARD33161,2022-06-07,11:00:00,999916,999916,PM02
INV017037,CUS35814,E0336,CARD37010,2023-09-04,14:00:00,2705406,2705406,PM02
INV017038,CUS60976,E0423,CARD36972,2024-04-26,08:00:00,2573841,2573841,PM01
INV017039,CUS29754,E0358,CARD35909,2022-05-06,18:00:00,134139,134139,PM03
INV017040,CUS53713,E0382,CARD35054,2024-10-07,18:00:00,2542043,2542043,PM03
INV017041,CUS34255,E0183,CARD26640,2024-05-28,14:00:00,334308,334308,PM02
INV017042,CUS20142,E0488,CARD11701,2022-02-08,14:00:00,220800,220800,PM04
INV017043,CUS14615,E0140,CARD04283,2023-09-28,08:00:00,2024233,2024233,PM04
INV017044,CUS32840,E0154,CARD02632,2024-09-04,08:00:00,2542008,2542008,PM02
INV017045,CUS27134,E0247,CARD29448,2023-04-12,11:00:00,1896923,1896923,PM03
INV017046,CUS51476,E0492,CARD21604,2024-10-30,08:00:00,119502,119502,PM02
INV017047,CUS29861,E0396,CARD45584,2023-08-24,11:00:00,321251,321251,PM04
INV017048,CUS71588,E0411,CARD23223,2024-03-08,14:00:00,383053,383053,PM03
INV017049,CUS30097,E0173,CARD24529,2022-09-30,18:00:00,739071,739071,PM03
INV017050,CUS60331,E0291,CARD32122,2023-07-18,11:00:00,999568,999568,PM04
INV017051,CUS44118,E0034,CARD29434,2022-06-23,14:00:00,1187355,1187355,PM03
INV017052,CUS56814,E0388,CARD23664,2022-10-06,11:00:00,867370,867370,PM03
INV017053,CUS18141,E0390,CARD46038,2023-05-24,11:00:00,2248205,2248205,PM03
INV017054,CUS18241,E0116,CARD23727,2023-07-25,14:00:00,937996,937996,PM03
INV017055,CUS34117,E0214,CARD30774,2024-01-16,08:00:00,2429649,2429649,PM02
INV017056,CUS12037,E0495,CARD28219,2023-12-05,18:00:00,1923587,1923587,PM01
INV017057,CUS23784,E0129,CARD41168,2023-03-03,18:00:00,1923785,1923785,PM02
INV017058,CUS36119,E0178,CARD17798,2022-09-27,08:00:00,2022702,2022702,PM02
INV017059,CUS20926,E0372,CARD48487,2022-02-27,11:00:00,743163,743163,PM04
INV017060,CUS35375,E0250,CARD12716,2024-04-19,14:00:00,2890177,2890177,PM02
INV017061,CUS19429,E0477,CARD15034,2024-02-19,08:00:00,615037,615037,PM02
INV017062,CUS02738,E0024,CARD33921,2023-07-05,11:00:00,1537930,1537930,PM01
INV017063,CUS68464,E0359,CARD03240,2024-06-17,08:00:00,1531882,1531882,PM01
INV017064,CUS52987,E0408,CARD10794,2024-07-28,18:00:00,1837577,1837577,PM01
INV017065,CUS41606,E0167,CARD17704,2022-06-24,08:00:00,156118,156118,PM02
INV017066,CUS01568,E0490,CARD35318,2024-04-25,11:00:00,844411,844411,PM03
INV017067,CUS39232,E0094,CARD00016,2024-10-23,11:00:00,53575,53575,PM01
INV017068,CUS02456,E0431,CARD39722,2022-02-07,11:00:00,776504,776504,PM04
INV017069,CUS18160,E0424,CARD17083,2023-05-07,11:00:00,961835,961835,PM02
INV017070,CUS02212,E0222,CARD23516,2022-07-09,11:00:00,2804864,2804864,PM04
INV017071,CUS17429,E0200,CARD41911,2022-02-23,14:00:00,2620757,2620757,PM01
INV017072,CUS45781,E0158,CARD16670,2022-01-02,11:00:00,625008,625008,PM02
INV017073,CUS30477,E0009,CARD42358,2023-09-28,11:00:00,1023583,1023583,PM02
INV017074,CUS43647,E0149,CARD37882,2024-03-10,08:00:00,2453373,2453373,PM02
INV017075,CUS50973,E0420,CARD34022,2024-07-06,08:00:00,51804,51804,PM03
INV017076,CUS32678,E0308,CARD44283,2023-12-02,18:00:00,1302152,1302152,PM04
INV017077,CUS67416,E0360,CARD09331,2024-04-23,18:00:00,692644,692644,PM02
INV017078,CUS00985,E0086,CARD19886,2024-10-27,18:00:00,185835,185835,PM02
INV017079,CUS37451,E0115,CARD06773,2022-07-24,08:00:00,2436775,2436775,PM03
INV017080,CUS57195,E0322,CARD17311,2023-04-30,08:00:00,1141826,1141826,PM01
INV017081,CUS55681,E0090,CARD28622,2022-09-30,11:00:00,2935016,2935016,PM04
INV017082,CUS56039,E0025,CARD22240,2024-02-21,18:00:00,714909,714909,PM01
INV017083,CUS71460,E0350,CARD31027,2024-01-15,14:00:00,1353575,1353575,PM04
INV017084,CUS26601,E0432,CARD21816,2024-09-03,11:00:00,834361,834361,PM02
INV017085,CUS60598,E0416,CARD05986,2024-11-11,14:00:00,2805794,2805794,PM04
INV017086,CUS48994,E0352,CARD47384,2024-12-13,18:00:00,154071,154071,PM02
INV017087,CUS35212,E0057,CARD48971,2023-03-13,11:00:00,352502,352502,PM02
INV017088,CUS17568,E0433,CARD46262,2022-02-19,14:00:00,1644382,1644382,PM01
INV017089,CUS63007,E0478,CARD22538,2023-07-10,11:00:00,509006,509006,PM03
INV017090,CUS28400,E0138,CARD11306,2023-09-14,18:00:00,1285320,1285320,PM04
INV017091,CUS21055,E0082,CARD06136,2024-02-23,11:00:00,1936270,1936270,PM01
INV017092,CUS15226,E0075,CARD38301,2022-06-08,08:00:00,296427,296427,PM03
INV017093,CUS16584,E0191,CARD39705,2024-11-28,11:00:00,1942280,1942280,PM03
INV017094,CUS62504,E0260,CARD14061,2022-09-22,11:00:00,1590034,1590034,PM03
INV017095,CUS78258,E0427,CARD42826,2023-08-31,14:00:00,1217171,1217171,PM02
INV017096,CUS14481,E0488,CARD48951,2023-06-18,11:00:00,363400,363400,PM01
INV017097,CUS57961,E0199,CARD36224,2024-09-21,08:00:00,1073240,1073240,PM01
INV017098,CUS35042,E0340,CARD10586,2024-05-18,11:00:00,693998,693998,PM03
INV017099,CUS35353,E0476,CARD24897,2023-04-01,14:00:00,2856475,2856475,PM04
INV017100,CUS75028,E0213,CARD24144,2024-06-25,08:00:00,2414955,2414955,PM04
INV017101,CUS56571,E0346,CARD46815,2023-08-28,18:00:00,1669390,1669390,PM03
INV017102,CUS61908,E0096,CARD16098,2023-04-29,08:00:00,754908,754908,PM01
INV017103,CUS26329,E0001,CARD08442,2023-10-09,08:00:00,1900751,1900751,PM03
INV017104,CUS52322,E0465,CARD41064,2022-10-21,14:00:00,1064988,1064988,PM01
INV017105,CUS07574,E0375,CARD17811,2024-05-08,18:00:00,234644,234644,PM04
INV017106,CUS08701,E0090,CARD22602,2023-01-17,08:00:00,2909479,2909479,PM01
INV017107,CUS26588,E0251,CARD03513,2022-07-17,08:00:00,1973357,1973357,PM01
INV017108,CUS52416,E0276,CARD33157,2023-11-28,14:00:00,1724809,1724809,PM02
INV017109,CUS09179,E0114,CARD13630,2022-01-09,14:00:00,1794569,1794569,PM04
INV017110,CUS62451,E0263,CARD45030,2023-03-03,11:00:00,2539492,2539492,PM01
INV017111,CUS56855,E0268,CARD25949,2022-12-12,14:00:00,493150,493150,PM01
INV017112,CUS34550,E0237,CARD25809,2023-06-29,18:00:00,1604739,1604739,PM02
INV017113,CUS25427,E0329,CARD47904,2022-02-24,11:00:00,1664620,1664620,PM03
INV017114,CUS37597,E0116,CARD30516,2022-07-29,18:00:00,1813634,1813634,PM02
INV017115,CUS17092,E0444,CARD44263,2024-07-09,11:00:00,1756330,1756330,PM02
INV017116,CUS57667,E0053,CARD48947,2024-05-15,11:00:00,2146290,2146290,PM02
INV017117,CUS13858,E0367,CARD27347,2024-11-08,14:00:00,903468,903468,PM04
INV017118,CUS17930,E0009,CARD14918,2023-03-29,11:00:00,1244876,1244876,PM04
INV017119,CUS43112,E0200,CARD34076,2024-08-09,14:00:00,220711,220711,PM01
INV017120,CUS24967,E0028,CARD09246,2022-01-11,11:00:00,584874,584874,PM03
INV017121,CUS04657,E0465,CARD38235,2023-05-22,08:00:00,424874,424874,PM01
INV017122,CUS14033,E0095,CARD02765,2024-05-05,11:00:00,1458049,1458049,PM01
INV017123,CUS32207,E0372,CARD21240,2023-03-26,14:00:00,373819,373819,PM03
INV017124,CUS58843,E0493,CARD04533,2024-02-05,08:00:00,1647821,1647821,PM03
INV017125,CUS42541,E0338,CARD01582,2023-11-12,18:00:00,2428801,2428801,PM02
INV017126,CUS69870,E0101,CARD10371,2023-01-04,14:00:00,2367877,2367877,PM01
INV017127,CUS61401,E0417,CARD06787,2022-04-02,18:00:00,2591892,2591892,PM04
INV017128,CUS55488,E0126,CARD20353,2022-06-30,14:00:00,2831607,2831607,PM02
INV017129,CUS01142,E0456,CARD07300,2022-02-06,18:00:00,1671261,1671261,PM02
INV017130,CUS64563,E0135,CARD01394,2022-07-25,08:00:00,2509566,2509566,PM04
INV017131,CUS27566,E0193,CARD35823,2024-06-06,11:00:00,1486126,1486126,PM03
INV017132,CUS02719,E0348,CARD14755,2022-04-04,14:00:00,1289171,1289171,PM02
INV017133,CUS07709,E0491,CARD31324,2022-08-02,08:00:00,380995,380995,PM03
INV017134,CUS15148,E0487,CARD33091,2024-04-23,18:00:00,537494,537494,PM01
INV017135,CUS78472,E0479,CARD27993,2024-10-03,11:00:00,1357537,1357537,PM01
INV017136,CUS19810,E0334,CARD06193,2023-11-07,18:00:00,1839001,1839001,PM03
INV017137,CUS64866,E0063,CARD20391,2023-08-27,08:00:00,166346,166346,PM01
INV017138,CUS63595,E0448,CARD35496,2024-03-07,14:00:00,1266297,1266297,PM04
INV017139,CUS13030,E0402,CARD42802,2022-10-28,18:00:00,2159580,2159580,PM04
INV017140,CUS09647,E0098,CARD07404,2024-03-21,08:00:00,2481857,2481857,PM02
INV017141,CUS47751,E0438,CARD45338,2023-08-21,14:00:00,495743,495743,PM02
INV017142,CUS68636,E0479,CARD30857,2022-05-08,14:00:00,1641465,1641465,PM01
INV017143,CUS61150,E0249,CARD43436,2023-10-19,11:00:00,1263987,1263987,PM03
INV017144,CUS73283,E0388,CARD27016,2024-06-30,18:00:00,1044673,1044673,PM02
INV017145,CUS55056,E0487,CARD41174,2024-11-28,14:00:00,2170505,2170505,PM04
INV017146,CUS46067,E0479,CARD43824,2022-12-12,14:00:00,76026,76026,PM03
INV017147,CUS77691,E0008,CARD00092,2022-10-13,14:00:00,1294412,1294412,PM02
INV017148,CUS04772,E0445,CARD14033,2024-05-04,11:00:00,2756451,2756451,PM01
INV017149,CUS40387,E0429,CARD36189,2024-02-25,08:00:00,582665,582665,PM03
INV017150,CUS56652,E0172,CARD14867,2022-09-30,08:00:00,2552294,2552294,PM04
INV017151,CUS08828,E0491,CARD23976,2022-12-26,18:00:00,2113788,2113788,PM03
INV017152,CUS59556,E0131,CARD06269,2022-01-11,18:00:00,493380,493380,PM01
INV017153,CUS71277,E0317,CARD35913,2024-12-05,11:00:00,2471308,2471308,PM02
INV017154,CUS47284,E0272,CARD01726,2022-08-30,08:00:00,2563933,2563933,PM03
INV017155,CUS51702,E0109,CARD33289,2022-05-17,14:00:00,2748870,2748870,PM01
INV017156,CUS55017,E0323,CARD42491,2024-06-15,14:00:00,396668,396668,PM04
INV017157,CUS48572,E0219,CARD47390,2022-03-12,14:00:00,2895881,2895881,PM02
INV017158,CUS56591,E0370,CARD02501,2023-12-16,18:00:00,2613587,2613587,PM04
INV017159,CUS69159,E0474,CARD42697,2023-08-25,11:00:00,785970,785970,PM02
INV017160,CUS59987,E0301,CARD34303,2023-06-23,14:00:00,83159,83159,PM04
INV017161,CUS61158,E0001,CARD17620,2024-05-23,14:00:00,2751823,2751823,PM01
INV017162,CUS26423,E0117,CARD18768,2024-08-18,11:00:00,693835,693835,PM04
INV017163,CUS45894,E0320,CARD18313,2022-12-17,18:00:00,2495969,2495969,PM01
INV017164,CUS61291,E0011,CARD09524,2024-08-14,08:00:00,1171820,1171820,PM01
INV017165,CUS36097,E0102,CARD35579,2022-11-29,08:00:00,1129486,1129486,PM01
INV017166,CUS53853,E0395,CARD49038,2023-11-26,08:00:00,2866017,2866017,PM04
INV017167,CUS00639,E0050,CARD41291,2022-02-09,18:00:00,506180,506180,PM03
INV017168,CUS25904,E0270,CARD21612,2023-02-06,08:00:00,1273901,1273901,PM03
INV017169,CUS50391,E0030,CARD11248,2022-12-22,11:00:00,1774659,1774659,PM02
INV017170,CUS79349,E0018,CARD35506,2022-04-05,14:00:00,866696,866696,PM02
INV017171,CUS35118,E0207,CARD36764,2023-06-21,11:00:00,280706,280706,PM02
INV017172,CUS21901,E0036,CARD09114,2024-11-23,08:00:00,1217627,1217627,PM03
INV017173,CUS63826,E0481,CARD37746,2022-09-14,14:00:00,1440295,1440295,PM01
INV017174,CUS17931,E0100,CARD47444,2023-07-27,11:00:00,2442660,2442660,PM03
INV017175,CUS02919,E0493,CARD14180,2024-07-19,08:00:00,200105,200105,PM03
INV017176,CUS34035,E0025,CARD16416,2022-12-20,11:00:00,2954234,2954234,PM04
INV017177,CUS08815,E0109,CARD32252,2024-04-16,14:00:00,2996734,2996734,PM02
INV017178,CUS19575,E0192,CARD02808,2022-12-21,14:00:00,2158241,2158241,PM03
INV017179,CUS46202,E0452,CARD40457,2023-07-01,11:00:00,1894887,1894887,PM02
INV017180,CUS10465,E0329,CARD04864,2022-12-23,18:00:00,1441848,1441848,PM02
INV017181,CUS39903,E0067,CARD18385,2022-06-16,14:00:00,2722064,2722064,PM04
INV017182,CUS36468,E0458,CARD35731,2023-04-14,11:00:00,626079,626079,PM03
INV017183,CUS77573,E0477,CARD38334,2024-06-16,18:00:00,1888463,1888463,PM01
INV017184,CUS59458,E0095,CARD13065,2023-09-20,08:00:00,944319,944319,PM03
INV017185,CUS55212,E0440,CARD48176,2024-06-26,11:00:00,1513865,1513865,PM01
INV017186,CUS60910,E0198,CARD24652,2023-08-06,11:00:00,56002,56002,PM04
INV017187,CUS34700,E0230,CARD22160,2023-03-04,14:00:00,1838189,1838189,PM01
INV017188,CUS72641,E0264,CARD05764,2024-05-18,11:00:00,2112241,2112241,PM04
INV017189,CUS70200,E0336,CARD46247,2024-10-15,08:00:00,213694,213694,PM03
INV017190,CUS79823,E0040,CARD17925,2024-10-09,11:00:00,939862,939862,PM04
INV017191,CUS45364,E0335,CARD12033,2022-09-10,14:00:00,533311,533311,PM04
INV017192,CUS37390,E0043,CARD02987,2022-01-03,14:00:00,725224,725224,PM04
INV017193,CUS17081,E0451,CARD25529,2022-10-21,14:00:00,882936,882936,PM02
INV017194,CUS78223,E0001,CARD02501,2024-02-02,08:00:00,1546421,1546421,PM01
INV017195,CUS10859,E0299,CARD03049,2023-07-31,11:00:00,399408,399408,PM02
INV017196,CUS73312,E0159,CARD31262,2023-02-21,14:00:00,325398,325398,PM02
INV017197,CUS61867,E0308,CARD06005,2022-09-18,14:00:00,542080,542080,PM03
INV017198,CUS54921,E0290,CARD29843,2022-03-30,14:00:00,1609152,1609152,PM02
INV017199,CUS38439,E0001,CARD28224,2024-10-02,08:00:00,1115839,1115839,PM02
INV017200,CUS15796,E0092,CARD33232,2024-05-12,14:00:00,679622,679622,PM02
INV017201,CUS41143,E0341,CARD30665,2023-06-22,18:00:00,2727148,2727148,PM01
INV017202,CUS04393,E0147,CARD27251,2024-07-26,08:00:00,2916395,2916395,PM04
INV017203,CUS02079,E0103,CARD48197,2024-12-30,14:00:00,1102800,1102800,PM01
INV017204,CUS53937,E0031,CARD28900,2023-10-06,08:00:00,2564601,2564601,PM04
