EmployeeID,WorkDate,WorkTime,Shift,MID
E0286,2024-07-03,13,Ca chiều,E0306
E0399,2024-09-13,18,Ca tối,E0272
E0258,2024-03-14,18,Ca tối,E0272
E0217,2024-04-07,13,Ca chiều,E0323
E0472,2024-12-06,13,Ca chiều,E0306
E0161,2024-07-06,13,Ca chiều,E0323
E0448,2024-11-24,7,Ca sáng,E0325
E0172,2024-12-15,13,Ca chiều,E0272
E0348,2024-02-10,13,Ca chiều,E0306
E0393,2024-01-30,18,Ca tối,E0306
E0328,2024-03-12,7,Ca sáng,E0348
E0091,2024-10-21,18,Ca tối,E0327
E0215,2024-02-28,13,Ca chiều,E0467
E0311,2024-09-21,18,Ca tối,E0327
E0373,2024-02-13,7,Ca sáng,E0467
E0339,2024-06-13,7,Ca sáng,E0327
E0106,2024-05-31,18,Ca tối,E0372
E0230,2024-12-18,7,Ca sáng,E0325
E0488,2024-01-12,18,Ca tối,E0372
E0086,2024-12-17,7,Ca sáng,E0348
E0325,2024-04-20,13,Ca chiều,E0467
E0127,2024-08-17,18,Ca tối,E0285
E0159,2024-12-13,18,Ca tối,E0323
E0490,2024-11-16,13,Ca chiều,E0348
E0365,2024-06-08,13,Ca chiều,E0325
E0427,2024-12-08,13,Ca chiều,E0272
E0466,2024-04-12,7,Ca sáng,E0285
E0368,2024-07-02,7,Ca sáng,E0327
E0334,2024-12-16,18,Ca tối,E0285
E0376,2024-09-29,18,Ca tối,E0272
E0103,2024-08-26,7,Ca sáng,E0285
E0081,2024-10-02,7,Ca sáng,E0372
E0256,2024-09-28,13,Ca chiều,E0348
E0314,2024-11-02,18,Ca tối,E0306
E0273,2024-09-01,7,Ca sáng,E0372
E0184,2024-06-07,13,Ca chiều,E0467
E0144,2024-02-11,7,Ca sáng,E0325
E0127,2024-08-11,18,Ca tối,E0323
E0151,2024-11-16,13,Ca chiều,E0272
E0358,2024-12-29,18,Ca tối,E0348
E0176,2024-08-31,18,Ca tối,E0372
E0200,2024-10-04,7,Ca sáng,E0327
E0339,2024-06-20,13,Ca chiều,E0285
E0218,2024-03-19,7,Ca sáng,E0323
E0270,2024-10-07,18,Ca tối,E0327
E0054,2024-11-08,18,Ca tối,E0327
E0343,2024-02-29,18,Ca tối,E0285
E0271,2024-07-30,7,Ca sáng,E0327
E0007,2024-07-27,13,Ca chiều,E0372
E0379,2024-03-28,13,Ca chiều,E0325
E0321,2024-10-09,13,Ca chiều,E0285
E0412,2024-05-19,18,Ca tối,E0424
E0272,2024-06-27,7,Ca sáng,E0372
E0053,2024-09-09,18,Ca tối,E0372
E0017,2024-11-24,18,Ca tối,E0372
E0093,2024-04-27,13,Ca chiều,E0372
E0211,2024-04-22,13,Ca chiều,E0327
E0224,2024-07-20,7,Ca sáng,E0325
E0217,2024-02-28,18,Ca tối,E0467
E0089,2024-02-29,13,Ca chiều,E0323
E0339,2024-11-07,18,Ca tối,E0327
E0460,2024-05-17,18,Ca tối,E0467
E0112,2024-11-12,13,Ca chiều,E0272
E0190,2024-05-24,7,Ca sáng,E0348
E0423,2024-05-03,7,Ca sáng,E0285
E0394,2024-04-04,13,Ca chiều,E0325
E0403,2024-07-11,13,Ca chiều,E0467
E0330,2024-11-07,18,Ca tối,E0272
E0171,2024-06-20,18,Ca tối,E0372
E0234,2024-12-14,18,Ca tối,E0306
E0220,2024-04-14,18,Ca tối,E0325
E0198,2024-05-01,7,Ca sáng,E0467
E0414,2024-08-17,13,Ca chiều,E0424
E0111,2024-10-10,7,Ca sáng,E0372
E0172,2024-08-03,18,Ca tối,E0372
E0445,2024-02-03,13,Ca chiều,E0323
E0225,2024-01-11,7,Ca sáng,E0372
E0497,2024-05-27,7,Ca sáng,E0348
E0363,2024-07-25,7,Ca sáng,E0323
E0352,2024-10-14,13,Ca chiều,E0285
E0310,2024-10-04,18,Ca tối,E0325
E0315,2024-05-26,13,Ca chiều,E0348
E0271,2024-08-15,18,Ca tối,E0467
E0357,2024-01-03,18,Ca tối,E0325
E0238,2024-07-06,7,Ca sáng,E0285
E0073,2024-02-07,7,Ca sáng,E0323
E0236,2024-02-17,13,Ca chiều,E0272
E0365,2024-01-27,7,Ca sáng,E0285
E0021,2024-10-04,7,Ca sáng,E0306
E0072,2024-02-27,7,Ca sáng,E0323
E0295,2024-03-07,18,Ca tối,E0325
E0046,2024-07-02,13,Ca chiều,E0348
E0124,2024-02-05,18,Ca tối,E0372
E0500,2024-07-15,7,Ca sáng,E0467
E0482,2024-10-19,13,Ca chiều,E0327
E0317,2024-06-16,13,Ca chiều,E0372
E0422,2024-11-13,7,Ca sáng,E0306
E0451,2024-06-09,13,Ca chiều,E0272
E0416,2024-08-30,18,Ca tối,E0327
E0266,2024-01-16,7,Ca sáng,E0323
E0042,2024-06-05,13,Ca chiều,E0272
E0066,2024-05-08,7,Ca sáng,E0348
E0005,2024-01-28,13,Ca chiều,E0467
E0393,2024-01-17,7,Ca sáng,E0327
E0479,2024-01-27,18,Ca tối,E0327
E0380,2024-10-12,18,Ca tối,E0285
E0134,2024-02-17,7,Ca sáng,E0285
E0454,2024-10-16,7,Ca sáng,E0467
E0077,2024-10-21,7,Ca sáng,E0306
E0051,2024-08-10,18,Ca tối,E0306
E0186,2024-12-17,13,Ca chiều,E0323
E0350,2024-08-31,13,Ca chiều,E0327
E0373,2024-04-03,13,Ca chiều,E0424
E0264,2024-04-01,7,Ca sáng,E0327
E0110,2024-03-11,13,Ca chiều,E0325
E0199,2024-06-01,7,Ca sáng,E0424
E0194,2024-04-16,7,Ca sáng,E0306
E0120,2024-02-22,7,Ca sáng,E0327
E0287,2024-10-31,13,Ca chiều,E0285
E0451,2024-04-20,13,Ca chiều,E0325
E0379,2024-10-05,7,Ca sáng,E0323
E0044,2024-08-23,7,Ca sáng,E0323
E0352,2024-07-23,18,Ca tối,E0327
E0162,2024-02-19,18,Ca tối,E0323
E0226,2024-07-11,18,Ca tối,E0372
E0357,2024-02-13,7,Ca sáng,E0306
E0100,2024-03-15,18,Ca tối,E0323
E0470,2024-06-21,18,Ca tối,E0306
E0250,2024-03-24,18,Ca tối,E0372
E0245,2024-01-19,7,Ca sáng,E0323
E0058,2024-12-31,13,Ca chiều,E0372
E0358,2024-07-18,18,Ca tối,E0306
E0362,2024-10-29,13,Ca chiều,E0348
E0428,2024-07-22,18,Ca tối,E0467
E0373,2024-03-11,13,Ca chiều,E0306
E0258,2024-06-12,7,Ca sáng,E0285
E0105,2024-08-28,7,Ca sáng,E0272
E0494,2024-05-17,13,Ca chiều,E0372
E0110,2024-02-21,13,Ca chiều,E0467
E0448,2024-08-24,13,Ca chiều,E0424
E0451,2024-09-19,13,Ca chiều,E0348
E0164,2024-12-21,7,Ca sáng,E0272
E0119,2024-05-19,18,Ca tối,E0424
E0120,2024-03-05,18,Ca tối,E0467
E0041,2024-07-04,13,Ca chiều,E0424
E0070,2024-03-29,13,Ca chiều,E0285
E0390,2024-06-02,7,Ca sáng,E0325
E0431,2024-09-16,13,Ca chiều,E0467
E0135,2024-12-22,18,Ca tối,E0348
E0408,2024-02-01,18,Ca tối,E0323
E0153,2024-05-22,13,Ca chiều,E0306
E0239,2024-07-07,13,Ca chiều,E0323
E0436,2024-04-16,7,Ca sáng,E0325
E0161,2024-10-28,7,Ca sáng,E0325
E0403,2024-08-15,18,Ca tối,E0323
E0285,2024-01-05,18,Ca tối,E0372
E0270,2024-12-08,7,Ca sáng,E0306
E0054,2024-07-09,18,Ca tối,E0424
E0322,2024-03-02,13,Ca chiều,E0272
E0358,2024-12-14,13,Ca chiều,E0372
E0435,2024-02-15,13,Ca chiều,E0327
E0365,2024-06-02,18,Ca tối,E0285
E0474,2024-06-25,13,Ca chiều,E0285
E0288,2024-12-26,7,Ca sáng,E0325
E0355,2024-06-15,13,Ca chiều,E0372
E0199,2024-03-13,18,Ca tối,E0272
E0421,2024-07-18,18,Ca tối,E0467
E0305,2024-02-20,13,Ca chiều,E0323
E0191,2024-09-26,7,Ca sáng,E0424
E0296,2024-03-25,13,Ca chiều,E0327
E0487,2024-01-09,13,Ca chiều,E0323
E0069,2024-08-28,13,Ca chiều,E0325
E0031,2024-02-22,13,Ca chiều,E0348
E0290,2024-04-11,18,Ca tối,E0372
E0172,2024-01-18,13,Ca chiều,E0467
E0350,2024-11-12,18,Ca tối,E0467
E0173,2024-11-04,7,Ca sáng,E0285
E0320,2024-11-26,13,Ca chiều,E0306
E0294,2024-07-12,18,Ca tối,E0323
E0253,2024-11-30,13,Ca chiều,E0348
E0364,2024-06-23,13,Ca chiều,E0327
E0072,2024-12-28,18,Ca tối,E0424
E0412,2024-04-03,7,Ca sáng,E0372
E0091,2024-03-30,7,Ca sáng,E0285
E0383,2024-09-12,7,Ca sáng,E0348
E0213,2024-07-12,7,Ca sáng,E0272
E0267,2024-11-10,13,Ca chiều,E0306
E0025,2024-07-15,18,Ca tối,E0327
E0387,2024-05-18,18,Ca tối,E0327
E0182,2024-02-09,7,Ca sáng,E0348
E0217,2024-04-24,7,Ca sáng,E0327
E0291,2024-11-22,18,Ca tối,E0327
E0038,2024-11-02,18,Ca tối,E0285
E0097,2024-12-11,7,Ca sáng,E0467
E0052,2024-12-31,18,Ca tối,E0327
E0168,2024-12-14,18,Ca tối,E0424
E0179,2024-07-15,18,Ca tối,E0467
E0048,2024-05-01,7,Ca sáng,E0323
E0014,2024-09-22,7,Ca sáng,E0348
E0327,2024-12-07,7,Ca sáng,E0285
E0455,2024-05-22,13,Ca chiều,E0306
E0170,2024-10-15,13,Ca chiều,E0325
E0490,2024-03-22,13,Ca chiều,E0327
E0333,2024-02-11,18,Ca tối,E0348
E0469,2024-09-06,13,Ca chiều,E0327
E0464,2024-11-26,13,Ca chiều,E0272
E0448,2024-08-29,7,Ca sáng,E0272
E0132,2024-10-04,7,Ca sáng,E0272
E0317,2024-10-07,13,Ca chiều,E0325
E0090,2024-11-30,18,Ca tối,E0323
E0335,2024-07-04,7,Ca sáng,E0323
E0145,2024-10-09,13,Ca chiều,E0467
E0011,2024-03-16,7,Ca sáng,E0348
E0148,2024-05-23,7,Ca sáng,E0327
E0435,2024-08-22,18,Ca tối,E0467
E0026,2024-11-03,13,Ca chiều,E0272
E0463,2024-08-25,13,Ca chiều,E0327
E0077,2024-04-08,7,Ca sáng,E0327
E0331,2024-10-24,7,Ca sáng,E0467
E0416,2024-06-18,13,Ca chiều,E0348
E0026,2024-05-05,18,Ca tối,E0348
E0484,2024-10-06,18,Ca tối,E0272
E0053,2024-11-06,13,Ca chiều,E0285
E0197,2024-05-15,13,Ca chiều,E0348
E0251,2024-03-08,7,Ca sáng,E0306
E0343,2024-09-09,13,Ca chiều,E0285
E0090,2024-01-27,13,Ca chiều,E0467
E0061,2024-06-11,13,Ca chiều,E0327
E0500,2024-04-12,13,Ca chiều,E0372
E0223,2024-04-23,7,Ca sáng,E0272
E0130,2024-11-07,7,Ca sáng,E0272
E0159,2024-12-25,7,Ca sáng,E0467
E0074,2024-06-07,18,Ca tối,E0306
E0289,2024-04-15,13,Ca chiều,E0327
E0283,2024-12-23,18,Ca tối,E0285
E0116,2024-08-15,18,Ca tối,E0306
E0470,2024-02-19,18,Ca tối,E0285
E0461,2024-05-15,13,Ca chiều,E0327
E0057,2024-03-15,13,Ca chiều,E0424
E0002,2024-11-14,7,Ca sáng,E0325
E0022,2024-02-18,13,Ca chiều,E0272
E0264,2024-05-07,18,Ca tối,E0327
E0412,2024-02-10,7,Ca sáng,E0306
E0077,2024-08-28,13,Ca chiều,E0372
E0233,2024-10-17,7,Ca sáng,E0323
E0042,2024-04-23,7,Ca sáng,E0348
E0316,2024-06-20,13,Ca chiều,E0323
E0346,2024-01-30,18,Ca tối,E0272
E0491,2024-10-05,18,Ca tối,E0348
E0202,2024-12-21,18,Ca tối,E0327
E0015,2024-03-25,7,Ca sáng,E0285
E0403,2024-12-23,7,Ca sáng,E0424
E0359,2024-09-23,7,Ca sáng,E0467
E0272,2024-07-05,7,Ca sáng,E0372
E0453,2024-08-21,7,Ca sáng,E0272
E0363,2024-07-08,13,Ca chiều,E0285
E0015,2024-04-09,13,Ca chiều,E0372
E0425,2024-08-30,13,Ca chiều,E0272
E0132,2024-01-22,18,Ca tối,E0372
E0202,2024-06-24,18,Ca tối,E0272
E0293,2024-01-10,18,Ca tối,E0306
E0477,2024-03-25,7,Ca sáng,E0306
E0442,2024-02-05,7,Ca sáng,E0327
E0019,2024-12-05,7,Ca sáng,E0323
E0081,2024-07-11,13,Ca chiều,E0272
E0341,2024-08-25,13,Ca chiều,E0424
E0301,2024-09-05,7,Ca sáng,E0323
E0004,2024-06-03,13,Ca chiều,E0467
E0374,2024-06-19,13,Ca chiều,E0306
E0448,2024-12-06,7,Ca sáng,E0327
E0384,2024-05-01,7,Ca sáng,E0467
E0278,2024-11-23,7,Ca sáng,E0272
E0298,2024-12-16,7,Ca sáng,E0272
E0282,2024-11-30,13,Ca chiều,E0424
E0168,2024-09-25,13,Ca chiều,E0467
E0092,2024-07-14,13,Ca chiều,E0325
E0162,2024-03-30,7,Ca sáng,E0424
E0325,2024-06-24,18,Ca tối,E0323
E0300,2024-01-08,18,Ca tối,E0325
E0297,2024-05-17,7,Ca sáng,E0323
E0444,2024-10-15,7,Ca sáng,E0272
E0244,2024-09-30,7,Ca sáng,E0323
E0064,2024-10-29,18,Ca tối,E0306
E0038,2024-05-01,18,Ca tối,E0467
E0391,2024-07-22,13,Ca chiều,E0272
E0234,2024-11-25,7,Ca sáng,E0348
E0186,2024-04-28,18,Ca tối,E0327
E0260,2024-06-20,18,Ca tối,E0327
E0386,2024-08-13,7,Ca sáng,E0348
E0295,2024-09-10,7,Ca sáng,E0467
E0025,2024-02-14,18,Ca tối,E0467
E0459,2024-07-18,7,Ca sáng,E0325
E0052,2024-04-19,18,Ca tối,E0467
E0173,2024-12-27,7,Ca sáng,E0327
E0148,2024-08-18,18,Ca tối,E0325
E0241,2024-06-26,18,Ca tối,E0325
E0319,2024-07-21,7,Ca sáng,E0424
E0455,2024-06-01,13,Ca chiều,E0323
E0360,2024-10-08,7,Ca sáng,E0306
E0455,2024-10-28,18,Ca tối,E0323
E0221,2024-05-25,7,Ca sáng,E0306
E0297,2024-03-16,13,Ca chiều,E0272
E0088,2024-07-21,18,Ca tối,E0348
E0118,2024-11-12,18,Ca tối,E0306
E0445,2024-10-27,7,Ca sáng,E0272
E0127,2024-05-27,18,Ca tối,E0327
E0293,2024-06-21,13,Ca chiều,E0323
E0360,2024-03-02,13,Ca chiều,E0348
E0169,2024-12-21,18,Ca tối,E0272
E0116,2024-09-19,18,Ca tối,E0272
E0037,2024-01-04,13,Ca chiều,E0323
E0159,2024-12-01,7,Ca sáng,E0467
E0415,2024-08-25,18,Ca tối,E0348
E0394,2024-09-07,13,Ca chiều,E0323
E0293,2024-11-11,18,Ca tối,E0327
E0083,2024-08-25,7,Ca sáng,E0424
E0147,2024-11-23,13,Ca chiều,E0348
E0073,2024-03-20,18,Ca tối,E0323
E0301,2024-11-28,7,Ca sáng,E0348
E0373,2024-05-04,13,Ca chiều,E0306
E0252,2024-02-14,13,Ca chiều,E0323
E0139,2024-06-14,7,Ca sáng,E0467
E0464,2024-01-02,13,Ca chiều,E0348
E0042,2024-09-10,13,Ca chiều,E0306
E0214,2024-09-16,18,Ca tối,E0327
E0031,2024-01-10,7,Ca sáng,E0323
E0472,2024-03-18,7,Ca sáng,E0424
E0222,2024-07-28,13,Ca chiều,E0306
E0251,2024-11-15,18,Ca tối,E0348
E0427,2024-06-06,18,Ca tối,E0424
E0479,2024-11-15,18,Ca tối,E0348
E0147,2024-06-22,13,Ca chiều,E0327
E0003,2024-02-05,13,Ca chiều,E0323
E0279,2024-02-24,13,Ca chiều,E0323
E0216,2024-01-14,7,Ca sáng,E0325
E0303,2024-01-08,13,Ca chiều,E0348
E0319,2024-10-17,18,Ca tối,E0348
E0358,2024-11-02,13,Ca chiều,E0325
E0483,2024-11-28,18,Ca tối,E0424
E0425,2024-10-22,13,Ca chiều,E0372
E0098,2024-04-22,13,Ca chiều,E0306
E0470,2024-02-13,13,Ca chiều,E0467
E0165,2024-04-11,18,Ca tối,E0467
E0075,2024-09-13,7,Ca sáng,E0467
E0089,2024-02-19,13,Ca chiều,E0372
E0461,2024-08-10,18,Ca tối,E0467
E0496,2024-11-25,13,Ca chiều,E0467
E0499,2024-09-30,7,Ca sáng,E0325
E0223,2024-04-21,13,Ca chiều,E0325
E0084,2024-12-19,7,Ca sáng,E0323
E0109,2024-02-18,13,Ca chiều,E0424
E0039,2024-11-20,7,Ca sáng,E0372
E0229,2024-01-27,7,Ca sáng,E0285
E0312,2024-02-12,7,Ca sáng,E0372
E0126,2024-05-09,18,Ca tối,E0424
E0428,2024-05-08,18,Ca tối,E0272
E0224,2024-01-31,7,Ca sáng,E0285
E0258,2024-03-19,13,Ca chiều,E0323
E0084,2024-03-09,7,Ca sáng,E0348
E0318,2024-01-06,18,Ca tối,E0327
E0469,2024-06-20,18,Ca tối,E0323
E0170,2024-07-10,18,Ca tối,E0285
E0325,2024-09-02,18,Ca tối,E0306
E0348,2024-06-07,18,Ca tối,E0306
E0479,2024-08-11,18,Ca tối,E0306
E0118,2024-01-03,13,Ca chiều,E0348
E0271,2024-09-18,7,Ca sáng,E0372
E0223,2024-09-21,7,Ca sáng,E0467
E0051,2024-12-06,13,Ca chiều,E0348
E0365,2024-06-15,18,Ca tối,E0372
E0003,2024-02-03,13,Ca chiều,E0325
E0281,2024-03-27,18,Ca tối,E0424
E0076,2024-10-24,13,Ca chiều,E0285
E0240,2024-04-17,13,Ca chiều,E0325
E0149,2024-04-29,18,Ca tối,E0348
E0198,2024-06-14,7,Ca sáng,E0424
E0397,2024-03-08,13,Ca chiều,E0327
E0207,2024-08-02,18,Ca tối,E0272
E0132,2024-07-07,13,Ca chiều,E0285
E0340,2024-05-11,13,Ca chiều,E0272
E0447,2024-04-13,18,Ca tối,E0348
E0014,2024-02-24,18,Ca tối,E0285
E0438,2024-07-14,13,Ca chiều,E0348
E0424,2024-07-16,18,Ca tối,E0327
E0487,2024-08-04,18,Ca tối,E0285
E0370,2024-10-29,7,Ca sáng,E0372
E0132,2024-12-05,13,Ca chiều,E0327
E0212,2024-12-28,18,Ca tối,E0467
E0124,2024-11-06,7,Ca sáng,E0285
E0069,2024-01-22,18,Ca tối,E0285
E0460,2024-08-18,13,Ca chiều,E0285
E0173,2024-04-14,18,Ca tối,E0272
E0264,2024-03-11,18,Ca tối,E0272
E0204,2024-07-24,13,Ca chiều,E0467
E0254,2024-03-07,18,Ca tối,E0424
E0298,2024-08-23,13,Ca chiều,E0272
E0062,2024-10-13,7,Ca sáng,E0323
E0096,2024-07-03,18,Ca tối,E0272
E0108,2024-11-05,13,Ca chiều,E0467
E0238,2024-01-03,18,Ca tối,E0306
E0281,2024-02-18,7,Ca sáng,E0306
E0486,2024-03-07,18,Ca tối,E0325
E0434,2024-02-27,7,Ca sáng,E0467
E0356,2024-12-01,7,Ca sáng,E0306
E0375,2024-05-23,13,Ca chiều,E0323
E0043,2024-09-12,7,Ca sáng,E0285
E0185,2024-04-25,18,Ca tối,E0325
E0353,2024-01-09,18,Ca tối,E0272
E0430,2024-06-07,13,Ca chiều,E0424
E0179,2024-04-11,18,Ca tối,E0424
E0269,2024-05-29,18,Ca tối,E0467
E0475,2024-09-09,18,Ca tối,E0285
E0376,2024-10-28,18,Ca tối,E0272
E0369,2024-09-10,13,Ca chiều,E0285
E0485,2024-09-30,7,Ca sáng,E0272
E0249,2024-01-13,13,Ca chiều,E0306
E0248,2024-11-07,7,Ca sáng,E0467
E0278,2024-02-24,18,Ca tối,E0424
E0370,2024-04-04,7,Ca sáng,E0323
E0161,2024-03-12,18,Ca tối,E0325
E0468,2024-04-30,13,Ca chiều,E0372
E0039,2024-10-21,13,Ca chiều,E0348
E0307,2024-02-08,13,Ca chiều,E0306
E0168,2024-10-15,7,Ca sáng,E0467
E0139,2024-12-07,7,Ca sáng,E0467
E0180,2024-03-23,18,Ca tối,E0325
E0017,2024-05-28,13,Ca chiều,E0467
E0132,2024-10-29,7,Ca sáng,E0467
E0212,2024-04-26,13,Ca chiều,E0327
E0399,2024-06-06,7,Ca sáng,E0327
E0150,2024-08-20,13,Ca chiều,E0467
E0125,2024-09-16,18,Ca tối,E0306
E0421,2024-10-22,7,Ca sáng,E0272
E0362,2024-11-22,18,Ca tối,E0348
E0217,2024-03-09,13,Ca chiều,E0372
E0240,2024-09-02,18,Ca tối,E0467
E0500,2024-07-21,7,Ca sáng,E0285
E0274,2024-02-08,13,Ca chiều,E0348
E0179,2024-12-28,18,Ca tối,E0272
E0067,2024-05-02,18,Ca tối,E0325
E0233,2024-08-13,18,Ca tối,E0285
E0230,2024-08-06,7,Ca sáng,E0272
E0332,2024-08-06,18,Ca tối,E0424
E0385,2024-04-21,7,Ca sáng,E0323
E0012,2024-05-23,7,Ca sáng,E0272
E0355,2024-03-24,18,Ca tối,E0272
E0338,2024-10-04,7,Ca sáng,E0323
E0036,2024-10-01,7,Ca sáng,E0323
E0315,2024-10-30,13,Ca chiều,E0272
E0096,2024-11-04,7,Ca sáng,E0272
E0308,2024-09-08,13,Ca chiều,E0323
E0261,2024-06-10,7,Ca sáng,E0372
E0430,2024-05-21,7,Ca sáng,E0285
E0330,2024-11-23,13,Ca chiều,E0372
E0281,2024-03-28,13,Ca chiều,E0348
E0282,2024-01-21,13,Ca chiều,E0323
E0356,2024-02-24,7,Ca sáng,E0348
E0088,2024-09-21,13,Ca chiều,E0325
E0481,2024-05-27,13,Ca chiều,E0323
E0396,2024-01-26,13,Ca chiều,E0285
E0219,2024-01-31,7,Ca sáng,E0285
E0386,2024-04-10,13,Ca chiều,E0424
E0114,2024-08-03,7,Ca sáng,E0285
E0335,2024-01-26,13,Ca chiều,E0325
E0191,2024-04-23,18,Ca tối,E0323
E0090,2024-01-07,7,Ca sáng,E0285
E0465,2024-01-06,7,Ca sáng,E0348
E0205,2024-08-08,18,Ca tối,E0348
E0295,2024-07-09,13,Ca chiều,E0348
E0134,2024-10-21,13,Ca chiều,E0306
E0064,2024-12-05,7,Ca sáng,E0323
E0194,2024-04-28,7,Ca sáng,E0323
E0480,2024-05-26,18,Ca tối,E0424
E0484,2024-10-26,7,Ca sáng,E0424
E0174,2024-10-25,13,Ca chiều,E0323
E0400,2024-06-30,7,Ca sáng,E0285
E0042,2024-01-04,18,Ca tối,E0467
E0108,2024-03-11,18,Ca tối,E0348
E0065,2024-06-12,7,Ca sáng,E0327
E0481,2024-12-02,18,Ca tối,E0348
E0194,2024-02-29,7,Ca sáng,E0372
E0335,2024-01-26,18,Ca tối,E0348
E0238,2024-08-01,7,Ca sáng,E0424
E0111,2024-01-11,18,Ca tối,E0272
E0380,2024-10-23,18,Ca tối,E0272
E0024,2024-11-28,18,Ca tối,E0306
E0234,2024-11-12,13,Ca chiều,E0325
E0137,2024-08-23,18,Ca tối,E0325
E0472,2024-12-11,7,Ca sáng,E0306
E0213,2024-02-28,7,Ca sáng,E0372
E0209,2024-09-15,7,Ca sáng,E0467
E0340,2024-05-06,7,Ca sáng,E0348
E0436,2024-07-17,18,Ca tối,E0306
E0181,2024-11-26,13,Ca chiều,E0348
E0322,2024-10-20,13,Ca chiều,E0327
E0069,2024-04-06,18,Ca tối,E0467
E0425,2024-08-08,18,Ca tối,E0323
E0124,2024-08-25,7,Ca sáng,E0424
E0149,2024-06-13,18,Ca tối,E0348
E0101,2024-10-16,13,Ca chiều,E0323
E0151,2024-04-05,18,Ca tối,E0467
E0349,2024-07-11,13,Ca chiều,E0467
E0205,2024-08-06,13,Ca chiều,E0348
E0259,2024-08-16,18,Ca tối,E0325
E0152,2024-10-17,13,Ca chiều,E0323
E0482,2024-08-10,18,Ca tối,E0323
E0055,2024-06-17,7,Ca sáng,E0306
E0376,2024-08-09,7,Ca sáng,E0285
E0081,2024-06-03,18,Ca tối,E0285
E0482,2024-12-30,18,Ca tối,E0323
E0125,2024-07-01,7,Ca sáng,E0327
E0346,2024-06-12,13,Ca chiều,E0272
E0305,2024-07-21,18,Ca tối,E0285
E0149,2024-03-02,13,Ca chiều,E0272
E0469,2024-08-07,7,Ca sáng,E0306
E0353,2024-08-12,13,Ca chiều,E0348
E0482,2024-04-08,7,Ca sáng,E0424
E0177,2024-01-20,7,Ca sáng,E0323
E0466,2024-10-01,13,Ca chiều,E0348
E0064,2024-10-22,13,Ca chiều,E0372
E0028,2024-12-10,7,Ca sáng,E0272
E0389,2024-08-29,18,Ca tối,E0285
E0077,2024-12-29,7,Ca sáng,E0467
E0361,2024-12-21,18,Ca tối,E0467
E0061,2024-02-18,18,Ca tối,E0467
E0066,2024-08-05,18,Ca tối,E0285
E0140,2024-04-11,13,Ca chiều,E0285
E0318,2024-05-03,13,Ca chiều,E0323
E0447,2024-10-01,18,Ca tối,E0467
E0424,2024-01-25,13,Ca chiều,E0285
E0226,2024-04-25,13,Ca chiều,E0325
E0055,2024-02-21,7,Ca sáng,E0327
E0061,2024-06-20,18,Ca tối,E0467
E0138,2024-12-24,18,Ca tối,E0467
E0156,2024-09-06,13,Ca chiều,E0306
E0464,2024-07-29,7,Ca sáng,E0306
E0204,2024-10-22,7,Ca sáng,E0348
E0282,2024-06-22,18,Ca tối,E0325
E0330,2024-10-10,13,Ca chiều,E0372
E0402,2024-09-29,18,Ca tối,E0372
E0475,2024-06-24,13,Ca chiều,E0348
E0118,2024-12-27,7,Ca sáng,E0306
E0104,2024-03-29,13,Ca chiều,E0467
E0417,2024-12-08,18,Ca tối,E0272
E0243,2024-07-21,7,Ca sáng,E0325
E0292,2024-11-19,18,Ca tối,E0467
E0488,2024-12-05,18,Ca tối,E0285
E0228,2024-05-31,13,Ca chiều,E0306
E0241,2024-12-15,13,Ca chiều,E0348
E0260,2024-05-04,7,Ca sáng,E0285
E0388,2024-07-15,18,Ca tối,E0424
E0258,2024-06-27,7,Ca sáng,E0372
E0011,2024-01-30,13,Ca chiều,E0424
E0142,2024-08-29,13,Ca chiều,E0372
E0136,2024-02-27,18,Ca tối,E0306
E0039,2024-02-13,13,Ca chiều,E0467
E0349,2024-03-30,7,Ca sáng,E0467
E0432,2024-05-29,7,Ca sáng,E0348
E0082,2024-02-17,18,Ca tối,E0306
E0112,2024-04-22,13,Ca chiều,E0306
E0224,2024-03-03,13,Ca chiều,E0372
E0182,2024-04-07,13,Ca chiều,E0285
E0372,2024-11-27,18,Ca tối,E0467
E0140,2024-10-16,7,Ca sáng,E0323
E0073,2024-03-20,7,Ca sáng,E0327
E0154,2024-01-11,13,Ca chiều,E0467
E0323,2024-05-14,7,Ca sáng,E0424
E0010,2024-12-08,13,Ca chiều,E0325
E0021,2024-12-22,7,Ca sáng,E0272
E0031,2024-01-10,13,Ca chiều,E0424
E0337,2024-10-21,13,Ca chiều,E0327
E0335,2024-08-30,13,Ca chiều,E0467
E0389,2024-07-07,18,Ca tối,E0325
E0163,2024-04-09,7,Ca sáng,E0272
E0199,2024-12-16,13,Ca chiều,E0325
E0354,2024-01-18,13,Ca chiều,E0325
E0289,2024-09-15,7,Ca sáng,E0306
E0342,2024-09-26,7,Ca sáng,E0348
E0381,2024-10-09,18,Ca tối,E0306
E0069,2024-01-06,18,Ca tối,E0306
E0010,2024-06-01,13,Ca chiều,E0348
E0132,2024-08-22,13,Ca chiều,E0323
E0328,2024-04-13,7,Ca sáng,E0323
E0183,2024-08-14,7,Ca sáng,E0325
E0111,2024-04-04,13,Ca chiều,E0272
E0480,2024-08-19,13,Ca chiều,E0348
E0422,2024-03-02,7,Ca sáng,E0327
E0472,2024-01-27,7,Ca sáng,E0424
E0030,2024-11-04,13,Ca chiều,E0272
E0211,2024-08-25,18,Ca tối,E0306
