EmployeeID,StartDate,EndDate,Reason,Status,MID
E0047,2024-04-14,2024-04-15,Nghỉ phép,Pending,E0351
E0376,2024-11-29,2024-11-30,Việc gia đình,Approved,E0434
E0215,2024-07-09,2024-07-11,Việc gia đình,Approved,E0388
E0444,2023-05-22,2023-05-26,Nghỉ bệnh,Approved,E0491
E0045,2023-10-27,2023-10-31,Nghỉ bệnh,Pending,E0417
E0290,2023-03-13,2023-03-17,Nghỉ phép,Approved,E0491
E0100,2024-01-05,2024-01-10,Việc gia đình,Rejected,E0434
E0167,2023-10-10,2023-10-11,Nghỉ phép,Pending,E0452
E0408,2024-02-02,2024-02-05,Nghỉ phép,Approved,E0388
E0112,2024-06-18,2024-06-20,Nghỉ phép,Pending,E0374
E0137,2023-07-17,2023-07-21,Nghỉ phép,Pending,E0374
E0358,2024-01-19,2024-01-21,Nghỉ phép,Approved,E0434
E0335,2023-06-28,2023-06-29,Nghỉ phép,Approved,E0290
E0316,2024-01-20,2024-01-25,Nghỉ bệnh,Pending,E0417
E0457,2023-04-18,2023-04-21,Nghỉ phép,Rejected,E0452
E0421,2024-08-05,2024-08-10,Việc gia đình,Approved,E0491
E0004,2024-04-09,2024-04-13,Nghỉ bệnh,Approved,E0452
E0276,2024-10-07,2024-10-09,Nghỉ phép,Rejected,E0380
E0329,2024-04-08,2024-04-10,Nghỉ bệnh,Rejected,E0374
E0349,2024-04-28,2024-05-01,Nghỉ bệnh,Approved,E0374
E0485,2023-01-29,2023-01-30,Nghỉ bệnh,Approved,E0380
E0302,2023-07-01,2023-07-02,Nghỉ phép,Pending,E0491
E0133,2023-04-25,2023-04-30,Việc gia đình,Pending,E0290
E0367,2023-09-13,2023-09-18,Nghỉ bệnh,Rejected,E0417
E0475,2024-04-20,2024-04-22,Nghỉ phép,Pending,E0491
E0347,2023-07-15,2023-07-16,Việc gia đình,Pending,E0351
E0486,2023-11-20,2023-11-22,Nghỉ phép,Pending,E0290
E0047,2023-05-27,2023-06-01,Việc gia đình,Pending,E0491
E0216,2024-06-28,2024-07-01,Việc gia đình,Approved,E0434
E0277,2024-08-18,2024-08-23,Nghỉ bệnh,Rejected,E0434
E0473,2024-08-11,2024-08-16,Việc gia đình,Rejected,E0417
E0425,2024-12-18,2024-12-21,Việc gia đình,Approved,E0417
E0228,2024-05-31,2024-06-05,Nghỉ phép,Approved,E0388
E0379,2023-03-03,2023-03-05,Nghỉ bệnh,Approved,E0351
E0087,2023-07-24,2023-07-28,Nghỉ phép,Pending,E0417
E0274,2023-03-10,2023-03-13,Nghỉ phép,Rejected,E0491
E0274,2024-04-05,2024-04-07,Nghỉ bệnh,Pending,E0351
E0110,2023-02-28,2023-03-04,Việc gia đình,Rejected,E0290
E0425,2024-06-03,2024-06-06,Nghỉ phép,Approved,E0290
E0155,2023-08-14,2023-08-16,Nghỉ phép,Approved,E0434
E0303,2024-10-03,2024-10-05,Việc gia đình,Approved,E0374
E0205,2023-04-23,2023-04-26,Nghỉ bệnh,Approved,E0380
E0026,2023-09-18,2023-09-22,Nghỉ bệnh,Approved,E0380
E0086,2023-06-30,2023-07-03,Việc gia đình,Approved,E0374
E0326,2023-01-07,2023-01-10,Nghỉ phép,Pending,E0418
E0240,2024-10-19,2024-10-21,Nghỉ phép,Approved,E0491
E0095,2023-04-05,2023-04-08,Việc gia đình,Rejected,E0374
E0024,2024-11-17,2024-11-22,Việc gia đình,Rejected,E0491
E0137,2024-01-21,2024-01-26,Nghỉ phép,Rejected,E0418
E0350,2024-01-08,2024-01-09,Nghỉ bệnh,Pending,E0417
E0046,2023-06-28,2023-06-30,Nghỉ phép,Approved,E0388
E0132,2023-03-16,2023-03-17,Việc gia đình,Approved,E0417
E0337,2023-03-14,2023-03-18,Việc gia đình,Pending,E0491
E0413,2024-04-01,2024-04-06,Nghỉ phép,Pending,E0417
E0161,2023-11-01,2023-11-04,Nghỉ bệnh,Rejected,E0388
E0324,2023-08-21,2023-08-25,Nghỉ phép,Rejected,E0418
E0044,2024-08-11,2024-08-13,Nghỉ phép,Pending,E0417
E0211,2023-01-15,2023-01-17,Nghỉ phép,Rejected,E0290
E0207,2024-01-18,2024-01-23,Việc gia đình,Pending,E0388
E0233,2023-06-19,2023-06-23,Nghỉ bệnh,Approved,E0388
E0111,2023-12-02,2023-12-05,Nghỉ phép,Rejected,E0417
E0139,2023-09-02,2023-09-06,Nghỉ phép,Approved,E0380
E0027,2024-07-04,2024-07-06,Nghỉ bệnh,Rejected,E0491
E0311,2023-10-26,2023-10-28,Nghỉ phép,Rejected,E0418
E0360,2024-02-05,2024-02-08,Nghỉ bệnh,Approved,E0290
E0377,2024-01-24,2024-01-27,Nghỉ phép,Approved,E0434
E0479,2024-02-15,2024-02-16,Việc gia đình,Approved,E0351
E0002,2023-10-31,2023-11-04,Nghỉ phép,Rejected,E0417
E0457,2024-02-07,2024-02-10,Nghỉ phép,Pending,E0434
E0123,2024-07-31,2024-08-05,Việc gia đình,Rejected,E0374
E0182,2023-11-19,2023-11-20,Nghỉ bệnh,Approved,E0388
E0156,2023-06-29,2023-07-04,Nghỉ phép,Pending,E0351
E0455,2024-05-26,2024-05-27,Nghỉ bệnh,Rejected,E0388
E0057,2023-10-06,2023-10-07,Nghỉ phép,Rejected,E0290
E0154,2024-02-14,2024-02-15,Nghỉ phép,Pending,E0418
E0341,2024-07-11,2024-07-16,Nghỉ bệnh,Approved,E0351
E0472,2024-06-04,2024-06-05,Nghỉ phép,Pending,E0491
E0278,2024-02-15,2024-02-20,Việc gia đình,Approved,E0388
E0039,2024-05-18,2024-05-21,Nghỉ phép,Pending,E0491
E0307,2024-05-15,2024-05-17,Nghỉ phép,Pending,E0290
E0074,2024-04-04,2024-04-07,Nghỉ bệnh,Pending,E0351
E0382,2023-05-12,2023-05-17,Nghỉ bệnh,Approved,E0388
E0103,2023-07-25,2023-07-27,Nghỉ phép,Rejected,E0417
E0072,2024-08-07,2024-08-08,Việc gia đình,Approved,E0380
E0192,2023-02-21,2023-02-23,Nghỉ phép,Pending,E0351
E0237,2023-07-30,2023-07-31,Nghỉ phép,Approved,E0388
E0406,2023-01-16,2023-01-19,Nghỉ bệnh,Approved,E0290
E0436,2024-06-18,2024-06-19,Việc gia đình,Pending,E0417
E0281,2024-09-18,2024-09-20,Việc gia đình,Rejected,E0491
E0042,2024-08-20,2024-08-22,Việc gia đình,Approved,E0418
E0254,2023-01-11,2023-01-13,Việc gia đình,Pending,E0452
E0170,2023-03-29,2023-03-30,Nghỉ bệnh,Pending,E0380
E0118,2024-05-28,2024-05-31,Nghỉ bệnh,Approved,E0417
E0062,2023-10-18,2023-10-19,Nghỉ phép,Rejected,E0290
E0038,2023-02-23,2023-02-28,Việc gia đình,Pending,E0290
E0307,2023-10-19,2023-10-24,Việc gia đình,Rejected,E0388
E0273,2023-10-19,2023-10-23,Việc gia đình,Approved,E0434
E0116,2023-05-20,2023-05-24,Việc gia đình,Approved,E0290
E0239,2024-11-12,2024-11-14,Nghỉ phép,Rejected,E0418
E0137,2023-04-04,2023-04-09,Việc gia đình,Rejected,E0418
E0418,2023-03-21,2023-03-23,Nghỉ phép,Approved,E0351
E0221,2023-04-03,2023-04-08,Việc gia đình,Rejected,E0374
E0259,2024-09-28,2024-09-29,Việc gia đình,Pending,E0374
E0298,2024-12-30,2025-01-02,Việc gia đình,Rejected,E0380
E0120,2024-06-18,2024-06-22,Việc gia đình,Approved,E0434
E0418,2023-02-17,2023-02-22,Nghỉ bệnh,Approved,E0452
E0357,2024-09-08,2024-09-12,Việc gia đình,Approved,E0380
E0037,2024-11-30,2024-12-05,Nghỉ phép,Pending,E0434
E0289,2024-12-15,2024-12-20,Nghỉ phép,Pending,E0417
E0245,2024-07-24,2024-07-27,Việc gia đình,Rejected,E0452
E0306,2023-11-08,2023-11-10,Nghỉ bệnh,Approved,E0491
E0296,2023-08-21,2023-08-25,Nghỉ bệnh,Rejected,E0374
E0468,2024-08-02,2024-08-06,Việc gia đình,Pending,E0418
E0243,2024-05-22,2024-05-23,Nghỉ bệnh,Rejected,E0417
E0366,2024-10-02,2024-10-06,Nghỉ phép,Pending,E0418
E0381,2023-06-20,2023-06-23,Việc gia đình,Approved,E0452
E0267,2024-09-29,2024-10-04,Nghỉ bệnh,Rejected,E0374
E0287,2023-12-14,2023-12-16,Nghỉ phép,Approved,E0417
E0431,2023-05-09,2023-05-10,Việc gia đình,Approved,E0434
E0037,2024-05-30,2024-06-04,Nghỉ phép,Approved,E0388
E0459,2024-05-23,2024-05-27,Việc gia đình,Pending,E0388
E0045,2024-05-02,2024-05-07,Nghỉ bệnh,Pending,E0491
E0133,2023-12-04,2023-12-05,Nghỉ phép,Pending,E0417
E0330,2024-08-26,2024-08-30,Nghỉ bệnh,Pending,E0290
E0244,2023-02-24,2023-03-01,Việc gia đình,Rejected,E0452
E0332,2023-06-14,2023-06-19,Nghỉ phép,Pending,E0380
E0434,2024-11-14,2024-11-17,Nghỉ phép,Pending,E0374
E0202,2023-07-10,2023-07-13,Nghỉ phép,Rejected,E0434
E0489,2023-05-02,2023-05-07,Nghỉ bệnh,Rejected,E0351
E0155,2024-09-10,2024-09-12,Nghỉ bệnh,Approved,E0290
E0138,2024-08-12,2024-08-16,Nghỉ bệnh,Rejected,E0452
E0419,2023-06-13,2023-06-15,Nghỉ bệnh,Approved,E0290
E0319,2024-12-08,2024-12-11,Nghỉ bệnh,Rejected,E0374
E0077,2024-09-29,2024-10-02,Nghỉ bệnh,Rejected,E0452
E0100,2023-08-27,2023-08-31,Nghỉ phép,Rejected,E0418
E0263,2024-09-22,2024-09-23,Nghỉ bệnh,Rejected,E0388
E0009,2023-02-08,2023-02-13,Việc gia đình,Pending,E0351
E0239,2023-10-26,2023-10-31,Việc gia đình,Rejected,E0380
E0289,2024-04-30,2024-05-04,Nghỉ bệnh,Pending,E0434
E0369,2024-05-18,2024-05-21,Việc gia đình,Pending,E0491
E0205,2024-02-03,2024-02-05,Việc gia đình,Rejected,E0290
E0304,2024-01-06,2024-01-09,Nghỉ bệnh,Approved,E0290
E0415,2024-02-12,2024-02-14,Nghỉ bệnh,Approved,E0290
E0152,2023-07-26,2023-07-27,Việc gia đình,Rejected,E0434
E0264,2023-06-09,2023-06-12,Việc gia đình,Pending,E0380
E0199,2024-10-13,2024-10-16,Việc gia đình,Approved,E0434
E0498,2023-01-13,2023-01-14,Nghỉ bệnh,Rejected,E0380
E0206,2024-12-24,2024-12-26,Việc gia đình,Rejected,E0388
E0193,2024-03-26,2024-03-29,Nghỉ bệnh,Pending,E0290
E0217,2024-03-23,2024-03-28,Việc gia đình,Approved,E0418
E0303,2023-05-23,2023-05-24,Nghỉ bệnh,Pending,E0290
E0316,2024-08-27,2024-08-28,Việc gia đình,Pending,E0351
E0278,2024-10-26,2024-10-29,Việc gia đình,Approved,E0491
E0312,2023-12-25,2023-12-27,Việc gia đình,Approved,E0452
E0145,2023-08-03,2023-08-04,Nghỉ phép,Approved,E0417
E0069,2024-12-26,2024-12-30,Nghỉ phép,Pending,E0418
E0025,2023-02-01,2023-02-03,Nghỉ bệnh,Approved,E0351
E0258,2024-08-17,2024-08-19,Việc gia đình,Approved,E0380
E0177,2024-05-29,2024-06-01,Nghỉ bệnh,Pending,E0380
E0389,2023-02-16,2023-02-17,Việc gia đình,Pending,E0417
E0192,2023-12-25,2023-12-27,Nghỉ phép,Pending,E0290
E0127,2023-06-07,2023-06-08,Nghỉ bệnh,Rejected,E0380
E0377,2024-02-25,2024-02-28,Nghỉ phép,Rejected,E0434
E0242,2023-11-21,2023-11-24,Nghỉ bệnh,Approved,E0491
E0022,2024-07-07,2024-07-10,Việc gia đình,Pending,E0374
E0429,2024-01-24,2024-01-28,Nghỉ phép,Approved,E0388
E0268,2023-01-15,2023-01-17,Nghỉ bệnh,Rejected,E0380
E0213,2023-07-27,2023-07-30,Nghỉ phép,Pending,E0417
E0138,2024-08-19,2024-08-23,Việc gia đình,Pending,E0388
E0278,2024-04-20,2024-04-23,Nghỉ phép,Approved,E0434
E0278,2024-04-21,2024-04-26,Việc gia đình,Rejected,E0491
E0356,2023-12-15,2023-12-18,Nghỉ bệnh,Approved,E0452
E0074,2024-06-27,2024-06-28,Việc gia đình,Approved,E0491
E0182,2024-06-08,2024-06-12,Việc gia đình,Approved,E0434
E0253,2024-03-14,2024-03-18,Việc gia đình,Pending,E0388
E0405,2024-10-05,2024-10-07,Nghỉ bệnh,Pending,E0290
E0416,2024-11-06,2024-11-09,Nghỉ bệnh,Rejected,E0418
E0498,2024-11-19,2024-11-24,Nghỉ phép,Pending,E0351
E0107,2023-01-09,2023-01-10,Nghỉ phép,Approved,E0380
E0491,2024-02-10,2024-02-14,Nghỉ bệnh,Rejected,E0380
E0354,2023-10-27,2023-10-30,Việc gia đình,Rejected,E0418
E0484,2023-06-15,2023-06-20,Nghỉ bệnh,Approved,E0290
E0130,2024-05-11,2024-05-16,Nghỉ bệnh,Rejected,E0388
E0360,2023-11-06,2023-11-10,Nghỉ bệnh,Pending,E0452
E0319,2024-01-09,2024-01-10,Nghỉ bệnh,Approved,E0290
E0039,2024-10-02,2024-10-06,Nghỉ bệnh,Pending,E0418
E0352,2023-10-08,2023-10-09,Việc gia đình,Approved,E0290
E0127,2024-11-04,2024-11-06,Nghỉ phép,Approved,E0380
E0230,2024-10-19,2024-10-21,Nghỉ bệnh,Pending,E0374
E0132,2024-02-15,2024-02-20,Nghỉ bệnh,Approved,E0290
E0089,2024-03-06,2024-03-09,Việc gia đình,Approved,E0417
E0452,2024-08-06,2024-08-11,Nghỉ phép,Approved,E0452
E0015,2024-06-19,2024-06-20,Việc gia đình,Pending,E0452
E0223,2024-07-15,2024-07-18,Việc gia đình,Pending,E0388
E0139,2024-05-02,2024-05-06,Việc gia đình,Approved,E0417
E0095,2024-01-17,2024-01-22,Nghỉ bệnh,Approved,E0434
E0190,2023-12-08,2023-12-10,Nghỉ bệnh,Pending,E0351
E0134,2023-08-26,2023-08-30,Nghỉ bệnh,Pending,E0434
E0477,2024-04-01,2024-04-05,Việc gia đình,Approved,E0380
E0356,2024-05-21,2024-05-25,Việc gia đình,Rejected,E0290
E0232,2024-12-22,2024-12-26,Nghỉ phép,Rejected,E0380
E0106,2024-05-26,2024-05-28,Nghỉ phép,Rejected,E0417
E0254,2024-01-07,2024-01-12,Nghỉ phép,Approved,E0388
E0396,2023-09-04,2023-09-08,Nghỉ phép,Pending,E0418
E0368,2023-08-16,2023-08-19,Việc gia đình,Pending,E0491
E0320,2024-02-17,2024-02-22,Nghỉ bệnh,Pending,E0417
E0496,2023-12-22,2023-12-23,Nghỉ bệnh,Approved,E0491
E0265,2023-05-30,2023-06-01,Nghỉ phép,Pending,E0491
E0233,2023-02-07,2023-02-08,Nghỉ phép,Rejected,E0434
E0038,2024-02-04,2024-02-08,Nghỉ bệnh,Pending,E0434
E0241,2024-04-24,2024-04-27,Nghỉ bệnh,Pending,E0491
E0451,2024-03-26,2024-03-27,Nghỉ phép,Pending,E0491
E0263,2023-01-14,2023-01-15,Việc gia đình,Pending,E0380
E0295,2024-03-02,2024-03-06,Việc gia đình,Approved,E0417
E0033,2024-11-09,2024-11-10,Nghỉ bệnh,Rejected,E0380
E0109,2024-08-22,2024-08-23,Nghỉ bệnh,Approved,E0452
E0039,2024-01-06,2024-01-11,Việc gia đình,Pending,E0434
E0111,2023-09-14,2023-09-19,Việc gia đình,Approved,E0452
E0106,2024-03-20,2024-03-24,Việc gia đình,Approved,E0290
E0001,2024-11-06,2024-11-08,Nghỉ phép,Rejected,E0388
E0387,2024-01-24,2024-01-29,Nghỉ phép,Rejected,E0452
E0427,2023-01-17,2023-01-21,Việc gia đình,Approved,E0290
E0032,2024-09-29,2024-10-02,Nghỉ bệnh,Rejected,E0351
E0435,2023-12-15,2023-12-17,Nghỉ bệnh,Pending,E0290
E0267,2024-03-02,2024-03-06,Nghỉ bệnh,Pending,E0380
E0018,2023-10-22,2023-10-23,Nghỉ bệnh,Pending,E0417
E0002,2024-11-21,2024-11-24,Nghỉ bệnh,Pending,E0380
E0214,2024-03-14,2024-03-15,Nghỉ bệnh,Pending,E0290
E0410,2023-08-12,2023-08-17,Nghỉ bệnh,Approved,E0290
E0488,2023-12-27,2024-01-01,Nghỉ bệnh,Pending,E0452
E0270,2024-03-03,2024-03-08,Nghỉ phép,Pending,E0418
E0008,2024-08-19,2024-08-22,Nghỉ phép,Rejected,E0374
E0038,2024-07-27,2024-07-31,Việc gia đình,Approved,E0374
E0489,2023-08-05,2023-08-09,Nghỉ bệnh,Rejected,E0418
E0126,2023-10-05,2023-10-06,Nghỉ phép,Rejected,E0491
E0223,2023-09-29,2023-10-04,Nghỉ phép,Rejected,E0380
E0145,2024-07-12,2024-07-14,Nghỉ phép,Pending,E0491
E0385,2024-08-08,2024-08-12,Nghỉ phép,Rejected,E0418
E0322,2024-10-27,2024-10-30,Việc gia đình,Rejected,E0290
E0212,2023-05-28,2023-05-30,Việc gia đình,Rejected,E0388
E0289,2024-10-30,2024-11-04,Việc gia đình,Pending,E0388
E0402,2024-10-19,2024-10-22,Việc gia đình,Pending,E0491
E0343,2023-07-20,2023-07-24,Nghỉ phép,Pending,E0452
E0446,2024-06-30,2024-07-03,Nghỉ phép,Approved,E0380
E0377,2024-11-17,2024-11-18,Nghỉ phép,Approved,E0491
E0041,2024-04-24,2024-04-28,Việc gia đình,Approved,E0380
E0128,2024-04-01,2024-04-02,Nghỉ phép,Pending,E0290
E0240,2024-01-08,2024-01-10,Việc gia đình,Pending,E0417
E0194,2024-07-07,2024-07-08,Nghỉ bệnh,Pending,E0452
E0253,2024-05-02,2024-05-07,Việc gia đình,Approved,E0491
E0162,2024-08-06,2024-08-08,Nghỉ phép,Approved,E0491
E0284,2023-12-31,2024-01-03,Nghỉ bệnh,Approved,E0418
E0051,2024-07-06,2024-07-08,Việc gia đình,Rejected,E0374
E0374,2024-02-02,2024-02-05,Nghỉ bệnh,Rejected,E0374
E0114,2024-09-24,2024-09-25,Nghỉ bệnh,Pending,E0452
E0180,2024-02-04,2024-02-09,Nghỉ bệnh,Approved,E0452
E0142,2024-10-26,2024-10-29,Nghỉ bệnh,Pending,E0491
E0089,2024-02-13,2024-02-16,Nghỉ phép,Pending,E0434
E0225,2024-03-08,2024-03-12,Nghỉ bệnh,Pending,E0388
E0278,2024-11-24,2024-11-26,Việc gia đình,Rejected,E0417
E0463,2024-03-11,2024-03-12,Nghỉ bệnh,Approved,E0351
E0011,2023-10-16,2023-10-21,Nghỉ bệnh,Approved,E0351
E0296,2024-11-11,2024-11-15,Nghỉ bệnh,Approved,E0434
E0240,2024-06-22,2024-06-23,Việc gia đình,Rejected,E0491
E0159,2024-07-08,2024-07-11,Việc gia đình,Pending,E0491
E0082,2023-04-26,2023-04-30,Nghỉ phép,Rejected,E0417
E0213,2023-06-19,2023-06-23,Việc gia đình,Approved,E0351
E0217,2024-05-20,2024-05-25,Nghỉ phép,Rejected,E0417
E0297,2024-05-17,2024-05-19,Việc gia đình,Pending,E0380
E0329,2024-10-22,2024-10-25,Nghỉ bệnh,Approved,E0290
E0301,2024-01-18,2024-01-23,Nghỉ phép,Pending,E0351
E0082,2023-11-06,2023-11-10,Nghỉ bệnh,Approved,E0290
E0307,2023-09-29,2023-09-30,Nghỉ phép,Pending,E0374
E0225,2024-05-09,2024-05-13,Việc gia đình,Rejected,E0418
E0302,2024-07-22,2024-07-25,Việc gia đình,Pending,E0434
E0291,2024-03-23,2024-03-27,Nghỉ phép,Rejected,E0434
E0270,2023-11-10,2023-11-11,Việc gia đình,Pending,E0351
E0453,2023-05-04,2023-05-07,Nghỉ phép,Rejected,E0452
E0450,2023-03-10,2023-03-11,Nghỉ phép,Pending,E0491
E0327,2024-10-27,2024-10-28,Nghỉ bệnh,Approved,E0418
E0491,2024-09-01,2024-09-06,Việc gia đình,Pending,E0388
E0203,2024-07-05,2024-07-10,Việc gia đình,Pending,E0452
E0232,2024-04-11,2024-04-13,Nghỉ bệnh,Approved,E0491
E0389,2023-10-28,2023-10-29,Nghỉ phép,Approved,E0290
E0212,2023-08-21,2023-08-23,Nghỉ bệnh,Pending,E0388
E0120,2024-07-02,2024-07-06,Nghỉ phép,Rejected,E0417
E0226,2024-09-12,2024-09-17,Việc gia đình,Approved,E0434
E0068,2024-06-20,2024-06-22,Nghỉ bệnh,Pending,E0388
E0028,2024-03-02,2024-03-07,Nghỉ bệnh,Pending,E0351
E0396,2024-11-06,2024-11-07,Nghỉ bệnh,Approved,E0452
E0478,2023-01-16,2023-01-19,Nghỉ bệnh,Rejected,E0351
E0271,2023-11-03,2023-11-08,Nghỉ phép,Rejected,E0374
E0099,2023-12-15,2023-12-20,Việc gia đình,Rejected,E0380
E0374,2024-12-03,2024-12-06,Nghỉ bệnh,Pending,E0418
E0258,2023-07-14,2023-07-15,Nghỉ phép,Pending,E0417
E0413,2024-09-23,2024-09-24,Nghỉ bệnh,Approved,E0351
E0091,2024-06-17,2024-06-19,Nghỉ bệnh,Pending,E0434
E0157,2023-09-18,2023-09-23,Nghỉ bệnh,Rejected,E0491
E0065,2023-08-05,2023-08-10,Việc gia đình,Approved,E0434
E0163,2023-07-18,2023-07-21,Nghỉ phép,Rejected,E0351
E0273,2024-07-31,2024-08-02,Việc gia đình,Rejected,E0417
E0489,2024-04-13,2024-04-18,Nghỉ phép,Approved,E0452
E0254,2023-04-03,2023-04-07,Nghỉ bệnh,Pending,E0374
E0359,2024-03-31,2024-04-03,Việc gia đình,Pending,E0452
E0152,2024-02-26,2024-02-28,Nghỉ bệnh,Approved,E0491
E0304,2023-10-23,2023-10-24,Nghỉ phép,Approved,E0434
E0131,2024-12-05,2024-12-10,Nghỉ phép,Pending,E0452
E0038,2024-07-04,2024-07-05,Nghỉ bệnh,Rejected,E0290
E0143,2023-10-19,2023-10-21,Việc gia đình,Rejected,E0380
E0175,2024-10-02,2024-10-04,Nghỉ bệnh,Rejected,E0434
E0063,2024-07-22,2024-07-25,Nghỉ bệnh,Rejected,E0491
E0167,2023-10-28,2023-11-01,Nghỉ bệnh,Pending,E0434
E0355,2023-04-20,2023-04-23,Nghỉ bệnh,Approved,E0417
E0239,2023-01-05,2023-01-06,Nghỉ bệnh,Rejected,E0434
E0415,2024-02-21,2024-02-23,Nghỉ bệnh,Approved,E0434
E0119,2023-09-17,2023-09-22,Việc gia đình,Approved,E0388
E0106,2024-07-17,2024-07-22,Nghỉ bệnh,Approved,E0418
E0290,2024-08-15,2024-08-19,Việc gia đình,Approved,E0452
E0020,2023-11-25,2023-11-30,Nghỉ bệnh,Rejected,E0418
E0268,2023-03-07,2023-03-09,Nghỉ phép,Pending,E0290
E0232,2024-03-01,2024-03-03,Nghỉ phép,Rejected,E0374
E0069,2024-02-05,2024-02-07,Việc gia đình,Approved,E0388
E0431,2024-03-08,2024-03-09,Nghỉ phép,Approved,E0290
E0422,2023-04-24,2023-04-25,Việc gia đình,Rejected,E0418
E0368,2024-07-20,2024-07-23,Nghỉ bệnh,Approved,E0351
E0072,2024-10-23,2024-10-28,Nghỉ bệnh,Rejected,E0380
E0347,2023-12-14,2023-12-15,Nghỉ phép,Approved,E0388
E0089,2024-02-15,2024-02-18,Nghỉ phép,Rejected,E0418
E0373,2024-06-19,2024-06-23,Nghỉ phép,Approved,E0380
E0481,2024-01-21,2024-01-24,Nghỉ bệnh,Pending,E0434
E0220,2023-09-19,2023-09-21,Việc gia đình,Approved,E0351
E0479,2023-04-15,2023-04-19,Việc gia đình,Rejected,E0491
E0238,2024-08-26,2024-08-29,Nghỉ phép,Approved,E0434
E0328,2024-12-20,2024-12-24,Nghỉ bệnh,Approved,E0434
E0422,2023-03-03,2023-03-04,Nghỉ bệnh,Approved,E0351
E0449,2023-10-02,2023-10-03,Việc gia đình,Rejected,E0290
E0449,2024-10-15,2024-10-17,Việc gia đình,Approved,E0434
E0089,2023-01-31,2023-02-01,Nghỉ phép,Rejected,E0452
E0471,2024-06-12,2024-06-16,Việc gia đình,Rejected,E0434
E0237,2023-11-23,2023-11-25,Nghỉ phép,Rejected,E0434
E0409,2023-06-11,2023-06-12,Việc gia đình,Approved,E0418
E0456,2023-07-17,2023-07-19,Việc gia đình,Rejected,E0374
E0204,2024-04-05,2024-04-09,Nghỉ phép,Approved,E0417
E0453,2023-03-26,2023-03-28,Nghỉ phép,Pending,E0434
E0407,2023-08-05,2023-08-09,Việc gia đình,Rejected,E0434
E0101,2023-09-07,2023-09-09,Nghỉ bệnh,Approved,E0290
E0067,2023-01-12,2023-01-13,Nghỉ phép,Pending,E0452
E0239,2023-04-10,2023-04-12,Nghỉ phép,Pending,E0290
E0345,2024-10-24,2024-10-27,Nghỉ phép,Rejected,E0290
E0488,2024-06-17,2024-06-22,Nghỉ bệnh,Rejected,E0290
E0300,2024-03-09,2024-03-13,Nghỉ bệnh,Pending,E0374
E0246,2024-02-12,2024-02-14,Việc gia đình,Rejected,E0290
E0404,2023-03-10,2023-03-13,Nghỉ phép,Pending,E0418
E0303,2024-07-21,2024-07-23,Nghỉ bệnh,Approved,E0418
E0379,2024-07-31,2024-08-05,Nghỉ bệnh,Pending,E0417
E0156,2024-01-28,2024-02-02,Nghỉ bệnh,Approved,E0388
E0347,2023-05-18,2023-05-19,Việc gia đình,Pending,E0491
E0202,2024-05-24,2024-05-29,Việc gia đình,Approved,E0380
E0474,2024-09-24,2024-09-29,Việc gia đình,Approved,E0491
E0138,2023-05-29,2023-06-03,Nghỉ phép,Pending,E0418
E0023,2023-09-03,2023-09-07,Nghỉ phép,Rejected,E0452
E0330,2024-09-11,2024-09-16,Nghỉ bệnh,Approved,E0417
E0312,2024-07-26,2024-07-31,Nghỉ bệnh,Approved,E0380
E0349,2024-01-28,2024-01-29,Nghỉ bệnh,Rejected,E0290
E0390,2023-10-20,2023-10-21,Nghỉ bệnh,Approved,E0452
E0056,2023-11-24,2023-11-25,Nghỉ phép,Approved,E0351
E0228,2023-09-19,2023-09-21,Nghỉ bệnh,Rejected,E0388
E0500,2023-01-31,2023-02-02,Nghỉ phép,Pending,E0417
E0317,2023-08-18,2023-08-22,Việc gia đình,Pending,E0434
E0205,2024-05-10,2024-05-12,Việc gia đình,Approved,E0380
E0032,2024-07-10,2024-07-15,Nghỉ phép,Approved,E0351
E0479,2024-12-26,2024-12-29,Việc gia đình,Pending,E0351
E0397,2023-09-21,2023-09-22,Việc gia đình,Pending,E0351
E0122,2024-04-12,2024-04-16,Việc gia đình,Rejected,E0417
E0099,2024-02-19,2024-02-23,Nghỉ phép,Pending,E0351
E0423,2024-06-15,2024-06-16,Nghỉ bệnh,Pending,E0418
E0134,2024-07-31,2024-08-01,Việc gia đình,Rejected,E0380
E0050,2024-08-20,2024-08-21,Nghỉ phép,Rejected,E0388
E0370,2023-07-29,2023-07-30,Nghỉ phép,Approved,E0491
E0270,2023-05-07,2023-05-12,Việc gia đình,Approved,E0434
E0081,2023-06-02,2023-06-05,Nghỉ bệnh,Pending,E0388
E0373,2023-12-28,2023-12-29,Nghỉ phép,Pending,E0374
E0421,2023-11-30,2023-12-03,Nghỉ phép,Rejected,E0452
E0005,2024-09-30,2024-10-03,Việc gia đình,Approved,E0434
E0206,2023-02-20,2023-02-22,Nghỉ bệnh,Pending,E0290
E0474,2024-08-11,2024-08-13,Nghỉ bệnh,Rejected,E0388
E0372,2024-09-06,2024-09-08,Nghỉ phép,Rejected,E0290
E0050,2023-11-06,2023-11-09,Việc gia đình,Rejected,E0434
E0182,2024-11-21,2024-11-24,Việc gia đình,Rejected,E0290
E0027,2024-09-20,2024-09-22,Nghỉ phép,Rejected,E0417
E0110,2024-06-24,2024-06-25,Nghỉ bệnh,Pending,E0290
